20230920
Seconds MEASURES_wd_VX MEASURES_wd_VY MNH_WD_30m(°)_VX MNH_WD_30m(°)_VY "AR_WIND_DIRECTION (°)_VX" "AR_WIND_DIRECTION (°)_VY" Date_of_forecast Date_of_computing
18000 -0.18425 -0.98086 -0.09501 -0.99548 -0.14582 -0.98931 "2023-09-20 11:00:00" "2023-09-20 11:00:00"
18600 -0.18642 -0.98049 -0.09060 -0.99589 -0.13468 -0.99088 "2023-09-20 11:10:00" "2023-09-20 11:00:00"
18600 -0.18642 -0.98049 -0.09060 -0.99589 -0.15580 -0.98779 "2023-09-20 11:10:00" "2023-09-20 11:10:00"
19200 -0.18676 -0.98044 -0.09373 -0.99560 -0.12885 -0.99166 "2023-09-20 11:20:00" "2023-09-20 11:00:00"
19200 -0.18676 -0.98044 -0.09373 -0.99560 -0.16175 -0.98683 "2023-09-20 11:20:00" "2023-09-20 11:10:00"
19200 -0.18676 -0.98044 -0.09373 -0.99560 -0.15438 -0.98801 "2023-09-20 11:20:00" "2023-09-20 11:20:00"
19800 -0.18413 -0.98088 -0.10470 -0.99450 -0.12661 -0.99195 "2023-09-20 11:30:00" "2023-09-20 11:00:00"
19800 -0.18413 -0.98088 -0.10470 -0.99450 -0.16953 -0.98552 "2023-09-20 11:30:00" "2023-09-20 11:10:00"
19800 -0.18413 -0.98088 -0.10470 -0.99450 -0.15892 -0.98729 "2023-09-20 11:30:00" "2023-09-20 11:20:00"
19800 -0.18413 -0.98088 -0.10470 -0.99450 -0.16115 -0.98693 "2023-09-20 11:30:00" "2023-09-20 11:30:00"
20400 -0.16873 -0.98297 -0.09197 -0.99576 -0.11250 -0.99364 "2023-09-20 11:40:00" "2023-09-20 11:00:00"
20400 -0.16873 -0.98297 -0.09197 -0.99576 -0.16176 -0.98682 "2023-09-20 11:40:00" "2023-09-20 11:10:00"
20400 -0.16873 -0.98297 -0.09197 -0.99576 -0.14847 -0.98891 "2023-09-20 11:40:00" "2023-09-20 11:20:00"
20400 -0.16873 -0.98297 -0.09197 -0.99576 -0.15055 -0.98859 "2023-09-20 11:40:00" "2023-09-20 11:30:00"
20400 -0.16873 -0.98297 -0.09197 -0.99576 -0.16282 -0.98665 "2023-09-20 11:40:00" "2023-09-20 11:40:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.09682 -0.99530 "2023-09-20 11:50:00" "2023-09-20 11:00:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.15088 -0.98855 "2023-09-20 11:50:00" "2023-09-20 11:10:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.13570 -0.99075 "2023-09-20 11:50:00" "2023-09-20 11:20:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.13794 -0.99044 "2023-09-20 11:50:00" "2023-09-20 11:30:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.15870 -0.98733 "2023-09-20 11:50:00" "2023-09-20 11:40:00"
21000 -0.14831 -0.98687 -0.08536 -0.99635 -0.17052 -0.98535 "2023-09-20 11:50:00" "2023-09-20 11:50:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.15372 -0.98811 "2023-09-20 12:00:00" "2023-09-20 11:10:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.13670 -0.99061 "2023-09-20 12:00:00" "2023-09-20 11:20:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.13899 -0.99029 "2023-09-20 12:00:00" "2023-09-20 11:30:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.16705 -0.98594 "2023-09-20 12:00:00" "2023-09-20 11:40:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.18518 -0.98269 "2023-09-20 12:00:00" "2023-09-20 11:50:00"
21600 -0.14410 -0.98795 -0.07673 -0.99705 -0.16833 -0.98573 "2023-09-20 12:00:00" "2023-09-20 12:00:00"
22200 -0.14742 -0.98748 -0.06126 -0.99812 -0.13410 -0.99096 "2023-09-20 12:10:00" "2023-09-20 11:20:00"
22200 -0.14742 -0.98748 -0.06126 -0.99812 -0.13660 -0.99062 "2023-09-20 12:10:00" "2023-09-20 11:30:00"
22200 -0.14742 -0.98748 -0.06126 -0.99812 -0.17089 -0.98529 "2023-09-20 12:10:00" "2023-09-20 11:40:00"
22200 -0.14742 -0.98748 -0.06126 -0.99812 -0.19500 -0.98080 "2023-09-20 12:10:00" "2023-09-20 11:50:00"
22200 -0.14742 -0.98748 -0.06126 -0.99812 -0.16461 -0.98636 "2023-09-20 12:10:00" "2023-09-20 12:00:00"
