20230922
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
20400 29.72614 58.12394 28.95787 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 30.40789 58.16573 28.57648 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 30.40789 58.16573 29.60556 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 30.84917 59.34620 29.14121 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 30.84917 59.34620 30.59228 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
21600 30.84917 59.34620 30.85099 "2023-09-23 00:00:00" "2023-09-23 00:00:00"
22200 31.72618 61.99030 29.45283 "2023-09-23 00:10:00" "2023-09-22 23:40:00"
22200 31.72618 61.99030 31.30606 "2023-09-23 00:10:00" "2023-09-22 23:50:00"
22200 31.72618 61.99030 31.46649 "2023-09-23 00:10:00" "2023-09-23 00:00:00"
22200 31.72618 61.99030 30.52661 "2023-09-23 00:10:00" "2023-09-23 00:10:00"
22800 32.76991 63.48165 28.46228 "2023-09-23 00:20:00" "2023-09-22 23:40:00"
22800 32.76991 63.48165 30.62119 "2023-09-23 00:20:00" "2023-09-22 23:50:00"
22800 32.76991 63.48165 30.77464 "2023-09-23 00:20:00" "2023-09-23 00:00:00"
22800 32.76991 63.48165 29.97011 "2023-09-23 00:20:00" "2023-09-23 00:10:00"
22800 32.76991 63.48165 31.89661 "2023-09-23 00:20:00" "2023-09-23 00:20:00"
23400 34.63541 64.51329 29.11922 "2023-09-23 00:30:00" "2023-09-22 23:40:00"
23400 34.63541 64.51329 31.45226 "2023-09-23 00:30:00" "2023-09-22 23:50:00"
23400 34.63541 64.51329 31.57580 "2023-09-23 00:30:00" "2023-09-23 00:00:00"
23400 34.63541 64.51329 30.76000 "2023-09-23 00:30:00" "2023-09-23 00:10:00"
23400 34.63541 64.51329 33.96277 "2023-09-23 00:30:00" "2023-09-23 00:20:00"
23400 34.63541 64.51329 34.98080 "2023-09-23 00:30:00" "2023-09-23 00:30:00"
24000 36.27969 67.12339 34.63413 "2023-09-23 00:40:00" "2023-09-22 23:50:00"
24000 36.27969 67.12339 34.71430 "2023-09-23 00:40:00" "2023-09-23 00:00:00"
24000 36.27969 67.12339 33.98625 "2023-09-23 00:40:00" "2023-09-23 00:10:00"
24000 36.27969 67.12339 38.32043 "2023-09-23 00:40:00" "2023-09-23 00:20:00"
24000 36.27969 67.12339 39.67417 "2023-09-23 00:40:00" "2023-09-23 00:30:00"
24000 36.27969 67.12339 38.04607 "2023-09-23 00:40:00" "2023-09-23 00:40:00"
24600 38.72337 68.00371 37.70500 "2023-09-23 00:50:00" "2023-09-23 00:00:00"
24600 38.72337 68.00371 37.13025 "2023-09-23 00:50:00" "2023-09-23 00:10:00"
24600 38.72337 68.00371 42.44284 "2023-09-23 00:50:00" "2023-09-23 00:20:00"
24600 38.72337 68.00371 44.24090 "2023-09-23 00:50:00" "2023-09-23 00:30:00"
24600 38.72337 68.00371 41.15782 "2023-09-23 00:50:00" "2023-09-23 00:40:00"
24600 38.72337 68.00371 38.75449 "2023-09-23 00:50:00" "2023-09-23 00:50:00"
25200 39.29188 67.20259 39.09708 "2023-09-23 01:00:00" "2023-09-23 00:10:00"
25200 39.29188 67.20259 45.07940 "2023-09-23 01:00:00" "2023-09-23 00:20:00"
25200 39.29188 67.20259 47.24632 "2023-09-23 01:00:00" "2023-09-23 00:30:00"
25200 39.29188 67.20259 43.05808 "2023-09-23 01:00:00" "2023-09-23 00:40:00"
25200 39.29188 67.20259 39.49709 "2023-09-23 01:00:00" "2023-09-23 00:50:00"
25200 39.29188 67.20259 39.47148 "2023-09-23 01:00:00" "2023-09-23 01:00:00"
25800 39.85431 66.99937 49.14917 "2023-09-23 01:10:00" "2023-09-23 00:20:00"
25800 39.85431 66.99937 51.55641 "2023-09-23 01:10:00" "2023-09-23 00:30:00"
25800 39.85431 66.99937 46.40841 "2023-09-23 01:10:00" "2023-09-23 00:40:00"
25800 39.85431 66.99937 41.75576 "2023-09-23 01:10:00" "2023-09-23 00:50:00"
25800 39.85431 66.99937 41.35351 "2023-09-23 01:10:00" "2023-09-23 01:00:00"
25800 39.85431 66.99937 40.36468 "2023-09-23 01:10:00" "2023-09-23 01:10:00"
26400 39.46060 65.71440 54.31593 "2023-09-23 01:20:00" "2023-09-23 00:30:00"
26400 39.46060 65.71440 48.51684 "2023-09-23 01:20:00" "2023-09-23 00:40:00"
26400 39.46060 65.71440 42.97485 "2023-09-23 01:20:00" "2023-09-23 00:50:00"
26400 39.46060 65.71440 42.19761 "2023-09-23 01:20:00" "2023-09-23 01:00:00"
26400 39.46060 65.71440 40.26135 "2023-09-23 01:20:00" "2023-09-23 01:10:00"
26400 39.46060 65.71440 39.59758 "2023-09-23 01:20:00" "2023-09-23 01:20:00"
27000 38.09802 64.59315 48.47798 "2023-09-23 01:30:00" "2023-09-23 00:40:00"
27000 38.09802 64.59315 42.39908 "2023-09-23 01:30:00" "2023-09-23 00:50:00"
27000 38.09802 64.59315 41.21882 "2023-09-23 01:30:00" "2023-09-23 01:00:00"
27000 38.09802 64.59315 38.53244 "2023-09-23 01:30:00" "2023-09-23 01:10:00"
27000 38.09802 64.59315 38.01814 "2023-09-23 01:30:00" "2023-09-23 01:20:00"
27000 38.09802 64.59315 38.00611 "2023-09-23 01:30:00" "2023-09-23 01:30:00"
27600 35.91684 62.54774 41.92042 "2023-09-23 01:40:00" "2023-09-23 00:50:00"
27600 35.91684 62.54774 40.41422 "2023-09-23 01:40:00" "2023-09-23 01:00:00"
27600 35.91684 62.54774 37.05539 "2023-09-23 01:40:00" "2023-09-23 01:10:00"
27600 35.91684 62.54774 36.60397 "2023-09-23 01:40:00" "2023-09-23 01:20:00"
27600 35.91684 62.54774 37.27253 "2023-09-23 01:40:00" "2023-09-23 01:30:00"
27600 35.91684 62.54774 35.33153 "2023-09-23 01:40:00" "2023-09-23 01:40:00"
28200 34.14146 61.65638 39.31568 "2023-09-23 01:50:00" "2023-09-23 01:00:00"
28200 34.14146 61.65638 35.48048 "2023-09-23 01:50:00" "2023-09-23 01:10:00"
28200 34.14146 61.65638 35.17469 "2023-09-23 01:50:00" "2023-09-23 01:20:00"
28200 34.14146 61.65638 36.26252 "2023-09-23 01:50:00" "2023-09-23 01:30:00"
28200 34.14146 61.65638 32.87669 "2023-09-23 01:50:00" "2023-09-23 01:40:00"
28200 34.14146 61.65638 34.81375 "2023-09-23 01:50:00" "2023-09-23 01:50:00"
28800 34.49762 63.50834 34.59201 "2023-09-23 02:00:00" "2023-09-23 01:10:00"
28800 34.49762 63.50834 34.46072 "2023-09-23 02:00:00" "2023-09-23 01:20:00"
28800 34.49762 63.50834 35.97282 "2023-09-23 02:00:00" "2023-09-23 01:30:00"
28800 34.49762 63.50834 31.28846 "2023-09-23 02:00:00" "2023-09-23 01:40:00"
28800 34.49762 63.50834 34.83944 "2023-09-23 02:00:00" "2023-09-23 01:50:00"
28800 34.49762 63.50834 33.31354 "2023-09-23 02:00:00" "2023-09-23 02:00:00"
29400 34.95531 61.11726 32.55650 "2023-09-23 02:10:00" "2023-09-23 01:20:00"
29400 34.95531 61.11726 34.42449 "2023-09-23 02:10:00" "2023-09-23 01:30:00"
29400 34.95531 61.11726 28.56689 "2023-09-23 02:10:00" "2023-09-23 01:40:00"
29400 34.95531 61.11726 33.52960 "2023-09-23 02:10:00" "2023-09-23 01:50:00"
29400 34.95531 61.11726 31.95605 "2023-09-23 02:10:00" "2023-09-23 02:00:00"
29400 34.95531 61.11726 34.13425 "2023-09-23 02:10:00" "2023-09-23 02:10:00"
30000 36.61396 61.78762 33.59326 "2023-09-23 02:20:00" "2023-09-23 01:30:00"
30000 36.61396 61.78762 26.90355 "2023-09-23 02:20:00" "2023-09-23 01:40:00"
30000 36.61396 61.78762 33.16515 "2023-09-23 02:20:00" "2023-09-23 01:50:00"
30000 36.61396 61.78762 31.43292 "2023-09-23 02:20:00" "2023-09-23 02:00:00"
30000 36.61396 61.78762 34.19896 "2023-09-23 02:20:00" "2023-09-23 02:10:00"
30000 36.61396 61.78762 36.79204 "2023-09-23 02:20:00" "2023-09-23 02:20:00"
30600 37.97207 63.97692 28.96716 "2023-09-23 02:30:00" "2023-09-23 01:40:00"
30600 37.97207 63.97692 36.14400 "2023-09-23 02:30:00" "2023-09-23 01:50:00"
30600 37.97207 63.97692 34.42864 "2023-09-23 02:30:00" "2023-09-23 02:00:00"
30600 37.97207 63.97692 37.87511 "2023-09-23 02:30:00" "2023-09-23 02:10:00"
30600 37.97207 63.97692 41.52833 "2023-09-23 02:30:00" "2023-09-23 02:20:00"
30600 37.97207 63.97692 39.06341 "2023-09-23 02:30:00" "2023-09-23 02:30:00"
31200 39.50682 63.27703 35.56877 "2023-09-23 02:40:00" "2023-09-23 01:50:00"
31200 39.50682 63.27703 33.99039 "2023-09-23 02:40:00" "2023-09-23 02:00:00"
31200 39.50682 63.27703 37.94676 "2023-09-23 02:40:00" "2023-09-23 02:10:00"
31200 39.50682 63.27703 42.70238 "2023-09-23 02:40:00" "2023-09-23 02:20:00"
31200 39.50682 63.27703 37.95633 "2023-09-23 02:40:00" "2023-09-23 02:30:00"
31200 39.50682 63.27703 40.34753 "2023-09-23 02:40:00" "2023-09-23 02:40:00"
