20230918
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 47.87741 60.23715 51.56000 "2023-09-18 23:40:00" "2023-09-18 23:40:00"
21000 48.86379 61.69991 51.56000 "2023-09-18 23:50:00" "2023-09-18 23:40:00"
21000 48.86379 61.69991 42.42857 "2023-09-18 23:50:00" "2023-09-18 23:50:00"
21000 48.86379 61.69991 51.56000 "2023-09-18 23:50:00" "2023-09-18 23:40:00"
21000 48.86379 61.69991 42.42857 "2023-09-18 23:50:00" "2023-09-18 23:50:00"
21600 50.06278 62.23170 51.56000 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 50.06278 62.23170 42.42857 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 50.06278 62.23170 57.91250 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
21600 50.06278 62.23170 51.56000 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 50.06278 62.23170 42.42857 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 50.06278 62.23170 57.91250 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
21600 50.06278 62.23170 51.56000 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 50.06278 62.23170 42.42857 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 50.06278 62.23170 57.91250 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
22200 47.56263 62.38827 51.56000 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 47.56263 62.38827 42.42857 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 47.56263 62.38827 57.91250 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 47.56263 62.38827 43.22857 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22200 47.56263 62.38827 51.56000 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 47.56263 62.38827 42.42857 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 47.56263 62.38827 57.91250 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 47.56263 62.38827 43.22857 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22200 47.56263 62.38827 51.56000 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 47.56263 62.38827 42.42857 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 47.56263 62.38827 57.91250 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 47.56263 62.38827 43.22857 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22200 47.56263 62.38827 51.56000 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 47.56263 62.38827 42.42857 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 47.56263 62.38827 57.91250 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 47.56263 62.38827 43.22857 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22800 44.82305 62.77262 51.56000 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 44.82305 62.77262 42.42857 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 44.82305 62.77262 57.91250 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 44.82305 62.77262 43.22857 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 44.82305 62.77262 36.62500 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
22800 44.82305 62.77262 51.56000 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 44.82305 62.77262 42.42857 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 44.82305 62.77262 57.91250 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 44.82305 62.77262 43.22857 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 44.82305 62.77262 36.62500 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
22800 44.82305 62.77262 51.56000 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 44.82305 62.77262 42.42857 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 44.82305 62.77262 57.91250 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 44.82305 62.77262 43.22857 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 44.82305 62.77262 36.62500 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
22800 44.82305 62.77262 51.56000 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 44.82305 62.77262 42.42857 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 44.82305 62.77262 57.91250 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 44.82305 62.77262 43.22857 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 44.82305 62.77262 36.62500 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
22800 44.82305 62.77262 51.56000 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 44.82305 62.77262 42.42857 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 44.82305 62.77262 57.91250 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 44.82305 62.77262 43.22857 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
