20230925
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
33000 59.26280 75.96926 68.98150 "2023-09-26 03:10:00" "2023-09-26 03:10:00"
33600 62.31654 77.13065 68.63295 "2023-09-26 03:20:00" "2023-09-26 03:10:00"
33600 62.31654 77.13065 65.91655 "2023-09-26 03:20:00" "2023-09-26 03:20:00"
34200 66.55478 76.74269 68.31427 "2023-09-26 03:30:00" "2023-09-26 03:10:00"
34200 66.55478 76.74269 64.45386 "2023-09-26 03:30:00" "2023-09-26 03:20:00"
34200 66.55478 76.74269 68.60094 "2023-09-26 03:30:00" "2023-09-26 03:30:00"
34800 68.93526 77.15286 68.91653 "2023-09-26 03:40:00" "2023-09-26 03:10:00"
34800 68.93526 77.15286 64.00298 "2023-09-26 03:40:00" "2023-09-26 03:20:00"
34800 68.93526 77.15286 69.38104 "2023-09-26 03:40:00" "2023-09-26 03:30:00"
34800 68.93526 77.15286 68.07410 "2023-09-26 03:40:00" "2023-09-26 03:40:00"
35400 70.75605 77.41578 70.53878 "2023-09-26 03:50:00" "2023-09-26 03:10:00"
35400 70.75605 77.41578 64.70235 "2023-09-26 03:50:00" "2023-09-26 03:20:00"
35400 70.75605 77.41578 71.33029 "2023-09-26 03:50:00" "2023-09-26 03:30:00"
35400 70.75605 77.41578 69.35016 "2023-09-26 03:50:00" "2023-09-26 03:40:00"
35400 70.75605 77.41578 70.51010 "2023-09-26 03:50:00" "2023-09-26 03:50:00"
36000 72.48693 78.10326 70.11675 "2023-09-26 04:00:00" "2023-09-26 03:10:00"
36000 72.48693 78.10326 63.72650 "2023-09-26 04:00:00" "2023-09-26 03:20:00"
36000 72.48693 78.10326 71.45933 "2023-09-26 04:00:00" "2023-09-26 03:30:00"
36000 72.48693 78.10326 68.91227 "2023-09-26 04:00:00" "2023-09-26 03:40:00"
36000 72.48693 78.10326 69.79489 "2023-09-26 04:00:00" "2023-09-26 03:50:00"
36000 72.48693 78.10326 72.14708 "2023-09-26 04:00:00" "2023-09-26 04:00:00"
36600 76.43102 76.95470 64.23808 "2023-09-26 04:10:00" "2023-09-26 03:20:00"
36600 76.43102 76.95470 72.46341 "2023-09-26 04:10:00" "2023-09-26 03:30:00"
36600 76.43102 76.95470 69.40666 "2023-09-26 04:10:00" "2023-09-26 03:40:00"
36600 76.43102 76.95470 70.24497 "2023-09-26 04:10:00" "2023-09-26 03:50:00"
36600 76.43102 76.95470 74.04812 "2023-09-26 04:10:00" "2023-09-26 04:00:00"
36600 76.43102 76.95470 76.58789 "2023-09-26 04:10:00" "2023-09-26 04:10:00"
37200 78.12520 76.85170 72.51494 "2023-09-26 04:20:00" "2023-09-26 03:30:00"
37200 78.12520 76.85170 69.12285 "2023-09-26 04:20:00" "2023-09-26 03:40:00"
37200 78.12520 76.85170 69.88893 "2023-09-26 04:20:00" "2023-09-26 03:50:00"
37200 78.12520 76.85170 74.87323 "2023-09-26 04:20:00" "2023-09-26 04:00:00"
37200 78.12520 76.85170 79.08485 "2023-09-26 04:20:00" "2023-09-26 04:10:00"
37200 78.12520 76.85170 78.13893 "2023-09-26 04:20:00" "2023-09-26 04:20:00"
37800 78.78069 76.92130 70.40512 "2023-09-26 04:30:00" "2023-09-26 03:40:00"
37800 78.78069 76.92130 70.89228 "2023-09-26 04:30:00" "2023-09-26 03:50:00"
37800 78.78069 76.92130 76.93051 "2023-09-26 04:30:00" "2023-09-26 04:00:00"
37800 78.78069 76.92130 82.51941 "2023-09-26 04:30:00" "2023-09-26 04:10:00"
37800 78.78069 76.92130 80.57764 "2023-09-26 04:30:00" "2023-09-26 04:20:00"
37800 78.78069 76.92130 78.60667 "2023-09-26 04:30:00" "2023-09-26 04:30:00"
38400 78.38628 76.82208 69.79107 "2023-09-26 04:40:00" "2023-09-26 03:50:00"
38400 78.38628 76.82208 76.59563 "2023-09-26 04:40:00" "2023-09-26 04:00:00"
38400 78.38628 76.82208 83.40326 "2023-09-26 04:40:00" "2023-09-26 04:10:00"
38400 78.38628 76.82208 80.83650 "2023-09-26 04:40:00" "2023-09-26 04:20:00"
38400 78.38628 76.82208 77.69979 "2023-09-26 04:40:00" "2023-09-26 04:30:00"
38400 78.38628 76.82208 79.46535 "2023-09-26 04:40:00" "2023-09-26 04:40:00"
39000 77.28226 77.63587 76.26312 "2023-09-26 04:50:00" "2023-09-26 04:00:00"
39000 77.28226 77.63587 84.00503 "2023-09-26 04:50:00" "2023-09-26 04:10:00"
39000 77.28226 77.63587 80.92057 "2023-09-26 04:50:00" "2023-09-26 04:20:00"
39000 77.28226 77.63587 76.84414 "2023-09-26 04:50:00" "2023-09-26 04:30:00"
39000 77.28226 77.63587 79.67223 "2023-09-26 04:50:00" "2023-09-26 04:40:00"
39000 77.28226 77.63587 78.25124 "2023-09-26 04:50:00" "2023-09-26 04:50:00"
39600 75.25721 76.94434 84.81041 "2023-09-26 05:00:00" "2023-09-26 04:10:00"
39600 75.25721 76.94434 81.33438 "2023-09-26 05:00:00" "2023-09-26 04:20:00"
39600 75.25721 76.94434 76.38224 "2023-09-26 05:00:00" "2023-09-26 04:30:00"
39600 75.25721 76.94434 80.04363 "2023-09-26 05:00:00" "2023-09-26 04:40:00"
39600 75.25721 76.94434 78.23616 "2023-09-26 05:00:00" "2023-09-26 04:50:00"
39600 75.25721 76.94434 75.55839 "2023-09-26 05:00:00" "2023-09-26 05:00:00"
40200 72.21882 77.25224 80.79641 "2023-09-26 05:10:00" "2023-09-26 04:20:00"
40200 72.21882 77.25224 75.23957 "2023-09-26 05:10:00" "2023-09-26 04:30:00"
40200 72.21882 77.25224 79.64525 "2023-09-26 05:10:00" "2023-09-26 04:40:00"
40200 72.21882 77.25224 77.47698 "2023-09-26 05:10:00" "2023-09-26 04:50:00"
40200 72.21882 77.25224 73.37857 "2023-09-26 05:10:00" "2023-09-26 05:00:00"
40200 72.21882 77.25224 72.91336 "2023-09-26 05:10:00" "2023-09-26 05:10:00"
40800 71.40900 77.06960 75.54312 "2023-09-26 05:20:00" "2023-09-26 04:30:00"
40800 71.40900 77.06960 80.46659 "2023-09-26 05:20:00" "2023-09-26 04:40:00"
40800 71.40900 77.06960 77.98579 "2023-09-26 05:20:00" "2023-09-26 04:50:00"
40800 71.40900 77.06960 72.69186 "2023-09-26 05:20:00" "2023-09-26 05:00:00"
40800 71.40900 77.06960 71.93579 "2023-09-26 05:20:00" "2023-09-26 05:10:00"
40800 71.40900 77.06960 71.83911 "2023-09-26 05:20:00" "2023-09-26 05:20:00"
41400 68.68798 75.68440 79.88559 "2023-09-26 05:30:00" "2023-09-26 04:40:00"
41400 68.68798 75.68440 77.32945 "2023-09-26 05:30:00" "2023-09-26 04:50:00"
41400 68.68798 75.68440 70.98288 "2023-09-26 05:30:00" "2023-09-26 05:00:00"
41400 68.68798 75.68440 69.95268 "2023-09-26 05:30:00" "2023-09-26 05:10:00"
41400 68.68798 75.68440 70.44998 "2023-09-26 05:30:00" "2023-09-26 05:20:00"
41400 68.68798 75.68440 69.15924 "2023-09-26 05:30:00" "2023-09-26 05:30:00"
42000 62.50246 74.93550 77.30031 "2023-09-26 05:40:00" "2023-09-26 04:50:00"
42000 62.50246 74.93550 70.25233 "2023-09-26 05:40:00" "2023-09-26 05:00:00"
42000 62.50246 74.93550 68.97796 "2023-09-26 05:40:00" "2023-09-26 05:10:00"
42000 62.50246 74.93550 69.81358 "2023-09-26 05:40:00" "2023-09-26 05:20:00"
42000 62.50246 74.93550 67.93381 "2023-09-26 05:40:00" "2023-09-26 05:30:00"
42000 62.50246 74.93550 63.65892 "2023-09-26 05:40:00" "2023-09-26 05:40:00"
42600 52.53150 74.24918 69.71977 "2023-09-26 05:50:00" "2023-09-26 05:00:00"
42600 52.53150 74.24918 68.23492 "2023-09-26 05:50:00" "2023-09-26 05:10:00"
42600 52.53150 74.24918 69.35226 "2023-09-26 05:50:00" "2023-09-26 05:20:00"
42600 52.53150 74.24918 66.91160 "2023-09-26 05:50:00" "2023-09-26 05:30:00"
42600 52.53150 74.24918 59.67404 "2023-09-26 05:50:00" "2023-09-26 05:40:00"
42600 52.53150 74.24918 52.88808 "2023-09-26 05:50:00" "2023-09-26 05:50:00"
43200 46.87574 73.72474 66.87169 "2023-09-26 06:00:00" "2023-09-26 05:10:00"
43200 46.87574 73.72474 68.31541 "2023-09-26 06:00:00" "2023-09-26 05:20:00"
43200 46.87574 73.72474 65.38608 "2023-09-26 06:00:00" "2023-09-26 05:30:00"
43200 46.87574 73.72474 55.79875 "2023-09-26 06:00:00" "2023-09-26 05:40:00"
43200 46.87574 73.72474 45.42920 "2023-09-26 06:00:00" "2023-09-26 05:50:00"
43200 46.87574 73.72474 45.26230 "2023-09-26 06:00:00" "2023-09-26 06:00:00"
43800 44.26886 74.10956 67.47750 "2023-09-26 06:10:00" "2023-09-26 05:20:00"
43800 44.26886 74.10956 64.21871 "2023-09-26 06:10:00" "2023-09-26 05:30:00"
43800 44.26886 74.10956 52.53829 "2023-09-26 06:10:00" "2023-09-26 05:40:00"
43800 44.26886 74.10956 39.05243 "2023-09-26 06:10:00" "2023-09-26 05:50:00"
43800 44.26886 74.10956 40.06088 "2023-09-26 06:10:00" "2023-09-26 06:00:00"
43800 44.26886 74.10956 45.41702 "2023-09-26 06:10:00" "2023-09-26 06:10:00"
44400 43.27119 74.80167 63.86926 "2023-09-26 06:20:00" "2023-09-26 05:30:00"
44400 43.27119 74.80167 50.58350 "2023-09-26 06:20:00" "2023-09-26 05:40:00"
44400 43.27119 74.80167 34.29776 "2023-09-26 06:20:00" "2023-09-26 05:50:00"
44400 43.27119 74.80167 35.84847 "2023-09-26 06:20:00" "2023-09-26 06:00:00"
44400 43.27119 74.80167 44.68840 "2023-09-26 06:20:00" "2023-09-26 06:10:00"
44400 43.27119 74.80167 46.40131 "2023-09-26 06:20:00" "2023-09-26 06:20:00"
45000 42.62384 75.66749 49.67828 "2023-09-26 06:30:00" "2023-09-26 05:40:00"
45000 42.62384 75.66749 31.39771 "2023-09-26 06:30:00" "2023-09-26 05:50:00"
45000 42.62384 75.66749 33.41829 "2023-09-26 06:30:00" "2023-09-26 06:00:00"
45000 42.62384 75.66749 44.82461 "2023-09-26 06:30:00" "2023-09-26 06:10:00"
45000 42.62384 75.66749 47.68521 "2023-09-26 06:30:00" "2023-09-26 06:20:00"
45000 42.62384 75.66749 44.41182 "2023-09-26 06:30:00" "2023-09-26 06:30:00"
45600 47.97187 75.76790 31.00552 "2023-09-26 06:40:00" "2023-09-26 05:50:00"
45600 47.97187 75.76790 33.53171 "2023-09-26 06:40:00" "2023-09-26 06:00:00"
