20230909
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 66.69748 76.90869 66.92500 "2023-09-09 23:40:00" "2023-09-09 23:40:00"
21000 68.70242 77.48497 66.92500 "2023-09-09 23:50:00" "2023-09-09 23:40:00"
21000 68.70242 77.48497 68.30000 "2023-09-09 23:50:00" "2023-09-09 23:50:00"
21000 68.70242 77.48497 66.92500 "2023-09-09 23:50:00" "2023-09-09 23:40:00"
21000 68.70242 77.48497 68.30000 "2023-09-09 23:50:00" "2023-09-09 23:50:00"
21600 69.83995 78.71911 66.92500 "2023-09-10 00:00:00" "2023-09-09 23:40:00"
21600 69.83995 78.71911 68.30000 "2023-09-10 00:00:00" "2023-09-09 23:50:00"
21600 69.83995 78.71911 72.93750 "2023-09-10 00:00:00" "2023-09-10 00:00:00"
21600 69.83995 78.71911 66.92500 "2023-09-10 00:00:00" "2023-09-09 23:40:00"
21600 69.83995 78.71911 68.30000 "2023-09-10 00:00:00" "2023-09-09 23:50:00"
21600 69.83995 78.71911 72.93750 "2023-09-10 00:00:00" "2023-09-10 00:00:00"
21600 69.83995 78.71911 66.92500 "2023-09-10 00:00:00" "2023-09-09 23:40:00"
21600 69.83995 78.71911 68.30000 "2023-09-10 00:00:00" "2023-09-09 23:50:00"
21600 69.83995 78.71911 72.93750 "2023-09-10 00:00:00" "2023-09-10 00:00:00"
22200 70.79561 80.17046 66.92500 "2023-09-10 00:10:00" "2023-09-09 23:40:00"
22200 70.79561 80.17046 68.30000 "2023-09-10 00:10:00" "2023-09-09 23:50:00"
22200 70.79561 80.17046 72.93750 "2023-09-10 00:10:00" "2023-09-10 00:00:00"
22200 70.79561 80.17046 73.41429 "2023-09-10 00:10:00" "2023-09-10 00:10:00"
22200 70.79561 80.17046 66.92500 "2023-09-10 00:10:00" "2023-09-09 23:40:00"
22200 70.79561 80.17046 68.30000 "2023-09-10 00:10:00" "2023-09-09 23:50:00"
22200 70.79561 80.17046 72.93750 "2023-09-10 00:10:00" "2023-09-10 00:00:00"
22200 70.79561 80.17046 73.41429 "2023-09-10 00:10:00" "2023-09-10 00:10:00"
22200 70.79561 80.17046 66.92500 "2023-09-10 00:10:00" "2023-09-09 23:40:00"
22200 70.79561 80.17046 68.30000 "2023-09-10 00:10:00" "2023-09-09 23:50:00"
22200 70.79561 80.17046 72.93750 "2023-09-10 00:10:00" "2023-09-10 00:00:00"
22200 70.79561 80.17046 73.41429 "2023-09-10 00:10:00" "2023-09-10 00:10:00"
22200 70.79561 80.17046 66.92500 "2023-09-10 00:10:00" "2023-09-09 23:40:00"
22200 70.79561 80.17046 68.30000 "2023-09-10 00:10:00" "2023-09-09 23:50:00"
22200 70.79561 80.17046 72.93750 "2023-09-10 00:10:00" "2023-09-10 00:00:00"
22200 70.79561 80.17046 73.41429 "2023-09-10 00:10:00" "2023-09-10 00:10:00"
22800 72.02639 81.73135 66.92500 "2023-09-10 00:20:00" "2023-09-09 23:40:00"
22800 72.02639 81.73135 68.30000 "2023-09-10 00:20:00" "2023-09-09 23:50:00"
22800 72.02639 81.73135 72.93750 "2023-09-10 00:20:00" "2023-09-10 00:00:00"
22800 72.02639 81.73135 73.41429 "2023-09-10 00:20:00" "2023-09-10 00:10:00"
22800 72.02639 81.73135 76.51250 "2023-09-10 00:20:00" "2023-09-10 00:20:00"
22800 72.02639 81.73135 66.92500 "2023-09-10 00:20:00" "2023-09-09 23:40:00"
22800 72.02639 81.73135 68.30000 "2023-09-10 00:20:00" "2023-09-09 23:50:00"
22800 72.02639 81.73135 72.93750 "2023-09-10 00:20:00" "2023-09-10 00:00:00"
22800 72.02639 81.73135 73.41429 "2023-09-10 00:20:00" "2023-09-10 00:10:00"
22800 72.02639 81.73135 76.51250 "2023-09-10 00:20:00" "2023-09-10 00:20:00"
22800 72.02639 81.73135 66.92500 "2023-09-10 00:20:00" "2023-09-09 23:40:00"
22800 72.02639 81.73135 68.30000 "2023-09-10 00:20:00" "2023-09-09 23:50:00"
22800 72.02639 81.73135 72.93750 "2023-09-10 00:20:00" "2023-09-10 00:00:00"
22800 72.02639 81.73135 73.41429 "2023-09-10 00:20:00" "2023-09-10 00:10:00"
