20230908
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 62.70460 24.50698 62.85000 "2023-09-08 23:40:00" "2023-09-08 23:40:00"
21000 62.01250 24.61273 62.85000 "2023-09-08 23:50:00" "2023-09-08 23:40:00"
21000 62.01250 24.61273 61.73333 "2023-09-08 23:50:00" "2023-09-08 23:50:00"
21000 62.01250 24.61273 62.85000 "2023-09-08 23:50:00" "2023-09-08 23:40:00"
21000 62.01250 24.61273 61.73333 "2023-09-08 23:50:00" "2023-09-08 23:50:00"
21600 62.06029 23.38417 62.85000 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 62.06029 23.38417 61.73333 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 62.06029 23.38417 9999.00000 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
21600 62.06029 23.38417 62.85000 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 62.06029 23.38417 61.73333 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 62.06029 23.38417 9999.00000 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
21600 62.06029 23.38417 62.85000 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 62.06029 23.38417 61.73333 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 62.06029 23.38417 9999.00000 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
22200 61.75430 21.28112 62.85000 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 61.75430 21.28112 61.73333 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 61.75430 21.28112 9999.00000 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 61.75430 21.28112 63.51429 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22200 61.75430 21.28112 62.85000 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 61.75430 21.28112 61.73333 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 61.75430 21.28112 9999.00000 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 61.75430 21.28112 63.51429 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22200 61.75430 21.28112 62.85000 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 61.75430 21.28112 61.73333 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 61.75430 21.28112 9999.00000 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 61.75430 21.28112 63.51429 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22200 61.75430 21.28112 62.85000 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 61.75430 21.28112 61.73333 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 61.75430 21.28112 9999.00000 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 61.75430 21.28112 63.51429 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 60.02119 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 60.02119 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 60.02119 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
22800 60.02119 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 60.02119 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 60.02119 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 60.02119 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
22800 60.02119 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 60.02119 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 60.02119 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 60.02119 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
22800 60.02119 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 60.02119 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 60.02119 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 60.02119 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
22800 60.02119 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 60.02119 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 60.02119 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 60.02119 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 60.02119 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
23400 59.86031 24.51186 62.85000 "2023-09-09 00:30:00" "2023-09-08 23:40:00"
23400 59.86031 24.51186 61.73333 "2023-09-09 00:30:00" "2023-09-08 23:50:00"
23400 59.86031 24.51186 9999.00000 "2023-09-09 00:30:00" "2023-09-09 00:00:00"
23400 59.86031 24.51186 63.51429 "2023-09-09 00:30:00" "2023-09-09 00:10:00"
23400 59.86031 24.51186 55.42500 "2023-09-09 00:30:00" "2023-09-09 00:20:00"
23400 59.86031 24.51186 58.55714 "2023-09-09 00:30:00" "2023-09-09 00:30:00"
