20230927
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
21000 61.04913 43.66930 66.78213 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 61.32654 41.56832 66.20042 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 61.32654 41.56832 65.39077 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 66.75631 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 62.30051 38.74916 65.93494 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 65.14357 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 67.39970 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 61.05068 37.60727 66.53372 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 61.05068 37.60727 64.96059 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 63.72962 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 58.99390 37.20195 65.21565 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 58.99390 37.20195 64.27318 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 58.99390 37.20195 62.21604 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 58.99390 37.20195 60.36788 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 58.99390 37.20195 60.10088 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
24000 57.78149 37.08488 61.48421 "2023-09-28 00:40:00" "2023-09-27 23:50:00"
24000 57.78149 37.08488 60.55766 "2023-09-28 00:40:00" "2023-09-28 00:00:00"
24000 57.78149 37.08488 58.19595 "2023-09-28 00:40:00" "2023-09-28 00:10:00"
24000 57.78149 37.08488 55.93090 "2023-09-28 00:40:00" "2023-09-28 00:20:00"
24000 57.78149 37.08488 56.17723 "2023-09-28 00:40:00" "2023-09-28 00:30:00"
24000 57.78149 37.08488 57.83882 "2023-09-28 00:40:00" "2023-09-28 00:40:00"
24600 58.40453 36.19322 58.43148 "2023-09-28 00:50:00" "2023-09-28 00:00:00"
24600 58.40453 36.19322 55.78495 "2023-09-28 00:50:00" "2023-09-28 00:10:00"
24600 58.40453 36.19322 53.22285 "2023-09-28 00:50:00" "2023-09-28 00:20:00"
24600 58.40453 36.19322 53.64325 "2023-09-28 00:50:00" "2023-09-28 00:30:00"
24600 58.40453 36.19322 56.15262 "2023-09-28 00:50:00" "2023-09-28 00:40:00"
24600 58.40453 36.19322 57.38797 "2023-09-28 00:50:00" "2023-09-28 00:50:00"
25200 60.94211 38.93223 54.90453 "2023-09-28 01:00:00" "2023-09-28 00:10:00"
25200 60.94211 38.93223 52.10790 "2023-09-28 01:00:00" "2023-09-28 00:20:00"
25200 60.94211 38.93223 52.61082 "2023-09-28 01:00:00" "2023-09-28 00:30:00"
25200 60.94211 38.93223 55.53020 "2023-09-28 01:00:00" "2023-09-28 00:40:00"
25200 60.94211 38.93223 57.16547 "2023-09-28 01:00:00" "2023-09-28 00:50:00"
25200 60.94211 38.93223 61.59629 "2023-09-28 01:00:00" "2023-09-28 01:00:00"
25800 62.35960 43.34775 51.49467 "2023-09-28 01:10:00" "2023-09-28 00:20:00"
25800 62.35960 43.34775 52.12275 "2023-09-28 01:10:00" "2023-09-28 00:30:00"
25800 62.35960 43.34775 55.40789 "2023-09-28 01:10:00" "2023-09-28 00:40:00"
25800 62.35960 43.34775 57.28257 "2023-09-28 01:10:00" "2023-09-28 00:50:00"
25800 62.35960 43.34775 63.98532 "2023-09-28 01:10:00" "2023-09-28 01:00:00"
25800 62.35960 43.34775 62.76189 "2023-09-28 01:10:00" "2023-09-28 01:10:00"
26400 63.81818 48.25230 51.44349 "2023-09-28 01:20:00" "2023-09-28 00:30:00"
26400 63.81818 48.25230 54.88331 "2023-09-28 01:20:00" "2023-09-28 00:40:00"
26400 63.81818 48.25230 56.97904 "2023-09-28 01:20:00" "2023-09-28 00:50:00"
26400 63.81818 48.25230 65.14906 "2023-09-28 01:20:00" "2023-09-28 01:00:00"
26400 63.81818 48.25230 63.01384 "2023-09-28 01:20:00" "2023-09-28 01:10:00"
26400 63.81818 48.25230 64.42504 "2023-09-28 01:20:00" "2023-09-28 01:20:00"
27000 65.09523 51.45709 56.12267 "2023-09-28 01:30:00" "2023-09-28 00:40:00"
27000 65.09523 51.45709 58.30584 "2023-09-28 01:30:00" "2023-09-28 00:50:00"
27000 65.09523 51.45709 67.54368 "2023-09-28 01:30:00" "2023-09-28 01:00:00"
27000 65.09523 51.45709 64.92078 "2023-09-28 01:30:00" "2023-09-28 01:10:00"
27000 65.09523 51.45709 67.81416 "2023-09-28 01:30:00" "2023-09-28 01:20:00"
27000 65.09523 51.45709 65.87864 "2023-09-28 01:30:00" "2023-09-28 01:30:00"
27600 67.38513 51.84237 62.36603 "2023-09-28 01:40:00" "2023-09-28 00:50:00"
27600 67.38513 51.84237 72.26090 "2023-09-28 01:40:00" "2023-09-28 01:00:00"
27600 67.38513 51.84237 69.28741 "2023-09-28 01:40:00" "2023-09-28 01:10:00"
27600 67.38513 51.84237 73.11040 "2023-09-28 01:40:00" "2023-09-28 01:20:00"
27600 67.38513 51.84237 69.55304 "2023-09-28 01:40:00" "2023-09-28 01:30:00"
27600 67.38513 51.84237 67.44877 "2023-09-28 01:40:00" "2023-09-28 01:40:00"
28200 67.61187 54.93108 76.91355 "2023-09-28 01:50:00" "2023-09-28 01:00:00"
28200 67.61187 54.93108 73.75043 "2023-09-28 01:50:00" "2023-09-28 01:10:00"
28200 67.61187 54.93108 78.14382 "2023-09-28 01:50:00" "2023-09-28 01:20:00"
28200 67.61187 54.93108 73.70140 "2023-09-28 01:50:00" "2023-09-28 01:30:00"
28200 67.61187 54.93108 70.48196 "2023-09-28 01:50:00" "2023-09-28 01:40:00"
28200 67.61187 54.93108 68.64056 "2023-09-28 01:50:00" "2023-09-28 01:50:00"
28800 65.66206 58.05426 76.68090 "2023-09-28 02:00:00" "2023-09-28 01:10:00"
28800 65.66206 58.05426 81.58870 "2023-09-28 02:00:00" "2023-09-28 01:20:00"
28800 65.66206 58.05426 76.54369 "2023-09-28 02:00:00" "2023-09-28 01:30:00"
28800 65.66206 58.05426 72.71442 "2023-09-28 02:00:00" "2023-09-28 01:40:00"
28800 65.66206 58.05426 69.22501 "2023-09-28 02:00:00" "2023-09-28 01:50:00"
28800 65.66206 58.05426 66.01652 "2023-09-28 02:00:00" "2023-09-28 02:00:00"
29400 63.47942 57.11396 81.82471 "2023-09-28 02:10:00" "2023-09-28 01:20:00"
29400 63.47942 57.11396 76.34780 "2023-09-28 02:10:00" "2023-09-28 01:30:00"
29400 63.47942 57.11396 72.04076 "2023-09-28 02:10:00" "2023-09-28 01:40:00"
29400 63.47942 57.11396 67.57375 "2023-09-28 02:10:00" "2023-09-28 01:50:00"
29400 63.47942 57.11396 62.30951 "2023-09-28 02:10:00" "2023-09-28 02:00:00"
29400 63.47942 57.11396 63.68951 "2023-09-28 02:10:00" "2023-09-28 02:10:00"
30000 62.94948 54.45329 77.44650 "2023-09-28 02:20:00" "2023-09-28 01:30:00"
30000 62.94948 54.45329 72.90801 "2023-09-28 02:20:00" "2023-09-28 01:40:00"
30000 62.94948 54.45329 67.81752 "2023-09-28 02:20:00" "2023-09-28 01:50:00"
30000 62.94948 54.45329 61.26120 "2023-09-28 02:20:00" "2023-09-28 02:00:00"
30000 62.94948 54.45329 64.43369 "2023-09-28 02:20:00" "2023-09-28 02:10:00"
30000 62.94948 54.45329 63.19739 "2023-09-28 02:20:00" "2023-09-28 02:20:00"
30600 63.85565 54.61826 75.71220 "2023-09-28 02:30:00" "2023-09-28 01:40:00"
30600 63.85565 54.61826 70.07467 "2023-09-28 02:30:00" "2023-09-28 01:50:00"
30600 63.85565 54.61826 62.62677 "2023-09-28 02:30:00" "2023-09-28 02:00:00"
30600 63.85565 54.61826 66.80033 "2023-09-28 02:30:00" "2023-09-28 02:10:00"
30600 63.85565 54.61826 64.18831 "2023-09-28 02:30:00" "2023-09-28 02:20:00"
30600 63.85565 54.61826 64.91444 "2023-09-28 02:30:00" "2023-09-28 02:30:00"
31200 64.95945 57.30760 69.66294 "2023-09-28 02:40:00" "2023-09-28 01:50:00"
31200 64.95945 57.30760 61.64830 "2023-09-28 02:40:00" "2023-09-28 02:00:00"
31200 64.95945 57.30760 66.45211 "2023-09-28 02:40:00" "2023-09-28 02:10:00"
31200 64.95945 57.30760 63.03465 "2023-09-28 02:40:00" "2023-09-28 02:20:00"
31200 64.95945 57.30760 64.41343 "2023-09-28 02:40:00" "2023-09-28 02:30:00"
31200 64.95945 57.30760 64.14763 "2023-09-28 02:40:00" "2023-09-28 02:40:00"
31800 66.84796 57.29481 58.63448 "2023-09-28 02:50:00" "2023-09-28 02:00:00"
31800 66.84796 57.29481 63.94603 "2023-09-28 02:50:00" "2023-09-28 02:10:00"
31800 66.84796 57.29481 60.01891 "2023-09-28 02:50:00" "2023-09-28 02:20:00"
31800 66.84796 57.29481 61.82492 "2023-09-28 02:50:00" "2023-09-28 02:30:00"
31800 66.84796 57.29481 62.12775 "2023-09-28 02:50:00" "2023-09-28 02:40:00"
31800 66.84796 57.29481 67.94383 "2023-09-28 02:50:00" "2023-09-28 02:50:00"
32400 67.03194 56.33078 63.46641 "2023-09-28 03:00:00" "2023-09-28 02:10:00"
32400 67.03194 56.33078 59.11815 "2023-09-28 03:00:00" "2023-09-28 02:20:00"
32400 67.03194 56.33078 61.19786 "2023-09-28 03:00:00" "2023-09-28 02:30:00"
32400 67.03194 56.33078 61.80595 "2023-09-28 03:00:00" "2023-09-28 02:40:00"
32400 67.03194 56.33078 71.34361 "2023-09-28 03:00:00" "2023-09-28 02:50:00"
32400 67.03194 56.33078 67.01385 "2023-09-28 03:00:00" "2023-09-28 03:00:00"
33000 68.34987 56.81504 61.79223 "2023-09-28 03:10:00" "2023-09-28 02:20:00"
33000 68.34987 56.81504 64.09146 "2023-09-28 03:10:00" "2023-09-28 02:30:00"
33000 68.34987 56.81504 64.84243 "2023-09-28 03:10:00" "2023-09-28 02:40:00"
33000 68.34987 56.81504 76.69443 "2023-09-28 03:10:00" "2023-09-28 02:50:00"
33000 68.34987 56.81504 69.92894 "2023-09-28 03:10:00" "2023-09-28 03:00:00"
33000 68.34987 56.81504 68.78630 "2023-09-28 03:10:00" "2023-09-28 03:10:00"
33600 66.55346 59.16267 65.20333 "2023-09-28 03:20:00" "2023-09-28 02:30:00"
33600 66.55346 59.16267 66.15279 "2023-09-28 03:20:00" "2023-09-28 02:40:00"
33600 66.55346 59.16267 79.62601 "2023-09-28 03:20:00" "2023-09-28 02:50:00"
33600 66.55346 59.16267 71.40643 "2023-09-28 03:20:00" "2023-09-28 03:00:00"
33600 66.55346 59.16267 69.15729 "2023-09-28 03:20:00" "2023-09-28 03:10:00"
33600 66.55346 59.16267 66.59934 "2023-09-28 03:20:00" "2023-09-28 03:20:00"
34200 64.77622 59.08736 65.46520 "2023-09-28 03:30:00" "2023-09-28 02:40:00"
34200 64.77622 59.08736 79.98083 "2023-09-28 03:30:00" "2023-09-28 02:50:00"
34200 64.77622 59.08736 70.70345 "2023-09-28 03:30:00" "2023-09-28 03:00:00"
34200 64.77622 59.08736 67.88057 "2023-09-28 03:30:00" "2023-09-28 03:10:00"
34200 64.77622 59.08736 64.19038 "2023-09-28 03:30:00" "2023-09-28 03:20:00"
34200 64.77622 59.08736 64.61986 "2023-09-28 03:30:00" "2023-09-28 03:30:00"
34800 62.40582 57.51440 79.82274 "2023-09-28 03:40:00" "2023-09-28 02:50:00"
34800 62.40582 57.51440 69.92971 "2023-09-28 03:40:00" "2023-09-28 03:00:00"
34800 62.40582 57.51440 66.72503 "2023-09-28 03:40:00" "2023-09-28 03:10:00"
34800 62.40582 57.51440 62.28189 "2023-09-28 03:40:00" "2023-09-28 03:20:00"
34800 62.40582 57.51440 63.18436 "2023-09-28 03:40:00" "2023-09-28 03:30:00"
34800 62.40582 57.51440 64.08274 "2023-09-28 03:40:00" "2023-09-28 03:40:00"
35400 60.26472 56.88713 71.79361 "2023-09-28 03:50:00" "2023-09-28 03:00:00"
35400 60.26472 56.88713 68.29282 "2023-09-28 03:50:00" "2023-09-28 03:10:00"
35400 60.26472 56.88713 63.31679 "2023-09-28 03:50:00" "2023-09-28 03:20:00"
35400 60.26472 56.88713 64.44277 "2023-09-28 03:50:00" "2023-09-28 03:30:00"
35400 60.26472 56.88713 65.45290 "2023-09-28 03:50:00" "2023-09-28 03:40:00"
35400 60.26472 56.88713 60.92927 "2023-09-28 03:50:00" "2023-09-28 03:50:00"
36000 60.64994 57.27386 68.67300 "2023-09-28 04:00:00" "2023-09-28 03:10:00"
36000 60.64994 57.27386 63.36722 "2023-09-28 04:00:00" "2023-09-28 03:20:00"
36000 60.64994 57.27386 64.63605 "2023-09-28 04:00:00" "2023-09-28 03:30:00"
36000 60.64994 57.27386 65.71980 "2023-09-28 04:00:00" "2023-09-28 03:40:00"
36000 60.64994 57.27386 59.75939 "2023-09-28 04:00:00" "2023-09-28 03:50:00"
36000 60.64994 57.27386 60.47499 "2023-09-28 04:00:00" "2023-09-28 04:00:00"
36600 59.32544 57.73776 61.39485 "2023-09-28 04:10:00" "2023-09-28 03:20:00"
36600 59.32544 57.73776 62.75216 "2023-09-28 04:10:00" "2023-09-28 03:30:00"
36600 59.32544 57.73776 63.94225 "2023-09-28 04:10:00" "2023-09-28 03:40:00"
36600 59.32544 57.73776 57.12930 "2023-09-28 04:10:00" "2023-09-28 03:50:00"
36600 59.32544 57.73776 59.19921 "2023-09-28 04:10:00" "2023-09-28 04:00:00"
36600 59.32544 57.73776 59.87964 "2023-09-28 04:10:00" "2023-09-28 04:10:00"
37200 59.39479 57.03844 61.52283 "2023-09-28 04:20:00" "2023-09-28 03:30:00"
37200 59.39479 57.03844 62.72711 "2023-09-28 04:20:00" "2023-09-28 03:40:00"
37200 59.39479 57.03844 55.15038 "2023-09-28 04:20:00" "2023-09-28 03:50:00"
37200 59.39479 57.03844 57.99661 "2023-09-28 04:20:00" "2023-09-28 04:00:00"
37200 59.39479 57.03844 58.60249 "2023-09-28 04:20:00" "2023-09-28 04:10:00"
37200 59.39479 57.03844 59.72294 "2023-09-28 04:20:00" "2023-09-28 04:20:00"
37800 60.36133 58.71518 63.04177 "2023-09-28 04:30:00" "2023-09-28 03:40:00"
37800 60.36133 58.71518 55.23458 "2023-09-28 04:30:00" "2023-09-28 03:50:00"
37800 60.36133 58.71518 58.52703 "2023-09-28 04:30:00" "2023-09-28 04:00:00"
37800 60.36133 58.71518 59.07259 "2023-09-28 04:30:00" "2023-09-28 04:10:00"
37800 60.36133 58.71518 61.53487 "2023-09-28 04:30:00" "2023-09-28 04:20:00"
37800 60.36133 58.71518 60.12565 "2023-09-28 04:30:00" "2023-09-28 04:30:00"
38400 62.17036 62.09061 55.77806 "2023-09-28 04:40:00" "2023-09-28 03:50:00"
38400 62.17036 62.09061 59.56362 "2023-09-28 04:40:00" "2023-09-28 04:00:00"
38400 62.17036 62.09061 60.13982 "2023-09-28 04:40:00" "2023-09-28 04:10:00"
38400 62.17036 62.09061 63.42012 "2023-09-28 04:40:00" "2023-09-28 04:20:00"
38400 62.17036 62.09061 61.37841 "2023-09-28 04:40:00" "2023-09-28 04:30:00"
38400 62.17036 62.09061 62.31540 "2023-09-28 04:40:00" "2023-09-28 04:40:00"
39000 63.58348 65.10637 59.72164 "2023-09-28 04:50:00" "2023-09-28 04:00:00"
39000 63.58348 65.10637 60.22546 "2023-09-28 04:50:00" "2023-09-28 04:10:00"
39000 63.58348 65.10637 63.98827 "2023-09-28 04:50:00" "2023-09-28 04:20:00"
39000 63.58348 65.10637 61.59673 "2023-09-28 04:50:00" "2023-09-28 04:30:00"
39000 63.58348 65.10637 62.94586 "2023-09-28 04:50:00" "2023-09-28 04:40:00"
39000 63.58348 65.10637 62.82052 "2023-09-28 04:50:00" "2023-09-28 04:50:00"
39600 62.72817 64.92601 60.92399 "2023-09-28 05:00:00" "2023-09-28 04:10:00"
39600 62.72817 64.92601 65.17962 "2023-09-28 05:00:00" "2023-09-28 04:20:00"
39600 62.72817 64.92601 62.51029 "2023-09-28 05:00:00" "2023-09-28 04:30:00"
39600 62.72817 64.92601 64.18114 "2023-09-28 05:00:00" "2023-09-28 04:40:00"
39600 62.72817 64.92601 64.15483 "2023-09-28 05:00:00" "2023-09-28 04:50:00"
39600 62.72817 64.92601 63.33709 "2023-09-28 05:00:00" "2023-09-28 05:00:00"
40200 62.39320 65.40155 68.78667 "2023-09-28 05:10:00" "2023-09-28 04:20:00"
40200 62.39320 65.40155 65.98705 "2023-09-28 05:10:00" "2023-09-28 04:30:00"
40200 62.39320 65.40155 67.87103 "2023-09-28 05:10:00" "2023-09-28 04:40:00"
40200 62.39320 65.40155 67.90374 "2023-09-28 05:10:00" "2023-09-28 04:50:00"
40200 62.39320 65.40155 65.43837 "2023-09-28 05:10:00" "2023-09-28 05:00:00"
40200 62.39320 65.40155 62.08950 "2023-09-28 05:10:00" "2023-09-28 05:10:00"
40800 63.10815 65.54645 69.45019 "2023-09-28 05:20:00" "2023-09-28 04:30:00"
40800 63.10815 65.54645 71.49337 "2023-09-28 05:20:00" "2023-09-28 04:40:00"
40800 63.10815 65.54645 71.54655 "2023-09-28 05:20:00" "2023-09-28 04:50:00"
40800 63.10815 65.54645 68.13666 "2023-09-28 05:20:00" "2023-09-28 05:00:00"
40800 63.10815 65.54645 62.96084 "2023-09-28 05:20:00" "2023-09-28 05:10:00"
40800 63.10815 65.54645 62.06230 "2023-09-28 05:20:00" "2023-09-28 05:20:00"
41400 64.12753 64.25813 71.64781 "2023-09-28 05:30:00" "2023-09-28 04:40:00"
41400 64.12753 64.25813 71.78831 "2023-09-28 05:30:00" "2023-09-28 04:50:00"
41400 64.12753 64.25813 67.84674 "2023-09-28 05:30:00" "2023-09-28 05:00:00"
41400 64.12753 64.25813 61.58875 "2023-09-28 05:30:00" "2023-09-28 05:10:00"
41400 64.12753 64.25813 59.52934 "2023-09-28 05:30:00" "2023-09-28 05:20:00"
41400 64.12753 64.25813 63.38799 "2023-09-28 05:30:00" "2023-09-28 05:30:00"
42000 66.30429 60.80597 71.87328 "2023-09-28 05:40:00" "2023-09-28 04:50:00"
42000 66.30429 60.80597 67.36120 "2023-09-28 05:40:00" "2023-09-28 05:00:00"
42000 66.30429 60.80597 60.32863 "2023-09-28 05:40:00" "2023-09-28 05:10:00"
42000 66.30429 60.80597 57.59063 "2023-09-28 05:40:00" "2023-09-28 05:20:00"
42000 66.30429 60.80597 63.51510 "2023-09-28 05:40:00" "2023-09-28 05:30:00"
42000 66.30429 60.80597 65.73813 "2023-09-28 05:40:00" "2023-09-28 05:40:00"
42600 68.55309 59.83064 67.14076 "2023-09-28 05:50:00" "2023-09-28 05:00:00"
42600 68.55309 59.83064 59.64746 "2023-09-28 05:50:00" "2023-09-28 05:10:00"
42600 68.55309 59.83064 56.50567 "2023-09-28 05:50:00" "2023-09-28 05:20:00"
42600 68.55309 59.83064 63.63728 "2023-09-28 05:50:00" "2023-09-28 05:30:00"
42600 68.55309 59.83064 66.69741 "2023-09-28 05:50:00" "2023-09-28 05:40:00"
42600 68.55309 59.83064 68.10564 "2023-09-28 05:50:00" "2023-09-28 05:50:00"
43200 72.03721 60.13635 59.00178 "2023-09-28 06:00:00" "2023-09-28 05:10:00"
43200 72.03721 60.13635 55.50435 "2023-09-28 06:00:00" "2023-09-28 05:20:00"
43200 72.03721 60.13635 63.49080 "2023-09-28 06:00:00" "2023-09-28 05:30:00"
43200 72.03721 60.13635 67.05639 "2023-09-28 06:00:00" "2023-09-28 05:40:00"
43200 72.03721 60.13635 68.80913 "2023-09-28 06:00:00" "2023-09-28 05:50:00"
43200 72.03721 60.13635 71.06850 "2023-09-28 06:00:00" "2023-09-28 06:00:00"
43800 76.57685 59.88274 52.15424 "2023-09-28 06:10:00" "2023-09-28 05:20:00"
43800 76.57685 59.88274 60.63624 "2023-09-28 06:10:00" "2023-09-28 05:30:00"
