20230927
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
21000 61.04913 43.66930 62.22000 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 61.32654 41.56832 62.22000 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 61.32654 41.56832 59.48750 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
21600 61.32654 41.56832 62.22000 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 61.32654 41.56832 59.48750 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 62.22000 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 62.30051 38.74916 59.48750 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 65.92857 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22200 62.30051 38.74916 62.22000 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 62.30051 38.74916 59.48750 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 65.92857 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22200 62.30051 38.74916 62.22000 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 62.30051 38.74916 59.48750 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 62.30051 38.74916 65.92857 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 62.22000 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 61.05068 37.60727 59.48750 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 61.05068 37.60727 65.92857 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 59.46250 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
22800 61.05068 37.60727 62.22000 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 61.05068 37.60727 59.48750 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 61.05068 37.60727 65.92857 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 59.46250 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
22800 61.05068 37.60727 62.22000 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 61.05068 37.60727 59.48750 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 61.05068 37.60727 65.92857 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 59.46250 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
22800 61.05068 37.60727 62.22000 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 61.05068 37.60727 59.48750 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 61.05068 37.60727 65.92857 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 61.05068 37.60727 59.46250 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 58.99390 37.20195 62.22000 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 58.99390 37.20195 59.48750 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 58.99390 37.20195 65.92857 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 58.99390 37.20195 59.46250 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 58.99390 37.20195 53.95714 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
