20230831
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
21600 84.40486 45.07701 79.30000 "2023-09-01 00:00:00" "2023-09-01 00:00:00"
22200 81.50984 44.94459 79.30000 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 81.50984 44.94459 69.38571 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22200 81.50984 44.94459 79.30000 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 81.50984 44.94459 69.38571 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22800 80.47121 47.53724 79.30000 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 80.47121 47.53724 69.38571 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 80.47121 47.53724 75.90000 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
22800 80.47121 47.53724 79.30000 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 80.47121 47.53724 69.38571 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 80.47121 47.53724 75.90000 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
22800 80.47121 47.53724 79.30000 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 80.47121 47.53724 69.38571 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 80.47121 47.53724 75.90000 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
23400 77.14434 50.21980 79.30000 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 77.14434 50.21980 69.38571 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 77.14434 50.21980 75.90000 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 77.14434 50.21980 73.05000 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
23400 77.14434 50.21980 79.30000 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 77.14434 50.21980 69.38571 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 77.14434 50.21980 75.90000 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 77.14434 50.21980 73.05000 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
23400 77.14434 50.21980 79.30000 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 77.14434 50.21980 69.38571 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 77.14434 50.21980 75.90000 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 77.14434 50.21980 73.05000 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
