20230921
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 6.55254 63.54560 7.26667 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
21000 7.02551 63.01310 7.26667 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 7.02551 63.01310 7.92857 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21000 7.02551 63.01310 7.26667 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 7.02551 63.01310 7.92857 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21600 5.67987 60.52247 7.26667 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
21600 5.67987 60.52247 7.92857 "2023-09-22 00:00:00" "2023-09-21 23:50:00"
21600 5.67987 60.52247 4.06250 "2023-09-22 00:00:00" "2023-09-22 00:00:00"
21600 5.67987 60.52247 7.26667 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
21600 5.67987 60.52247 7.92857 "2023-09-22 00:00:00" "2023-09-21 23:50:00"
21600 5.67987 60.52247 4.06250 "2023-09-22 00:00:00" "2023-09-22 00:00:00"
21600 5.67987 60.52247 7.26667 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
21600 5.67987 60.52247 7.92857 "2023-09-22 00:00:00" "2023-09-21 23:50:00"
21600 5.67987 60.52247 4.06250 "2023-09-22 00:00:00" "2023-09-22 00:00:00"
22200 5.01418 57.71980 7.26667 "2023-09-22 00:10:00" "2023-09-21 23:40:00"
22200 5.01418 57.71980 7.92857 "2023-09-22 00:10:00" "2023-09-21 23:50:00"
22200 5.01418 57.71980 4.06250 "2023-09-22 00:10:00" "2023-09-22 00:00:00"
22200 5.01418 57.71980 1.60000 "2023-09-22 00:10:00" "2023-09-22 00:10:00"
22200 5.01418 57.71980 7.26667 "2023-09-22 00:10:00" "2023-09-21 23:40:00"
22200 5.01418 57.71980 7.92857 "2023-09-22 00:10:00" "2023-09-21 23:50:00"
22200 5.01418 57.71980 4.06250 "2023-09-22 00:10:00" "2023-09-22 00:00:00"
22200 5.01418 57.71980 1.60000 "2023-09-22 00:10:00" "2023-09-22 00:10:00"
22200 5.01418 57.71980 7.26667 "2023-09-22 00:10:00" "2023-09-21 23:40:00"
22200 5.01418 57.71980 7.92857 "2023-09-22 00:10:00" "2023-09-21 23:50:00"
22200 5.01418 57.71980 4.06250 "2023-09-22 00:10:00" "2023-09-22 00:00:00"
22200 5.01418 57.71980 1.60000 "2023-09-22 00:10:00" "2023-09-22 00:10:00"
22200 5.01418 57.71980 7.26667 "2023-09-22 00:10:00" "2023-09-21 23:40:00"
22200 5.01418 57.71980 7.92857 "2023-09-22 00:10:00" "2023-09-21 23:50:00"
22200 5.01418 57.71980 4.06250 "2023-09-22 00:10:00" "2023-09-22 00:00:00"
22200 5.01418 57.71980 1.60000 "2023-09-22 00:10:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 7.26667 "2023-09-22 00:20:00" "2023-09-21 23:40:00"
22800 4.41979 55.49281 7.92857 "2023-09-22 00:20:00" "2023-09-21 23:50:00"
22800 4.41979 55.49281 4.06250 "2023-09-22 00:20:00" "2023-09-22 00:00:00"
22800 4.41979 55.49281 1.60000 "2023-09-22 00:20:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 3.60000 "2023-09-22 00:20:00" "2023-09-22 00:20:00"
22800 4.41979 55.49281 7.26667 "2023-09-22 00:20:00" "2023-09-21 23:40:00"
22800 4.41979 55.49281 7.92857 "2023-09-22 00:20:00" "2023-09-21 23:50:00"
22800 4.41979 55.49281 4.06250 "2023-09-22 00:20:00" "2023-09-22 00:00:00"
22800 4.41979 55.49281 1.60000 "2023-09-22 00:20:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 3.60000 "2023-09-22 00:20:00" "2023-09-22 00:20:00"
22800 4.41979 55.49281 7.26667 "2023-09-22 00:20:00" "2023-09-21 23:40:00"
22800 4.41979 55.49281 7.92857 "2023-09-22 00:20:00" "2023-09-21 23:50:00"
22800 4.41979 55.49281 4.06250 "2023-09-22 00:20:00" "2023-09-22 00:00:00"
22800 4.41979 55.49281 1.60000 "2023-09-22 00:20:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 3.60000 "2023-09-22 00:20:00" "2023-09-22 00:20:00"
22800 4.41979 55.49281 7.26667 "2023-09-22 00:20:00" "2023-09-21 23:40:00"
22800 4.41979 55.49281 7.92857 "2023-09-22 00:20:00" "2023-09-21 23:50:00"
22800 4.41979 55.49281 4.06250 "2023-09-22 00:20:00" "2023-09-22 00:00:00"
22800 4.41979 55.49281 1.60000 "2023-09-22 00:20:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 3.60000 "2023-09-22 00:20:00" "2023-09-22 00:20:00"
22800 4.41979 55.49281 7.26667 "2023-09-22 00:20:00" "2023-09-21 23:40:00"
22800 4.41979 55.49281 7.92857 "2023-09-22 00:20:00" "2023-09-21 23:50:00"
22800 4.41979 55.49281 4.06250 "2023-09-22 00:20:00" "2023-09-22 00:00:00"
22800 4.41979 55.49281 1.60000 "2023-09-22 00:20:00" "2023-09-22 00:10:00"
22800 4.41979 55.49281 3.60000 "2023-09-22 00:20:00" "2023-09-22 00:20:00"
23400 3.96594 53.82587 7.26667 "2023-09-22 00:30:00" "2023-09-21 23:40:00"
23400 3.96594 53.82587 7.92857 "2023-09-22 00:30:00" "2023-09-21 23:50:00"
23400 3.96594 53.82587 4.06250 "2023-09-22 00:30:00" "2023-09-22 00:00:00"
23400 3.96594 53.82587 1.60000 "2023-09-22 00:30:00" "2023-09-22 00:10:00"
23400 3.96594 53.82587 3.60000 "2023-09-22 00:30:00" "2023-09-22 00:20:00"
23400 3.96594 53.82587 1.56250 "2023-09-22 00:30:00" "2023-09-22 00:30:00"
23400 3.96594 53.82587 7.26667 "2023-09-22 00:30:00" "2023-09-21 23:40:00"
23400 3.96594 53.82587 7.92857 "2023-09-22 00:30:00" "2023-09-21 23:50:00"
23400 3.96594 53.82587 4.06250 "2023-09-22 00:30:00" "2023-09-22 00:00:00"
23400 3.96594 53.82587 1.60000 "2023-09-22 00:30:00" "2023-09-22 00:10:00"
23400 3.96594 53.82587 3.60000 "2023-09-22 00:30:00" "2023-09-22 00:20:00"
23400 3.96594 53.82587 1.56250 "2023-09-22 00:30:00" "2023-09-22 00:30:00"
23400 3.96594 53.82587 7.26667 "2023-09-22 00:30:00" "2023-09-21 23:40:00"
23400 3.96594 53.82587 7.92857 "2023-09-22 00:30:00" "2023-09-21 23:50:00"
23400 3.96594 53.82587 4.06250 "2023-09-22 00:30:00" "2023-09-22 00:00:00"
23400 3.96594 53.82587 1.60000 "2023-09-22 00:30:00" "2023-09-22 00:10:00"
23400 3.96594 53.82587 3.60000 "2023-09-22 00:30:00" "2023-09-22 00:20:00"
23400 3.96594 53.82587 1.56250 "2023-09-22 00:30:00" "2023-09-22 00:30:00"
23400 3.96594 53.82587 7.26667 "2023-09-22 00:30:00" "2023-09-21 23:40:00"
