20230929
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
22800 0.83404 0.76800 0.87100 "2023-09-30 00:20:00" "2023-09-30 00:20:00"
23400 0.76507 0.74138 0.87100 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 0.76507 0.74138 0.74429 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
23400 0.76507 0.74138 0.87100 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 0.76507 0.74138 0.74429 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
24000 0.75369 0.72015 0.87100 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 0.75369 0.72015 0.74429 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 0.75369 0.72015 0.74050 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24000 0.75369 0.72015 0.87100 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 0.75369 0.72015 0.74429 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 0.75369 0.72015 0.74050 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24000 0.75369 0.72015 0.87100 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 0.75369 0.72015 0.74429 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 0.75369 0.72015 0.74050 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24600 0.75851 0.71035 0.87100 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 0.75851 0.71035 0.74429 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 0.75851 0.71035 0.74050 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 0.75851 0.71035 0.73843 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 0.75851 0.71035 0.87100 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 0.75851 0.71035 0.74429 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 0.75851 0.71035 0.74050 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 0.75851 0.71035 0.73843 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 0.75851 0.71035 0.87100 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 0.75851 0.71035 0.74429 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 0.75851 0.71035 0.74050 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 0.75851 0.71035 0.73843 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
24600 0.75851 0.71035 0.87100 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 0.75851 0.71035 0.74429 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 0.75851 0.71035 0.74050 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 0.75851 0.71035 0.73843 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
25200 0.75514 0.72126 0.87100 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 0.75514 0.72126 0.74429 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 0.75514 0.72126 0.74050 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 0.75514 0.72126 0.73843 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 0.75514 0.72126 0.81020 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
