20230916
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 0.63467 0.62421 0.63352 "2023-09-16 23:10:00" "2023-09-16 23:10:00"
19200 0.60835 0.61871 0.64101 "2023-09-16 23:20:00" "2023-09-16 23:10:00"
19200 0.60835 0.61871 0.61125 "2023-09-16 23:20:00" "2023-09-16 23:20:00"
19800 0.60621 0.60522 0.62350 "2023-09-16 23:30:00" "2023-09-16 23:10:00"
19800 0.60621 0.60522 0.56625 "2023-09-16 23:30:00" "2023-09-16 23:20:00"
19800 0.60621 0.60522 0.61221 "2023-09-16 23:30:00" "2023-09-16 23:30:00"
20400 0.61842 0.57311 0.61137 "2023-09-16 23:40:00" "2023-09-16 23:10:00"
20400 0.61842 0.57311 0.52887 "2023-09-16 23:40:00" "2023-09-16 23:20:00"
20400 0.61842 0.57311 0.60879 "2023-09-16 23:40:00" "2023-09-16 23:30:00"
20400 0.61842 0.57311 0.61624 "2023-09-16 23:40:00" "2023-09-16 23:40:00"
21000 0.59991 0.54775 0.59228 "2023-09-16 23:50:00" "2023-09-16 23:10:00"
21000 0.59991 0.54775 0.48859 "2023-09-16 23:50:00" "2023-09-16 23:20:00"
21000 0.59991 0.54775 0.59691 "2023-09-16 23:50:00" "2023-09-16 23:30:00"
21000 0.59991 0.54775 0.60250 "2023-09-16 23:50:00" "2023-09-16 23:40:00"
21000 0.59991 0.54775 0.60068 "2023-09-16 23:50:00" "2023-09-16 23:50:00"
21600 0.59379 0.54273 0.57041 "2023-09-17 00:00:00" "2023-09-16 23:10:00"
21600 0.59379 0.54273 0.44789 "2023-09-17 00:00:00" "2023-09-16 23:20:00"
21600 0.59379 0.54273 0.58066 "2023-09-17 00:00:00" "2023-09-16 23:30:00"
21600 0.59379 0.54273 0.58474 "2023-09-17 00:00:00" "2023-09-16 23:40:00"
21600 0.59379 0.54273 0.58351 "2023-09-17 00:00:00" "2023-09-16 23:50:00"
21600 0.59379 0.54273 0.59423 "2023-09-17 00:00:00" "2023-09-17 00:00:00"
22200 0.59110 0.52133 0.39150 "2023-09-17 00:10:00" "2023-09-16 23:20:00"
22200 0.59110 0.52133 0.54526 "2023-09-17 00:10:00" "2023-09-16 23:30:00"
22200 0.59110 0.52133 0.54843 "2023-09-17 00:10:00" "2023-09-16 23:40:00"
22200 0.59110 0.52133 0.54701 "2023-09-17 00:10:00" "2023-09-16 23:50:00"
22200 0.59110 0.52133 0.56939 "2023-09-17 00:10:00" "2023-09-17 00:00:00"
22200 0.59110 0.52133 0.59105 "2023-09-17 00:10:00" "2023-09-17 00:10:00"
22800 0.60089 0.51505 0.51297 "2023-09-17 00:20:00" "2023-09-16 23:30:00"
22800 0.60089 0.51505 0.51518 "2023-09-17 00:20:00" "2023-09-16 23:40:00"
22800 0.60089 0.51505 0.51356 "2023-09-17 00:20:00" "2023-09-16 23:50:00"
22800 0.60089 0.51505 0.54539 "2023-09-17 00:20:00" "2023-09-17 00:00:00"
22800 0.60089 0.51505 0.58767 "2023-09-17 00:20:00" "2023-09-17 00:10:00"
22800 0.60089 0.51505 0.60710 "2023-09-17 00:20:00" "2023-09-17 00:20:00"
23400 0.60699 0.51845 0.50554 "2023-09-17 00:30:00" "2023-09-16 23:40:00"
23400 0.60699 0.51845 0.50394 "2023-09-17 00:30:00" "2023-09-16 23:50:00"
23400 0.60699 0.51845 0.54377 "2023-09-17 00:30:00" "2023-09-17 00:00:00"
23400 0.60699 0.51845 0.60373 "2023-09-17 00:30:00" "2023-09-17 00:10:00"
23400 0.60699 0.51845 0.64690 "2023-09-17 00:30:00" "2023-09-17 00:20:00"
23400 0.60699 0.51845 0.60838 "2023-09-17 00:30:00" "2023-09-17 00:30:00"
24000 0.61449 0.52404 0.48356 "2023-09-17 00:40:00" "2023-09-16 23:50:00"
24000 0.61449 0.52404 0.53030 "2023-09-17 00:40:00" "2023-09-17 00:00:00"
24000 0.61449 0.52404 0.60512 "2023-09-17 00:40:00" "2023-09-17 00:10:00"
24000 0.61449 0.52404 0.67033 "2023-09-17 00:40:00" "2023-09-17 00:20:00"
24000 0.61449 0.52404 0.60218 "2023-09-17 00:40:00" "2023-09-17 00:30:00"
24000 0.61449 0.52404 0.60486 "2023-09-17 00:40:00" "2023-09-17 00:40:00"
24600 0.63270 0.52660 0.52263 "2023-09-17 00:50:00" "2023-09-17 00:00:00"
24600 0.63270 0.52660 0.61079 "2023-09-17 00:50:00" "2023-09-17 00:10:00"
24600 0.63270 0.52660 0.69409 "2023-09-17 00:50:00" "2023-09-17 00:20:00"
24600 0.63270 0.52660 0.60107 "2023-09-17 00:50:00" "2023-09-17 00:30:00"
24600 0.63270 0.52660 0.61314 "2023-09-17 00:50:00" "2023-09-17 00:40:00"
24600 0.63270 0.52660 0.64283 "2023-09-17 00:50:00" "2023-09-17 00:50:00"
25200 0.64781 0.55101 0.62390 "2023-09-17 01:00:00" "2023-09-17 00:10:00"
25200 0.64781 0.55101 0.72347 "2023-09-17 01:00:00" "2023-09-17 00:20:00"
25200 0.64781 0.55101 0.60915 "2023-09-17 01:00:00" "2023-09-17 00:30:00"
25200 0.64781 0.55101 0.62878 "2023-09-17 01:00:00" "2023-09-17 00:40:00"
25200 0.64781 0.55101 0.67459 "2023-09-17 01:00:00" "2023-09-17 00:50:00"
25200 0.64781 0.55101 0.66852 "2023-09-17 01:00:00" "2023-09-17 01:00:00"
25800 0.66642 0.56895 0.75569 "2023-09-17 01:10:00" "2023-09-17 00:20:00"
25800 0.66642 0.56895 0.62297 "2023-09-17 01:10:00" "2023-09-17 00:30:00"
25800 0.66642 0.56895 0.64876 "2023-09-17 01:10:00" "2023-09-17 00:40:00"
25800 0.66642 0.56895 0.70923 "2023-09-17 01:10:00" "2023-09-17 00:50:00"
25800 0.66642 0.56895 0.69351 "2023-09-17 01:10:00" "2023-09-17 01:00:00"
25800 0.66642 0.56895 0.68004 "2023-09-17 01:10:00" "2023-09-17 01:10:00"
26400 0.65749 0.58087 0.62434 "2023-09-17 01:20:00" "2023-09-17 00:30:00"
26400 0.65749 0.58087 0.65565 "2023-09-17 01:20:00" "2023-09-17 00:40:00"
26400 0.65749 0.58087 0.72904 "2023-09-17 01:20:00" "2023-09-17 00:50:00"
26400 0.65749 0.58087 0.70631 "2023-09-17 01:20:00" "2023-09-17 01:00:00"
26400 0.65749 0.58087 0.68055 "2023-09-17 01:20:00" "2023-09-17 01:10:00"
26400 0.65749 0.58087 0.68119 "2023-09-17 01:20:00" "2023-09-17 01:20:00"
27000 0.63671 0.59690 0.68183 "2023-09-17 01:30:00" "2023-09-17 00:40:00"
27000 0.63671 0.59690 0.76603 "2023-09-17 01:30:00" "2023-09-17 00:50:00"
27000 0.63671 0.59690 0.73739 "2023-09-17 01:30:00" "2023-09-17 01:00:00"
27000 0.63671 0.59690 0.70146 "2023-09-17 01:30:00" "2023-09-17 01:10:00"
27000 0.63671 0.59690 0.69453 "2023-09-17 01:30:00" "2023-09-17 01:20:00"
27000 0.63671 0.59690 0.65367 "2023-09-17 01:30:00" "2023-09-17 01:30:00"
27600 0.62636 0.61356 0.79820 "2023-09-17 01:40:00" "2023-09-17 00:50:00"
27600 0.62636 0.61356 0.76437 "2023-09-17 01:40:00" "2023-09-17 01:00:00"
27600 0.62636 0.61356 0.71983 "2023-09-17 01:40:00" "2023-09-17 01:10:00"
