20230911
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
21000 1.22616 0.91019 1.22533 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 1.30233 0.91924 1.22533 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 1.30233 0.91924 1.32914 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
21600 1.30233 0.91924 1.22533 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 1.30233 0.91924 1.32914 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.22533 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 1.30558 0.91671 1.32914 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.34350 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22200 1.30558 0.91671 1.22533 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 1.30558 0.91671 1.32914 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.34350 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22200 1.30558 0.91671 1.22533 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 1.30558 0.91671 1.32914 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.34350 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 1.33242 0.91848 1.22533 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 1.33242 0.91848 1.32914 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 1.33242 0.91848 1.34350 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 1.33242 0.91848 9999.00000 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
22800 1.33242 0.91848 1.22533 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 1.33242 0.91848 1.32914 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 1.33242 0.91848 1.34350 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
