20230917
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
27000 0.59686 0.72770 0.61020 "2023-09-18 01:30:00" "2023-09-18 01:30:00"
27600 0.59737 0.74050 0.61020 "2023-09-18 01:40:00" "2023-09-18 01:30:00"
27600 0.59737 0.74050 0.57929 "2023-09-18 01:40:00" "2023-09-18 01:40:00"
27600 0.59737 0.74050 0.61020 "2023-09-18 01:40:00" "2023-09-18 01:30:00"
27600 0.59737 0.74050 0.57929 "2023-09-18 01:40:00" "2023-09-18 01:40:00"
28200 0.60165 0.75842 0.61020 "2023-09-18 01:50:00" "2023-09-18 01:30:00"
28200 0.60165 0.75842 0.57929 "2023-09-18 01:50:00" "2023-09-18 01:40:00"
28200 0.60165 0.75842 0.60287 "2023-09-18 01:50:00" "2023-09-18 01:50:00"
28200 0.60165 0.75842 0.61020 "2023-09-18 01:50:00" "2023-09-18 01:30:00"
28200 0.60165 0.75842 0.57929 "2023-09-18 01:50:00" "2023-09-18 01:40:00"
28200 0.60165 0.75842 0.60287 "2023-09-18 01:50:00" "2023-09-18 01:50:00"
28200 0.60165 0.75842 0.61020 "2023-09-18 01:50:00" "2023-09-18 01:30:00"
28200 0.60165 0.75842 0.57929 "2023-09-18 01:50:00" "2023-09-18 01:40:00"
28200 0.60165 0.75842 0.60287 "2023-09-18 01:50:00" "2023-09-18 01:50:00"
28800 0.62051 0.79218 0.61020 "2023-09-18 02:00:00" "2023-09-18 01:30:00"
28800 0.62051 0.79218 0.57929 "2023-09-18 02:00:00" "2023-09-18 01:40:00"
28800 0.62051 0.79218 0.60287 "2023-09-18 02:00:00" "2023-09-18 01:50:00"
28800 0.62051 0.79218 0.63986 "2023-09-18 02:00:00" "2023-09-18 02:00:00"
28800 0.62051 0.79218 0.61020 "2023-09-18 02:00:00" "2023-09-18 01:30:00"
28800 0.62051 0.79218 0.57929 "2023-09-18 02:00:00" "2023-09-18 01:40:00"
28800 0.62051 0.79218 0.60287 "2023-09-18 02:00:00" "2023-09-18 01:50:00"
28800 0.62051 0.79218 0.63986 "2023-09-18 02:00:00" "2023-09-18 02:00:00"
28800 0.62051 0.79218 0.61020 "2023-09-18 02:00:00" "2023-09-18 01:30:00"
28800 0.62051 0.79218 0.57929 "2023-09-18 02:00:00" "2023-09-18 01:40:00"
28800 0.62051 0.79218 0.60287 "2023-09-18 02:00:00" "2023-09-18 01:50:00"
28800 0.62051 0.79218 0.63986 "2023-09-18 02:00:00" "2023-09-18 02:00:00"
28800 0.62051 0.79218 0.61020 "2023-09-18 02:00:00" "2023-09-18 01:30:00"
28800 0.62051 0.79218 0.57929 "2023-09-18 02:00:00" "2023-09-18 01:40:00"
28800 0.62051 0.79218 0.60287 "2023-09-18 02:00:00" "2023-09-18 01:50:00"
28800 0.62051 0.79218 0.63986 "2023-09-18 02:00:00" "2023-09-18 02:00:00"
