20230911
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
21000 1.22616 0.91019 1.34714 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 1.30233 0.91924 1.33326 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 1.30233 0.91924 1.34488 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.31896 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 1.30558 0.91671 1.34007 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 1.30558 0.91671 1.34737 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 1.33242 0.91848 1.30088 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 1.33242 0.91848 1.32786 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 1.33242 0.91848 1.33652 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 1.33242 0.91848 1.36284 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 1.31954 0.94194 1.28419 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 1.31954 0.94194 1.31615 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 1.31954 0.94194 1.32621 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 1.31954 0.94194 1.36999 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 1.31954 0.94194 1.35651 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 1.31287 0.93547 1.26107 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 1.31287 0.93547 1.29939 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 1.31287 0.93547 1.31134 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 1.31287 0.93547 1.36712 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 1.31287 0.93547 1.33790 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 1.31287 0.93547 1.32326 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 1.32162 0.94287 1.28957 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 1.32162 0.94287 1.30220 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 1.32162 0.94287 1.36828 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 1.32162 0.94287 1.32855 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 1.32162 0.94287 1.30760 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 1.32162 0.94287 1.26261 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 1.28101 0.94052 1.31145 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 1.28101 0.94052 1.39002 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 1.28101 0.94052 1.34258 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 1.28101 0.94052 1.31644 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 1.28101 0.94052 1.25070 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
25200 1.28101 0.94052 1.26103 "2023-09-12 01:00:00" "2023-09-12 01:00:00"
25800 1.32432 0.93447 1.38325 "2023-09-12 01:10:00" "2023-09-12 00:20:00"
25800 1.32432 0.93447 1.32527 "2023-09-12 01:10:00" "2023-09-12 00:30:00"
25800 1.32432 0.93447 1.29452 "2023-09-12 01:10:00" "2023-09-12 00:40:00"
