20230909
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 0.94015 1.03471 0.90720 "2023-09-09 23:10:00" "2023-09-09 23:10:00"
19200 0.95619 1.09433 0.90720 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 0.95619 1.09433 0.99414 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19200 0.95619 1.09433 0.90720 "2023-09-09 23:20:00" "2023-09-09 23:10:00"
19200 0.95619 1.09433 0.99414 "2023-09-09 23:20:00" "2023-09-09 23:20:00"
19800 1.02035 1.10682 0.90720 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 1.02035 1.10682 0.99414 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 1.02035 1.10682 0.93300 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
19800 1.02035 1.10682 0.90720 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 1.02035 1.10682 0.99414 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 1.02035 1.10682 0.93300 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
19800 1.02035 1.10682 0.90720 "2023-09-09 23:30:00" "2023-09-09 23:10:00"
19800 1.02035 1.10682 0.99414 "2023-09-09 23:30:00" "2023-09-09 23:20:00"
19800 1.02035 1.10682 0.93300 "2023-09-09 23:30:00" "2023-09-09 23:30:00"
20400 1.12585 1.11859 0.90720 "2023-09-09 23:40:00" "2023-09-09 23:10:00"
20400 1.12585 1.11859 0.99414 "2023-09-09 23:40:00" "2023-09-09 23:20:00"
20400 1.12585 1.11859 0.93300 "2023-09-09 23:40:00" "2023-09-09 23:30:00"
20400 1.12585 1.11859 1.31550 "2023-09-09 23:40:00" "2023-09-09 23:40:00"
20400 1.12585 1.11859 0.90720 "2023-09-09 23:40:00" "2023-09-09 23:10:00"
20400 1.12585 1.11859 0.99414 "2023-09-09 23:40:00" "2023-09-09 23:20:00"
20400 1.12585 1.11859 0.93300 "2023-09-09 23:40:00" "2023-09-09 23:30:00"
