20230904
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "PERSISTENCE("")" Date_of_forecast Date_of_computing
18600 1.47514 0.72795 1.47583 "2023-09-04 23:10:00" "2023-09-04 23:10:00"
19200 1.48320 0.71617 1.47583 "2023-09-04 23:20:00" "2023-09-04 23:10:00"
19200 1.48320 0.71617 1.49425 "2023-09-04 23:20:00" "2023-09-04 23:20:00"
19200 1.48320 0.71617 1.47583 "2023-09-04 23:20:00" "2023-09-04 23:10:00"
19200 1.48320 0.71617 1.49425 "2023-09-04 23:20:00" "2023-09-04 23:20:00"
19800 1.53602 0.70017 1.47583 "2023-09-04 23:30:00" "2023-09-04 23:10:00"
19800 1.53602 0.70017 1.49425 "2023-09-04 23:30:00" "2023-09-04 23:20:00"
19800 1.53602 0.70017 9999.00000 "2023-09-04 23:30:00" "2023-09-04 23:30:00"
19800 1.53602 0.70017 1.47583 "2023-09-04 23:30:00" "2023-09-04 23:10:00"
19800 1.53602 0.70017 1.49425 "2023-09-04 23:30:00" "2023-09-04 23:20:00"
19800 1.53602 0.70017 9999.00000 "2023-09-04 23:30:00" "2023-09-04 23:30:00"
19800 1.53602 0.70017 1.47583 "2023-09-04 23:30:00" "2023-09-04 23:10:00"
19800 1.53602 0.70017 1.49425 "2023-09-04 23:30:00" "2023-09-04 23:20:00"
19800 1.53602 0.70017 9999.00000 "2023-09-04 23:30:00" "2023-09-04 23:30:00"
20400 1.60877 0.68427 1.47583 "2023-09-04 23:40:00" "2023-09-04 23:10:00"
20400 1.60877 0.68427 1.49425 "2023-09-04 23:40:00" "2023-09-04 23:20:00"
20400 1.60877 0.68427 9999.00000 "2023-09-04 23:40:00" "2023-09-04 23:30:00"
20400 1.60877 0.68427 1.73212 "2023-09-04 23:40:00" "2023-09-04 23:40:00"
20400 1.60877 0.68427 1.47583 "2023-09-04 23:40:00" "2023-09-04 23:10:00"
20400 1.60877 0.68427 1.49425 "2023-09-04 23:40:00" "2023-09-04 23:20:00"
20400 1.60877 0.68427 9999.00000 "2023-09-04 23:40:00" "2023-09-04 23:30:00"
20400 1.60877 0.68427 1.73212 "2023-09-04 23:40:00" "2023-09-04 23:40:00"
20400 1.60877 0.68427 1.47583 "2023-09-04 23:40:00" "2023-09-04 23:10:00"
20400 1.60877 0.68427 1.49425 "2023-09-04 23:40:00" "2023-09-04 23:20:00"
20400 1.60877 0.68427 9999.00000 "2023-09-04 23:40:00" "2023-09-04 23:30:00"
20400 1.60877 0.68427 1.73212 "2023-09-04 23:40:00" "2023-09-04 23:40:00"
20400 1.60877 0.68427 1.47583 "2023-09-04 23:40:00" "2023-09-04 23:10:00"
20400 1.60877 0.68427 1.49425 "2023-09-04 23:40:00" "2023-09-04 23:20:00"
20400 1.60877 0.68427 9999.00000 "2023-09-04 23:40:00" "2023-09-04 23:30:00"
20400 1.60877 0.68427 1.73212 "2023-09-04 23:40:00" "2023-09-04 23:40:00"
21000 1.61639 0.68147 1.47583 "2023-09-04 23:50:00" "2023-09-04 23:10:00"
21000 1.61639 0.68147 1.49425 "2023-09-04 23:50:00" "2023-09-04 23:20:00"
21000 1.61639 0.68147 9999.00000 "2023-09-04 23:50:00" "2023-09-04 23:30:00"
