20230925
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
33000 1.39992 0.79729 1.31105 "2023-09-26 03:10:00" "2023-09-26 03:10:00"
33600 1.32628 0.80159 1.31106 "2023-09-26 03:20:00" "2023-09-26 03:10:00"
33600 1.32628 0.80159 1.30036 "2023-09-26 03:20:00" "2023-09-26 03:20:00"
34200 1.30105 0.78283 1.31447 "2023-09-26 03:30:00" "2023-09-26 03:10:00"
34200 1.30105 0.78283 1.28640 "2023-09-26 03:30:00" "2023-09-26 03:20:00"
34200 1.30105 0.78283 1.30699 "2023-09-26 03:30:00" "2023-09-26 03:30:00"
34800 1.32560 0.77826 1.33549 "2023-09-26 03:40:00" "2023-09-26 03:10:00"
34800 1.32560 0.77826 1.29365 "2023-09-26 03:40:00" "2023-09-26 03:20:00"
34800 1.32560 0.77826 1.30323 "2023-09-26 03:40:00" "2023-09-26 03:30:00"
34800 1.32560 0.77826 1.28538 "2023-09-26 03:40:00" "2023-09-26 03:40:00"
35400 1.36820 0.77218 1.35805 "2023-09-26 03:50:00" "2023-09-26 03:10:00"
35400 1.36820 0.77218 1.30410 "2023-09-26 03:50:00" "2023-09-26 03:20:00"
35400 1.36820 0.77218 1.31042 "2023-09-26 03:50:00" "2023-09-26 03:30:00"
35400 1.36820 0.77218 1.29534 "2023-09-26 03:50:00" "2023-09-26 03:40:00"
35400 1.36820 0.77218 1.34718 "2023-09-26 03:50:00" "2023-09-26 03:50:00"
36000 1.36155 0.76668 1.34471 "2023-09-26 04:00:00" "2023-09-26 03:10:00"
36000 1.36155 0.76668 1.27724 "2023-09-26 04:00:00" "2023-09-26 03:20:00"
36000 1.36155 0.76668 1.28029 "2023-09-26 04:00:00" "2023-09-26 03:30:00"
36000 1.36155 0.76668 1.26364 "2023-09-26 04:00:00" "2023-09-26 03:40:00"
36000 1.36155 0.76668 1.33243 "2023-09-26 04:00:00" "2023-09-26 03:50:00"
36000 1.36155 0.76668 1.36551 "2023-09-26 04:00:00" "2023-09-26 04:00:00"
36600 1.30258 0.74245 1.26697 "2023-09-26 04:10:00" "2023-09-26 03:20:00"
36600 1.30258 0.74245 1.26907 "2023-09-26 04:10:00" "2023-09-26 03:30:00"
36600 1.30258 0.74245 1.25116 "2023-09-26 04:10:00" "2023-09-26 03:40:00"
36600 1.30258 0.74245 1.33727 "2023-09-26 04:10:00" "2023-09-26 03:50:00"
36600 1.30258 0.74245 1.38641 "2023-09-26 04:10:00" "2023-09-26 04:00:00"
36600 1.30258 0.74245 1.29071 "2023-09-26 04:10:00" "2023-09-26 04:10:00"
37200 1.26303 0.74476 1.24154 "2023-09-26 04:20:00" "2023-09-26 03:30:00"
37200 1.26303 0.74476 1.22034 "2023-09-26 04:20:00" "2023-09-26 03:40:00"
37200 1.26303 0.74476 1.32458 "2023-09-26 04:20:00" "2023-09-26 03:50:00"
37200 1.26303 0.74476 1.38828 "2023-09-26 04:20:00" "2023-09-26 04:00:00"
37200 1.26303 0.74476 1.20744 "2023-09-26 04:20:00" "2023-09-26 04:10:00"
37200 1.26303 0.74476 1.28084 "2023-09-26 04:20:00" "2023-09-26 04:20:00"
37800 1.22741 0.74079 1.21027 "2023-09-26 04:30:00" "2023-09-26 03:40:00"
37800 1.22741 0.74079 1.33194 "2023-09-26 04:30:00" "2023-09-26 03:50:00"
37800 1.22741 0.74079 1.40948 "2023-09-26 04:30:00" "2023-09-26 04:00:00"
37800 1.22741 0.74079 1.15970 "2023-09-26 04:30:00" "2023-09-26 04:10:00"
37800 1.22741 0.74079 1.28796 "2023-09-26 04:30:00" "2023-09-26 04:20:00"
37800 1.22741 0.74079 1.22281 "2023-09-26 04:30:00" "2023-09-26 04:30:00"
38400 1.17446 0.72825 1.30304 "2023-09-26 04:40:00" "2023-09-26 03:50:00"
38400 1.17446 0.72825 1.39550 "2023-09-26 04:40:00" "2023-09-26 04:00:00"
38400 1.17446 0.72825 1.08235 "2023-09-26 04:40:00" "2023-09-26 04:10:00"
38400 1.17446 0.72825 1.25440 "2023-09-26 04:40:00" "2023-09-26 04:20:00"
38400 1.17446 0.72825 1.17511 "2023-09-26 04:40:00" "2023-09-26 04:30:00"
38400 1.17446 0.72825 1.21874 "2023-09-26 04:40:00" "2023-09-26 04:40:00"
39000 1.08845 0.73906 1.39829 "2023-09-26 04:50:00" "2023-09-26 04:00:00"
39000 1.08845 0.73906 1.01915 "2023-09-26 04:50:00" "2023-09-26 04:10:00"
39000 1.08845 0.73906 1.23256 "2023-09-26 04:50:00" "2023-09-26 04:20:00"
39000 1.08845 0.73906 1.13436 "2023-09-26 04:50:00" "2023-09-26 04:30:00"
39000 1.08845 0.73906 1.21100 "2023-09-26 04:50:00" "2023-09-26 04:40:00"
39000 1.08845 0.73906 1.11352 "2023-09-26 04:50:00" "2023-09-26 04:50:00"
39600 1.02627 0.72857 0.96098 "2023-09-26 05:00:00" "2023-09-26 04:10:00"
39600 1.02627 0.72857 1.21769 "2023-09-26 05:00:00" "2023-09-26 04:20:00"
39600 1.02627 0.72857 1.10126 "2023-09-26 05:00:00" "2023-09-26 04:30:00"
39600 1.02627 0.72857 1.20467 "2023-09-26 05:00:00" "2023-09-26 04:40:00"
39600 1.02627 0.72857 1.06510 "2023-09-26 05:00:00" "2023-09-26 04:50:00"
39600 1.02627 0.72857 1.03259 "2023-09-26 05:00:00" "2023-09-26 05:00:00"
40200 1.00238 0.72908 1.19109 "2023-09-26 05:10:00" "2023-09-26 04:20:00"
40200 1.00238 0.72908 1.05293 "2023-09-26 05:10:00" "2023-09-26 04:30:00"
40200 1.00238 0.72908 1.18089 "2023-09-26 05:10:00" "2023-09-26 04:40:00"
40200 1.00238 0.72908 1.00123 "2023-09-26 05:10:00" "2023-09-26 04:50:00"
40200 1.00238 0.72908 0.97850 "2023-09-26 05:10:00" "2023-09-26 05:00:00"
40200 1.00238 0.72908 1.00537 "2023-09-26 05:10:00" "2023-09-26 05:10:00"
40800 1.00509 0.72152 1.03606 "2023-09-26 05:20:00" "2023-09-26 04:30:00"
40800 1.00509 0.72152 1.19070 "2023-09-26 05:20:00" "2023-09-26 04:40:00"
40800 1.00509 0.72152 0.97183 "2023-09-26 05:20:00" "2023-09-26 04:50:00"
40800 1.00509 0.72152 0.94994 "2023-09-26 05:20:00" "2023-09-26 05:00:00"
40800 1.00509 0.72152 1.00803 "2023-09-26 05:20:00" "2023-09-26 05:10:00"
40800 1.00509 0.72152 1.01555 "2023-09-26 05:20:00" "2023-09-26 05:20:00"
41400 1.01327 0.70546 1.18047 "2023-09-26 05:30:00" "2023-09-26 04:40:00"
41400 1.01327 0.70546 0.92098 "2023-09-26 05:30:00" "2023-09-26 04:50:00"
41400 1.01327 0.70546 0.89854 "2023-09-26 05:30:00" "2023-09-26 05:00:00"
41400 1.01327 0.70546 0.97959 "2023-09-26 05:30:00" "2023-09-26 05:10:00"
41400 1.01327 0.70546 1.00005 "2023-09-26 05:30:00" "2023-09-26 05:20:00"
41400 1.01327 0.70546 1.00344 "2023-09-26 05:30:00" "2023-09-26 05:30:00"
