20230918
Seconds "MEASURES_see("")" MNH_Seeing(arcsec) "AR_SEEING (arcsec)" Date_of_forecast Date_of_computing
18600 0.80323 0.89907 0.87939 "2023-09-18 23:10:00" "2023-09-18 23:10:00"
19200 0.77557 0.88590 0.86963 "2023-09-18 23:20:00" "2023-09-18 23:10:00"
19200 0.77557 0.88590 0.84229 "2023-09-18 23:20:00" "2023-09-18 23:20:00"
19800 0.78998 0.87717 0.84602 "2023-09-18 23:30:00" "2023-09-18 23:10:00"
19800 0.78998 0.87717 0.80966 "2023-09-18 23:30:00" "2023-09-18 23:20:00"
19800 0.78998 0.87717 0.84383 "2023-09-18 23:30:00" "2023-09-18 23:30:00"
20400 0.83633 0.83210 0.82710 "2023-09-18 23:40:00" "2023-09-18 23:10:00"
20400 0.83633 0.83210 0.78113 "2023-09-18 23:40:00" "2023-09-18 23:20:00"
20400 0.83633 0.83210 0.83211 "2023-09-18 23:40:00" "2023-09-18 23:30:00"
20400 0.83633 0.83210 0.84022 "2023-09-18 23:40:00" "2023-09-18 23:40:00"
21000 0.84162 0.82671 0.78720 "2023-09-18 23:50:00" "2023-09-18 23:10:00"
21000 0.84162 0.82671 0.73205 "2023-09-18 23:50:00" "2023-09-18 23:20:00"
21000 0.84162 0.82671 0.79749 "2023-09-18 23:50:00" "2023-09-18 23:30:00"
21000 0.84162 0.82671 0.81815 "2023-09-18 23:50:00" "2023-09-18 23:40:00"
21000 0.84162 0.82671 0.84937 "2023-09-18 23:50:00" "2023-09-18 23:50:00"
21600 0.84854 0.82674 0.76318 "2023-09-19 00:00:00" "2023-09-18 23:10:00"
21600 0.84854 0.82674 0.70084 "2023-09-19 00:00:00" "2023-09-18 23:20:00"
21600 0.84854 0.82674 0.78007 "2023-09-19 00:00:00" "2023-09-18 23:30:00"
21600 0.84854 0.82674 0.80898 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 0.84854 0.82674 0.86485 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 0.84854 0.82674 0.83660 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
22200 0.88561 0.82449 0.64200 "2023-09-19 00:10:00" "2023-09-18 23:20:00"
22200 0.88561 0.82449 0.73291 "2023-09-19 00:10:00" "2023-09-18 23:30:00"
22200 0.88561 0.82449 0.76950 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 0.88561 0.82449 0.84407 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 0.88561 0.82449 0.80286 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 0.88561 0.82449 0.85147 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22800 0.95012 0.82157 0.70788 "2023-09-19 00:20:00" "2023-09-18 23:30:00"
22800 0.95012 0.82157 0.75215 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 0.95012 0.82157 0.84400 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 0.95012 0.82157 0.79135 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 0.95012 0.82157 0.87996 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 0.95012 0.82157 0.94269 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
23400 1.00556 0.82824 0.75797 "2023-09-19 00:30:00" "2023-09-18 23:40:00"
23400 1.00556 0.82824 0.86510 "2023-09-19 00:30:00" "2023-09-18 23:50:00"
23400 1.00556 0.82824 0.80155 "2023-09-19 00:30:00" "2023-09-19 00:00:00"
23400 1.00556 0.82824 0.92049 "2023-09-19 00:30:00" "2023-09-19 00:10:00"
23400 1.00556 0.82824 0.99813 "2023-09-19 00:30:00" "2023-09-19 00:20:00"
23400 1.00556 0.82824 0.99060 "2023-09-19 00:30:00" "2023-09-19 00:30:00"
24000 1.03778 0.84584 0.87724 "2023-09-19 00:40:00" "2023-09-18 23:50:00"
24000 1.03778 0.84584 0.80450 "2023-09-19 00:40:00" "2023-09-19 00:00:00"
24000 1.03778 0.84584 0.95140 "2023-09-19 00:40:00" "2023-09-19 00:10:00"
24000 1.03778 0.84584 1.04781 "2023-09-19 00:40:00" "2023-09-19 00:20:00"
24000 1.03778 0.84584 1.04439 "2023-09-19 00:40:00" "2023-09-19 00:30:00"
24000 1.03778 0.84584 1.03591 "2023-09-19 00:40:00" "2023-09-19 00:40:00"
24600 1.06953 0.84250 0.80462 "2023-09-19 00:50:00" "2023-09-19 00:00:00"
24600 1.06953 0.84250 0.97684 "2023-09-19 00:50:00" "2023-09-19 00:10:00"
24600 1.06953 0.84250 1.09126 "2023-09-19 00:50:00" "2023-09-19 00:20:00"
24600 1.06953 0.84250 1.09061 "2023-09-19 00:50:00" "2023-09-19 00:30:00"
24600 1.06953 0.84250 1.05671 "2023-09-19 00:50:00" "2023-09-19 00:40:00"
24600 1.06953 0.84250 1.05057 "2023-09-19 00:50:00" "2023-09-19 00:50:00"
25200 1.08775 0.83214 1.00166 "2023-09-19 01:00:00" "2023-09-19 00:10:00"
25200 1.08775 0.83214 1.12953 "2023-09-19 01:00:00" "2023-09-19 00:20:00"
25200 1.08775 0.83214 1.13128 "2023-09-19 01:00:00" "2023-09-19 00:30:00"
25200 1.08775 0.83214 1.08176 "2023-09-19 01:00:00" "2023-09-19 00:40:00"
25200 1.08775 0.83214 1.07194 "2023-09-19 01:00:00" "2023-09-19 00:50:00"
25200 1.08775 0.83214 1.07305 "2023-09-19 01:00:00" "2023-09-19 01:00:00"
25800 1.07251 0.82564 1.16881 "2023-09-19 01:10:00" "2023-09-19 00:20:00"
25800 1.07251 0.82564 1.17453 "2023-09-19 01:10:00" "2023-09-19 00:30:00"
25800 1.07251 0.82564 1.11047 "2023-09-19 01:10:00" "2023-09-19 00:40:00"
25800 1.07251 0.82564 1.09821 "2023-09-19 01:10:00" "2023-09-19 00:50:00"
25800 1.07251 0.82564 1.11066 "2023-09-19 01:10:00" "2023-09-19 01:00:00"
25800 1.07251 0.82564 1.06281 "2023-09-19 01:10:00" "2023-09-19 01:10:00"
26400 1.05480 0.81189 1.19550 "2023-09-19 01:20:00" "2023-09-19 00:30:00"
26400 1.05480 0.81189 1.11690 "2023-09-19 01:20:00" "2023-09-19 00:40:00"
26400 1.05480 0.81189 1.10230 "2023-09-19 01:20:00" "2023-09-19 00:50:00"
26400 1.05480 0.81189 1.12266 "2023-09-19 01:20:00" "2023-09-19 01:00:00"
26400 1.05480 0.81189 1.05283 "2023-09-19 01:20:00" "2023-09-19 01:10:00"
26400 1.05480 0.81189 1.03484 "2023-09-19 01:20:00" "2023-09-19 01:20:00"
27000 0.97959 0.78689 1.10511 "2023-09-19 01:30:00" "2023-09-19 00:40:00"
27000 0.97959 0.78689 1.08874 "2023-09-19 01:30:00" "2023-09-19 00:50:00"
27000 0.97959 0.78689 1.11624 "2023-09-19 01:30:00" "2023-09-19 01:00:00"
27000 0.97959 0.78689 1.02718 "2023-09-19 01:30:00" "2023-09-19 01:10:00"
27000 0.97959 0.78689 1.01824 "2023-09-19 01:30:00" "2023-09-19 01:20:00"
27000 0.97959 0.78689 0.97936 "2023-09-19 01:30:00" "2023-09-19 01:30:00"
