20230925
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
33000 3.93794 7.28521 3.47171 "2023-09-26 03:10:00" "2023-09-26 03:10:00"
33600 3.96898 7.26373 3.47171 "2023-09-26 03:20:00" "2023-09-26 03:10:00"
33600 3.96898 7.26373 3.51114 "2023-09-26 03:20:00" "2023-09-26 03:20:00"
34200 4.08886 7.31829 3.47171 "2023-09-26 03:30:00" "2023-09-26 03:10:00"
34200 4.08886 7.31829 3.51114 "2023-09-26 03:30:00" "2023-09-26 03:20:00"
34200 4.08886 7.31829 4.15800 "2023-09-26 03:30:00" "2023-09-26 03:30:00"
34800 4.40189 7.34245 3.47171 "2023-09-26 03:40:00" "2023-09-26 03:10:00"
34800 4.40189 7.34245 3.51114 "2023-09-26 03:40:00" "2023-09-26 03:20:00"
34800 4.40189 7.34245 4.15800 "2023-09-26 03:40:00" "2023-09-26 03:30:00"
34800 4.40189 7.34245 4.59671 "2023-09-26 03:40:00" "2023-09-26 03:40:00"
35400 4.78346 7.37911 3.47171 "2023-09-26 03:50:00" "2023-09-26 03:10:00"
35400 4.78346 7.37911 3.51114 "2023-09-26 03:50:00" "2023-09-26 03:20:00"
35400 4.78346 7.37911 4.15800 "2023-09-26 03:50:00" "2023-09-26 03:30:00"
35400 4.78346 7.37911 4.59671 "2023-09-26 03:50:00" "2023-09-26 03:40:00"
35400 4.78346 7.37911 4.06986 "2023-09-26 03:50:00" "2023-09-26 03:50:00"
36000 5.06921 7.39350 3.47171 "2023-09-26 04:00:00" "2023-09-26 03:10:00"
36000 5.06921 7.39350 3.51114 "2023-09-26 04:00:00" "2023-09-26 03:20:00"
36000 5.06921 7.39350 4.15800 "2023-09-26 04:00:00" "2023-09-26 03:30:00"
36000 5.06921 7.39350 4.59671 "2023-09-26 04:00:00" "2023-09-26 03:40:00"
36000 5.06921 7.39350 4.06986 "2023-09-26 04:00:00" "2023-09-26 03:50:00"
36000 5.06921 7.39350 4.26871 "2023-09-26 04:00:00" "2023-09-26 04:00:00"
36600 5.20093 7.46615 3.51114 "2023-09-26 04:10:00" "2023-09-26 03:20:00"
36600 5.20093 7.46615 4.15800 "2023-09-26 04:10:00" "2023-09-26 03:30:00"
36600 5.20093 7.46615 4.59671 "2023-09-26 04:10:00" "2023-09-26 03:40:00"
36600 5.20093 7.46615 4.06986 "2023-09-26 04:10:00" "2023-09-26 03:50:00"
36600 5.20093 7.46615 4.26871 "2023-09-26 04:10:00" "2023-09-26 04:00:00"
36600 5.20093 7.46615 4.65287 "2023-09-26 04:10:00" "2023-09-26 04:10:00"
37200 5.40171 7.46309 4.15800 "2023-09-26 04:20:00" "2023-09-26 03:30:00"
37200 5.40171 7.46309 4.59671 "2023-09-26 04:20:00" "2023-09-26 03:40:00"
37200 5.40171 7.46309 4.06986 "2023-09-26 04:20:00" "2023-09-26 03:50:00"
37200 5.40171 7.46309 4.26871 "2023-09-26 04:20:00" "2023-09-26 04:00:00"
37200 5.40171 7.46309 4.65287 "2023-09-26 04:20:00" "2023-09-26 04:10:00"
37200 5.40171 7.46309 6.02371 "2023-09-26 04:20:00" "2023-09-26 04:20:00"
37800 5.48071 7.49041 4.59671 "2023-09-26 04:30:00" "2023-09-26 03:40:00"
37800 5.48071 7.49041 4.06986 "2023-09-26 04:30:00" "2023-09-26 03:50:00"
37800 5.48071 7.49041 4.26871 "2023-09-26 04:30:00" "2023-09-26 04:00:00"
37800 5.48071 7.49041 4.65287 "2023-09-26 04:30:00" "2023-09-26 04:10:00"
37800 5.48071 7.49041 6.02371 "2023-09-26 04:30:00" "2023-09-26 04:20:00"
37800 5.48071 7.49041 6.48600 "2023-09-26 04:30:00" "2023-09-26 04:30:00"
38400 5.45726 7.59466 4.06986 "2023-09-26 04:40:00" "2023-09-26 03:50:00"
38400 5.45726 7.59466 4.26871 "2023-09-26 04:40:00" "2023-09-26 04:00:00"
38400 5.45726 7.59466 4.65287 "2023-09-26 04:40:00" "2023-09-26 04:10:00"
38400 5.45726 7.59466 6.02371 "2023-09-26 04:40:00" "2023-09-26 04:20:00"
38400 5.45726 7.59466 6.48600 "2023-09-26 04:40:00" "2023-09-26 04:30:00"
38400 5.45726 7.59466 5.18017 "2023-09-26 04:40:00" "2023-09-26 04:40:00"
39000 5.20090 7.56309 4.26871 "2023-09-26 04:50:00" "2023-09-26 04:00:00"
39000 5.20090 7.56309 4.65287 "2023-09-26 04:50:00" "2023-09-26 04:10:00"
39000 5.20090 7.56309 6.02371 "2023-09-26 04:50:00" "2023-09-26 04:20:00"
39000 5.20090 7.56309 6.48600 "2023-09-26 04:50:00" "2023-09-26 04:30:00"
39000 5.20090 7.56309 5.18017 "2023-09-26 04:50:00" "2023-09-26 04:40:00"
39000 5.20090 7.56309 5.38700 "2023-09-26 04:50:00" "2023-09-26 04:50:00"
39600 4.84961 7.67447 4.65287 "2023-09-26 05:00:00" "2023-09-26 04:10:00"
39600 4.84961 7.67447 6.02371 "2023-09-26 05:00:00" "2023-09-26 04:20:00"
39600 4.84961 7.67447 6.48600 "2023-09-26 05:00:00" "2023-09-26 04:30:00"
39600 4.84961 7.67447 5.18017 "2023-09-26 05:00:00" "2023-09-26 04:40:00"
39600 4.84961 7.67447 5.38700 "2023-09-26 05:00:00" "2023-09-26 04:50:00"
39600 4.84961 7.67447 5.14786 "2023-09-26 05:00:00" "2023-09-26 05:00:00"
40200 4.57823 7.81319 6.02371 "2023-09-26 05:10:00" "2023-09-26 04:20:00"
40200 4.57823 7.81319 6.48600 "2023-09-26 05:10:00" "2023-09-26 04:30:00"
