20230831
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
21600 3.34849 4.20771 2.92157 "2023-09-01 00:00:00" "2023-09-01 00:00:00"
22200 3.38583 4.30210 2.92157 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 3.38583 4.30210 3.09214 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22800 3.42104 4.39483 2.92157 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 3.42104 4.39483 3.09214 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 3.42104 4.39483 3.46429 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
23400 3.49470 4.48328 2.92157 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 3.49470 4.48328 3.09214 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 3.49470 4.48328 3.46429 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 3.49470 4.48328 3.57450 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
24000 3.55270 4.57877 2.92157 "2023-09-01 00:40:00" "2023-09-01 00:00:00"
24000 3.55270 4.57877 3.09214 "2023-09-01 00:40:00" "2023-09-01 00:10:00"
24000 3.55270 4.57877 3.46429 "2023-09-01 00:40:00" "2023-09-01 00:20:00"
24000 3.55270 4.57877 3.57450 "2023-09-01 00:40:00" "2023-09-01 00:30:00"
24000 3.55270 4.57877 3.85986 "2023-09-01 00:40:00" "2023-09-01 00:40:00"
24600 3.62236 4.67262 2.92157 "2023-09-01 00:50:00" "2023-09-01 00:00:00"
24600 3.62236 4.67262 3.09214 "2023-09-01 00:50:00" "2023-09-01 00:10:00"
24600 3.62236 4.67262 3.46429 "2023-09-01 00:50:00" "2023-09-01 00:20:00"
24600 3.62236 4.67262 3.57450 "2023-09-01 00:50:00" "2023-09-01 00:30:00"
24600 3.62236 4.67262 3.85986 "2023-09-01 00:50:00" "2023-09-01 00:40:00"
24600 3.62236 4.67262 3.49400 "2023-09-01 00:50:00" "2023-09-01 00:50:00"
25200 3.58489 4.75501 3.09214 "2023-09-01 01:00:00" "2023-09-01 00:10:00"
