20230929
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
22800 3.43943 3.56009 3.28954 "2023-09-30 00:20:00" "2023-09-30 00:20:00"
23400 3.44311 3.62103 3.29455 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 3.44311 3.62103 3.34236 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
24000 3.48832 3.67293 3.32617 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 3.48832 3.67293 3.39771 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 3.48832 3.67293 3.44256 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24600 3.57968 3.69524 3.34164 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 3.57968 3.69524 3.42781 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 3.57968 3.69524 3.50192 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 3.57968 3.69524 3.53885 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
25200 3.57261 3.67896 3.29477 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 3.57261 3.67896 3.39247 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 3.57261 3.67896 3.48523 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 3.57261 3.67896 3.54473 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 3.57261 3.67896 3.54643 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25800 3.51237 3.66983 3.26193 "2023-09-30 01:10:00" "2023-09-30 00:20:00"
25800 3.51237 3.66983 3.37111 "2023-09-30 01:10:00" "2023-09-30 00:30:00"
25800 3.51237 3.66983 3.47603 "2023-09-30 01:10:00" "2023-09-30 00:40:00"
25800 3.51237 3.66983 3.54873 "2023-09-30 01:10:00" "2023-09-30 00:50:00"
25800 3.51237 3.66983 3.54166 "2023-09-30 01:10:00" "2023-09-30 01:00:00"
25800 3.51237 3.66983 3.47346 "2023-09-30 01:10:00" "2023-09-30 01:10:00"
26400 3.47575 3.64606 3.35166 "2023-09-30 01:20:00" "2023-09-30 00:30:00"
26400 3.47575 3.64606 3.47073 "2023-09-30 01:20:00" "2023-09-30 00:40:00"
26400 3.47575 3.64606 3.55086 "2023-09-30 01:20:00" "2023-09-30 00:50:00"
26400 3.47575 3.64606 3.53792 "2023-09-30 01:20:00" "2023-09-30 01:00:00"
26400 3.47575 3.64606 3.41888 "2023-09-30 01:20:00" "2023-09-30 01:10:00"
26400 3.47575 3.64606 3.40313 "2023-09-30 01:20:00" "2023-09-30 01:20:00"
27000 3.51257 3.64581 3.47278 "2023-09-30 01:30:00" "2023-09-30 00:40:00"
27000 3.51257 3.64581 3.56699 "2023-09-30 01:30:00" "2023-09-30 00:50:00"
27000 3.51257 3.64581 3.55257 "2023-09-30 01:30:00" "2023-09-30 01:00:00"
27000 3.51257 3.64581 3.40360 "2023-09-30 01:30:00" "2023-09-30 01:10:00"
27000 3.51257 3.64581 3.37621 "2023-09-30 01:30:00" "2023-09-30 01:20:00"
27000 3.51257 3.64581 3.50120 "2023-09-30 01:30:00" "2023-09-30 01:30:00"
27600 3.56548 3.64545 3.57329 "2023-09-30 01:40:00" "2023-09-30 00:50:00"
27600 3.56548 3.64545 3.55556 "2023-09-30 01:40:00" "2023-09-30 01:00:00"
27600 3.56548 3.64545 3.38793 "2023-09-30 01:40:00" "2023-09-30 01:10:00"
27600 3.56548 3.64545 3.35229 "2023-09-30 01:40:00" "2023-09-30 01:20:00"
27600 3.56548 3.64545 3.53003 "2023-09-30 01:40:00" "2023-09-30 01:30:00"
27600 3.56548 3.64545 3.54440 "2023-09-30 01:40:00" "2023-09-30 01:40:00"
28200 3.53172 3.61671 3.53065 "2023-09-30 01:50:00" "2023-09-30 01:00:00"
28200 3.53172 3.61671 3.33952 "2023-09-30 01:50:00" "2023-09-30 01:10:00"
28200 3.53172 3.61671 3.30026 "2023-09-30 01:50:00" "2023-09-30 01:20:00"
28200 3.53172 3.61671 3.50823 "2023-09-30 01:50:00" "2023-09-30 01:30:00"
28200 3.53172 3.61671 3.52869 "2023-09-30 01:50:00" "2023-09-30 01:40:00"
28200 3.53172 3.61671 3.49298 "2023-09-30 01:50:00" "2023-09-30 01:50:00"
28800 3.53384 3.60670 3.31051 "2023-09-30 02:00:00" "2023-09-30 01:10:00"
28800 3.53384 3.60670 3.26374 "2023-09-30 02:00:00" "2023-09-30 01:20:00"
28800 3.53384 3.60670 3.49945 "2023-09-30 02:00:00" "2023-09-30 01:30:00"
28800 3.53384 3.60670 3.52433 "2023-09-30 02:00:00" "2023-09-30 01:40:00"
28800 3.53384 3.60670 3.43272 "2023-09-30 02:00:00" "2023-09-30 01:50:00"
28800 3.53384 3.60670 3.52182 "2023-09-30 02:00:00" "2023-09-30 02:00:00"
29400 3.63201 3.61706 3.26692 "2023-09-30 02:10:00" "2023-09-30 01:20:00"
29400 3.63201 3.61706 3.52880 "2023-09-30 02:10:00" "2023-09-30 01:30:00"
29400 3.63201 3.61706 3.55589 "2023-09-30 02:10:00" "2023-09-30 01:40:00"
29400 3.63201 3.61706 3.42752 "2023-09-30 02:10:00" "2023-09-30 01:50:00"
29400 3.63201 3.61706 3.55670 "2023-09-30 02:10:00" "2023-09-30 02:00:00"
29400 3.63201 3.61706 3.63191 "2023-09-30 02:10:00" "2023-09-30 02:10:00"
30000 3.67273 3.63185 3.55637 "2023-09-30 02:20:00" "2023-09-30 01:30:00"
30000 3.67273 3.63185 3.58850 "2023-09-30 02:20:00" "2023-09-30 01:40:00"
30000 3.67273 3.63185 3.44389 "2023-09-30 02:20:00" "2023-09-30 01:50:00"
30000 3.67273 3.63185 3.59487 "2023-09-30 02:20:00" "2023-09-30 02:00:00"
30000 3.67273 3.63185 3.73039 "2023-09-30 02:20:00" "2023-09-30 02:10:00"
30000 3.67273 3.63185 3.70707 "2023-09-30 02:20:00" "2023-09-30 02:20:00"
30600 3.59571 3.59415 3.56136 "2023-09-30 02:30:00" "2023-09-30 01:40:00"
30600 3.59571 3.59415 3.39429 "2023-09-30 02:30:00" "2023-09-30 01:50:00"
30600 3.59571 3.59415 3.56585 "2023-09-30 02:30:00" "2023-09-30 02:00:00"
30600 3.59571 3.59415 3.73987 "2023-09-30 02:30:00" "2023-09-30 02:10:00"
30600 3.59571 3.59415 3.69403 "2023-09-30 02:30:00" "2023-09-30 02:20:00"
30600 3.59571 3.59415 3.56800 "2023-09-30 02:30:00" "2023-09-30 02:30:00"
31200 3.52109 3.56609 3.34382 "2023-09-30 02:40:00" "2023-09-30 01:50:00"
31200 3.52109 3.56609 3.53404 "2023-09-30 02:40:00" "2023-09-30 02:00:00"
31200 3.52109 3.56609 3.72996 "2023-09-30 02:40:00" "2023-09-30 02:10:00"
31200 3.52109 3.56609 3.67260 "2023-09-30 02:40:00" "2023-09-30 02:20:00"
31200 3.52109 3.56609 3.49543 "2023-09-30 02:40:00" "2023-09-30 02:30:00"
31200 3.52109 3.56609 3.46501 "2023-09-30 02:40:00" "2023-09-30 02:40:00"
31800 3.47678 3.53682 3.50871 "2023-09-30 02:50:00" "2023-09-30 02:00:00"
31800 3.47678 3.53682 3.73263 "2023-09-30 02:50:00" "2023-09-30 02:10:00"
31800 3.47678 3.53682 3.66759 "2023-09-30 02:50:00" "2023-09-30 02:20:00"
31800 3.47678 3.53682 3.45980 "2023-09-30 02:50:00" "2023-09-30 02:30:00"
31800 3.47678 3.53682 3.38155 "2023-09-30 02:50:00" "2023-09-30 02:40:00"
31800 3.47678 3.53682 3.49688 "2023-09-30 02:50:00" "2023-09-30 02:50:00"
32400 3.42829 3.53764 3.74678 "2023-09-30 03:00:00" "2023-09-30 02:10:00"
32400 3.42829 3.53764 3.67392 "2023-09-30 03:00:00" "2023-09-30 02:20:00"
32400 3.42829 3.53764 3.43850 "2023-09-30 03:00:00" "2023-09-30 02:30:00"
32400 3.42829 3.53764 3.32765 "2023-09-30 03:00:00" "2023-09-30 02:40:00"
