20230916
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
22200 5.44675 5.95018 6.22278 "2023-09-17 00:10:00" "2023-09-17 00:10:00"
22800 5.44675 5.92165 5.89225 "2023-09-17 00:20:00" "2023-09-17 00:10:00"
22800 5.44675 5.92165 5.70054 "2023-09-17 00:20:00" "2023-09-17 00:20:00"
23400 5.16658 5.87802 5.56079 "2023-09-17 00:30:00" "2023-09-17 00:10:00"
23400 5.16658 5.87802 5.31321 "2023-09-17 00:30:00" "2023-09-17 00:20:00"
23400 5.16658 5.87802 5.22368 "2023-09-17 00:30:00" "2023-09-17 00:30:00"
24000 4.74633 5.83850 5.28195 "2023-09-17 00:40:00" "2023-09-17 00:10:00"
24000 4.74633 5.83850 4.97121 "2023-09-17 00:40:00" "2023-09-17 00:20:00"
24000 4.74633 5.83850 4.82668 "2023-09-17 00:40:00" "2023-09-17 00:30:00"
24000 4.74633 5.83850 4.83916 "2023-09-17 00:40:00" "2023-09-17 00:40:00"
24600 4.79303 5.79757 5.14225 "2023-09-17 00:50:00" "2023-09-17 00:10:00"
24600 4.79303 5.79757 4.78011 "2023-09-17 00:50:00" "2023-09-17 00:20:00"
24600 4.79303 5.79757 4.57541 "2023-09-17 00:50:00" "2023-09-17 00:30:00"
24600 4.79303 5.79757 4.62964 "2023-09-17 00:50:00" "2023-09-17 00:40:00"
24600 4.79303 5.79757 4.61902 "2023-09-17 00:50:00" "2023-09-17 00:50:00"
25200 4.86690 5.70234 5.01143 "2023-09-17 01:00:00" "2023-09-17 00:10:00"
25200 4.86690 5.70234 4.58801 "2023-09-17 01:00:00" "2023-09-17 00:20:00"
25200 4.86690 5.70234 4.33403 "2023-09-17 01:00:00" "2023-09-17 00:30:00"
25200 4.86690 5.70234 4.40872 "2023-09-17 01:00:00" "2023-09-17 00:40:00"
25200 4.86690 5.70234 4.43438 "2023-09-17 01:00:00" "2023-09-17 00:50:00"
25200 4.86690 5.70234 4.63172 "2023-09-17 01:00:00" "2023-09-17 01:00:00"
25800 4.78500 5.60991 4.47925 "2023-09-17 01:10:00" "2023-09-17 00:20:00"
25800 4.78500 5.60991 4.18047 "2023-09-17 01:10:00" "2023-09-17 00:30:00"
25800 4.78500 5.60991 4.27189 "2023-09-17 01:10:00" "2023-09-17 00:40:00"
25800 4.78500 5.60991 4.31721 "2023-09-17 01:10:00" "2023-09-17 00:50:00"
25800 4.78500 5.60991 4.67516 "2023-09-17 01:10:00" "2023-09-17 01:00:00"
25800 4.78500 5.60991 4.51163 "2023-09-17 01:10:00" "2023-09-17 01:10:00"
26400 9999.00000 5.51098 4.08324 "2023-09-17 01:20:00" "2023-09-17 00:30:00"
26400 9999.00000 5.51098 4.19126 "2023-09-17 01:20:00" "2023-09-17 00:40:00"
26400 9999.00000 5.51098 4.25260 "2023-09-17 01:20:00" "2023-09-17 00:50:00"
26400 9999.00000 5.51098 4.73538 "2023-09-17 01:20:00" "2023-09-17 01:00:00"
26400 9999.00000 5.51098 4.48895 "2023-09-17 01:20:00" "2023-09-17 01:10:00"
26400 9999.00000 5.51098 4.43411 "2023-09-17 01:20:00" "2023-09-17 01:20:00"
27000 9999.00000 5.38830 4.18158 "2023-09-17 01:30:00" "2023-09-17 00:40:00"
27000 9999.00000 5.38830 4.25320 "2023-09-17 01:30:00" "2023-09-17 00:50:00"
27000 9999.00000 5.38830 4.83453 "2023-09-17 01:30:00" "2023-09-17 01:00:00"
27000 9999.00000 5.38830 4.51831 "2023-09-17 01:30:00" "2023-09-17 01:10:00"
27000 9999.00000 5.38830 4.40478 "2023-09-17 01:30:00" "2023-09-17 01:20:00"
27000 9999.00000 5.38830 4.33341 "2023-09-17 01:30:00" "2023-09-17 01:30:00"
27600 9999.00000 5.28085 4.27446 "2023-09-17 01:40:00" "2023-09-17 00:50:00"
27600 9999.00000 5.28085 4.95238 "2023-09-17 01:40:00" "2023-09-17 01:00:00"
27600 9999.00000 5.28085 4.57999 "2023-09-17 01:40:00" "2023-09-17 01:10:00"
27600 9999.00000 5.28085 4.42155 "2023-09-17 01:40:00" "2023-09-17 01:20:00"
27600 9999.00000 5.28085 4.29782 "2023-09-17 01:40:00" "2023-09-17 01:30:00"
27600 9999.00000 5.28085 4.26647 "2023-09-17 01:40:00" "2023-09-17 01:40:00"
28200 9999.00000 5.17756 5.06778 "2023-09-17 01:50:00" "2023-09-17 01:00:00"
28200 9999.00000 5.17756 4.63227 "2023-09-17 01:50:00" "2023-09-17 01:10:00"
