20230927
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
21000 4.25387 3.58043 5.09960 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 4.12256 3.59015 5.09960 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 4.12256 3.59015 4.39950 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 3.96146 3.58804 5.09960 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 3.96146 3.58804 4.39950 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 3.96146 3.58804 4.30543 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 3.80295 3.56483 5.09960 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 3.80295 3.56483 4.39950 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 3.80295 3.56483 4.30543 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 3.80295 3.56483 3.77738 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 3.79806 3.54452 5.09960 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 3.79806 3.54452 4.39950 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 3.79806 3.54452 4.30543 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 3.79806 3.54452 3.77738 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 3.79806 3.54452 3.63429 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
24000 3.85473 3.53223 5.09960 "2023-09-28 00:40:00" "2023-09-27 23:50:00"
24000 3.85473 3.53223 4.39950 "2023-09-28 00:40:00" "2023-09-28 00:00:00"
24000 3.85473 3.53223 4.30543 "2023-09-28 00:40:00" "2023-09-28 00:10:00"
24000 3.85473 3.53223 3.77738 "2023-09-28 00:40:00" "2023-09-28 00:20:00"
24000 3.85473 3.53223 3.63429 "2023-09-28 00:40:00" "2023-09-28 00:30:00"
24000 3.85473 3.53223 3.49925 "2023-09-28 00:40:00" "2023-09-28 00:40:00"
24600 3.96000 3.51373 4.39950 "2023-09-28 00:50:00" "2023-09-28 00:00:00"
24600 3.96000 3.51373 4.30543 "2023-09-28 00:50:00" "2023-09-28 00:10:00"
24600 3.96000 3.51373 3.77738 "2023-09-28 00:50:00" "2023-09-28 00:20:00"
24600 3.96000 3.51373 3.63429 "2023-09-28 00:50:00" "2023-09-28 00:30:00"
24600 3.96000 3.51373 3.49925 "2023-09-28 00:50:00" "2023-09-28 00:40:00"
24600 3.96000 3.51373 3.18629 "2023-09-28 00:50:00" "2023-09-28 00:50:00"
25200 3.98441 3.49095 4.30543 "2023-09-28 01:00:00" "2023-09-28 00:10:00"
25200 3.98441 3.49095 3.77738 "2023-09-28 01:00:00" "2023-09-28 00:20:00"
25200 3.98441 3.49095 3.63429 "2023-09-28 01:00:00" "2023-09-28 00:30:00"
25200 3.98441 3.49095 3.49925 "2023-09-28 01:00:00" "2023-09-28 00:40:00"
25200 3.98441 3.49095 3.18629 "2023-09-28 01:00:00" "2023-09-28 00:50:00"
25200 3.98441 3.49095 4.20729 "2023-09-28 01:00:00" "2023-09-28 01:00:00"
25800 4.01352 3.46523 3.77738 "2023-09-28 01:10:00" "2023-09-28 00:20:00"
25800 4.01352 3.46523 3.63429 "2023-09-28 01:10:00" "2023-09-28 00:30:00"
25800 4.01352 3.46523 3.49925 "2023-09-28 01:10:00" "2023-09-28 00:40:00"
25800 4.01352 3.46523 3.18629 "2023-09-28 01:10:00" "2023-09-28 00:50:00"
25800 4.01352 3.46523 4.20729 "2023-09-28 01:10:00" "2023-09-28 01:00:00"
25800 4.01352 3.46523 4.65414 "2023-09-28 01:10:00" "2023-09-28 01:10:00"
26400 4.14544 3.45071 3.63429 "2023-09-28 01:20:00" "2023-09-28 00:30:00"
26400 4.14544 3.45071 3.49925 "2023-09-28 01:20:00" "2023-09-28 00:40:00"
26400 4.14544 3.45071 3.18629 "2023-09-28 01:20:00" "2023-09-28 00:50:00"
26400 4.14544 3.45071 4.20729 "2023-09-28 01:20:00" "2023-09-28 01:00:00"
26400 4.14544 3.45071 4.65414 "2023-09-28 01:20:00" "2023-09-28 01:10:00"
26400 4.14544 3.45071 4.42129 "2023-09-28 01:20:00" "2023-09-28 01:20:00"
27000 4.24116 3.43555 3.49925 "2023-09-28 01:30:00" "2023-09-28 00:40:00"
27000 4.24116 3.43555 3.18629 "2023-09-28 01:30:00" "2023-09-28 00:50:00"
