20230907
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 3.60232 3.92295 3.77472 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 3.66053 3.87463 3.64693 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 3.66053 3.87463 3.72707 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 3.61577 3.83409 3.55752 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 3.61577 3.83409 3.69293 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 3.61577 3.83409 3.63352 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 3.57810 3.76129 3.47699 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 3.57810 3.76129 3.65131 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 3.57810 3.76129 3.54587 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 3.57810 3.76129 3.54157 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22800 3.52162 3.65681 3.38354 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 3.52162 3.65681 3.59113 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 3.52162 3.65681 3.45096 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 3.52162 3.65681 3.44560 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 3.52162 3.65681 3.52781 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
23400 3.48312 3.55718 3.29686 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 3.48312 3.55718 3.52566 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 3.48312 3.55718 3.35538 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 3.48312 3.55718 3.34742 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 3.48312 3.55718 3.46449 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 3.48312 3.55718 3.50899 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
24000 3.45554 3.46822 3.46753 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
