20230918
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 2.43159 3.18333 2.63140 "2023-09-18 23:40:00" "2023-09-18 23:40:00"
21000 2.40189 3.18879 2.63140 "2023-09-18 23:50:00" "2023-09-18 23:40:00"
21000 2.40189 3.18879 2.10529 "2023-09-18 23:50:00" "2023-09-18 23:50:00"
21600 2.39086 3.19147 2.63140 "2023-09-19 00:00:00" "2023-09-18 23:40:00"
21600 2.39086 3.19147 2.10529 "2023-09-19 00:00:00" "2023-09-18 23:50:00"
21600 2.39086 3.19147 2.70175 "2023-09-19 00:00:00" "2023-09-19 00:00:00"
22200 2.40556 3.20455 2.63140 "2023-09-19 00:10:00" "2023-09-18 23:40:00"
22200 2.40556 3.20455 2.10529 "2023-09-19 00:10:00" "2023-09-18 23:50:00"
22200 2.40556 3.20455 2.70175 "2023-09-19 00:10:00" "2023-09-19 00:00:00"
22200 2.40556 3.20455 2.52229 "2023-09-19 00:10:00" "2023-09-19 00:10:00"
22800 2.42300 3.22065 2.63140 "2023-09-19 00:20:00" "2023-09-18 23:40:00"
22800 2.42300 3.22065 2.10529 "2023-09-19 00:20:00" "2023-09-18 23:50:00"
22800 2.42300 3.22065 2.70175 "2023-09-19 00:20:00" "2023-09-19 00:00:00"
22800 2.42300 3.22065 2.52229 "2023-09-19 00:20:00" "2023-09-19 00:10:00"
22800 2.42300 3.22065 2.07850 "2023-09-19 00:20:00" "2023-09-19 00:20:00"
23400 2.48757 3.20273 2.63140 "2023-09-19 00:30:00" "2023-09-18 23:40:00"
23400 2.48757 3.20273 2.10529 "2023-09-19 00:30:00" "2023-09-18 23:50:00"
23400 2.48757 3.20273 2.70175 "2023-09-19 00:30:00" "2023-09-19 00:00:00"
23400 2.48757 3.20273 2.52229 "2023-09-19 00:30:00" "2023-09-19 00:10:00"
23400 2.48757 3.20273 2.07850 "2023-09-19 00:30:00" "2023-09-19 00:20:00"
23400 2.48757 3.20273 2.47600 "2023-09-19 00:30:00" "2023-09-19 00:30:00"
24000 2.66703 3.14594 2.10529 "2023-09-19 00:40:00" "2023-09-18 23:50:00"
24000 2.66703 3.14594 2.70175 "2023-09-19 00:40:00" "2023-09-19 00:00:00"
24000 2.66703 3.14594 2.52229 "2023-09-19 00:40:00" "2023-09-19 00:10:00"
24000 2.66703 3.14594 2.07850 "2023-09-19 00:40:00" "2023-09-19 00:20:00"
24000 2.66703 3.14594 2.47600 "2023-09-19 00:40:00" "2023-09-19 00:30:00"
24000 2.66703 3.14594 2.39763 "2023-09-19 00:40:00" "2023-09-19 00:40:00"
24600 2.83035 3.13304 2.70175 "2023-09-19 00:50:00" "2023-09-19 00:00:00"
24600 2.83035 3.13304 2.52229 "2023-09-19 00:50:00" "2023-09-19 00:10:00"
24600 2.83035 3.13304 2.07850 "2023-09-19 00:50:00" "2023-09-19 00:20:00"
24600 2.83035 3.13304 2.47600 "2023-09-19 00:50:00" "2023-09-19 00:30:00"
24600 2.83035 3.13304 2.39763 "2023-09-19 00:50:00" "2023-09-19 00:40:00"
24600 2.83035 3.13304 9999.00000 "2023-09-19 00:50:00" "2023-09-19 00:50:00"
25200 3.01531 3.16211 2.52229 "2023-09-19 01:00:00" "2023-09-19 00:10:00"
25200 3.01531 3.16211 2.07850 "2023-09-19 01:00:00" "2023-09-19 00:20:00"
25200 3.01531 3.16211 2.47600 "2023-09-19 01:00:00" "2023-09-19 00:30:00"
25200 3.01531 3.16211 2.39763 "2023-09-19 01:00:00" "2023-09-19 00:40:00"
25200 3.01531 3.16211 9999.00000 "2023-09-19 01:00:00" "2023-09-19 00:50:00"
25200 3.01531 3.16211 2.94975 "2023-09-19 01:00:00" "2023-09-19 01:00:00"
25800 3.12533 3.18816 2.07850 "2023-09-19 01:10:00" "2023-09-19 00:20:00"
25800 3.12533 3.18816 2.47600 "2023-09-19 01:10:00" "2023-09-19 00:30:00"
25800 3.12533 3.18816 2.39763 "2023-09-19 01:10:00" "2023-09-19 00:40:00"
25800 3.12533 3.18816 9999.00000 "2023-09-19 01:10:00" "2023-09-19 00:50:00"
25800 3.12533 3.18816 2.94975 "2023-09-19 01:10:00" "2023-09-19 01:00:00"
25800 3.12533 3.18816 3.09175 "2023-09-19 01:10:00" "2023-09-19 01:10:00"
26400 3.09621 3.22549 2.47600 "2023-09-19 01:20:00" "2023-09-19 00:30:00"
26400 3.09621 3.22549 2.39763 "2023-09-19 01:20:00" "2023-09-19 00:40:00"
26400 3.09621 3.22549 9999.00000 "2023-09-19 01:20:00" "2023-09-19 00:50:00"
26400 3.09621 3.22549 2.94975 "2023-09-19 01:20:00" "2023-09-19 01:00:00"
26400 3.09621 3.22549 3.09175 "2023-09-19 01:20:00" "2023-09-19 01:10:00"
26400 3.09621 3.22549 2.95329 "2023-09-19 01:20:00" "2023-09-19 01:20:00"
27000 3.09673 3.30072 2.39763 "2023-09-19 01:30:00" "2023-09-19 00:40:00"
27000 3.09673 3.30072 9999.00000 "2023-09-19 01:30:00" "2023-09-19 00:50:00"
27000 3.09673 3.30072 2.94975 "2023-09-19 01:30:00" "2023-09-19 01:00:00"
27000 3.09673 3.30072 3.09175 "2023-09-19 01:30:00" "2023-09-19 01:10:00"
27000 3.09673 3.30072 2.95329 "2023-09-19 01:30:00" "2023-09-19 01:20:00"
27000 3.09673 3.30072 3.31937 "2023-09-19 01:30:00" "2023-09-19 01:30:00"
27600 3.07878 3.38641 9999.00000 "2023-09-19 01:40:00" "2023-09-19 00:50:00"
27600 3.07878 3.38641 2.94975 "2023-09-19 01:40:00" "2023-09-19 01:00:00"
27600 3.07878 3.38641 3.09175 "2023-09-19 01:40:00" "2023-09-19 01:10:00"
27600 3.07878 3.38641 2.95329 "2023-09-19 01:40:00" "2023-09-19 01:20:00"
27600 3.07878 3.38641 3.31937 "2023-09-19 01:40:00" "2023-09-19 01:30:00"
27600 3.07878 3.38641 3.08886 "2023-09-19 01:40:00" "2023-09-19 01:40:00"
28200 3.06960 3.45260 2.94975 "2023-09-19 01:50:00" "2023-09-19 01:00:00"
28200 3.06960 3.45260 3.09175 "2023-09-19 01:50:00" "2023-09-19 01:10:00"
28200 3.06960 3.45260 2.95329 "2023-09-19 01:50:00" "2023-09-19 01:20:00"
28200 3.06960 3.45260 3.31937 "2023-09-19 01:50:00" "2023-09-19 01:30:00"
28200 3.06960 3.45260 3.08886 "2023-09-19 01:50:00" "2023-09-19 01:40:00"
28200 3.06960 3.45260 3.23400 "2023-09-19 01:50:00" "2023-09-19 01:50:00"
28800 2.93779 3.50486 3.09175 "2023-09-19 02:00:00" "2023-09-19 01:10:00"
28800 2.93779 3.50486 2.95329 "2023-09-19 02:00:00" "2023-09-19 01:20:00"
28800 2.93779 3.50486 3.31937 "2023-09-19 02:00:00" "2023-09-19 01:30:00"
28800 2.93779 3.50486 3.08886 "2023-09-19 02:00:00" "2023-09-19 01:40:00"
28800 2.93779 3.50486 3.23400 "2023-09-19 02:00:00" "2023-09-19 01:50:00"
28800 2.93779 3.50486 2.82829 "2023-09-19 02:00:00" "2023-09-19 02:00:00"
29400 2.97942 3.53473 2.95329 "2023-09-19 02:10:00" "2023-09-19 01:20:00"
29400 2.97942 3.53473 3.31937 "2023-09-19 02:10:00" "2023-09-19 01:30:00"
29400 2.97942 3.53473 3.08886 "2023-09-19 02:10:00" "2023-09-19 01:40:00"
29400 2.97942 3.53473 3.23400 "2023-09-19 02:10:00" "2023-09-19 01:50:00"
29400 2.97942 3.53473 2.82829 "2023-09-19 02:10:00" "2023-09-19 02:00:00"
29400 2.97942 3.53473 2.99167 "2023-09-19 02:10:00" "2023-09-19 02:10:00"
30000 3.25136 3.55306 3.31937 "2023-09-19 02:20:00" "2023-09-19 01:30:00"
30000 3.25136 3.55306 3.08886 "2023-09-19 02:20:00" "2023-09-19 01:40:00"
30000 3.25136 3.55306 3.23400 "2023-09-19 02:20:00" "2023-09-19 01:50:00"
30000 3.25136 3.55306 2.82829 "2023-09-19 02:20:00" "2023-09-19 02:00:00"
30000 3.25136 3.55306 2.99167 "2023-09-19 02:20:00" "2023-09-19 02:10:00"
30000 3.25136 3.55306 2.81967 "2023-09-19 02:20:00" "2023-09-19 02:20:00"
30600 3.36988 3.55806 3.08886 "2023-09-19 02:30:00" "2023-09-19 01:40:00"
30600 3.36988 3.55806 3.23400 "2023-09-19 02:30:00" "2023-09-19 01:50:00"
30600 3.36988 3.55806 2.82829 "2023-09-19 02:30:00" "2023-09-19 02:00:00"
30600 3.36988 3.55806 2.99167 "2023-09-19 02:30:00" "2023-09-19 02:10:00"
30600 3.36988 3.55806 2.81967 "2023-09-19 02:30:00" "2023-09-19 02:20:00"
