20230922
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 2.74845 4.47418 3.14340 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 2.64276 4.35727 3.14340 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 2.64276 4.35727 2.74125 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 2.61339 4.27486 3.14340 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 2.61339 4.27486 2.74125 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
21600 2.61339 4.27486 2.70886 "2023-09-23 00:00:00" "2023-09-23 00:00:00"
22200 2.59076 4.15359 3.14340 "2023-09-23 00:10:00" "2023-09-22 23:40:00"
22200 2.59076 4.15359 2.74125 "2023-09-23 00:10:00" "2023-09-22 23:50:00"
22200 2.59076 4.15359 2.70886 "2023-09-23 00:10:00" "2023-09-23 00:00:00"
22200 2.59076 4.15359 2.61371 "2023-09-23 00:10:00" "2023-09-23 00:10:00"
22800 2.63083 4.12252 3.14340 "2023-09-23 00:20:00" "2023-09-22 23:40:00"
22800 2.63083 4.12252 2.74125 "2023-09-23 00:20:00" "2023-09-22 23:50:00"
22800 2.63083 4.12252 2.70886 "2023-09-23 00:20:00" "2023-09-23 00:00:00"
22800 2.63083 4.12252 2.61371 "2023-09-23 00:20:00" "2023-09-23 00:10:00"
22800 2.63083 4.12252 2.45037 "2023-09-23 00:20:00" "2023-09-23 00:20:00"
23400 2.62467 4.11293 3.14340 "2023-09-23 00:30:00" "2023-09-22 23:40:00"
23400 2.62467 4.11293 2.74125 "2023-09-23 00:30:00" "2023-09-22 23:50:00"
23400 2.62467 4.11293 2.70886 "2023-09-23 00:30:00" "2023-09-23 00:00:00"
23400 2.62467 4.11293 2.61371 "2023-09-23 00:30:00" "2023-09-23 00:10:00"
23400 2.62467 4.11293 2.45037 "2023-09-23 00:30:00" "2023-09-23 00:20:00"
23400 2.62467 4.11293 2.18529 "2023-09-23 00:30:00" "2023-09-23 00:30:00"
