20230908
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
20400 5.24044 2.18882 4.95154 "2023-09-08 23:40:00" "2023-09-08 23:40:00"
21000 5.16397 2.20382 5.04249 "2023-09-08 23:50:00" "2023-09-08 23:40:00"
21000 5.16397 2.20382 5.04407 "2023-09-08 23:50:00" "2023-09-08 23:50:00"
21600 5.01303 2.21099 5.10862 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 5.01303 2.21099 5.09489 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 5.01303 2.21099 5.03451 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
22200 4.80191 2.20145 5.12683 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 4.80191 2.20145 5.10489 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 4.80191 2.20145 4.97073 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 4.80191 2.20145 4.91178 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22800 4.60329 2.17244 5.09032 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 4.60329 2.17244 5.06033 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 4.60329 2.17244 4.87678 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 4.60329 2.17244 4.78408 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 4.60329 2.17244 4.68133 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
23400 4.49916 2.15494 5.02770 "2023-09-09 00:30:00" "2023-09-08 23:40:00"
23400 4.49916 2.15494 4.99103 "2023-09-09 00:30:00" "2023-09-08 23:50:00"
23400 4.49916 2.15494 4.76809 "2023-09-09 00:30:00" "2023-09-09 00:00:00"
23400 4.49916 2.15494 4.64713 "2023-09-09 00:30:00" "2023-09-09 00:10:00"
23400 4.49916 2.15494 4.53006 "2023-09-09 00:30:00" "2023-09-09 00:20:00"
23400 4.49916 2.15494 4.53051 "2023-09-09 00:30:00" "2023-09-09 00:30:00"
24000 4.16315 2.16685 4.94877 "2023-09-09 00:40:00" "2023-09-08 23:50:00"
24000 4.16315 2.16685 4.69582 "2023-09-09 00:40:00" "2023-09-09 00:00:00"
24000 4.16315 2.16685 4.55200 "2023-09-09 00:40:00" "2023-09-09 00:10:00"
24000 4.16315 2.16685 4.41128 "2023-09-09 00:40:00" "2023-09-09 00:20:00"
24000 4.16315 2.16685 4.44701 "2023-09-09 00:40:00" "2023-09-09 00:30:00"
24000 4.16315 2.16685 4.11519 "2023-09-09 00:40:00" "2023-09-09 00:40:00"
24600 3.93459 2.15208 4.62871 "2023-09-09 00:50:00" "2023-09-09 00:00:00"
24600 3.93459 2.15208 4.46941 "2023-09-09 00:50:00" "2023-09-09 00:10:00"
24600 3.93459 2.15208 4.30933 "2023-09-09 00:50:00" "2023-09-09 00:20:00"
24600 3.93459 2.15208 4.36325 "2023-09-09 00:50:00" "2023-09-09 00:30:00"
24600 3.93459 2.15208 3.74964 "2023-09-09 00:50:00" "2023-09-09 00:40:00"
24600 3.93459 2.15208 3.92470 "2023-09-09 00:50:00" "2023-09-09 00:50:00"
25200 3.68941 2.11776 4.37224 "2023-09-09 01:00:00" "2023-09-09 00:10:00"
25200 3.68941 2.11776 4.20267 "2023-09-09 01:00:00" "2023-09-09 00:20:00"
25200 3.68941 2.11776 4.27346 "2023-09-09 01:00:00" "2023-09-09 00:30:00"
25200 3.68941 2.11776 3.45317 "2023-09-09 01:00:00" "2023-09-09 00:40:00"
25200 3.68941 2.11776 3.73856 "2023-09-09 01:00:00" "2023-09-09 00:50:00"
25200 3.68941 2.11776 3.53339 "2023-09-09 01:00:00" "2023-09-09 01:00:00"
25800 3.34227 2.11056 4.15384 "2023-09-09 01:10:00" "2023-09-09 00:20:00"
25800 3.34227 2.11056 4.23745 "2023-09-09 01:10:00" "2023-09-09 00:30:00"
25800 3.34227 2.11056 3.24458 "2023-09-09 01:10:00" "2023-09-09 00:40:00"
25800 3.34227 2.11056 3.60705 "2023-09-09 01:10:00" "2023-09-09 00:50:00"
25800 3.34227 2.11056 3.34186 "2023-09-09 01:10:00" "2023-09-09 01:00:00"
25800 3.34227 2.11056 3.19695 "2023-09-09 01:10:00" "2023-09-09 01:10:00"
26400 2.96745 2.13027 4.23507 "2023-09-09 01:20:00" "2023-09-09 00:30:00"
26400 2.96745 2.13027 3.11876 "2023-09-09 01:20:00" "2023-09-09 00:40:00"
26400 2.96745 2.13027 3.54260 "2023-09-09 01:20:00" "2023-09-09 00:50:00"
26400 2.96745 2.13027 3.21254 "2023-09-09 01:20:00" "2023-09-09 01:00:00"
26400 2.96745 2.13027 2.99091 "2023-09-09 01:20:00" "2023-09-09 01:10:00"
