20230910
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
22200 1.26459 1.56505 9999.00000 "2023-09-11 00:10:00" "2023-09-11 00:10:00"
22800 1.29346 1.52530 9999.00000 "2023-09-11 00:20:00" "2023-09-11 00:10:00"
22800 1.29346 1.52530 1.50100 "2023-09-11 00:20:00" "2023-09-11 00:20:00"
23400 1.25096 1.53190 9999.00000 "2023-09-11 00:30:00" "2023-09-11 00:10:00"
23400 1.25096 1.53190 1.50100 "2023-09-11 00:30:00" "2023-09-11 00:20:00"
23400 1.25096 1.53190 1.27200 "2023-09-11 00:30:00" "2023-09-11 00:30:00"
24000 1.25999 1.59712 9999.00000 "2023-09-11 00:40:00" "2023-09-11 00:10:00"
24000 1.25999 1.59712 1.50100 "2023-09-11 00:40:00" "2023-09-11 00:20:00"
24000 1.25999 1.59712 1.27200 "2023-09-11 00:40:00" "2023-09-11 00:30:00"
24000 1.25999 1.59712 9999.00000 "2023-09-11 00:40:00" "2023-09-11 00:40:00"
24600 1.28165 1.65018 9999.00000 "2023-09-11 00:50:00" "2023-09-11 00:10:00"
24600 1.28165 1.65018 1.50100 "2023-09-11 00:50:00" "2023-09-11 00:20:00"
24600 1.28165 1.65018 1.27200 "2023-09-11 00:50:00" "2023-09-11 00:30:00"
24600 1.28165 1.65018 9999.00000 "2023-09-11 00:50:00" "2023-09-11 00:40:00"
24600 1.28165 1.65018 1.21433 "2023-09-11 00:50:00" "2023-09-11 00:50:00"
25200 1.28981 1.66393 9999.00000 "2023-09-11 01:00:00" "2023-09-11 00:10:00"
25200 1.28981 1.66393 1.50100 "2023-09-11 01:00:00" "2023-09-11 00:20:00"
25200 1.28981 1.66393 1.27200 "2023-09-11 01:00:00" "2023-09-11 00:30:00"
25200 1.28981 1.66393 9999.00000 "2023-09-11 01:00:00" "2023-09-11 00:40:00"
25200 1.28981 1.66393 1.21433 "2023-09-11 01:00:00" "2023-09-11 00:50:00"
25200 1.28981 1.66393 1.25213 "2023-09-11 01:00:00" "2023-09-11 01:00:00"
25800 1.30388 1.69498 1.50100 "2023-09-11 01:10:00" "2023-09-11 00:20:00"
25800 1.30388 1.69498 1.27200 "2023-09-11 01:10:00" "2023-09-11 00:30:00"
25800 1.30388 1.69498 9999.00000 "2023-09-11 01:10:00" "2023-09-11 00:40:00"
25800 1.30388 1.69498 1.21433 "2023-09-11 01:10:00" "2023-09-11 00:50:00"
25800 1.30388 1.69498 1.25213 "2023-09-11 01:10:00" "2023-09-11 01:00:00"
25800 1.30388 1.69498 1.12567 "2023-09-11 01:10:00" "2023-09-11 01:10:00"
26400 1.29253 1.73308 1.27200 "2023-09-11 01:20:00" "2023-09-11 00:30:00"
26400 1.29253 1.73308 9999.00000 "2023-09-11 01:20:00" "2023-09-11 00:40:00"
26400 1.29253 1.73308 1.21433 "2023-09-11 01:20:00" "2023-09-11 00:50:00"
26400 1.29253 1.73308 1.25213 "2023-09-11 01:20:00" "2023-09-11 01:00:00"
26400 1.29253 1.73308 1.12567 "2023-09-11 01:20:00" "2023-09-11 01:10:00"
26400 1.29253 1.73308 1.47671 "2023-09-11 01:20:00" "2023-09-11 01:20:00"
27000 1.37549 1.75689 9999.00000 "2023-09-11 01:30:00" "2023-09-11 00:40:00"
27000 1.37549 1.75689 1.21433 "2023-09-11 01:30:00" "2023-09-11 00:50:00"
27000 1.37549 1.75689 1.25213 "2023-09-11 01:30:00" "2023-09-11 01:00:00"
27000 1.37549 1.75689 1.12567 "2023-09-11 01:30:00" "2023-09-11 01:10:00"
27000 1.37549 1.75689 1.47671 "2023-09-11 01:30:00" "2023-09-11 01:20:00"
27000 1.37549 1.75689 1.25900 "2023-09-11 01:30:00" "2023-09-11 01:30:00"
27600 1.41557 1.75168 1.21433 "2023-09-11 01:40:00" "2023-09-11 00:50:00"
27600 1.41557 1.75168 1.25213 "2023-09-11 01:40:00" "2023-09-11 01:00:00"
27600 1.41557 1.75168 1.12567 "2023-09-11 01:40:00" "2023-09-11 01:10:00"
27600 1.41557 1.75168 1.47671 "2023-09-11 01:40:00" "2023-09-11 01:20:00"
27600 1.41557 1.75168 1.25900 "2023-09-11 01:40:00" "2023-09-11 01:30:00"
27600 1.41557 1.75168 9999.00000 "2023-09-11 01:40:00" "2023-09-11 01:40:00"
28200 1.31642 1.73074 1.25213 "2023-09-11 01:50:00" "2023-09-11 01:00:00"
28200 1.31642 1.73074 1.12567 "2023-09-11 01:50:00" "2023-09-11 01:10:00"
28200 1.31642 1.73074 1.47671 "2023-09-11 01:50:00" "2023-09-11 01:20:00"
28200 1.31642 1.73074 1.25900 "2023-09-11 01:50:00" "2023-09-11 01:30:00"
28200 1.31642 1.73074 9999.00000 "2023-09-11 01:50:00" "2023-09-11 01:40:00"
28200 1.31642 1.73074 9999.00000 "2023-09-11 01:50:00" "2023-09-11 01:50:00"
28800 9999.00000 1.69266 1.12567 "2023-09-11 02:00:00" "2023-09-11 01:10:00"
28800 9999.00000 1.69266 1.47671 "2023-09-11 02:00:00" "2023-09-11 01:20:00"
28800 9999.00000 1.69266 1.25900 "2023-09-11 02:00:00" "2023-09-11 01:30:00"
28800 9999.00000 1.69266 9999.00000 "2023-09-11 02:00:00" "2023-09-11 01:40:00"
28800 9999.00000 1.69266 9999.00000 "2023-09-11 02:00:00" "2023-09-11 01:50:00"
28800 9999.00000 1.69266 9999.00000 "2023-09-11 02:00:00" "2023-09-11 02:00:00"
29400 9999.00000 1.68017 1.47671 "2023-09-11 02:10:00" "2023-09-11 01:20:00"
29400 9999.00000 1.68017 1.25900 "2023-09-11 02:10:00" "2023-09-11 01:30:00"
29400 9999.00000 1.68017 9999.00000 "2023-09-11 02:10:00" "2023-09-11 01:40:00"
29400 9999.00000 1.68017 9999.00000 "2023-09-11 02:10:00" "2023-09-11 01:50:00"
29400 9999.00000 1.68017 9999.00000 "2023-09-11 02:10:00" "2023-09-11 02:00:00"
29400 9999.00000 1.68017 9999.00000 "2023-09-11 02:10:00" "2023-09-11 02:10:00"
30000 9999.00000 1.68384 1.25900 "2023-09-11 02:20:00" "2023-09-11 01:30:00"
30000 9999.00000 1.68384 9999.00000 "2023-09-11 02:20:00" "2023-09-11 01:40:00"
30000 9999.00000 1.68384 9999.00000 "2023-09-11 02:20:00" "2023-09-11 01:50:00"
