20230927
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
21000 4.25387 3.58043 4.43147 "2023-09-27 23:50:00" "2023-09-27 23:50:00"
21600 4.12256 3.59015 4.30147 "2023-09-28 00:00:00" "2023-09-27 23:50:00"
21600 4.12256 3.59015 4.25761 "2023-09-28 00:00:00" "2023-09-28 00:00:00"
22200 3.96146 3.58804 4.19516 "2023-09-28 00:10:00" "2023-09-27 23:50:00"
22200 3.96146 3.58804 4.13561 "2023-09-28 00:10:00" "2023-09-28 00:00:00"
22200 3.96146 3.58804 4.02803 "2023-09-28 00:10:00" "2023-09-28 00:10:00"
22800 3.80295 3.56483 4.10206 "2023-09-28 00:20:00" "2023-09-27 23:50:00"
22800 3.80295 3.56483 4.02715 "2023-09-28 00:20:00" "2023-09-28 00:00:00"
22800 3.80295 3.56483 3.84845 "2023-09-28 00:20:00" "2023-09-28 00:10:00"
22800 3.80295 3.56483 3.73227 "2023-09-28 00:20:00" "2023-09-28 00:20:00"
23400 3.79806 3.54452 4.03727 "2023-09-28 00:30:00" "2023-09-27 23:50:00"
23400 3.79806 3.54452 3.95160 "2023-09-28 00:30:00" "2023-09-28 00:00:00"
23400 3.79806 3.54452 3.71791 "2023-09-28 00:30:00" "2023-09-28 00:10:00"
23400 3.79806 3.54452 3.58099 "2023-09-28 00:30:00" "2023-09-28 00:20:00"
23400 3.79806 3.54452 3.81150 "2023-09-28 00:30:00" "2023-09-28 00:30:00"
24000 3.85473 3.53223 4.02135 "2023-09-28 00:40:00" "2023-09-27 23:50:00"
24000 3.85473 3.53223 3.92884 "2023-09-28 00:40:00" "2023-09-28 00:00:00"
24000 3.85473 3.53223 3.65781 "2023-09-28 00:40:00" "2023-09-28 00:10:00"
24000 3.85473 3.53223 3.50074 "2023-09-28 00:40:00" "2023-09-28 00:20:00"
24000 3.85473 3.53223 3.86518 "2023-09-28 00:40:00" "2023-09-28 00:30:00"
24000 3.85473 3.53223 3.85001 "2023-09-28 00:40:00" "2023-09-28 00:40:00"
24600 3.96000 3.51373 3.93755 "2023-09-28 00:50:00" "2023-09-28 00:00:00"
24600 3.96000 3.51373 3.64128 "2023-09-28 00:50:00" "2023-09-28 00:10:00"
24600 3.96000 3.51373 3.46786 "2023-09-28 00:50:00" "2023-09-28 00:20:00"
24600 3.96000 3.51373 3.92221 "2023-09-28 00:50:00" "2023-09-28 00:30:00"
24600 3.96000 3.51373 3.89434 "2023-09-28 00:50:00" "2023-09-28 00:40:00"
24600 3.96000 3.51373 3.98539 "2023-09-28 00:50:00" "2023-09-28 00:50:00"
25200 3.98441 3.49095 3.65902 "2023-09-28 01:00:00" "2023-09-28 00:10:00"
25200 3.98441 3.49095 3.47762 "2023-09-28 01:00:00" "2023-09-28 00:20:00"
25200 3.98441 3.49095 3.99515 "2023-09-28 01:00:00" "2023-09-28 00:30:00"
25200 3.98441 3.49095 3.96047 "2023-09-28 01:00:00" "2023-09-28 00:40:00"
25200 3.98441 3.49095 4.12258 "2023-09-28 01:00:00" "2023-09-28 00:50:00"
25200 3.98441 3.49095 3.98996 "2023-09-28 01:00:00" "2023-09-28 01:00:00"
25800 4.01352 3.46523 3.52330 "2023-09-28 01:10:00" "2023-09-28 00:20:00"
25800 4.01352 3.46523 4.08158 "2023-09-28 01:10:00" "2023-09-28 00:30:00"
25800 4.01352 3.46523 4.04158 "2023-09-28 01:10:00" "2023-09-28 00:40:00"
25800 4.01352 3.46523 4.25617 "2023-09-28 01:10:00" "2023-09-28 00:50:00"
25800 4.01352 3.46523 4.01766 "2023-09-28 01:10:00" "2023-09-28 01:00:00"
25800 4.01352 3.46523 3.93715 "2023-09-28 01:10:00" "2023-09-28 01:10:00"
26400 4.14544 3.45071 4.14081 "2023-09-28 01:20:00" "2023-09-28 00:30:00"
26400 4.14544 3.45071 4.09977 "2023-09-28 01:20:00" "2023-09-28 00:40:00"
26400 4.14544 3.45071 4.34895 "2023-09-28 01:20:00" "2023-09-28 00:50:00"
26400 4.14544 3.45071 4.03853 "2023-09-28 01:20:00" "2023-09-28 01:00:00"
26400 4.14544 3.45071 3.91018 "2023-09-28 01:20:00" "2023-09-28 01:10:00"
26400 4.14544 3.45071 4.11805 "2023-09-28 01:20:00" "2023-09-28 01:20:00"
27000 4.24116 3.43555 4.12111 "2023-09-28 01:30:00" "2023-09-28 00:40:00"
27000 4.24116 3.43555 4.39604 "2023-09-28 01:30:00" "2023-09-28 00:50:00"
27000 4.24116 3.43555 4.03779 "2023-09-28 01:30:00" "2023-09-28 01:00:00"
27000 4.24116 3.43555 3.87433 "2023-09-28 01:30:00" "2023-09-28 01:10:00"
27000 4.24116 3.43555 4.18544 "2023-09-28 01:30:00" "2023-09-28 01:20:00"
27000 4.24116 3.43555 4.23685 "2023-09-28 01:30:00" "2023-09-28 01:30:00"
27600 4.30798 3.42532 4.40363 "2023-09-28 01:40:00" "2023-09-28 00:50:00"
27600 4.30798 3.42532 4.01139 "2023-09-28 01:40:00" "2023-09-28 01:00:00"
27600 4.30798 3.42532 3.82561 "2023-09-28 01:40:00" "2023-09-28 01:10:00"
27600 4.30798 3.42532 4.20676 "2023-09-28 01:40:00" "2023-09-28 01:20:00"
27600 4.30798 3.42532 4.27269 "2023-09-28 01:40:00" "2023-09-28 01:30:00"
27600 4.30798 3.42532 4.34035 "2023-09-28 01:40:00" "2023-09-28 01:40:00"
28200 4.38493 3.39899 3.95904 "2023-09-28 01:50:00" "2023-09-28 01:00:00"
28200 4.38493 3.39899 3.75397 "2023-09-28 01:50:00" "2023-09-28 01:10:00"
28200 4.38493 3.39899 4.18600 "2023-09-28 01:50:00" "2023-09-28 01:20:00"
28200 4.38493 3.39899 4.26265 "2023-09-28 01:50:00" "2023-09-28 01:30:00"
28200 4.38493 3.39899 4.39646 "2023-09-28 01:50:00" "2023-09-28 01:40:00"
28200 4.38493 3.39899 4.37743 "2023-09-28 01:50:00" "2023-09-28 01:50:00"
28800 4.50060 3.38843 3.70663 "2023-09-28 02:00:00" "2023-09-28 01:10:00"
28800 4.50060 3.38843 4.16788 "2023-09-28 02:00:00" "2023-09-28 01:20:00"
28800 4.50060 3.38843 4.25354 "2023-09-28 02:00:00" "2023-09-28 01:30:00"
28800 4.50060 3.38843 4.43530 "2023-09-28 02:00:00" "2023-09-28 01:40:00"
28800 4.50060 3.38843 4.44623 "2023-09-28 02:00:00" "2023-09-28 01:50:00"
28800 4.50060 3.38843 4.53016 "2023-09-28 02:00:00" "2023-09-28 02:00:00"
29400 4.71616 3.39291 4.14102 "2023-09-28 02:10:00" "2023-09-28 01:20:00"
29400 4.71616 3.39291 4.22947 "2023-09-28 02:10:00" "2023-09-28 01:30:00"
29400 4.71616 3.39291 4.44260 "2023-09-28 02:10:00" "2023-09-28 01:40:00"
29400 4.71616 3.39291 4.47871 "2023-09-28 02:10:00" "2023-09-28 01:50:00"
29400 4.71616 3.39291 4.62317 "2023-09-28 02:10:00" "2023-09-28 02:00:00"
29400 4.71616 3.39291 4.64623 "2023-09-28 02:10:00" "2023-09-28 02:10:00"
30000 4.90319 3.39516 4.18264 "2023-09-28 02:20:00" "2023-09-28 01:30:00"
30000 4.90319 3.39516 4.41925 "2023-09-28 02:20:00" "2023-09-28 01:40:00"
30000 4.90319 3.39516 4.46869 "2023-09-28 02:20:00" "2023-09-28 01:50:00"
