20230903
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
20400 1.65336 1.39170 1.60250 "2023-09-03 23:40:00" "2023-09-03 23:40:00"
21000 1.64486 1.42500 1.60250 "2023-09-03 23:50:00" "2023-09-03 23:40:00"
21000 1.64486 1.42500 1.66350 "2023-09-03 23:50:00" "2023-09-03 23:50:00"
21600 1.63126 1.44450 1.60250 "2023-09-04 00:00:00" "2023-09-03 23:40:00"
21600 1.63126 1.44450 1.66350 "2023-09-04 00:00:00" "2023-09-03 23:50:00"
21600 1.63126 1.44450 1.65886 "2023-09-04 00:00:00" "2023-09-04 00:00:00"
22200 1.62000 1.46341 1.60250 "2023-09-04 00:10:00" "2023-09-03 23:40:00"
22200 1.62000 1.46341 1.66350 "2023-09-04 00:10:00" "2023-09-03 23:50:00"
22200 1.62000 1.46341 1.65886 "2023-09-04 00:10:00" "2023-09-04 00:00:00"
22200 1.62000 1.46341 1.63686 "2023-09-04 00:10:00" "2023-09-04 00:10:00"
22800 1.58802 1.49147 1.60250 "2023-09-04 00:20:00" "2023-09-03 23:40:00"
22800 1.58802 1.49147 1.66350 "2023-09-04 00:20:00" "2023-09-03 23:50:00"
22800 1.58802 1.49147 1.65886 "2023-09-04 00:20:00" "2023-09-04 00:00:00"
22800 1.58802 1.49147 1.63686 "2023-09-04 00:20:00" "2023-09-04 00:10:00"
22800 1.58802 1.49147 1.65812 "2023-09-04 00:20:00" "2023-09-04 00:20:00"
23400 1.55762 1.51279 1.60250 "2023-09-04 00:30:00" "2023-09-03 23:40:00"
23400 1.55762 1.51279 1.66350 "2023-09-04 00:30:00" "2023-09-03 23:50:00"
23400 1.55762 1.51279 1.65886 "2023-09-04 00:30:00" "2023-09-04 00:00:00"
23400 1.55762 1.51279 1.63686 "2023-09-04 00:30:00" "2023-09-04 00:10:00"
23400 1.55762 1.51279 1.65812 "2023-09-04 00:30:00" "2023-09-04 00:20:00"
23400 1.55762 1.51279 1.54800 "2023-09-04 00:30:00" "2023-09-04 00:30:00"
24000 1.50729 1.54156 1.66350 "2023-09-04 00:40:00" "2023-09-03 23:50:00"
24000 1.50729 1.54156 1.65886 "2023-09-04 00:40:00" "2023-09-04 00:00:00"
24000 1.50729 1.54156 1.63686 "2023-09-04 00:40:00" "2023-09-04 00:10:00"
24000 1.50729 1.54156 1.65812 "2023-09-04 00:40:00" "2023-09-04 00:20:00"
24000 1.50729 1.54156 1.54800 "2023-09-04 00:40:00" "2023-09-04 00:30:00"
24000 1.50729 1.54156 1.61538 "2023-09-04 00:40:00" "2023-09-04 00:40:00"
24600 1.46190 1.63509 1.65886 "2023-09-04 00:50:00" "2023-09-04 00:00:00"
24600 1.46190 1.63509 1.63686 "2023-09-04 00:50:00" "2023-09-04 00:10:00"
24600 1.46190 1.63509 1.65812 "2023-09-04 00:50:00" "2023-09-04 00:20:00"
24600 1.46190 1.63509 1.54800 "2023-09-04 00:50:00" "2023-09-04 00:30:00"
24600 1.46190 1.63509 1.61538 "2023-09-04 00:50:00" "2023-09-04 00:40:00"
24600 1.46190 1.63509 1.48400 "2023-09-04 00:50:00" "2023-09-04 00:50:00"
25200 1.42607 1.72051 1.63686 "2023-09-04 01:00:00" "2023-09-04 00:10:00"
25200 1.42607 1.72051 1.65812 "2023-09-04 01:00:00" "2023-09-04 00:20:00"
25200 1.42607 1.72051 1.54800 "2023-09-04 01:00:00" "2023-09-04 00:30:00"
25200 1.42607 1.72051 1.61538 "2023-09-04 01:00:00" "2023-09-04 00:40:00"
25200 1.42607 1.72051 1.48400 "2023-09-04 01:00:00" "2023-09-04 00:50:00"
25200 1.42607 1.72051 1.44357 "2023-09-04 01:00:00" "2023-09-04 01:00:00"
25800 1.39302 1.80214 1.65812 "2023-09-04 01:10:00" "2023-09-04 00:20:00"
25800 1.39302 1.80214 1.54800 "2023-09-04 01:10:00" "2023-09-04 00:30:00"
25800 1.39302 1.80214 1.61538 "2023-09-04 01:10:00" "2023-09-04 00:40:00"
25800 1.39302 1.80214 1.48400 "2023-09-04 01:10:00" "2023-09-04 00:50:00"
25800 1.39302 1.80214 1.44357 "2023-09-04 01:10:00" "2023-09-04 01:00:00"
25800 1.39302 1.80214 1.42675 "2023-09-04 01:10:00" "2023-09-04 01:10:00"
26400 1.36880 1.89336 1.54800 "2023-09-04 01:20:00" "2023-09-04 00:30:00"
26400 1.36880 1.89336 1.61538 "2023-09-04 01:20:00" "2023-09-04 00:40:00"
26400 1.36880 1.89336 1.48400 "2023-09-04 01:20:00" "2023-09-04 00:50:00"
26400 1.36880 1.89336 1.44357 "2023-09-04 01:20:00" "2023-09-04 01:00:00"
26400 1.36880 1.89336 1.42675 "2023-09-04 01:20:00" "2023-09-04 01:10:00"
26400 1.36880 1.89336 1.32086 "2023-09-04 01:20:00" "2023-09-04 01:20:00"
27000 1.34708 1.99082 1.61538 "2023-09-04 01:30:00" "2023-09-04 00:40:00"
27000 1.34708 1.99082 1.48400 "2023-09-04 01:30:00" "2023-09-04 00:50:00"
27000 1.34708 1.99082 1.44357 "2023-09-04 01:30:00" "2023-09-04 01:00:00"
27000 1.34708 1.99082 1.42675 "2023-09-04 01:30:00" "2023-09-04 01:10:00"
27000 1.34708 1.99082 1.32086 "2023-09-04 01:30:00" "2023-09-04 01:20:00"
27000 1.34708 1.99082 1.36086 "2023-09-04 01:30:00" "2023-09-04 01:30:00"
27600 1.33894 2.09945 1.48400 "2023-09-04 01:40:00" "2023-09-04 00:50:00"
27600 1.33894 2.09945 1.44357 "2023-09-04 01:40:00" "2023-09-04 01:00:00"
27600 1.33894 2.09945 1.42675 "2023-09-04 01:40:00" "2023-09-04 01:10:00"
27600 1.33894 2.09945 1.32086 "2023-09-04 01:40:00" "2023-09-04 01:20:00"
27600 1.33894 2.09945 1.36086 "2023-09-04 01:40:00" "2023-09-04 01:30:00"
27600 1.33894 2.09945 1.34943 "2023-09-04 01:40:00" "2023-09-04 01:40:00"
28200 1.31969 2.12087 1.44357 "2023-09-04 01:50:00" "2023-09-04 01:00:00"
28200 1.31969 2.12087 1.42675 "2023-09-04 01:50:00" "2023-09-04 01:10:00"
28200 1.31969 2.12087 1.32086 "2023-09-04 01:50:00" "2023-09-04 01:20:00"
28200 1.31969 2.12087 1.36086 "2023-09-04 01:50:00" "2023-09-04 01:30:00"
28200 1.31969 2.12087 1.34943 "2023-09-04 01:50:00" "2023-09-04 01:40:00"
28200 1.31969 2.12087 9999.00000 "2023-09-04 01:50:00" "2023-09-04 01:50:00"
28800 1.30306 2.09992 1.42675 "2023-09-04 02:00:00" "2023-09-04 01:10:00"
28800 1.30306 2.09992 1.32086 "2023-09-04 02:00:00" "2023-09-04 01:20:00"
28800 1.30306 2.09992 1.36086 "2023-09-04 02:00:00" "2023-09-04 01:30:00"
28800 1.30306 2.09992 1.34943 "2023-09-04 02:00:00" "2023-09-04 01:40:00"
28800 1.30306 2.09992 9999.00000 "2023-09-04 02:00:00" "2023-09-04 01:50:00"
28800 1.30306 2.09992 1.29440 "2023-09-04 02:00:00" "2023-09-04 02:00:00"
29400 1.28951 2.07371 1.32086 "2023-09-04 02:10:00" "2023-09-04 01:20:00"
29400 1.28951 2.07371 1.36086 "2023-09-04 02:10:00" "2023-09-04 01:30:00"
29400 1.28951 2.07371 1.34943 "2023-09-04 02:10:00" "2023-09-04 01:40:00"
29400 1.28951 2.07371 9999.00000 "2023-09-04 02:10:00" "2023-09-04 01:50:00"
29400 1.28951 2.07371 1.29440 "2023-09-04 02:10:00" "2023-09-04 02:00:00"
29400 1.28951 2.07371 1.37529 "2023-09-04 02:10:00" "2023-09-04 02:10:00"
30000 1.27763 2.03580 1.36086 "2023-09-04 02:20:00" "2023-09-04 01:30:00"
30000 1.27763 2.03580 1.34943 "2023-09-04 02:20:00" "2023-09-04 01:40:00"
30000 1.27763 2.03580 9999.00000 "2023-09-04 02:20:00" "2023-09-04 01:50:00"
30000 1.27763 2.03580 1.29440 "2023-09-04 02:20:00" "2023-09-04 02:00:00"
30000 1.27763 2.03580 1.37529 "2023-09-04 02:20:00" "2023-09-04 02:10:00"
30000 1.27763 2.03580 1.26887 "2023-09-04 02:20:00" "2023-09-04 02:20:00"
