20230911
Seconds MEASURES_tau(ms) MNH_TAU0(ms) PERSISTENCE(ms) Date_of_forecast Date_of_computing
21000 2.68442 2.64881 2.86800 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 2.57054 2.64473 2.86800 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 2.57054 2.64473 2.74333 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 2.56386 2.64979 2.86800 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 2.56386 2.64979 2.74333 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 2.56386 2.64979 2.37900 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 2.37165 2.65206 2.86800 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 2.37165 2.65206 2.74333 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 2.37165 2.65206 2.37900 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 2.37165 2.65206 9999.00000 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 2.22366 2.63189 2.86800 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 2.22366 2.63189 2.74333 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 2.22366 2.63189 2.37900 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 2.22366 2.63189 9999.00000 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 2.22366 2.63189 2.09133 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 2.08252 2.64197 2.86800 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 2.08252 2.64197 2.74333 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 2.08252 2.64197 2.37900 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 2.08252 2.64197 9999.00000 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 2.08252 2.64197 2.09133 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 2.08252 2.64197 2.37900 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 2.04506 2.63762 2.74333 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 2.04506 2.63762 2.37900 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 2.04506 2.63762 9999.00000 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 2.04506 2.63762 2.09133 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 2.04506 2.63762 2.37900 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 2.04506 2.63762 9999.00000 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 1.98274 2.63895 2.37900 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 1.98274 2.63895 9999.00000 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 1.98274 2.63895 2.09133 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 1.98274 2.63895 2.37900 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 1.98274 2.63895 9999.00000 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
25200 1.98274 2.63895 9999.00000 "2023-09-12 01:00:00" "2023-09-12 01:00:00"
25800 1.94067 2.64102 9999.00000 "2023-09-12 01:10:00" "2023-09-12 00:20:00"
25800 1.94067 2.64102 2.09133 "2023-09-12 01:10:00" "2023-09-12 00:30:00"
25800 1.94067 2.64102 2.37900 "2023-09-12 01:10:00" "2023-09-12 00:40:00"
25800 1.94067 2.64102 9999.00000 "2023-09-12 01:10:00" "2023-09-12 00:50:00"
25800 1.94067 2.64102 9999.00000 "2023-09-12 01:10:00" "2023-09-12 01:00:00"
25800 1.94067 2.64102 1.95800 "2023-09-12 01:10:00" "2023-09-12 01:10:00"
26400 2.00322 2.64714 2.09133 "2023-09-12 01:20:00" "2023-09-12 00:30:00"
26400 2.00322 2.64714 2.37900 "2023-09-12 01:20:00" "2023-09-12 00:40:00"
26400 2.00322 2.64714 9999.00000 "2023-09-12 01:20:00" "2023-09-12 00:50:00"
26400 2.00322 2.64714 9999.00000 "2023-09-12 01:20:00" "2023-09-12 01:00:00"
26400 2.00322 2.64714 1.95800 "2023-09-12 01:20:00" "2023-09-12 01:10:00"
26400 2.00322 2.64714 1.90950 "2023-09-12 01:20:00" "2023-09-12 01:20:00"
27000 2.07093 2.66644 2.37900 "2023-09-12 01:30:00" "2023-09-12 00:40:00"
27000 2.07093 2.66644 9999.00000 "2023-09-12 01:30:00" "2023-09-12 00:50:00"
27000 2.07093 2.66644 9999.00000 "2023-09-12 01:30:00" "2023-09-12 01:00:00"
27000 2.07093 2.66644 1.95800 "2023-09-12 01:30:00" "2023-09-12 01:10:00"
27000 2.07093 2.66644 1.90950 "2023-09-12 01:30:00" "2023-09-12 01:20:00"
27000 2.07093 2.66644 1.97067 "2023-09-12 01:30:00" "2023-09-12 01:30:00"
27600 2.15045 2.66450 9999.00000 "2023-09-12 01:40:00" "2023-09-12 00:50:00"
27600 2.15045 2.66450 9999.00000 "2023-09-12 01:40:00" "2023-09-12 01:00:00"
27600 2.15045 2.66450 1.95800 "2023-09-12 01:40:00" "2023-09-12 01:10:00"
27600 2.15045 2.66450 1.90950 "2023-09-12 01:40:00" "2023-09-12 01:20:00"
27600 2.15045 2.66450 1.97067 "2023-09-12 01:40:00" "2023-09-12 01:30:00"
27600 2.15045 2.66450 1.93143 "2023-09-12 01:40:00" "2023-09-12 01:40:00"
28200 2.21637 2.66460 9999.00000 "2023-09-12 01:50:00" "2023-09-12 01:00:00"
28200 2.21637 2.66460 1.95800 "2023-09-12 01:50:00" "2023-09-12 01:10:00"
28200 2.21637 2.66460 1.90950 "2023-09-12 01:50:00" "2023-09-12 01:20:00"
28200 2.21637 2.66460 1.97067 "2023-09-12 01:50:00" "2023-09-12 01:30:00"
28200 2.21637 2.66460 1.93143 "2023-09-12 01:50:00" "2023-09-12 01:40:00"
28200 2.21637 2.66460 2.04850 "2023-09-12 01:50:00" "2023-09-12 01:50:00"
28800 2.23614 2.65614 1.95800 "2023-09-12 02:00:00" "2023-09-12 01:10:00"
28800 2.23614 2.65614 1.90950 "2023-09-12 02:00:00" "2023-09-12 01:20:00"
28800 2.23614 2.65614 1.97067 "2023-09-12 02:00:00" "2023-09-12 01:30:00"
28800 2.23614 2.65614 1.93143 "2023-09-12 02:00:00" "2023-09-12 01:40:00"
28800 2.23614 2.65614 2.04850 "2023-09-12 02:00:00" "2023-09-12 01:50:00"
28800 2.23614 2.65614 2.29457 "2023-09-12 02:00:00" "2023-09-12 02:00:00"
29400 2.31760 2.64850 1.90950 "2023-09-12 02:10:00" "2023-09-12 01:20:00"
29400 2.31760 2.64850 1.97067 "2023-09-12 02:10:00" "2023-09-12 01:30:00"
29400 2.31760 2.64850 1.93143 "2023-09-12 02:10:00" "2023-09-12 01:40:00"
29400 2.31760 2.64850 2.04850 "2023-09-12 02:10:00" "2023-09-12 01:50:00"
29400 2.31760 2.64850 2.29457 "2023-09-12 02:10:00" "2023-09-12 02:00:00"
29400 2.31760 2.64850 2.33057 "2023-09-12 02:10:00" "2023-09-12 02:10:00"
30000 2.35219 2.64703 1.97067 "2023-09-12 02:20:00" "2023-09-12 01:30:00"
30000 2.35219 2.64703 1.93143 "2023-09-12 02:20:00" "2023-09-12 01:40:00"
30000 2.35219 2.64703 2.04850 "2023-09-12 02:20:00" "2023-09-12 01:50:00"
30000 2.35219 2.64703 2.29457 "2023-09-12 02:20:00" "2023-09-12 02:00:00"
30000 2.35219 2.64703 2.33057 "2023-09-12 02:20:00" "2023-09-12 02:10:00"
30000 2.35219 2.64703 2.59587 "2023-09-12 02:20:00" "2023-09-12 02:20:00"
30600 2.32530 2.64470 1.93143 "2023-09-12 02:30:00" "2023-09-12 01:40:00"
30600 2.32530 2.64470 2.04850 "2023-09-12 02:30:00" "2023-09-12 01:50:00"
30600 2.32530 2.64470 2.29457 "2023-09-12 02:30:00" "2023-09-12 02:00:00"
30600 2.32530 2.64470 2.33057 "2023-09-12 02:30:00" "2023-09-12 02:10:00"
30600 2.32530 2.64470 2.59587 "2023-09-12 02:30:00" "2023-09-12 02:20:00"
30600 2.32530 2.64470 2.18743 "2023-09-12 02:30:00" "2023-09-12 02:30:00"
31200 2.30180 2.64653 2.04850 "2023-09-12 02:40:00" "2023-09-12 01:50:00"
31200 2.30180 2.64653 2.29457 "2023-09-12 02:40:00" "2023-09-12 02:00:00"
31200 2.30180 2.64653 2.33057 "2023-09-12 02:40:00" "2023-09-12 02:10:00"
31200 2.30180 2.64653 2.59587 "2023-09-12 02:40:00" "2023-09-12 02:20:00"
31200 2.30180 2.64653 2.18743 "2023-09-12 02:40:00" "2023-09-12 02:30:00"
31200 2.30180 2.64653 2.25200 "2023-09-12 02:40:00" "2023-09-12 02:40:00"
31800 2.26580 2.65231 2.29457 "2023-09-12 02:50:00" "2023-09-12 02:00:00"
31800 2.26580 2.65231 2.33057 "2023-09-12 02:50:00" "2023-09-12 02:10:00"
31800 2.26580 2.65231 2.59587 "2023-09-12 02:50:00" "2023-09-12 02:20:00"
31800 2.26580 2.65231 2.18743 "2023-09-12 02:50:00" "2023-09-12 02:30:00"
31800 2.26580 2.65231 2.25200 "2023-09-12 02:50:00" "2023-09-12 02:40:00"
31800 2.26580 2.65231 2.39371 "2023-09-12 02:50:00" "2023-09-12 02:50:00"
32400 2.31235 2.65902 2.33057 "2023-09-12 03:00:00" "2023-09-12 02:10:00"
32400 2.31235 2.65902 2.59587 "2023-09-12 03:00:00" "2023-09-12 02:20:00"
32400 2.31235 2.65902 2.18743 "2023-09-12 03:00:00" "2023-09-12 02:30:00"
32400 2.31235 2.65902 2.25200 "2023-09-12 03:00:00" "2023-09-12 02:40:00"
32400 2.31235 2.65902 2.39371 "2023-09-12 03:00:00" "2023-09-12 02:50:00"
32400 2.31235 2.65902 2.15313 "2023-09-12 03:00:00" "2023-09-12 03:00:00"
33000 2.35292 2.67065 2.59587 "2023-09-12 03:10:00" "2023-09-12 02:20:00"
33000 2.35292 2.67065 2.18743 "2023-09-12 03:10:00" "2023-09-12 02:30:00"
33000 2.35292 2.67065 2.25200 "2023-09-12 03:10:00" "2023-09-12 02:40:00"
33000 2.35292 2.67065 2.39371 "2023-09-12 03:10:00" "2023-09-12 02:50:00"
33000 2.35292 2.67065 2.15313 "2023-09-12 03:10:00" "2023-09-12 03:00:00"
33000 2.35292 2.67065 2.29057 "2023-09-12 03:10:00" "2023-09-12 03:10:00"
33600 2.39353 2.67327 2.18743 "2023-09-12 03:20:00" "2023-09-12 02:30:00"
33600 2.39353 2.67327 2.25200 "2023-09-12 03:20:00" "2023-09-12 02:40:00"
33600 2.39353 2.67327 2.39371 "2023-09-12 03:20:00" "2023-09-12 02:50:00"
33600 2.39353 2.67327 2.15313 "2023-09-12 03:20:00" "2023-09-12 03:00:00"
