20230917
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
27000 4.00848 3.27978 3.84508 "2023-09-18 01:30:00" "2023-09-18 01:30:00"
27600 3.73044 3.33424 3.85902 "2023-09-18 01:40:00" "2023-09-18 01:30:00"
27600 3.73044 3.33424 3.69509 "2023-09-18 01:40:00" "2023-09-18 01:40:00"
28200 3.51264 3.35845 3.86092 "2023-09-18 01:50:00" "2023-09-18 01:30:00"
28200 3.51264 3.35845 3.54925 "2023-09-18 01:50:00" "2023-09-18 01:40:00"
28200 3.51264 3.35845 3.47452 "2023-09-18 01:50:00" "2023-09-18 01:50:00"
28800 3.34244 3.33592 3.80886 "2023-09-18 02:00:00" "2023-09-18 01:30:00"
28800 3.34244 3.33592 3.38667 "2023-09-18 02:00:00" "2023-09-18 01:40:00"
28800 3.34244 3.33592 3.26512 "2023-09-18 02:00:00" "2023-09-18 01:50:00"
28800 3.34244 3.33592 3.34730 "2023-09-18 02:00:00" "2023-09-18 02:00:00"
29400 3.20039 3.28430 3.71007 "2023-09-18 02:10:00" "2023-09-18 01:30:00"
29400 3.20039 3.28430 3.20270 "2023-09-18 02:10:00" "2023-09-18 01:40:00"
29400 3.20039 3.28430 3.04014 "2023-09-18 02:10:00" "2023-09-18 01:50:00"
29400 3.20039 3.28430 3.19794 "2023-09-18 02:10:00" "2023-09-18 02:00:00"
29400 3.20039 3.28430 3.14593 "2023-09-18 02:10:00" "2023-09-18 02:10:00"
30000 3.13872 3.19658 3.55701 "2023-09-18 02:20:00" "2023-09-18 01:30:00"
30000 3.13872 3.19658 2.97510 "2023-09-18 02:20:00" "2023-09-18 01:40:00"
30000 3.13872 3.19658 2.78029 "2023-09-18 02:20:00" "2023-09-18 01:50:00"
30000 3.13872 3.19658 2.98775 "2023-09-18 02:20:00" "2023-09-18 02:00:00"
30000 3.13872 3.19658 2.94428 "2023-09-18 02:20:00" "2023-09-18 02:10:00"
30000 3.13872 3.19658 3.12496 "2023-09-18 02:20:00" "2023-09-18 02:20:00"
30600 2.95288 3.09427 2.77585 "2023-09-18 02:30:00" "2023-09-18 01:40:00"
30600 2.95288 3.09427 2.55248 "2023-09-18 02:30:00" "2023-09-18 01:50:00"
30600 2.95288 3.09427 2.79988 "2023-09-18 02:30:00" "2023-09-18 02:00:00"
30600 2.95288 3.09427 2.75483 "2023-09-18 02:30:00" "2023-09-18 02:10:00"
30600 2.95288 3.09427 3.07579 "2023-09-18 02:30:00" "2023-09-18 02:20:00"
30600 2.95288 3.09427 2.96436 "2023-09-18 02:30:00" "2023-09-18 02:30:00"
31200 3.09951 2.99773 2.37966 "2023-09-18 02:40:00" "2023-09-18 01:50:00"
31200 3.09951 2.99773 2.66282 "2023-09-18 02:40:00" "2023-09-18 02:00:00"
31200 3.09951 2.99773 2.61487 "2023-09-18 02:40:00" "2023-09-18 02:10:00"
31200 3.09951 2.99773 3.03644 "2023-09-18 02:40:00" "2023-09-18 02:20:00"
31200 3.09951 2.99773 2.87862 "2023-09-18 02:40:00" "2023-09-18 02:30:00"
31200 3.09951 2.99773 3.01648 "2023-09-18 02:40:00" "2023-09-18 02:40:00"
31800 3.32669 2.89772 2.55945 "2023-09-18 02:50:00" "2023-09-18 02:00:00"
31800 3.32669 2.89772 2.50607 "2023-09-18 02:50:00" "2023-09-18 02:10:00"
31800 3.32669 2.89772 3.00667 "2023-09-18 02:50:00" "2023-09-18 02:20:00"
31800 3.32669 2.89772 2.80567 "2023-09-18 02:50:00" "2023-09-18 02:30:00"
31800 3.32669 2.89772 3.02856 "2023-09-18 02:50:00" "2023-09-18 02:40:00"
31800 3.32669 2.89772 3.36933 "2023-09-18 02:50:00" "2023-09-18 02:50:00"
32400 3.47045 2.82577 2.43655 "2023-09-18 03:00:00" "2023-09-18 02:10:00"
32400 3.47045 2.82577 3.00736 "2023-09-18 03:00:00" "2023-09-18 02:20:00"
32400 3.47045 2.82577 2.77381 "2023-09-18 03:00:00" "2023-09-18 02:30:00"
32400 3.47045 2.82577 3.06618 "2023-09-18 03:00:00" "2023-09-18 02:40:00"
32400 3.47045 2.82577 3.61162 "2023-09-18 03:00:00" "2023-09-18 02:50:00"
32400 3.47045 2.82577 3.48386 "2023-09-18 03:00:00" "2023-09-18 03:00:00"
33000 3.49081 2.81783 3.05495 "2023-09-18 03:10:00" "2023-09-18 02:20:00"
33000 3.49081 2.81783 2.79184 "2023-09-18 03:10:00" "2023-09-18 02:30:00"
33000 3.49081 2.81783 3.13725 "2023-09-18 03:10:00" "2023-09-18 02:40:00"
33000 3.49081 2.81783 3.84704 "2023-09-18 03:10:00" "2023-09-18 02:50:00"
33000 3.49081 2.81783 3.72470 "2023-09-18 03:10:00" "2023-09-18 03:00:00"
33000 3.49081 2.81783 3.50576 "2023-09-18 03:10:00" "2023-09-18 03:10:00"
33600 3.37679 2.89749 2.88426 "2023-09-18 03:20:00" "2023-09-18 02:30:00"
33600 3.37679 2.89749 3.27582 "2023-09-18 03:20:00" "2023-09-18 02:40:00"
33600 3.37679 2.89749 4.11759 "2023-09-18 03:20:00" "2023-09-18 02:50:00"
33600 3.37679 2.89749 3.99165 "2023-09-18 03:20:00" "2023-09-18 03:00:00"
33600 3.37679 2.89749 3.59896 "2023-09-18 03:20:00" "2023-09-18 03:10:00"
33600 3.37679 2.89749 3.38150 "2023-09-18 03:20:00" "2023-09-18 03:20:00"
34200 3.43738 2.90393 3.37427 "2023-09-18 03:30:00" "2023-09-18 02:40:00"
34200 3.43738 2.90393 4.33380 "2023-09-18 03:30:00" "2023-09-18 02:50:00"
34200 3.43738 2.90393 4.20750 "2023-09-18 03:30:00" "2023-09-18 03:00:00"
34200 3.43738 2.90393 3.68451 "2023-09-18 03:30:00" "2023-09-18 03:10:00"
34200 3.43738 2.90393 3.23411 "2023-09-18 03:30:00" "2023-09-18 03:20:00"
34200 3.43738 2.90393 3.44350 "2023-09-18 03:30:00" "2023-09-18 03:30:00"
34800 3.41535 2.93420 4.47371 "2023-09-18 03:40:00" "2023-09-18 02:50:00"
34800 3.41535 2.93420 4.33628 "2023-09-18 03:40:00" "2023-09-18 03:00:00"
34800 3.41535 2.93420 3.71291 "2023-09-18 03:40:00" "2023-09-18 03:10:00"
34800 3.41535 2.93420 3.10007 "2023-09-18 03:40:00" "2023-09-18 03:20:00"
34800 3.41535 2.93420 3.52953 "2023-09-18 03:40:00" "2023-09-18 03:30:00"
34800 3.41535 2.93420 3.32157 "2023-09-18 03:40:00" "2023-09-18 03:40:00"
35400 3.30205 2.91942 4.39086 "2023-09-18 03:50:00" "2023-09-18 03:00:00"
35400 3.30205 2.91942 3.68155 "2023-09-18 03:50:00" "2023-09-18 03:10:00"
35400 3.30205 2.91942 2.94797 "2023-09-18 03:50:00" "2023-09-18 03:20:00"
35400 3.30205 2.91942 3.53245 "2023-09-18 03:50:00" "2023-09-18 03:30:00"
35400 3.30205 2.91942 3.18891 "2023-09-18 03:50:00" "2023-09-18 03:40:00"
35400 3.30205 2.91942 3.14739 "2023-09-18 03:50:00" "2023-09-18 03:50:00"
36000 3.11587 2.93408 3.61331 "2023-09-18 04:00:00" "2023-09-18 03:10:00"
36000 3.11587 2.93408 2.79245 "2023-09-18 04:00:00" "2023-09-18 03:20:00"
36000 3.11587 2.93408 3.49940 "2023-09-18 04:00:00" "2023-09-18 03:30:00"
36000 3.11587 2.93408 3.05314 "2023-09-18 04:00:00" "2023-09-18 03:40:00"
36000 3.11587 2.93408 2.97619 "2023-09-18 04:00:00" "2023-09-18 03:50:00"
36000 3.11587 2.93408 2.96437 "2023-09-18 04:00:00" "2023-09-18 04:00:00"
36600 2.98072 2.95791 2.69883 "2023-09-18 04:10:00" "2023-09-18 03:20:00"
36600 2.98072 2.95791 3.49393 "2023-09-18 04:10:00" "2023-09-18 03:30:00"
36600 2.98072 2.95791 2.96987 "2023-09-18 04:10:00" "2023-09-18 03:40:00"
36600 2.98072 2.95791 2.86342 "2023-09-18 04:10:00" "2023-09-18 03:50:00"
36600 2.98072 2.95791 2.76627 "2023-09-18 04:10:00" "2023-09-18 04:00:00"
36600 2.98072 2.95791 2.81302 "2023-09-18 04:10:00" "2023-09-18 04:10:00"
37200 2.76217 2.86681 3.43855 "2023-09-18 04:20:00" "2023-09-18 03:30:00"
37200 2.76217 2.86681 2.85058 "2023-09-18 04:20:00" "2023-09-18 03:40:00"
37200 2.76217 2.86681 2.71911 "2023-09-18 04:20:00" "2023-09-18 03:50:00"
37200 2.76217 2.86681 2.56632 "2023-09-18 04:20:00" "2023-09-18 04:00:00"
37200 2.76217 2.86681 2.62581 "2023-09-18 04:20:00" "2023-09-18 04:10:00"
37200 2.76217 2.86681 2.73453 "2023-09-18 04:20:00" "2023-09-18 04:20:00"
37800 2.64169 2.81737 2.72826 "2023-09-18 04:30:00" "2023-09-18 03:40:00"
37800 2.64169 2.81737 2.57998 "2023-09-18 04:30:00" "2023-09-18 03:50:00"
37800 2.64169 2.81737 2.37622 "2023-09-18 04:30:00" "2023-09-18 04:00:00"
37800 2.64169 2.81737 2.44621 "2023-09-18 04:30:00" "2023-09-18 04:10:00"
37800 2.64169 2.81737 2.62493 "2023-09-18 04:30:00" "2023-09-18 04:20:00"
37800 2.64169 2.81737 2.61393 "2023-09-18 04:30:00" "2023-09-18 04:30:00"
38400 2.58525 2.80506 2.50780 "2023-09-18 04:40:00" "2023-09-18 03:50:00"
