20230926
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
24000 2.04632 5.35210 2.00858 "2023-09-27 00:40:00" "2023-09-27 00:40:00"
24600 2.10286 5.34327 2.05452 "2023-09-27 00:50:00" "2023-09-27 00:40:00"
24600 2.10286 5.34327 2.06953 "2023-09-27 00:50:00" "2023-09-27 00:50:00"
25200 2.12898 5.29587 2.05658 "2023-09-27 01:00:00" "2023-09-27 00:40:00"
25200 2.12898 5.29587 2.08644 "2023-09-27 01:00:00" "2023-09-27 00:50:00"
25200 2.12898 5.29587 2.11346 "2023-09-27 01:00:00" "2023-09-27 01:00:00"
25800 2.20673 5.24876 2.05903 "2023-09-27 01:10:00" "2023-09-27 00:40:00"
25800 2.20673 5.24876 2.10107 "2023-09-27 01:10:00" "2023-09-27 00:50:00"
25800 2.20673 5.24876 2.14314 "2023-09-27 01:10:00" "2023-09-27 01:00:00"
25800 2.20673 5.24876 2.17327 "2023-09-27 01:10:00" "2023-09-27 01:10:00"
26400 2.32345 5.17736 2.03955 "2023-09-27 01:20:00" "2023-09-27 00:40:00"
26400 2.32345 5.17736 2.08964 "2023-09-27 01:20:00" "2023-09-27 00:50:00"
26400 2.32345 5.17736 2.14264 "2023-09-27 01:20:00" "2023-09-27 01:00:00"
26400 2.32345 5.17736 2.18523 "2023-09-27 01:20:00" "2023-09-27 01:10:00"
26400 2.32345 5.17736 2.31723 "2023-09-27 01:20:00" "2023-09-27 01:20:00"
27000 2.38580 5.13799 2.04456 "2023-09-27 01:30:00" "2023-09-27 00:40:00"
27000 2.38580 5.13799 2.10124 "2023-09-27 01:30:00" "2023-09-27 00:50:00"
27000 2.38580 5.13799 2.16223 "2023-09-27 01:30:00" "2023-09-27 01:00:00"
27000 2.38580 5.13799 2.21450 "2023-09-27 01:30:00" "2023-09-27 01:10:00"
27000 2.38580 5.13799 2.41640 "2023-09-27 01:30:00" "2023-09-27 01:20:00"
