20230911
Seconds MEASURES_tau(ms) MNH_TAU0(ms) "AR_TAU (ms)" Date_of_forecast Date_of_computing
21000 2.68442 2.64881 2.51719 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 2.57054 2.64473 2.45933 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 2.57054 2.64473 2.42527 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 2.56386 2.64979 2.41021 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 2.56386 2.64979 2.37454 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 2.56386 2.64979 2.40702 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 2.37165 2.65206 2.36877 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 2.37165 2.65206 2.33039 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 2.37165 2.65206 2.38550 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 2.37165 2.65206 2.34987 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 2.22366 2.63189 2.31981 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 2.22366 2.63189 2.27775 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 2.22366 2.63189 2.34788 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 2.22366 2.63189 2.28400 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 2.22366 2.63189 2.25896 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 2.08252 2.64197 2.31072 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 2.08252 2.64197 2.26713 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 2.08252 2.64197 2.34893 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 2.08252 2.64197 2.26231 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 2.08252 2.64197 2.26098 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 2.08252 2.64197 2.21140 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 2.04506 2.63762 2.26974 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 2.04506 2.63762 2.36053 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 2.04506 2.63762 2.25755 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 2.04506 2.63762 2.27378 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 2.04506 2.63762 2.18641 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 2.04506 2.63762 2.18925 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 1.98274 2.63895 2.37424 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 1.98274 2.63895 2.25765 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 1.98274 2.63895 2.28273 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 1.98274 2.63895 2.16695 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 1.98274 2.63895 2.19100 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
25200 1.98274 2.63895 2.20286 "2023-09-12 01:00:00" "2023-09-12 01:00:00"
25800 1.94067 2.64102 2.27404 "2023-09-12 01:10:00" "2023-09-12 00:20:00"
25800 1.94067 2.64102 2.31157 "2023-09-12 01:10:00" "2023-09-12 00:30:00"
25800 1.94067 2.64102 2.17478 "2023-09-12 01:10:00" "2023-09-12 00:40:00"
25800 1.94067 2.64102 2.21512 "2023-09-12 01:10:00" "2023-09-12 00:50:00"
25800 1.94067 2.64102 2.23366 "2023-09-12 01:10:00" "2023-09-12 01:00:00"
25800 1.94067 2.64102 2.06975 "2023-09-12 01:10:00" "2023-09-12 01:10:00"
26400 2.00322 2.64714 2.34543 "2023-09-12 01:20:00" "2023-09-12 00:30:00"
26400 2.00322 2.64714 2.19126 "2023-09-12 01:20:00" "2023-09-12 00:40:00"
26400 2.00322 2.64714 2.24165 "2023-09-12 01:20:00" "2023-09-12 00:50:00"
26400 2.00322 2.64714 2.26564 "2023-09-12 01:20:00" "2023-09-12 01:00:00"
26400 2.00322 2.64714 1.99269 "2023-09-12 01:20:00" "2023-09-12 01:10:00"
26400 2.00322 2.64714 2.06795 "2023-09-12 01:20:00" "2023-09-12 01:20:00"
27000 2.07093 2.66644 2.23373 "2023-09-12 01:30:00" "2023-09-12 00:40:00"
27000 2.07093 2.66644 2.29492 "2023-09-12 01:30:00" "2023-09-12 00:50:00"
27000 2.07093 2.66644 2.32322 "2023-09-12 01:30:00" "2023-09-12 01:00:00"
27000 2.07093 2.66644 1.96750 "2023-09-12 01:30:00" "2023-09-12 01:10:00"
27000 2.07093 2.66644 2.11267 "2023-09-12 01:30:00" "2023-09-12 01:20:00"
27000 2.07093 2.66644 2.07444 "2023-09-12 01:30:00" "2023-09-12 01:30:00"
27600 2.15045 2.66450 2.33078 "2023-09-12 01:40:00" "2023-09-12 00:50:00"
27600 2.15045 2.66450 2.36183 "2023-09-12 01:40:00" "2023-09-12 01:00:00"
27600 2.15045 2.66450 1.94383 "2023-09-12 01:40:00" "2023-09-12 01:10:00"
27600 2.15045 2.66450 2.14066 "2023-09-12 01:40:00" "2023-09-12 01:20:00"
27600 2.15045 2.66450 2.07220 "2023-09-12 01:40:00" "2023-09-12 01:30:00"
27600 2.15045 2.66450 2.12707 "2023-09-12 01:40:00" "2023-09-12 01:40:00"
28200 2.21637 2.66460 2.39169 "2023-09-12 01:50:00" "2023-09-12 01:00:00"
28200 2.21637 2.66460 1.92457 "2023-09-12 01:50:00" "2023-09-12 01:10:00"
28200 2.21637 2.66460 2.15904 "2023-09-12 01:50:00" "2023-09-12 01:20:00"
28200 2.21637 2.66460 2.06970 "2023-09-12 01:50:00" "2023-09-12 01:30:00"
28200 2.21637 2.66460 2.16583 "2023-09-12 01:50:00" "2023-09-12 01:40:00"
28200 2.21637 2.66460 2.23509 "2023-09-12 01:50:00" "2023-09-12 01:50:00"
28800 2.23614 2.65614 1.92314 "2023-09-12 02:00:00" "2023-09-12 01:10:00"
28800 2.23614 2.65614 2.18843 "2023-09-12 02:00:00" "2023-09-12 01:20:00"
28800 2.23614 2.65614 2.08307 "2023-09-12 02:00:00" "2023-09-12 01:30:00"
28800 2.23614 2.65614 2.21058 "2023-09-12 02:00:00" "2023-09-12 01:40:00"
28800 2.23614 2.65614 2.29364 "2023-09-12 02:00:00" "2023-09-12 01:50:00"
28800 2.23614 2.65614 2.24849 "2023-09-12 02:00:00" "2023-09-12 02:00:00"
29400 2.31760 2.64850 2.21751 "2023-09-12 02:10:00" "2023-09-12 01:20:00"
29400 2.31760 2.64850 2.10084 "2023-09-12 02:10:00" "2023-09-12 01:30:00"
29400 2.31760 2.64850 2.25160 "2023-09-12 02:10:00" "2023-09-12 01:40:00"
29400 2.31760 2.64850 2.34520 "2023-09-12 02:10:00" "2023-09-12 01:50:00"
29400 2.31760 2.64850 2.28047 "2023-09-12 02:10:00" "2023-09-12 02:00:00"
29400 2.31760 2.64850 2.33334 "2023-09-12 02:10:00" "2023-09-12 02:10:00"
30000 2.35219 2.64703 2.12865 "2023-09-12 02:20:00" "2023-09-12 01:30:00"
30000 2.35219 2.64703 2.29797 "2023-09-12 02:20:00" "2023-09-12 01:40:00"
30000 2.35219 2.64703 2.40269 "2023-09-12 02:20:00" "2023-09-12 01:50:00"
30000 2.35219 2.64703 2.32602 "2023-09-12 02:20:00" "2023-09-12 02:00:00"
30000 2.35219 2.64703 2.45009 "2023-09-12 02:20:00" "2023-09-12 02:10:00"
30000 2.35219 2.64703 2.37021 "2023-09-12 02:20:00" "2023-09-12 02:20:00"
30600 2.32530 2.64470 2.32812 "2023-09-12 02:30:00" "2023-09-12 01:40:00"
30600 2.32530 2.64470 2.43824 "2023-09-12 02:30:00" "2023-09-12 01:50:00"
30600 2.32530 2.64470 2.35098 "2023-09-12 02:30:00" "2023-09-12 02:00:00"
30600 2.32530 2.64470 2.53330 "2023-09-12 02:30:00" "2023-09-12 02:10:00"
30600 2.32530 2.64470 2.40404 "2023-09-12 02:30:00" "2023-09-12 02:20:00"
30600 2.32530 2.64470 2.33101 "2023-09-12 02:30:00" "2023-09-12 02:30:00"
31200 2.30180 2.64653 2.46378 "2023-09-12 02:40:00" "2023-09-12 01:50:00"
31200 2.30180 2.64653 2.37002 "2023-09-12 02:40:00" "2023-09-12 02:00:00"
31200 2.30180 2.64653 2.59180 "2023-09-12 02:40:00" "2023-09-12 02:10:00"
31200 2.30180 2.64653 2.42988 "2023-09-12 02:40:00" "2023-09-12 02:20:00"
31200 2.30180 2.64653 2.33805 "2023-09-12 02:40:00" "2023-09-12 02:30:00"
31200 2.30180 2.64653 2.30737 "2023-09-12 02:40:00" "2023-09-12 02:40:00"
31800 2.26580 2.65231 2.38845 "2023-09-12 02:50:00" "2023-09-12 02:00:00"
31800 2.26580 2.65231 2.64667 "2023-09-12 02:50:00" "2023-09-12 02:10:00"
31800 2.26580 2.65231 2.45847 "2023-09-12 02:50:00" "2023-09-12 02:20:00"
31800 2.26580 2.65231 2.35399 "2023-09-12 02:50:00" "2023-09-12 02:30:00"
31800 2.26580 2.65231 2.30305 "2023-09-12 02:50:00" "2023-09-12 02:40:00"
31800 2.26580 2.65231 2.22870 "2023-09-12 02:50:00" "2023-09-12 02:50:00"
32400 2.31235 2.65902 2.68225 "2023-09-12 03:00:00" "2023-09-12 02:10:00"
32400 2.31235 2.65902 2.47521 "2023-09-12 03:00:00" "2023-09-12 02:20:00"
32400 2.31235 2.65902 2.35889 "2023-09-12 03:00:00" "2023-09-12 02:30:00"
32400 2.31235 2.65902 2.29256 "2023-09-12 03:00:00" "2023-09-12 02:40:00"
32400 2.31235 2.65902 2.15432 "2023-09-12 03:00:00" "2023-09-12 02:50:00"
32400 2.31235 2.65902 2.33981 "2023-09-12 03:00:00" "2023-09-12 03:00:00"
33000 2.35292 2.67065 2.48703 "2023-09-12 03:10:00" "2023-09-12 02:20:00"
