20230919
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
27600 53.84448 60.68673 41.78333 "2023-09-20 01:40:00" "2023-09-20 01:40:00"
28200 54.82231 61.28017 41.78333 "2023-09-20 01:50:00" "2023-09-20 01:40:00"
28200 54.82231 61.28017 54.04286 "2023-09-20 01:50:00" "2023-09-20 01:50:00"
28800 55.15539 60.59594 41.78333 "2023-09-20 02:00:00" "2023-09-20 01:40:00"
28800 55.15539 60.59594 54.04286 "2023-09-20 02:00:00" "2023-09-20 01:50:00"
28800 55.15539 60.59594 53.20000 "2023-09-20 02:00:00" "2023-09-20 02:00:00"
29400 49.79363 58.27015 41.78333 "2023-09-20 02:10:00" "2023-09-20 01:40:00"
29400 49.79363 58.27015 54.04286 "2023-09-20 02:10:00" "2023-09-20 01:50:00"
29400 49.79363 58.27015 53.20000 "2023-09-20 02:10:00" "2023-09-20 02:00:00"
29400 49.79363 58.27015 60.05000 "2023-09-20 02:10:00" "2023-09-20 02:10:00"
30000 47.09008 57.58458 41.78333 "2023-09-20 02:20:00" "2023-09-20 01:40:00"
30000 47.09008 57.58458 54.04286 "2023-09-20 02:20:00" "2023-09-20 01:50:00"
30000 47.09008 57.58458 53.20000 "2023-09-20 02:20:00" "2023-09-20 02:00:00"
30000 47.09008 57.58458 60.05000 "2023-09-20 02:20:00" "2023-09-20 02:10:00"
30000 47.09008 57.58458 61.22857 "2023-09-20 02:20:00" "2023-09-20 02:20:00"
30600 45.76434 56.94687 41.78333 "2023-09-20 02:30:00" "2023-09-20 01:40:00"
30600 45.76434 56.94687 54.04286 "2023-09-20 02:30:00" "2023-09-20 01:50:00"
30600 45.76434 56.94687 53.20000 "2023-09-20 02:30:00" "2023-09-20 02:00:00"
30600 45.76434 56.94687 60.05000 "2023-09-20 02:30:00" "2023-09-20 02:10:00"
30600 45.76434 56.94687 61.22857 "2023-09-20 02:30:00" "2023-09-20 02:20:00"
30600 45.76434 56.94687 58.88571 "2023-09-20 02:30:00" "2023-09-20 02:30:00"
