20230911
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
21000 48.79523 64.73903 35.80000 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 50.13235 66.56925 35.80000 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 50.13235 66.56925 53.05000 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 50.82171 66.68433 35.80000 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 50.82171 66.68433 53.05000 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 50.82171 66.68433 59.30000 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 55.57350 66.31913 35.80000 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 55.57350 66.31913 53.05000 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 55.57350 66.31913 59.30000 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 55.57350 66.31913 9999.00000 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 55.33810 67.48858 35.80000 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 55.33810 67.48858 53.05000 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 55.33810 67.48858 59.30000 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 55.33810 67.48858 9999.00000 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 55.33810 67.48858 49.30000 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 51.61646 67.80961 35.80000 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 51.61646 67.80961 53.05000 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 51.61646 67.80961 59.30000 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 51.61646 67.80961 9999.00000 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 51.61646 67.80961 49.30000 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 51.61646 67.80961 63.20000 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 48.86850 68.58096 53.05000 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 48.86850 68.58096 59.30000 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 48.86850 68.58096 9999.00000 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 48.86850 68.58096 49.30000 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 48.86850 68.58096 63.20000 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 48.86850 68.58096 55.50000 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 46.55958 69.09807 59.30000 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 46.55958 69.09807 9999.00000 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 46.55958 69.09807 49.30000 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 46.55958 69.09807 63.20000 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 46.55958 69.09807 55.50000 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
