20230926
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
24000 14.23254 51.80076 10.98571 "2023-09-27 00:40:00" "2023-09-27 00:40:00"
24600 15.32339 52.69837 10.98571 "2023-09-27 00:50:00" "2023-09-27 00:40:00"
24600 15.32339 52.69837 13.18750 "2023-09-27 00:50:00" "2023-09-27 00:50:00"
25200 16.08672 54.91455 10.98571 "2023-09-27 01:00:00" "2023-09-27 00:40:00"
25200 16.08672 54.91455 13.18750 "2023-09-27 01:00:00" "2023-09-27 00:50:00"
25200 16.08672 54.91455 14.17143 "2023-09-27 01:00:00" "2023-09-27 01:00:00"
25800 17.18273 56.44899 10.98571 "2023-09-27 01:10:00" "2023-09-27 00:40:00"
25800 17.18273 56.44899 13.18750 "2023-09-27 01:10:00" "2023-09-27 00:50:00"
25800 17.18273 56.44899 14.17143 "2023-09-27 01:10:00" "2023-09-27 01:00:00"
25800 17.18273 56.44899 17.06250 "2023-09-27 01:10:00" "2023-09-27 01:10:00"
26400 18.95126 54.75727 10.98571 "2023-09-27 01:20:00" "2023-09-27 00:40:00"
26400 18.95126 54.75727 13.18750 "2023-09-27 01:20:00" "2023-09-27 00:50:00"
26400 18.95126 54.75727 14.17143 "2023-09-27 01:20:00" "2023-09-27 01:00:00"
26400 18.95126 54.75727 17.06250 "2023-09-27 01:20:00" "2023-09-27 01:10:00"
26400 18.95126 54.75727 18.88571 "2023-09-27 01:20:00" "2023-09-27 01:20:00"
27000 18.55038 53.17939 10.98571 "2023-09-27 01:30:00" "2023-09-27 00:40:00"
27000 18.55038 53.17939 13.18750 "2023-09-27 01:30:00" "2023-09-27 00:50:00"
27000 18.55038 53.17939 14.17143 "2023-09-27 01:30:00" "2023-09-27 01:00:00"
27000 18.55038 53.17939 17.06250 "2023-09-27 01:30:00" "2023-09-27 01:10:00"
27000 18.55038 53.17939 18.88571 "2023-09-27 01:30:00" "2023-09-27 01:20:00"
27000 18.55038 53.17939 20.81250 "2023-09-27 01:30:00" "2023-09-27 01:30:00"
27600 17.70370 53.22793 13.18750 "2023-09-27 01:40:00" "2023-09-27 00:50:00"
27600 17.70370 53.22793 14.17143 "2023-09-27 01:40:00" "2023-09-27 01:00:00"
27600 17.70370 53.22793 17.06250 "2023-09-27 01:40:00" "2023-09-27 01:10:00"
27600 17.70370 53.22793 18.88571 "2023-09-27 01:40:00" "2023-09-27 01:20:00"
27600 17.70370 53.22793 20.81250 "2023-09-27 01:40:00" "2023-09-27 01:30:00"
27600 17.70370 53.22793 16.92857 "2023-09-27 01:40:00" "2023-09-27 01:40:00"
28200 16.29946 50.71064 14.17143 "2023-09-27 01:50:00" "2023-09-27 01:00:00"
28200 16.29946 50.71064 17.06250 "2023-09-27 01:50:00" "2023-09-27 01:10:00"
28200 16.29946 50.71064 18.88571 "2023-09-27 01:50:00" "2023-09-27 01:20:00"
28200 16.29946 50.71064 20.81250 "2023-09-27 01:50:00" "2023-09-27 01:30:00"
28200 16.29946 50.71064 16.92857 "2023-09-27 01:50:00" "2023-09-27 01:40:00"
28200 16.29946 50.71064 21.56250 "2023-09-27 01:50:00" "2023-09-27 01:50:00"
28800 15.53074 46.95670 17.06250 "2023-09-27 02:00:00" "2023-09-27 01:10:00"
28800 15.53074 46.95670 18.88571 "2023-09-27 02:00:00" "2023-09-27 01:20:00"
28800 15.53074 46.95670 20.81250 "2023-09-27 02:00:00" "2023-09-27 01:30:00"
