20230929
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
22800 47.79495 70.32598 31.30000 "2023-09-30 00:20:00" "2023-09-30 00:20:00"
23400 48.44704 69.39208 31.30000 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 48.44704 69.39208 48.65714 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
24000 49.99563 68.72920 31.30000 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 49.99563 68.72920 48.65714 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 49.99563 68.72920 47.52500 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24600 49.15764 68.58376 31.30000 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 49.15764 68.58376 48.65714 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 49.15764 68.58376 47.52500 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 49.15764 68.58376 49.22857 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
25200 46.79677 69.26743 31.30000 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 46.79677 69.26743 48.65714 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 46.79677 69.26743 47.52500 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 46.79677 69.26743 49.22857 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 46.79677 69.26743 55.02000 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25800 47.35021 68.64410 31.30000 "2023-09-30 01:10:00" "2023-09-30 00:20:00"
25800 47.35021 68.64410 48.65714 "2023-09-30 01:10:00" "2023-09-30 00:30:00"
25800 47.35021 68.64410 47.52500 "2023-09-30 01:10:00" "2023-09-30 00:40:00"
25800 47.35021 68.64410 49.22857 "2023-09-30 01:10:00" "2023-09-30 00:50:00"
25800 47.35021 68.64410 55.02000 "2023-09-30 01:10:00" "2023-09-30 01:00:00"
