20230925
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
33000 68.93526 75.96926 57.64286 "2023-09-26 03:10:00" "2023-09-26 03:10:00"
33600 70.75605 77.13065 57.64286 "2023-09-26 03:20:00" "2023-09-26 03:10:00"
33600 70.75605 77.13065 63.17143 "2023-09-26 03:20:00" "2023-09-26 03:20:00"
34200 72.48693 76.74269 57.64286 "2023-09-26 03:30:00" "2023-09-26 03:10:00"
34200 72.48693 76.74269 63.17143 "2023-09-26 03:30:00" "2023-09-26 03:20:00"
34200 72.48693 76.74269 73.57500 "2023-09-26 03:30:00" "2023-09-26 03:30:00"
34800 76.43102 77.15286 57.64286 "2023-09-26 03:40:00" "2023-09-26 03:10:00"
34800 76.43102 77.15286 63.17143 "2023-09-26 03:40:00" "2023-09-26 03:20:00"
34800 76.43102 77.15286 73.57500 "2023-09-26 03:40:00" "2023-09-26 03:30:00"
34800 76.43102 77.15286 72.87143 "2023-09-26 03:40:00" "2023-09-26 03:40:00"
35400 78.12520 77.41578 57.64286 "2023-09-26 03:50:00" "2023-09-26 03:10:00"
35400 78.12520 77.41578 63.17143 "2023-09-26 03:50:00" "2023-09-26 03:20:00"
35400 78.12520 77.41578 73.57500 "2023-09-26 03:50:00" "2023-09-26 03:30:00"
35400 78.12520 77.41578 72.87143 "2023-09-26 03:50:00" "2023-09-26 03:40:00"
35400 78.12520 77.41578 82.95714 "2023-09-26 03:50:00" "2023-09-26 03:50:00"
36000 78.78069 78.10326 57.64286 "2023-09-26 04:00:00" "2023-09-26 03:10:00"
36000 78.78069 78.10326 63.17143 "2023-09-26 04:00:00" "2023-09-26 03:20:00"
36000 78.78069 78.10326 73.57500 "2023-09-26 04:00:00" "2023-09-26 03:30:00"
36000 78.78069 78.10326 72.87143 "2023-09-26 04:00:00" "2023-09-26 03:40:00"
36000 78.78069 78.10326 82.95714 "2023-09-26 04:00:00" "2023-09-26 03:50:00"
36000 78.78069 78.10326 76.61429 "2023-09-26 04:00:00" "2023-09-26 04:00:00"
36600 78.38628 76.95470 63.17143 "2023-09-26 04:10:00" "2023-09-26 03:20:00"
36600 78.38628 76.95470 73.57500 "2023-09-26 04:10:00" "2023-09-26 03:30:00"
36600 78.38628 76.95470 72.87143 "2023-09-26 04:10:00" "2023-09-26 03:40:00"
36600 78.38628 76.95470 82.95714 "2023-09-26 04:10:00" "2023-09-26 03:50:00"
36600 78.38628 76.95470 76.61429 "2023-09-26 04:10:00" "2023-09-26 04:00:00"
36600 78.38628 76.95470 82.06250 "2023-09-26 04:10:00" "2023-09-26 04:10:00"
37200 77.28226 76.85170 73.57500 "2023-09-26 04:20:00" "2023-09-26 03:30:00"
37200 77.28226 76.85170 72.87143 "2023-09-26 04:20:00" "2023-09-26 03:40:00"
37200 77.28226 76.85170 82.95714 "2023-09-26 04:20:00" "2023-09-26 03:50:00"
37200 77.28226 76.85170 76.61429 "2023-09-26 04:20:00" "2023-09-26 04:00:00"
37200 77.28226 76.85170 82.06250 "2023-09-26 04:20:00" "2023-09-26 04:10:00"
37200 77.28226 76.85170 76.67143 "2023-09-26 04:20:00" "2023-09-26 04:20:00"
37800 75.25721 76.92130 72.87143 "2023-09-26 04:30:00" "2023-09-26 03:40:00"
37800 75.25721 76.92130 82.95714 "2023-09-26 04:30:00" "2023-09-26 03:50:00"
37800 75.25721 76.92130 76.61429 "2023-09-26 04:30:00" "2023-09-26 04:00:00"
37800 75.25721 76.92130 82.06250 "2023-09-26 04:30:00" "2023-09-26 04:10:00"
37800 75.25721 76.92130 76.67143 "2023-09-26 04:30:00" "2023-09-26 04:20:00"
37800 75.25721 76.92130 80.80000 "2023-09-26 04:30:00" "2023-09-26 04:30:00"
38400 72.21882 76.82208 82.95714 "2023-09-26 04:40:00" "2023-09-26 03:50:00"
38400 72.21882 76.82208 76.61429 "2023-09-26 04:40:00" "2023-09-26 04:00:00"
38400 72.21882 76.82208 82.06250 "2023-09-26 04:40:00" "2023-09-26 04:10:00"
38400 72.21882 76.82208 76.67143 "2023-09-26 04:40:00" "2023-09-26 04:20:00"
38400 72.21882 76.82208 80.80000 "2023-09-26 04:40:00" "2023-09-26 04:30:00"
38400 72.21882 76.82208 78.20000 "2023-09-26 04:40:00" "2023-09-26 04:40:00"
