20230911
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
21000 48.79523 64.73903 47.31417 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 50.13235 66.56925 49.94805 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 50.13235 66.56925 49.45310 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 50.82171 66.68433 51.64495 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 50.82171 66.68433 50.67657 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 50.82171 66.68433 53.56575 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 55.57350 66.31913 52.25326 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 55.57350 66.31913 51.08779 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 55.57350 66.31913 55.25202 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 55.57350 66.31913 57.13635 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 55.33810 67.48858 53.68188 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 55.33810 67.48858 52.42359 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 55.33810 67.48858 57.34969 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 55.33810 67.48858 60.33050 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 55.33810 67.48858 56.77486 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 51.61646 67.80961 54.64561 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
24000 51.61646 67.80961 53.24583 "2023-09-12 00:40:00" "2023-09-12 00:00:00"
24000 51.61646 67.80961 58.64924 "2023-09-12 00:40:00" "2023-09-12 00:10:00"
24000 51.61646 67.80961 62.26922 "2023-09-12 00:40:00" "2023-09-12 00:20:00"
24000 51.61646 67.80961 56.02421 "2023-09-12 00:40:00" "2023-09-12 00:30:00"
24000 51.61646 67.80961 57.45527 "2023-09-12 00:40:00" "2023-09-12 00:40:00"
24600 48.86850 68.58096 54.36582 "2023-09-12 00:50:00" "2023-09-12 00:00:00"
24600 48.86850 68.58096 60.29410 "2023-09-12 00:50:00" "2023-09-12 00:10:00"
24600 48.86850 68.58096 64.31335 "2023-09-12 00:50:00" "2023-09-12 00:20:00"
24600 48.86850 68.58096 56.62335 "2023-09-12 00:50:00" "2023-09-12 00:30:00"
24600 48.86850 68.58096 58.81186 "2023-09-12 00:50:00" "2023-09-12 00:40:00"
24600 48.86850 68.58096 54.35597 "2023-09-12 00:50:00" "2023-09-12 00:50:00"
25200 46.55958 69.09807 61.59662 "2023-09-12 01:00:00" "2023-09-12 00:10:00"
25200 46.55958 69.09807 65.99455 "2023-09-12 01:00:00" "2023-09-12 00:20:00"
25200 46.55958 69.09807 57.50892 "2023-09-12 01:00:00" "2023-09-12 00:30:00"
25200 46.55958 69.09807 60.12097 "2023-09-12 01:00:00" "2023-09-12 00:40:00"
25200 46.55958 69.09807 53.87148 "2023-09-12 01:00:00" "2023-09-12 00:50:00"
25200 46.55958 69.09807 55.15315 "2023-09-12 01:00:00" "2023-09-12 01:00:00"
25800 42.61122 69.45356 66.71720 "2023-09-12 01:10:00" "2023-09-12 00:20:00"
25800 42.61122 69.45356 57.36694 "2023-09-12 01:10:00" "2023-09-12 00:30:00"
25800 42.61122 69.45356 60.22506 "2023-09-12 01:10:00" "2023-09-12 00:40:00"
25800 42.61122 69.45356 52.99882 "2023-09-12 01:10:00" "2023-09-12 00:50:00"
25800 42.61122 69.45356 55.31371 "2023-09-12 01:10:00" "2023-09-12 01:00:00"
25800 42.61122 69.45356 49.49244 "2023-09-12 01:10:00" "2023-09-12 01:10:00"
26400 43.59626 69.32814 57.72259 "2023-09-12 01:20:00" "2023-09-12 00:30:00"
26400 43.59626 69.32814 60.87709 "2023-09-12 01:20:00" "2023-09-12 00:40:00"
26400 43.59626 69.32814 52.95331 "2023-09-12 01:20:00" "2023-09-12 00:50:00"
26400 43.59626 69.32814 55.84391 "2023-09-12 01:20:00" "2023-09-12 01:00:00"
26400 43.59626 69.32814 47.68408 "2023-09-12 01:20:00" "2023-09-12 01:10:00"
26400 43.59626 69.32814 47.80614 "2023-09-12 01:20:00" "2023-09-12 01:20:00"
27000 44.72366 67.63535 59.59478 "2023-09-12 01:30:00" "2023-09-12 00:40:00"
27000 44.72366 67.63535 50.96311 "2023-09-12 01:30:00" "2023-09-12 00:50:00"
27000 44.72366 67.63535 54.17440 "2023-09-12 01:30:00" "2023-09-12 01:00:00"
27000 44.72366 67.63535 44.66931 "2023-09-12 01:30:00" "2023-09-12 01:10:00"
27000 44.72366 67.63535 45.50997 "2023-09-12 01:30:00" "2023-09-12 01:20:00"
27000 44.72366 67.63535 45.44207 "2023-09-12 01:30:00" "2023-09-12 01:30:00"
27600 46.42956 65.35014 48.43564 "2023-09-12 01:40:00" "2023-09-12 00:50:00"
27600 46.42956 65.35014 51.94418 "2023-09-12 01:40:00" "2023-09-12 01:00:00"
27600 46.42956 65.35014 41.53882 "2023-09-12 01:40:00" "2023-09-12 01:10:00"
27600 46.42956 65.35014 42.69906 "2023-09-12 01:40:00" "2023-09-12 01:20:00"
27600 46.42956 65.35014 42.38190 "2023-09-12 01:40:00" "2023-09-12 01:30:00"
27600 46.42956 65.35014 44.93360 "2023-09-12 01:40:00" "2023-09-12 01:40:00"
28200 48.03728 65.15147 51.34355 "2023-09-12 01:50:00" "2023-09-12 01:00:00"
28200 48.03728 65.15147 39.96731 "2023-09-12 01:50:00" "2023-09-12 01:10:00"
28200 48.03728 65.15147 41.30135 "2023-09-12 01:50:00" "2023-09-12 01:20:00"
28200 48.03728 65.15147 40.77146 "2023-09-12 01:50:00" "2023-09-12 01:30:00"
28200 48.03728 65.15147 44.10279 "2023-09-12 01:50:00" "2023-09-12 01:40:00"
28200 48.03728 65.15147 48.17478 "2023-09-12 01:50:00" "2023-09-12 01:50:00"
28800 48.63748 65.64882 40.22906 "2023-09-12 02:00:00" "2023-09-12 01:10:00"
28800 48.63748 65.64882 41.68031 "2023-09-12 02:00:00" "2023-09-12 01:20:00"
28800 48.63748 65.64882 41.06079 "2023-09-12 02:00:00" "2023-09-12 01:30:00"
28800 48.63748 65.64882 44.75730 "2023-09-12 02:00:00" "2023-09-12 01:40:00"
28800 48.63748 65.64882 50.03386 "2023-09-12 02:00:00" "2023-09-12 01:50:00"
28800 48.63748 65.64882 49.10313 "2023-09-12 02:00:00" "2023-09-12 02:00:00"
29400 52.47603 65.33122 42.13209 "2023-09-12 02:10:00" "2023-09-12 01:20:00"
29400 52.47603 65.33122 41.43678 "2023-09-12 02:10:00" "2023-09-12 01:30:00"
29400 52.47603 65.33122 45.47285 "2023-09-12 02:10:00" "2023-09-12 01:40:00"
29400 52.47603 65.33122 51.43168 "2023-09-12 02:10:00" "2023-09-12 01:50:00"
29400 52.47603 65.33122 49.58968 "2023-09-12 02:10:00" "2023-09-12 02:00:00"
29400 52.47603 65.33122 51.65827 "2023-09-12 02:10:00" "2023-09-12 02:10:00"
30000 55.42329 65.01754 40.78486 "2023-09-12 02:20:00" "2023-09-12 01:30:00"
30000 55.42329 65.01754 45.17038 "2023-09-12 02:20:00" "2023-09-12 01:40:00"
30000 55.42329 65.01754 51.68652 "2023-09-12 02:20:00" "2023-09-12 01:50:00"
30000 55.42329 65.01754 49.36388 "2023-09-12 02:20:00" "2023-09-12 02:00:00"
30000 55.42329 65.01754 53.34428 "2023-09-12 02:20:00" "2023-09-12 02:10:00"
30000 55.42329 65.01754 56.62247 "2023-09-12 02:20:00" "2023-09-12 02:20:00"
30600 56.97165 66.18134 46.78245 "2023-09-12 02:30:00" "2023-09-12 01:40:00"
30600 56.97165 66.18134 53.85804 "2023-09-12 02:30:00" "2023-09-12 01:50:00"
30600 56.97165 66.18134 51.29460 "2023-09-12 02:30:00" "2023-09-12 02:00:00"
30600 56.97165 66.18134 56.38310 "2023-09-12 02:30:00" "2023-09-12 02:10:00"
30600 56.97165 66.18134 60.92903 "2023-09-12 02:30:00" "2023-09-12 02:20:00"
30600 56.97165 66.18134 56.12550 "2023-09-12 02:30:00" "2023-09-12 02:30:00"
31200 57.60554 67.73834 55.90574 "2023-09-12 02:40:00" "2023-09-12 01:50:00"
31200 57.60554 67.73834 53.08447 "2023-09-12 02:40:00" "2023-09-12 02:00:00"
31200 57.60554 67.73834 58.69648 "2023-09-12 02:40:00" "2023-09-12 02:10:00"
31200 57.60554 67.73834 64.04386 "2023-09-12 02:40:00" "2023-09-12 02:20:00"
31200 57.60554 67.73834 57.32436 "2023-09-12 02:40:00" "2023-09-12 02:30:00"
31200 57.60554 67.73834 56.59392 "2023-09-12 02:40:00" "2023-09-12 02:40:00"
31800 57.69198 67.39642 53.38112 "2023-09-12 02:50:00" "2023-09-12 02:00:00"
31800 57.69198 67.39642 59.60133 "2023-09-12 02:50:00" "2023-09-12 02:10:00"
31800 57.69198 67.39642 65.47762 "2023-09-12 02:50:00" "2023-09-12 02:20:00"
31800 57.69198 67.39642 57.72310 "2023-09-12 02:50:00" "2023-09-12 02:30:00"
31800 57.69198 67.39642 55.62216 "2023-09-12 02:50:00" "2023-09-12 02:40:00"
31800 57.69198 67.39642 58.25305 "2023-09-12 02:50:00" "2023-09-12 02:50:00"
32400 58.67103 66.44048 59.41903 "2023-09-12 03:00:00" "2023-09-12 02:10:00"
32400 58.67103 66.44048 65.86244 "2023-09-12 03:00:00" "2023-09-12 02:20:00"
32400 58.67103 66.44048 57.35990 "2023-09-12 03:00:00" "2023-09-12 02:30:00"
32400 58.67103 66.44048 54.54781 "2023-09-12 03:00:00" "2023-09-12 02:40:00"
32400 58.67103 66.44048 58.72270 "2023-09-12 03:00:00" "2023-09-12 02:50:00"
32400 58.67103 66.44048 57.14860 "2023-09-12 03:00:00" "2023-09-12 03:00:00"
33000 55.86223 64.82704 65.20851 "2023-09-12 03:10:00" "2023-09-12 02:20:00"
33000 55.86223 64.82704 55.89873 "2023-09-12 03:10:00" "2023-09-12 02:30:00"
33000 55.86223 64.82704 52.80082 "2023-09-12 03:10:00" "2023-09-12 02:40:00"
33000 55.86223 64.82704 57.79664 "2023-09-12 03:10:00" "2023-09-12 02:50:00"
33000 55.86223 64.82704 56.15565 "2023-09-12 03:10:00" "2023-09-12 03:00:00"
33000 55.86223 64.82704 56.02298 "2023-09-12 03:10:00" "2023-09-12 03:10:00"
33600 51.74357 64.57864 55.14060 "2023-09-12 03:20:00" "2023-09-12 02:30:00"
33600 51.74357 64.57864 51.67005 "2023-09-12 03:20:00" "2023-09-12 02:40:00"
33600 51.74357 64.57864 57.17803 "2023-09-12 03:20:00" "2023-09-12 02:50:00"
33600 51.74357 64.57864 55.51110 "2023-09-12 03:20:00" "2023-09-12 03:00:00"
33600 51.74357 64.57864 54.97350 "2023-09-12 03:20:00" "2023-09-12 03:10:00"
33600 51.74357 64.57864 51.31466 "2023-09-12 03:20:00" "2023-09-12 03:20:00"
34200 46.90790 63.76261 51.25929 "2023-09-12 03:30:00" "2023-09-12 02:40:00"
34200 46.90790 63.76261 57.26983 "2023-09-12 03:30:00" "2023-09-12 02:50:00"
34200 46.90790 63.76261 55.45496 "2023-09-12 03:30:00" "2023-09-12 03:00:00"
34200 46.90790 63.76261 54.65441 "2023-09-12 03:30:00" "2023-09-12 03:10:00"
34200 46.90790 63.76261 49.65528 "2023-09-12 03:30:00" "2023-09-12 03:20:00"
34200 46.90790 63.76261 46.12096 "2023-09-12 03:30:00" "2023-09-12 03:30:00"
34800 42.79625 60.52214 54.78140 "2023-09-12 03:40:00" "2023-09-12 02:50:00"
34800 42.79625 60.52214 52.84601 "2023-09-12 03:40:00" "2023-09-12 03:00:00"
34800 42.79625 60.52214 51.92981 "2023-09-12 03:40:00" "2023-09-12 03:10:00"
34800 42.79625 60.52214 46.16483 "2023-09-12 03:40:00" "2023-09-12 03:20:00"
34800 42.79625 60.52214 41.47269 "2023-09-12 03:40:00" "2023-09-12 03:30:00"
34800 42.79625 60.52214 41.67294 "2023-09-12 03:40:00" "2023-09-12 03:40:00"
35400 38.49709 57.57843 50.03360 "2023-09-12 03:50:00" "2023-09-12 03:00:00"
35400 38.49709 57.57843 49.02773 "2023-09-12 03:50:00" "2023-09-12 03:10:00"
35400 38.49709 57.57843 42.69953 "2023-09-12 03:50:00" "2023-09-12 03:20:00"
35400 38.49709 57.57843 37.29749 "2023-09-12 03:50:00" "2023-09-12 03:30:00"
35400 38.49709 57.57843 38.88797 "2023-09-12 03:50:00" "2023-09-12 03:40:00"
35400 38.49709 57.57843 40.31226 "2023-09-12 03:50:00" "2023-09-12 03:50:00"
36000 36.82908 55.04853 46.08535 "2023-09-12 04:00:00" "2023-09-12 03:10:00"
36000 36.82908 55.04853 39.19058 "2023-09-12 04:00:00" "2023-09-12 03:20:00"
36000 36.82908 55.04853 33.26910 "2023-09-12 04:00:00" "2023-09-12 03:30:00"
36000 36.82908 55.04853 35.50972 "2023-09-12 04:00:00" "2023-09-12 03:40:00"
36000 36.82908 55.04853 38.11562 "2023-09-12 04:00:00" "2023-09-12 03:50:00"
36000 36.82908 55.04853 40.78634 "2023-09-12 04:00:00" "2023-09-12 04:00:00"
36600 36.24675 55.13313 38.46082 "2023-09-12 04:10:00" "2023-09-12 03:20:00"
36600 36.24675 55.13313 32.00189 "2023-09-12 04:10:00" "2023-09-12 03:30:00"
36600 36.24675 55.13313 34.48728 "2023-09-12 04:10:00" "2023-09-12 03:40:00"
36600 36.24675 55.13313 37.67137 "2023-09-12 04:10:00" "2023-09-12 03:50:00"
36600 36.24675 55.13313 41.72297 "2023-09-12 04:10:00" "2023-09-12 04:00:00"
36600 36.24675 55.13313 41.74435 "2023-09-12 04:10:00" "2023-09-12 04:10:00"
37200 35.34600 55.30992 32.53314 "2023-09-12 04:20:00" "2023-09-12 03:30:00"
37200 35.34600 55.30992 35.31236 "2023-09-12 04:20:00" "2023-09-12 03:40:00"
37200 35.34600 55.30992 38.79946 "2023-09-12 04:20:00" "2023-09-12 03:50:00"
37200 35.34600 55.30992 43.56534 "2023-09-12 04:20:00" "2023-09-12 04:00:00"
37200 35.34600 55.30992 43.16682 "2023-09-12 04:20:00" "2023-09-12 04:10:00"
37200 35.34600 55.30992 43.01139 "2023-09-12 04:20:00" "2023-09-12 04:20:00"
37800 41.79714 52.91963 33.90916 "2023-09-12 04:30:00" "2023-09-12 03:40:00"
37800 41.79714 52.91963 37.73548 "2023-09-12 04:30:00" "2023-09-12 03:50:00"
37800 41.79714 52.91963 42.93109 "2023-09-12 04:30:00" "2023-09-12 04:00:00"
37800 41.79714 52.91963 42.36006 "2023-09-12 04:30:00" "2023-09-12 04:10:00"
37800 41.79714 52.91963 41.79517 "2023-09-12 04:30:00" "2023-09-12 04:20:00"
37800 41.79714 52.91963 45.57865 "2023-09-12 04:30:00" "2023-09-12 04:30:00"
38400 46.52381 51.21008 36.46585 "2023-09-12 04:40:00" "2023-09-12 03:50:00"
38400 46.52381 51.21008 42.13762 "2023-09-12 04:40:00" "2023-09-12 04:00:00"
38400 46.52381 51.21008 41.48928 "2023-09-12 04:40:00" "2023-09-12 04:10:00"
38400 46.52381 51.21008 40.72281 "2023-09-12 04:40:00" "2023-09-12 04:20:00"
38400 46.52381 51.21008 46.42445 "2023-09-12 04:40:00" "2023-09-12 04:30:00"
38400 46.52381 51.21008 48.78136 "2023-09-12 04:40:00" "2023-09-12 04:40:00"
39000 9999.00000 49.74142 41.12831 "2023-09-12 04:50:00" "2023-09-12 04:00:00"
39000 9999.00000 49.74142 40.42260 "2023-09-12 04:50:00" "2023-09-12 04:10:00"
39000 9999.00000 49.74142 39.58163 "2023-09-12 04:50:00" "2023-09-12 04:20:00"
39000 9999.00000 49.74142 46.32157 "2023-09-12 04:50:00" "2023-09-12 04:30:00"
