20230912
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 45.00729 18.94407 53.88333 "2023-09-12 23:40:00" "2023-09-12 23:40:00"
21000 44.94224 19.12896 53.88333 "2023-09-12 23:50:00" "2023-09-12 23:40:00"
21000 44.94224 19.12896 46.20000 "2023-09-12 23:50:00" "2023-09-12 23:50:00"
21600 44.90239 19.84490 53.88333 "2023-09-13 00:00:00" "2023-09-12 23:40:00"
21600 44.90239 19.84490 46.20000 "2023-09-13 00:00:00" "2023-09-12 23:50:00"
21600 44.90239 19.84490 39.64286 "2023-09-13 00:00:00" "2023-09-13 00:00:00"
22200 44.11258 20.44759 53.88333 "2023-09-13 00:10:00" "2023-09-12 23:40:00"
22200 44.11258 20.44759 46.20000 "2023-09-13 00:10:00" "2023-09-12 23:50:00"
22200 44.11258 20.44759 39.64286 "2023-09-13 00:10:00" "2023-09-13 00:00:00"
22200 44.11258 20.44759 40.80000 "2023-09-13 00:10:00" "2023-09-13 00:10:00"
22800 44.52825 21.25574 53.88333 "2023-09-13 00:20:00" "2023-09-12 23:40:00"
22800 44.52825 21.25574 46.20000 "2023-09-13 00:20:00" "2023-09-12 23:50:00"
22800 44.52825 21.25574 39.64286 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 44.52825 21.25574 40.80000 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 44.52825 21.25574 45.47500 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
23400 47.18130 21.80639 53.88333 "2023-09-13 00:30:00" "2023-09-12 23:40:00"
23400 47.18130 21.80639 46.20000 "2023-09-13 00:30:00" "2023-09-12 23:50:00"
23400 47.18130 21.80639 39.64286 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 47.18130 21.80639 40.80000 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 47.18130 21.80639 45.47500 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 47.18130 21.80639 44.75714 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
24000 48.65438 23.54698 46.20000 "2023-09-13 00:40:00" "2023-09-12 23:50:00"
24000 48.65438 23.54698 39.64286 "2023-09-13 00:40:00" "2023-09-13 00:00:00"
24000 48.65438 23.54698 40.80000 "2023-09-13 00:40:00" "2023-09-13 00:10:00"
24000 48.65438 23.54698 45.47500 "2023-09-13 00:40:00" "2023-09-13 00:20:00"
24000 48.65438 23.54698 44.75714 "2023-09-13 00:40:00" "2023-09-13 00:30:00"
24000 48.65438 23.54698 47.72500 "2023-09-13 00:40:00" "2023-09-13 00:40:00"
24600 53.37297 25.27698 39.64286 "2023-09-13 00:50:00" "2023-09-13 00:00:00"
24600 53.37297 25.27698 40.80000 "2023-09-13 00:50:00" "2023-09-13 00:10:00"
24600 53.37297 25.27698 45.47500 "2023-09-13 00:50:00" "2023-09-13 00:20:00"
24600 53.37297 25.27698 44.75714 "2023-09-13 00:50:00" "2023-09-13 00:30:00"
24600 53.37297 25.27698 47.72500 "2023-09-13 00:50:00" "2023-09-13 00:40:00"
24600 53.37297 25.27698 46.18571 "2023-09-13 00:50:00" "2023-09-13 00:50:00"
25200 57.24806 26.30814 40.80000 "2023-09-13 01:00:00" "2023-09-13 00:10:00"
25200 57.24806 26.30814 45.47500 "2023-09-13 01:00:00" "2023-09-13 00:20:00"
25200 57.24806 26.30814 44.75714 "2023-09-13 01:00:00" "2023-09-13 00:30:00"
25200 57.24806 26.30814 47.72500 "2023-09-13 01:00:00" "2023-09-13 00:40:00"
25200 57.24806 26.30814 46.18571 "2023-09-13 01:00:00" "2023-09-13 00:50:00"
25200 57.24806 26.30814 50.90000 "2023-09-13 01:00:00" "2023-09-13 01:00:00"
25800 60.96767 27.45565 45.47500 "2023-09-13 01:10:00" "2023-09-13 00:20:00"
25800 60.96767 27.45565 44.75714 "2023-09-13 01:10:00" "2023-09-13 00:30:00"
25800 60.96767 27.45565 47.72500 "2023-09-13 01:10:00" "2023-09-13 00:40:00"
25800 60.96767 27.45565 46.18571 "2023-09-13 01:10:00" "2023-09-13 00:50:00"
25800 60.96767 27.45565 50.90000 "2023-09-13 01:10:00" "2023-09-13 01:00:00"
25800 60.96767 27.45565 60.60000 "2023-09-13 01:10:00" "2023-09-13 01:10:00"
26400 65.28146 27.73670 44.75714 "2023-09-13 01:20:00" "2023-09-13 00:30:00"
26400 65.28146 27.73670 47.72500 "2023-09-13 01:20:00" "2023-09-13 00:40:00"
26400 65.28146 27.73670 46.18571 "2023-09-13 01:20:00" "2023-09-13 00:50:00"
26400 65.28146 27.73670 50.90000 "2023-09-13 01:20:00" "2023-09-13 01:00:00"
26400 65.28146 27.73670 60.60000 "2023-09-13 01:20:00" "2023-09-13 01:10:00"
26400 65.28146 27.73670 72.95000 "2023-09-13 01:20:00" "2023-09-13 01:20:00"
27000 68.45599 28.96845 47.72500 "2023-09-13 01:30:00" "2023-09-13 00:40:00"
27000 68.45599 28.96845 46.18571 "2023-09-13 01:30:00" "2023-09-13 00:50:00"
27000 68.45599 28.96845 50.90000 "2023-09-13 01:30:00" "2023-09-13 01:00:00"
27000 68.45599 28.96845 60.60000 "2023-09-13 01:30:00" "2023-09-13 01:10:00"
27000 68.45599 28.96845 72.95000 "2023-09-13 01:30:00" "2023-09-13 01:20:00"
27000 68.45599 28.96845 68.94286 "2023-09-13 01:30:00" "2023-09-13 01:30:00"
27600 68.66839 29.04866 46.18571 "2023-09-13 01:40:00" "2023-09-13 00:50:00"
27600 68.66839 29.04866 50.90000 "2023-09-13 01:40:00" "2023-09-13 01:00:00"
27600 68.66839 29.04866 60.60000 "2023-09-13 01:40:00" "2023-09-13 01:10:00"
27600 68.66839 29.04866 72.95000 "2023-09-13 01:40:00" "2023-09-13 01:20:00"
27600 68.66839 29.04866 68.94286 "2023-09-13 01:40:00" "2023-09-13 01:30:00"
27600 68.66839 29.04866 65.50000 "2023-09-13 01:40:00" "2023-09-13 01:40:00"
28200 65.69311 28.78625 50.90000 "2023-09-13 01:50:00" "2023-09-13 01:00:00"
28200 65.69311 28.78625 60.60000 "2023-09-13 01:50:00" "2023-09-13 01:10:00"
28200 65.69311 28.78625 72.95000 "2023-09-13 01:50:00" "2023-09-13 01:20:00"
28200 65.69311 28.78625 68.94286 "2023-09-13 01:50:00" "2023-09-13 01:30:00"
28200 65.69311 28.78625 65.50000 "2023-09-13 01:50:00" "2023-09-13 01:40:00"
28200 65.69311 28.78625 63.38750 "2023-09-13 01:50:00" "2023-09-13 01:50:00"
28800 63.04329 29.33646 60.60000 "2023-09-13 02:00:00" "2023-09-13 01:10:00"
28800 63.04329 29.33646 72.95000 "2023-09-13 02:00:00" "2023-09-13 01:20:00"
28800 63.04329 29.33646 68.94286 "2023-09-13 02:00:00" "2023-09-13 01:30:00"
28800 63.04329 29.33646 65.50000 "2023-09-13 02:00:00" "2023-09-13 01:40:00"
28800 63.04329 29.33646 63.38750 "2023-09-13 02:00:00" "2023-09-13 01:50:00"
28800 63.04329 29.33646 72.90000 "2023-09-13 02:00:00" "2023-09-13 02:00:00"
29400 59.65590 29.83316 72.95000 "2023-09-13 02:10:00" "2023-09-13 01:20:00"
29400 59.65590 29.83316 68.94286 "2023-09-13 02:10:00" "2023-09-13 01:30:00"
29400 59.65590 29.83316 65.50000 "2023-09-13 02:10:00" "2023-09-13 01:40:00"
29400 59.65590 29.83316 63.38750 "2023-09-13 02:10:00" "2023-09-13 01:50:00"
29400 59.65590 29.83316 72.90000 "2023-09-13 02:10:00" "2023-09-13 02:00:00"
29400 59.65590 29.83316 72.40000 "2023-09-13 02:10:00" "2023-09-13 02:10:00"
30000 54.81489 30.17396 68.94286 "2023-09-13 02:20:00" "2023-09-13 01:30:00"
30000 54.81489 30.17396 65.50000 "2023-09-13 02:20:00" "2023-09-13 01:40:00"
30000 54.81489 30.17396 63.38750 "2023-09-13 02:20:00" "2023-09-13 01:50:00"
30000 54.81489 30.17396 72.90000 "2023-09-13 02:20:00" "2023-09-13 02:00:00"
30000 54.81489 30.17396 72.40000 "2023-09-13 02:20:00" "2023-09-13 02:10:00"
30000 54.81489 30.17396 58.91250 "2023-09-13 02:20:00" "2023-09-13 02:20:00"
30600 48.84955 28.93752 65.50000 "2023-09-13 02:30:00" "2023-09-13 01:40:00"
30600 48.84955 28.93752 63.38750 "2023-09-13 02:30:00" "2023-09-13 01:50:00"
30600 48.84955 28.93752 72.90000 "2023-09-13 02:30:00" "2023-09-13 02:00:00"
30600 48.84955 28.93752 72.40000 "2023-09-13 02:30:00" "2023-09-13 02:10:00"
30600 48.84955 28.93752 58.91250 "2023-09-13 02:30:00" "2023-09-13 02:20:00"
30600 48.84955 28.93752 49.74286 "2023-09-13 02:30:00" "2023-09-13 02:30:00"
31200 43.95705 29.00425 63.38750 "2023-09-13 02:40:00" "2023-09-13 01:50:00"
31200 43.95705 29.00425 72.90000 "2023-09-13 02:40:00" "2023-09-13 02:00:00"
