20230920
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 29.53333 47.90181 29.70000 "2023-09-20 23:40:00" "2023-09-20 23:40:00"
21000 29.53333 48.26809 29.70000 "2023-09-20 23:50:00" "2023-09-20 23:40:00"
21000 29.53333 48.26809 28.90000 "2023-09-20 23:50:00" "2023-09-20 23:50:00"
21600 29.04733 47.73000 29.70000 "2023-09-21 00:00:00" "2023-09-20 23:40:00"
21600 29.04733 47.73000 28.90000 "2023-09-21 00:00:00" "2023-09-20 23:50:00"
21600 29.04733 47.73000 30.20000 "2023-09-21 00:00:00" "2023-09-21 00:00:00"
22200 29.65569 46.69985 29.70000 "2023-09-21 00:10:00" "2023-09-20 23:40:00"
22200 29.65569 46.69985 28.90000 "2023-09-21 00:10:00" "2023-09-20 23:50:00"
22200 29.65569 46.69985 30.20000 "2023-09-21 00:10:00" "2023-09-21 00:00:00"
22200 29.65569 46.69985 29.65000 "2023-09-21 00:10:00" "2023-09-21 00:10:00"
22800 29.77833 44.61634 29.70000 "2023-09-21 00:20:00" "2023-09-20 23:40:00"
22800 29.77833 44.61634 28.90000 "2023-09-21 00:20:00" "2023-09-20 23:50:00"
22800 29.77833 44.61634 30.20000 "2023-09-21 00:20:00" "2023-09-21 00:00:00"
22800 29.77833 44.61634 29.65000 "2023-09-21 00:20:00" "2023-09-21 00:10:00"
22800 29.77833 44.61634 9999.00000 "2023-09-21 00:20:00" "2023-09-21 00:20:00"
23400 31.74167 43.56178 29.70000 "2023-09-21 00:30:00" "2023-09-20 23:40:00"
23400 31.74167 43.56178 28.90000 "2023-09-21 00:30:00" "2023-09-20 23:50:00"
23400 31.74167 43.56178 30.20000 "2023-09-21 00:30:00" "2023-09-21 00:00:00"
23400 31.74167 43.56178 29.65000 "2023-09-21 00:30:00" "2023-09-21 00:10:00"
23400 31.74167 43.56178 9999.00000 "2023-09-21 00:30:00" "2023-09-21 00:20:00"
23400 31.74167 43.56178 9999.00000 "2023-09-21 00:30:00" "2023-09-21 00:30:00"
24000 9999.00000 44.33987 28.90000 "2023-09-21 00:40:00" "2023-09-20 23:50:00"
24000 9999.00000 44.33987 30.20000 "2023-09-21 00:40:00" "2023-09-21 00:00:00"
24000 9999.00000 44.33987 29.65000 "2023-09-21 00:40:00" "2023-09-21 00:10:00"
24000 9999.00000 44.33987 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:20:00"
24000 9999.00000 44.33987 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:30:00"
24000 9999.00000 44.33987 9999.00000 "2023-09-21 00:40:00" "2023-09-21 00:40:00"
24600 9999.00000 45.10552 30.20000 "2023-09-21 00:50:00" "2023-09-21 00:00:00"
24600 9999.00000 45.10552 29.65000 "2023-09-21 00:50:00" "2023-09-21 00:10:00"
24600 9999.00000 45.10552 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:20:00"
24600 9999.00000 45.10552 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:30:00"
24600 9999.00000 45.10552 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:40:00"
24600 9999.00000 45.10552 9999.00000 "2023-09-21 00:50:00" "2023-09-21 00:50:00"
25200 9999.00000 45.10731 29.65000 "2023-09-21 01:00:00" "2023-09-21 00:10:00"
25200 9999.00000 45.10731 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:20:00"
25200 9999.00000 45.10731 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:30:00"
25200 9999.00000 45.10731 9999.00000 "2023-09-21 01:00:00" "2023-09-21 00:40:00"
