20230908
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 61.75430 24.50698 62.85000 "2023-09-08 23:40:00" "2023-09-08 23:40:00"
21000 60.02119 24.61273 62.85000 "2023-09-08 23:50:00" "2023-09-08 23:40:00"
21000 60.02119 24.61273 61.73333 "2023-09-08 23:50:00" "2023-09-08 23:50:00"
21600 59.86031 23.38417 62.85000 "2023-09-09 00:00:00" "2023-09-08 23:40:00"
21600 59.86031 23.38417 61.73333 "2023-09-09 00:00:00" "2023-09-08 23:50:00"
21600 59.86031 23.38417 9999.00000 "2023-09-09 00:00:00" "2023-09-09 00:00:00"
22200 60.01824 21.28112 62.85000 "2023-09-09 00:10:00" "2023-09-08 23:40:00"
22200 60.01824 21.28112 61.73333 "2023-09-09 00:10:00" "2023-09-08 23:50:00"
22200 60.01824 21.28112 9999.00000 "2023-09-09 00:10:00" "2023-09-09 00:00:00"
22200 60.01824 21.28112 63.51429 "2023-09-09 00:10:00" "2023-09-09 00:10:00"
22800 59.96100 20.60323 62.85000 "2023-09-09 00:20:00" "2023-09-08 23:40:00"
22800 59.96100 20.60323 61.73333 "2023-09-09 00:20:00" "2023-09-08 23:50:00"
22800 59.96100 20.60323 9999.00000 "2023-09-09 00:20:00" "2023-09-09 00:00:00"
22800 59.96100 20.60323 63.51429 "2023-09-09 00:20:00" "2023-09-09 00:10:00"
22800 59.96100 20.60323 55.42500 "2023-09-09 00:20:00" "2023-09-09 00:20:00"
23400 60.09564 24.51186 62.85000 "2023-09-09 00:30:00" "2023-09-08 23:40:00"
23400 60.09564 24.51186 61.73333 "2023-09-09 00:30:00" "2023-09-08 23:50:00"
23400 60.09564 24.51186 9999.00000 "2023-09-09 00:30:00" "2023-09-09 00:00:00"
23400 60.09564 24.51186 63.51429 "2023-09-09 00:30:00" "2023-09-09 00:10:00"
23400 60.09564 24.51186 55.42500 "2023-09-09 00:30:00" "2023-09-09 00:20:00"
23400 60.09564 24.51186 58.55714 "2023-09-09 00:30:00" "2023-09-09 00:30:00"
24000 59.31745 27.24851 61.73333 "2023-09-09 00:40:00" "2023-09-08 23:50:00"
24000 59.31745 27.24851 9999.00000 "2023-09-09 00:40:00" "2023-09-09 00:00:00"
24000 59.31745 27.24851 63.51429 "2023-09-09 00:40:00" "2023-09-09 00:10:00"
24000 59.31745 27.24851 55.42500 "2023-09-09 00:40:00" "2023-09-09 00:20:00"
24000 59.31745 27.24851 58.55714 "2023-09-09 00:40:00" "2023-09-09 00:30:00"
24000 59.31745 27.24851 61.95714 "2023-09-09 00:40:00" "2023-09-09 00:40:00"
24600 59.59759 29.75456 9999.00000 "2023-09-09 00:50:00" "2023-09-09 00:00:00"
24600 59.59759 29.75456 63.51429 "2023-09-09 00:50:00" "2023-09-09 00:10:00"
24600 59.59759 29.75456 55.42500 "2023-09-09 00:50:00" "2023-09-09 00:20:00"
24600 59.59759 29.75456 58.55714 "2023-09-09 00:50:00" "2023-09-09 00:30:00"
24600 59.59759 29.75456 61.95714 "2023-09-09 00:50:00" "2023-09-09 00:40:00"
24600 59.59759 29.75456 60.56250 "2023-09-09 00:50:00" "2023-09-09 00:50:00"
25200 58.15196 32.35654 63.51429 "2023-09-09 01:00:00" "2023-09-09 00:10:00"
25200 58.15196 32.35654 55.42500 "2023-09-09 01:00:00" "2023-09-09 00:20:00"
25200 58.15196 32.35654 58.55714 "2023-09-09 01:00:00" "2023-09-09 00:30:00"
25200 58.15196 32.35654 61.95714 "2023-09-09 01:00:00" "2023-09-09 00:40:00"
25200 58.15196 32.35654 60.56250 "2023-09-09 01:00:00" "2023-09-09 00:50:00"
25200 58.15196 32.35654 61.62857 "2023-09-09 01:00:00" "2023-09-09 01:00:00"
25800 55.57105 36.22877 55.42500 "2023-09-09 01:10:00" "2023-09-09 00:20:00"
25800 55.57105 36.22877 58.55714 "2023-09-09 01:10:00" "2023-09-09 00:30:00"
25800 55.57105 36.22877 61.95714 "2023-09-09 01:10:00" "2023-09-09 00:40:00"
25800 55.57105 36.22877 60.56250 "2023-09-09 01:10:00" "2023-09-09 00:50:00"
25800 55.57105 36.22877 61.62857 "2023-09-09 01:10:00" "2023-09-09 01:00:00"
25800 55.57105 36.22877 57.95000 "2023-09-09 01:10:00" "2023-09-09 01:10:00"
26400 52.77672 38.90289 58.55714 "2023-09-09 01:20:00" "2023-09-09 00:30:00"
26400 52.77672 38.90289 61.95714 "2023-09-09 01:20:00" "2023-09-09 00:40:00"
26400 52.77672 38.90289 60.56250 "2023-09-09 01:20:00" "2023-09-09 00:50:00"
26400 52.77672 38.90289 61.62857 "2023-09-09 01:20:00" "2023-09-09 01:00:00"
26400 52.77672 38.90289 57.95000 "2023-09-09 01:20:00" "2023-09-09 01:10:00"
26400 52.77672 38.90289 58.01429 "2023-09-09 01:20:00" "2023-09-09 01:20:00"
27000 49.77514 36.84922 61.95714 "2023-09-09 01:30:00" "2023-09-09 00:40:00"
27000 49.77514 36.84922 60.56250 "2023-09-09 01:30:00" "2023-09-09 00:50:00"
27000 49.77514 36.84922 61.62857 "2023-09-09 01:30:00" "2023-09-09 01:00:00"
27000 49.77514 36.84922 57.95000 "2023-09-09 01:30:00" "2023-09-09 01:10:00"
27000 49.77514 36.84922 58.01429 "2023-09-09 01:30:00" "2023-09-09 01:20:00"
27000 49.77514 36.84922 49.80000 "2023-09-09 01:30:00" "2023-09-09 01:30:00"
27600 49.54333 33.28052 60.56250 "2023-09-09 01:40:00" "2023-09-09 00:50:00"
27600 49.54333 33.28052 61.62857 "2023-09-09 01:40:00" "2023-09-09 01:00:00"
27600 49.54333 33.28052 57.95000 "2023-09-09 01:40:00" "2023-09-09 01:10:00"
27600 49.54333 33.28052 58.01429 "2023-09-09 01:40:00" "2023-09-09 01:20:00"
27600 49.54333 33.28052 49.80000 "2023-09-09 01:40:00" "2023-09-09 01:30:00"
27600 49.54333 33.28052 40.88333 "2023-09-09 01:40:00" "2023-09-09 01:40:00"
28200 48.42186 31.60003 61.62857 "2023-09-09 01:50:00" "2023-09-09 01:00:00"
28200 48.42186 31.60003 57.95000 "2023-09-09 01:50:00" "2023-09-09 01:10:00"
28200 48.42186 31.60003 58.01429 "2023-09-09 01:50:00" "2023-09-09 01:20:00"
28200 48.42186 31.60003 49.80000 "2023-09-09 01:50:00" "2023-09-09 01:30:00"
28200 48.42186 31.60003 40.88333 "2023-09-09 01:50:00" "2023-09-09 01:40:00"
28200 48.42186 31.60003 52.20000 "2023-09-09 01:50:00" "2023-09-09 01:50:00"
28800 46.80568 31.23476 57.95000 "2023-09-09 02:00:00" "2023-09-09 01:10:00"
28800 46.80568 31.23476 58.01429 "2023-09-09 02:00:00" "2023-09-09 01:20:00"
28800 46.80568 31.23476 49.80000 "2023-09-09 02:00:00" "2023-09-09 01:30:00"
28800 46.80568 31.23476 40.88333 "2023-09-09 02:00:00" "2023-09-09 01:40:00"
28800 46.80568 31.23476 52.20000 "2023-09-09 02:00:00" "2023-09-09 01:50:00"
28800 46.80568 31.23476 39.68571 "2023-09-09 02:00:00" "2023-09-09 02:00:00"
29400 43.64478 32.36301 58.01429 "2023-09-09 02:10:00" "2023-09-09 01:20:00"
29400 43.64478 32.36301 49.80000 "2023-09-09 02:10:00" "2023-09-09 01:30:00"
29400 43.64478 32.36301 40.88333 "2023-09-09 02:10:00" "2023-09-09 01:40:00"
29400 43.64478 32.36301 52.20000 "2023-09-09 02:10:00" "2023-09-09 01:50:00"
29400 43.64478 32.36301 39.68571 "2023-09-09 02:10:00" "2023-09-09 02:00:00"
29400 43.64478 32.36301 56.25000 "2023-09-09 02:10:00" "2023-09-09 02:10:00"
30000 40.74524 32.20191 49.80000 "2023-09-09 02:20:00" "2023-09-09 01:30:00"
30000 40.74524 32.20191 40.88333 "2023-09-09 02:20:00" "2023-09-09 01:40:00"
30000 40.74524 32.20191 52.20000 "2023-09-09 02:20:00" "2023-09-09 01:50:00"
30000 40.74524 32.20191 39.68571 "2023-09-09 02:20:00" "2023-09-09 02:00:00"
30000 40.74524 32.20191 56.25000 "2023-09-09 02:20:00" "2023-09-09 02:10:00"
30000 40.74524 32.20191 50.18750 "2023-09-09 02:20:00" "2023-09-09 02:20:00"
30600 40.58362 31.76574 40.88333 "2023-09-09 02:30:00" "2023-09-09 01:40:00"
30600 40.58362 31.76574 52.20000 "2023-09-09 02:30:00" "2023-09-09 01:50:00"
30600 40.58362 31.76574 39.68571 "2023-09-09 02:30:00" "2023-09-09 02:00:00"
30600 40.58362 31.76574 56.25000 "2023-09-09 02:30:00" "2023-09-09 02:10:00"
30600 40.58362 31.76574 50.18750 "2023-09-09 02:30:00" "2023-09-09 02:20:00"
30600 40.58362 31.76574 43.77143 "2023-09-09 02:30:00" "2023-09-09 02:30:00"
31200 37.66718 32.23585 52.20000 "2023-09-09 02:40:00" "2023-09-09 01:50:00"
31200 37.66718 32.23585 39.68571 "2023-09-09 02:40:00" "2023-09-09 02:00:00"
31200 37.66718 32.23585 56.25000 "2023-09-09 02:40:00" "2023-09-09 02:10:00"
31200 37.66718 32.23585 50.18750 "2023-09-09 02:40:00" "2023-09-09 02:20:00"
31200 37.66718 32.23585 43.77143 "2023-09-09 02:40:00" "2023-09-09 02:30:00"
31200 37.66718 32.23585 28.17500 "2023-09-09 02:40:00" "2023-09-09 02:40:00"
31800 32.23870 31.16450 39.68571 "2023-09-09 02:50:00" "2023-09-09 02:00:00"
31800 32.23870 31.16450 56.25000 "2023-09-09 02:50:00" "2023-09-09 02:10:00"
31800 32.23870 31.16450 50.18750 "2023-09-09 02:50:00" "2023-09-09 02:20:00"
31800 32.23870 31.16450 43.77143 "2023-09-09 02:50:00" "2023-09-09 02:30:00"
31800 32.23870 31.16450 28.17500 "2023-09-09 02:50:00" "2023-09-09 02:40:00"
31800 32.23870 31.16450 28.80000 "2023-09-09 02:50:00" "2023-09-09 02:50:00"
32400 32.06298 32.63570 56.25000 "2023-09-09 03:00:00" "2023-09-09 02:10:00"
32400 32.06298 32.63570 50.18750 "2023-09-09 03:00:00" "2023-09-09 02:20:00"
32400 32.06298 32.63570 43.77143 "2023-09-09 03:00:00" "2023-09-09 02:30:00"
32400 32.06298 32.63570 28.17500 "2023-09-09 03:00:00" "2023-09-09 02:40:00"
32400 32.06298 32.63570 28.80000 "2023-09-09 03:00:00" "2023-09-09 02:50:00"
32400 32.06298 32.63570 35.92857 "2023-09-09 03:00:00" "2023-09-09 03:00:00"
33000 34.16339 33.59882 50.18750 "2023-09-09 03:10:00" "2023-09-09 02:20:00"
33000 34.16339 33.59882 43.77143 "2023-09-09 03:10:00" "2023-09-09 02:30:00"
