20230831
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
21600 77.14434 45.07701 78.31489 "2023-09-01 00:00:00" "2023-09-01 00:00:00"
22200 73.24675 44.94459 76.34002 "2023-09-01 00:10:00" "2023-09-01 00:00:00"
22200 73.24675 44.94459 74.45813 "2023-09-01 00:10:00" "2023-09-01 00:10:00"
22800 70.89587 47.53724 76.44641 "2023-09-01 00:20:00" "2023-09-01 00:00:00"
22800 70.89587 47.53724 73.45524 "2023-09-01 00:20:00" "2023-09-01 00:10:00"
22800 70.89587 47.53724 72.21178 "2023-09-01 00:20:00" "2023-09-01 00:20:00"
23400 69.62959 50.21980 78.34457 "2023-09-01 00:30:00" "2023-09-01 00:00:00"
23400 69.62959 50.21980 74.30876 "2023-09-01 00:30:00" "2023-09-01 00:10:00"
23400 69.62959 50.21980 71.73843 "2023-09-01 00:30:00" "2023-09-01 00:20:00"
23400 69.62959 50.21980 68.13808 "2023-09-01 00:30:00" "2023-09-01 00:30:00"
24000 68.38092 51.19836 77.79952 "2023-09-01 00:40:00" "2023-09-01 00:00:00"
24000 68.38092 51.19836 72.98506 "2023-09-01 00:40:00" "2023-09-01 00:10:00"
24000 68.38092 51.19836 69.40104 "2023-09-01 00:40:00" "2023-09-01 00:20:00"
24000 68.38092 51.19836 64.35583 "2023-09-01 00:40:00" "2023-09-01 00:30:00"
24000 68.38092 51.19836 68.44760 "2023-09-01 00:40:00" "2023-09-01 00:40:00"
24600 66.26692 54.04226 78.95838 "2023-09-01 00:50:00" "2023-09-01 00:00:00"
24600 66.26692 54.04226 73.57127 "2023-09-01 00:50:00" "2023-09-01 00:10:00"
24600 66.26692 54.04226 69.22235 "2023-09-01 00:50:00" "2023-09-01 00:20:00"
24600 66.26692 54.04226 62.94595 "2023-09-01 00:50:00" "2023-09-01 00:30:00"
24600 66.26692 54.04226 69.21219 "2023-09-01 00:50:00" "2023-09-01 00:40:00"
24600 66.26692 54.04226 66.21456 "2023-09-01 00:50:00" "2023-09-01 00:50:00"
25200 65.35939 54.49788 74.10164 "2023-09-01 01:00:00" "2023-09-01 00:10:00"
25200 65.35939 54.49788 69.16710 "2023-09-01 01:00:00" "2023-09-01 00:20:00"
25200 65.35939 54.49788 61.97510 "2023-09-01 01:00:00" "2023-09-01 00:30:00"
25200 65.35939 54.49788 70.02989 "2023-09-01 01:00:00" "2023-09-01 00:40:00"
25200 65.35939 54.49788 65.25675 "2023-09-01 01:00:00" "2023-09-01 00:50:00"
25200 65.35939 54.49788 63.98055 "2023-09-01 01:00:00" "2023-09-01 01:00:00"
25800 65.46794 51.62219 65.45704 "2023-09-01 01:10:00" "2023-09-01 00:20:00"
25800 65.46794 51.62219 57.76859 "2023-09-01 01:10:00" "2023-09-01 00:30:00"
25800 65.46794 51.62219 67.12816 "2023-09-01 01:10:00" "2023-09-01 00:40:00"
25800 65.46794 51.62219 60.94680 "2023-09-01 01:10:00" "2023-09-01 00:50:00"
25800 65.46794 51.62219 59.24249 "2023-09-01 01:10:00" "2023-09-01 01:00:00"
25800 65.46794 51.62219 64.72571 "2023-09-01 01:10:00" "2023-09-01 01:10:00"
26400 67.13691 48.93380 54.24458 "2023-09-01 01:20:00" "2023-09-01 00:30:00"
26400 67.13691 48.93380 64.40770 "2023-09-01 01:20:00" "2023-09-01 00:40:00"
26400 67.13691 48.93380 57.17307 "2023-09-01 01:20:00" "2023-09-01 00:50:00"
26400 67.13691 48.93380 55.00302 "2023-09-01 01:20:00" "2023-09-01 01:00:00"
26400 67.13691 48.93380 63.79312 "2023-09-01 01:20:00" "2023-09-01 01:10:00"
