20230919
Seconds MEASURES_glf(%) MNH_GLF(%) "AR_GLF (%)" Date_of_forecast Date_of_computing
27600 53.84448 60.68673 45.59360 "2023-09-20 01:40:00" "2023-09-20 01:40:00"
28200 54.82231 61.28017 50.77708 "2023-09-20 01:50:00" "2023-09-20 01:40:00"
28200 54.82231 61.28017 51.21557 "2023-09-20 01:50:00" "2023-09-20 01:50:00"
28800 55.15539 60.59594 54.98436 "2023-09-20 02:00:00" "2023-09-20 01:40:00"
28800 55.15539 60.59594 55.85464 "2023-09-20 02:00:00" "2023-09-20 01:50:00"
28800 55.15539 60.59594 55.34909 "2023-09-20 02:00:00" "2023-09-20 02:00:00"
29400 49.79363 58.27015 56.44803 "2023-09-20 02:10:00" "2023-09-20 01:40:00"
29400 49.79363 58.27015 57.79317 "2023-09-20 02:10:00" "2023-09-20 01:50:00"
29400 49.79363 58.27015 57.43655 "2023-09-20 02:10:00" "2023-09-20 02:00:00"
29400 49.79363 58.27015 51.49794 "2023-09-20 02:10:00" "2023-09-20 02:10:00"
30000 47.09008 57.58458 58.40885 "2023-09-20 02:20:00" "2023-09-20 01:40:00"
30000 47.09008 57.58458 60.12365 "2023-09-20 02:20:00" "2023-09-20 01:50:00"
30000 47.09008 57.58458 59.96848 "2023-09-20 02:20:00" "2023-09-20 02:00:00"
30000 47.09008 57.58458 50.38124 "2023-09-20 02:20:00" "2023-09-20 02:10:00"
30000 47.09008 57.58458 46.31250 "2023-09-20 02:20:00" "2023-09-20 02:20:00"
30600 45.76434 56.94687 60.09584 "2023-09-20 02:30:00" "2023-09-20 01:40:00"
30600 45.76434 56.94687 62.16391 "2023-09-20 02:30:00" "2023-09-20 01:50:00"
30600 45.76434 56.94687 62.12567 "2023-09-20 02:30:00" "2023-09-20 02:00:00"
30600 45.76434 56.94687 49.31098 "2023-09-20 02:30:00" "2023-09-20 02:10:00"
30600 45.76434 56.94687 43.52193 "2023-09-20 02:30:00" "2023-09-20 02:20:00"
30600 45.76434 56.94687 46.78665 "2023-09-20 02:30:00" "2023-09-20 02:30:00"
31200 45.53333 55.89277 62.83487 "2023-09-20 02:40:00" "2023-09-20 01:50:00"
31200 45.53333 55.89277 63.02199 "2023-09-20 02:40:00" "2023-09-20 02:00:00"
31200 45.53333 55.89277 47.46856 "2023-09-20 02:40:00" "2023-09-20 02:10:00"
31200 45.53333 55.89277 40.13885 "2023-09-20 02:40:00" "2023-09-20 02:20:00"
31200 45.53333 55.89277 44.96955 "2023-09-20 02:40:00" "2023-09-20 02:30:00"
31200 45.53333 55.89277 47.19666 "2023-09-20 02:40:00" "2023-09-20 02:40:00"
31800 46.18517 54.42480 62.84243 "2023-09-20 02:50:00" "2023-09-20 02:00:00"
31800 46.18517 54.42480 45.02658 "2023-09-20 02:50:00" "2023-09-20 02:10:00"
31800 46.18517 54.42480 36.36580 "2023-09-20 02:50:00" "2023-09-20 02:20:00"
31800 46.18517 54.42480 42.44038 "2023-09-20 02:50:00" "2023-09-20 02:30:00"
31800 46.18517 54.42480 45.21666 "2023-09-20 02:50:00" "2023-09-20 02:40:00"
31800 46.18517 54.42480 47.88194 "2023-09-20 02:50:00" "2023-09-20 02:50:00"
32400 47.16699 52.84533 42.79131 "2023-09-20 03:00:00" "2023-09-20 02:10:00"
32400 47.16699 52.84533 33.22444 "2023-09-20 03:00:00" "2023-09-20 02:20:00"
32400 47.16699 52.84533 40.39014 "2023-09-20 03:00:00" "2023-09-20 02:30:00"
32400 47.16699 52.84533 43.65513 "2023-09-20 03:00:00" "2023-09-20 02:40:00"
32400 47.16699 52.84533 47.79065 "2023-09-20 03:00:00" "2023-09-20 02:50:00"
32400 47.16699 52.84533 48.27907 "2023-09-20 03:00:00" "2023-09-20 03:00:00"
33000 55.25429 51.76886 30.94062 "2023-09-20 03:10:00" "2023-09-20 02:20:00"
33000 55.25429 51.76886 38.82554 "2023-09-20 03:10:00" "2023-09-20 02:30:00"
33000 55.25429 51.76886 42.57848 "2023-09-20 03:10:00" "2023-09-20 02:40:00"
33000 55.25429 51.76886 47.86320 "2023-09-20 03:10:00" "2023-09-20 02:50:00"
33000 55.25429 51.76886 48.33093 "2023-09-20 03:10:00" "2023-09-20 03:00:00"
33000 55.25429 51.76886 55.64367 "2023-09-20 03:10:00" "2023-09-20 03:10:00"
33600 60.71150 52.59288 39.17157 "2023-09-20 03:20:00" "2023-09-20 02:30:00"
33600 60.71150 52.59288 43.16187 "2023-09-20 03:20:00" "2023-09-20 02:40:00"
33600 60.71150 52.59288 49.44997 "2023-09-20 03:20:00" "2023-09-20 02:50:00"
33600 60.71150 52.59288 49.92294 "2023-09-20 03:20:00" "2023-09-20 03:00:00"
33600 60.71150 52.59288 62.64167 "2023-09-20 03:20:00" "2023-09-20 03:10:00"
33600 60.71150 52.59288 61.98414 "2023-09-20 03:20:00" "2023-09-20 03:20:00"
34200 59.85421 53.35268 44.30166 "2023-09-20 03:30:00" "2023-09-20 02:40:00"
34200 59.85421 53.35268 51.35528 "2023-09-20 03:30:00" "2023-09-20 02:50:00"
34200 59.85421 53.35268 51.88252 "2023-09-20 03:30:00" "2023-09-20 03:00:00"
34200 59.85421 53.35268 69.13318 "2023-09-20 03:30:00" "2023-09-20 03:10:00"
34200 59.85421 53.35268 67.93306 "2023-09-20 03:30:00" "2023-09-20 03:20:00"
34200 59.85421 53.35268 59.71659 "2023-09-20 03:30:00" "2023-09-20 03:30:00"
34800 58.89404 54.13813 52.91783 "2023-09-20 03:40:00" "2023-09-20 02:50:00"
34800 58.89404 54.13813 53.43248 "2023-09-20 03:40:00" "2023-09-20 03:00:00"
34800 58.89404 54.13813 74.39908 "2023-09-20 03:40:00" "2023-09-20 03:10:00"
34800 58.89404 54.13813 72.99702 "2023-09-20 03:40:00" "2023-09-20 03:20:00"
34800 58.89404 54.13813 59.83839 "2023-09-20 03:40:00" "2023-09-20 03:30:00"
34800 58.89404 54.13813 59.28047 "2023-09-20 03:40:00" "2023-09-20 03:40:00"
35400 56.96660 55.14017 54.67207 "2023-09-20 03:50:00" "2023-09-20 03:00:00"
35400 56.96660 55.14017 78.72932 "2023-09-20 03:50:00" "2023-09-20 03:10:00"
35400 56.96660 55.14017 77.12185 "2023-09-20 03:50:00" "2023-09-20 03:20:00"
35400 56.96660 55.14017 60.14764 "2023-09-20 03:50:00" "2023-09-20 03:30:00"
35400 56.96660 55.14017 59.15892 "2023-09-20 03:50:00" "2023-09-20 03:40:00"
