20230922
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 31.72618 58.12394 28.74000 "2023-09-22 23:40:00" "2023-09-22 23:40:00"
21000 32.76991 58.16573 28.74000 "2023-09-22 23:50:00" "2023-09-22 23:40:00"
21000 32.76991 58.16573 30.01250 "2023-09-22 23:50:00" "2023-09-22 23:50:00"
21600 34.63541 59.34620 28.74000 "2023-09-23 00:00:00" "2023-09-22 23:40:00"
21600 34.63541 59.34620 30.01250 "2023-09-23 00:00:00" "2023-09-22 23:50:00"
21600 34.63541 59.34620 35.25714 "2023-09-23 00:00:00" "2023-09-23 00:00:00"
22200 36.27969 61.99030 28.74000 "2023-09-23 00:10:00" "2023-09-22 23:40:00"
22200 36.27969 61.99030 30.01250 "2023-09-23 00:10:00" "2023-09-22 23:50:00"
22200 36.27969 61.99030 35.25714 "2023-09-23 00:10:00" "2023-09-23 00:00:00"
22200 36.27969 61.99030 29.97143 "2023-09-23 00:10:00" "2023-09-23 00:10:00"
22800 38.72337 63.48165 28.74000 "2023-09-23 00:20:00" "2023-09-22 23:40:00"
22800 38.72337 63.48165 30.01250 "2023-09-23 00:20:00" "2023-09-22 23:50:00"
22800 38.72337 63.48165 35.25714 "2023-09-23 00:20:00" "2023-09-23 00:00:00"
22800 38.72337 63.48165 29.97143 "2023-09-23 00:20:00" "2023-09-23 00:10:00"
22800 38.72337 63.48165 35.20000 "2023-09-23 00:20:00" "2023-09-23 00:20:00"
23400 39.29188 64.51329 28.74000 "2023-09-23 00:30:00" "2023-09-22 23:40:00"
23400 39.29188 64.51329 30.01250 "2023-09-23 00:30:00" "2023-09-22 23:50:00"
23400 39.29188 64.51329 35.25714 "2023-09-23 00:30:00" "2023-09-23 00:00:00"
23400 39.29188 64.51329 29.97143 "2023-09-23 00:30:00" "2023-09-23 00:10:00"
23400 39.29188 64.51329 35.20000 "2023-09-23 00:30:00" "2023-09-23 00:20:00"
23400 39.29188 64.51329 42.47143 "2023-09-23 00:30:00" "2023-09-23 00:30:00"
24000 39.85431 67.12339 30.01250 "2023-09-23 00:40:00" "2023-09-22 23:50:00"
24000 39.85431 67.12339 35.25714 "2023-09-23 00:40:00" "2023-09-23 00:00:00"
24000 39.85431 67.12339 29.97143 "2023-09-23 00:40:00" "2023-09-23 00:10:00"
24000 39.85431 67.12339 35.20000 "2023-09-23 00:40:00" "2023-09-23 00:20:00"
24000 39.85431 67.12339 42.47143 "2023-09-23 00:40:00" "2023-09-23 00:30:00"
24000 39.85431 67.12339 46.80000 "2023-09-23 00:40:00" "2023-09-23 00:40:00"
24600 39.46060 68.00371 35.25714 "2023-09-23 00:50:00" "2023-09-23 00:00:00"
24600 39.46060 68.00371 29.97143 "2023-09-23 00:50:00" "2023-09-23 00:10:00"
24600 39.46060 68.00371 35.20000 "2023-09-23 00:50:00" "2023-09-23 00:20:00"
24600 39.46060 68.00371 42.47143 "2023-09-23 00:50:00" "2023-09-23 00:30:00"
24600 39.46060 68.00371 46.80000 "2023-09-23 00:50:00" "2023-09-23 00:40:00"
24600 39.46060 68.00371 40.68571 "2023-09-23 00:50:00" "2023-09-23 00:50:00"
25200 38.09802 67.20259 29.97143 "2023-09-23 01:00:00" "2023-09-23 00:10:00"
25200 38.09802 67.20259 35.20000 "2023-09-23 01:00:00" "2023-09-23 00:20:00"
