20230902
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
24000 91.60000 72.11658 91.60000 "2023-09-03 00:40:00" "2023-09-03 00:40:00"
24600 91.60000 72.78728 91.60000 "2023-09-03 00:50:00" "2023-09-03 00:40:00"
24600 91.60000 72.78728 9999.00000 "2023-09-03 00:50:00" "2023-09-03 00:50:00"
25200 91.60000 73.38698 91.60000 "2023-09-03 01:00:00" "2023-09-03 00:40:00"
25200 91.60000 73.38698 9999.00000 "2023-09-03 01:00:00" "2023-09-03 00:50:00"
25200 91.60000 73.38698 9999.00000 "2023-09-03 01:00:00" "2023-09-03 01:00:00"
25800 9999.00000 74.04838 91.60000 "2023-09-03 01:10:00" "2023-09-03 00:40:00"
25800 9999.00000 74.04838 9999.00000 "2023-09-03 01:10:00" "2023-09-03 00:50:00"
25800 9999.00000 74.04838 9999.00000 "2023-09-03 01:10:00" "2023-09-03 01:00:00"
25800 9999.00000 74.04838 9999.00000 "2023-09-03 01:10:00" "2023-09-03 01:10:00"
26400 76.81908 74.34457 91.60000 "2023-09-03 01:20:00" "2023-09-03 00:40:00"
26400 76.81908 74.34457 9999.00000 "2023-09-03 01:20:00" "2023-09-03 00:50:00"
26400 76.81908 74.34457 9999.00000 "2023-09-03 01:20:00" "2023-09-03 01:00:00"
26400 76.81908 74.34457 9999.00000 "2023-09-03 01:20:00" "2023-09-03 01:10:00"
26400 76.81908 74.34457 9999.00000 "2023-09-03 01:20:00" "2023-09-03 01:20:00"
27000 76.52484 74.69726 91.60000 "2023-09-03 01:30:00" "2023-09-03 00:40:00"
27000 76.52484 74.69726 9999.00000 "2023-09-03 01:30:00" "2023-09-03 00:50:00"
27000 76.52484 74.69726 9999.00000 "2023-09-03 01:30:00" "2023-09-03 01:00:00"
27000 76.52484 74.69726 9999.00000 "2023-09-03 01:30:00" "2023-09-03 01:10:00"
27000 76.52484 74.69726 9999.00000 "2023-09-03 01:30:00" "2023-09-03 01:20:00"
27000 76.52484 74.69726 9999.00000 "2023-09-03 01:30:00" "2023-09-03 01:30:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 00:50:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 01:00:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 01:10:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 01:20:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 01:30:00"
27600 75.40814 75.12564 9999.00000 "2023-09-03 01:40:00" "2023-09-03 01:40:00"
28200 73.39103 75.26434 9999.00000 "2023-09-03 01:50:00" "2023-09-03 01:00:00"
28200 73.39103 75.26434 9999.00000 "2023-09-03 01:50:00" "2023-09-03 01:10:00"
28200 73.39103 75.26434 9999.00000 "2023-09-03 01:50:00" "2023-09-03 01:20:00"
28200 73.39103 75.26434 9999.00000 "2023-09-03 01:50:00" "2023-09-03 01:30:00"
28200 73.39103 75.26434 9999.00000 "2023-09-03 01:50:00" "2023-09-03 01:40:00"
28200 73.39103 75.26434 78.20000 "2023-09-03 01:50:00" "2023-09-03 01:50:00"
28800 71.44696 74.16752 9999.00000 "2023-09-03 02:00:00" "2023-09-03 01:10:00"
28800 71.44696 74.16752 9999.00000 "2023-09-03 02:00:00" "2023-09-03 01:20:00"
28800 71.44696 74.16752 9999.00000 "2023-09-03 02:00:00" "2023-09-03 01:30:00"
28800 71.44696 74.16752 9999.00000 "2023-09-03 02:00:00" "2023-09-03 01:40:00"
28800 71.44696 74.16752 78.20000 "2023-09-03 02:00:00" "2023-09-03 01:50:00"
28800 71.44696 74.16752 76.30000 "2023-09-03 02:00:00" "2023-09-03 02:00:00"
29400 70.88286 72.36408 9999.00000 "2023-09-03 02:10:00" "2023-09-03 01:20:00"
