20230907
Seconds MEASURES_glf(%) MNH_GLF(%) PERSISTENCE(%) Date_of_forecast Date_of_computing
20400 32.76307 55.32250 35.72857 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 33.83715 56.85852 35.72857 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 33.83715 56.85852 33.46250 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 33.21988 57.13594 35.72857 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 33.21988 57.13594 33.46250 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 33.21988 57.13594 28.05714 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 32.44404 59.01698 35.72857 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
22200 32.44404 59.01698 33.46250 "2023-09-08 00:10:00" "2023-09-07 23:50:00"
22200 32.44404 59.01698 28.05714 "2023-09-08 00:10:00" "2023-09-08 00:00:00"
22200 32.44404 59.01698 34.02857 "2023-09-08 00:10:00" "2023-09-08 00:10:00"
22800 31.37761 56.18925 35.72857 "2023-09-08 00:20:00" "2023-09-07 23:40:00"
22800 31.37761 56.18925 33.46250 "2023-09-08 00:20:00" "2023-09-07 23:50:00"
22800 31.37761 56.18925 28.05714 "2023-09-08 00:20:00" "2023-09-08 00:00:00"
22800 31.37761 56.18925 34.02857 "2023-09-08 00:20:00" "2023-09-08 00:10:00"
22800 31.37761 56.18925 30.37500 "2023-09-08 00:20:00" "2023-09-08 00:20:00"
23400 30.50153 49.86751 35.72857 "2023-09-08 00:30:00" "2023-09-07 23:40:00"
23400 30.50153 49.86751 33.46250 "2023-09-08 00:30:00" "2023-09-07 23:50:00"
23400 30.50153 49.86751 28.05714 "2023-09-08 00:30:00" "2023-09-08 00:00:00"
23400 30.50153 49.86751 34.02857 "2023-09-08 00:30:00" "2023-09-08 00:10:00"
23400 30.50153 49.86751 30.37500 "2023-09-08 00:30:00" "2023-09-08 00:20:00"
23400 30.50153 49.86751 41.40000 "2023-09-08 00:30:00" "2023-09-08 00:30:00"
24000 32.60885 45.54623 33.46250 "2023-09-08 00:40:00" "2023-09-07 23:50:00"
24000 32.60885 45.54623 28.05714 "2023-09-08 00:40:00" "2023-09-08 00:00:00"
24000 32.60885 45.54623 34.02857 "2023-09-08 00:40:00" "2023-09-08 00:10:00"
24000 32.60885 45.54623 30.37500 "2023-09-08 00:40:00" "2023-09-08 00:20:00"
24000 32.60885 45.54623 41.40000 "2023-09-08 00:40:00" "2023-09-08 00:30:00"
24000 32.60885 45.54623 28.95000 "2023-09-08 00:40:00" "2023-09-08 00:40:00"
24600 32.42333 44.13919 28.05714 "2023-09-08 00:50:00" "2023-09-08 00:00:00"
24600 32.42333 44.13919 34.02857 "2023-09-08 00:50:00" "2023-09-08 00:10:00"
