20230913
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 1.59482 2.13645 1.53600 "2023-09-13 23:00:00" "2023-09-13 23:00:00"
18600 1.46234 2.00705 1.53600 "2023-09-13 23:10:00" "2023-09-13 23:00:00"
18600 1.46234 2.00705 1.81900 "2023-09-13 23:10:00" "2023-09-13 23:10:00"
19200 1.44611 2.01731 1.53600 "2023-09-13 23:20:00" "2023-09-13 23:00:00"
19200 1.44611 2.01731 1.81900 "2023-09-13 23:20:00" "2023-09-13 23:10:00"
19200 1.44611 2.01731 1.59400 "2023-09-13 23:20:00" "2023-09-13 23:20:00"
19800 1.36828 2.00823 1.53600 "2023-09-13 23:30:00" "2023-09-13 23:00:00"
19800 1.36828 2.00823 1.81900 "2023-09-13 23:30:00" "2023-09-13 23:10:00"
19800 1.36828 2.00823 1.59400 "2023-09-13 23:30:00" "2023-09-13 23:20:00"
19800 1.36828 2.00823 1.48000 "2023-09-13 23:30:00" "2023-09-13 23:30:00"
20400 1.21111 2.21832 1.53600 "2023-09-13 23:40:00" "2023-09-13 23:00:00"
20400 1.21111 2.21832 1.81900 "2023-09-13 23:40:00" "2023-09-13 23:10:00"
20400 1.21111 2.21832 1.59400 "2023-09-13 23:40:00" "2023-09-13 23:20:00"
20400 1.21111 2.21832 1.48000 "2023-09-13 23:40:00" "2023-09-13 23:30:00"
20400 1.21111 2.21832 1.03400 "2023-09-13 23:40:00" "2023-09-13 23:40:00"
21000 1.11277 2.45074 1.53600 "2023-09-13 23:50:00" "2023-09-13 23:00:00"
21000 1.11277 2.45074 1.81900 "2023-09-13 23:50:00" "2023-09-13 23:10:00"
21000 1.11277 2.45074 1.59400 "2023-09-13 23:50:00" "2023-09-13 23:20:00"
21000 1.11277 2.45074 1.48000 "2023-09-13 23:50:00" "2023-09-13 23:30:00"
21000 1.11277 2.45074 1.03400 "2023-09-13 23:50:00" "2023-09-13 23:40:00"
21000 1.11277 2.45074 1.29100 "2023-09-13 23:50:00" "2023-09-13 23:50:00"
21600 0.96543 2.51576 1.81900 "2023-09-14 00:00:00" "2023-09-13 23:10:00"
