20230921
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 4.59285 7.74858 4.89100 "2023-09-21 23:00:00" "2023-09-21 23:00:00"
18600 4.44095 7.64205 4.89100 "2023-09-21 23:10:00" "2023-09-21 23:00:00"
18600 4.44095 7.64205 4.69833 "2023-09-21 23:10:00" "2023-09-21 23:10:00"
19200 4.24713 7.38818 4.89100 "2023-09-21 23:20:00" "2023-09-21 23:00:00"
19200 4.24713 7.38818 4.69833 "2023-09-21 23:20:00" "2023-09-21 23:10:00"
19200 4.24713 7.38818 4.53900 "2023-09-21 23:20:00" "2023-09-21 23:20:00"
19800 4.21954 7.22333 4.89100 "2023-09-21 23:30:00" "2023-09-21 23:00:00"
19800 4.21954 7.22333 4.69833 "2023-09-21 23:30:00" "2023-09-21 23:10:00"
19800 4.21954 7.22333 4.53900 "2023-09-21 23:30:00" "2023-09-21 23:20:00"
19800 4.21954 7.22333 3.67800 "2023-09-21 23:30:00" "2023-09-21 23:30:00"
20400 4.24953 7.24153 4.89100 "2023-09-21 23:40:00" "2023-09-21 23:00:00"
20400 4.24953 7.24153 4.69833 "2023-09-21 23:40:00" "2023-09-21 23:10:00"
20400 4.24953 7.24153 4.53900 "2023-09-21 23:40:00" "2023-09-21 23:20:00"
20400 4.24953 7.24153 3.67800 "2023-09-21 23:40:00" "2023-09-21 23:30:00"
20400 4.24953 7.24153 3.80500 "2023-09-21 23:40:00" "2023-09-21 23:40:00"
21000 4.45362 6.84809 4.89100 "2023-09-21 23:50:00" "2023-09-21 23:00:00"
21000 4.45362 6.84809 4.69833 "2023-09-21 23:50:00" "2023-09-21 23:10:00"
21000 4.45362 6.84809 4.53900 "2023-09-21 23:50:00" "2023-09-21 23:20:00"
21000 4.45362 6.84809 3.67800 "2023-09-21 23:50:00" "2023-09-21 23:30:00"
21000 4.45362 6.84809 3.80500 "2023-09-21 23:50:00" "2023-09-21 23:40:00"
21000 4.45362 6.84809 4.29400 "2023-09-21 23:50:00" "2023-09-21 23:50:00"
21600 4.80057 6.18669 4.69833 "2023-09-22 00:00:00" "2023-09-21 23:10:00"
21600 4.80057 6.18669 4.53900 "2023-09-22 00:00:00" "2023-09-21 23:20:00"
21600 4.80057 6.18669 3.67800 "2023-09-22 00:00:00" "2023-09-21 23:30:00"
21600 4.80057 6.18669 3.80500 "2023-09-22 00:00:00" "2023-09-21 23:40:00"
21600 4.80057 6.18669 4.29400 "2023-09-22 00:00:00" "2023-09-21 23:50:00"
21600 4.80057 6.18669 4.31700 "2023-09-22 00:00:00" "2023-09-22 00:00:00"
22200 5.06513 5.69567 4.53900 "2023-09-22 00:10:00" "2023-09-21 23:20:00"
22200 5.06513 5.69567 3.67800 "2023-09-22 00:10:00" "2023-09-21 23:30:00"
