20230912
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 4.02223 4.14387 3.22700 "2023-09-12 23:00:00" "2023-09-12 23:00:00"
18600 4.46225 4.32288 3.22700 "2023-09-12 23:10:00" "2023-09-12 23:00:00"
18600 4.46225 4.32288 4.15600 "2023-09-12 23:10:00" "2023-09-12 23:10:00"
19200 5.07511 4.56877 3.22700 "2023-09-12 23:20:00" "2023-09-12 23:00:00"
19200 5.07511 4.56877 4.15600 "2023-09-12 23:20:00" "2023-09-12 23:10:00"
19200 5.07511 4.56877 4.41700 "2023-09-12 23:20:00" "2023-09-12 23:20:00"
19800 5.74757 4.76785 3.22700 "2023-09-12 23:30:00" "2023-09-12 23:00:00"
19800 5.74757 4.76785 4.15600 "2023-09-12 23:30:00" "2023-09-12 23:10:00"
19800 5.74757 4.76785 4.41700 "2023-09-12 23:30:00" "2023-09-12 23:20:00"
19800 5.74757 4.76785 4.98200 "2023-09-12 23:30:00" "2023-09-12 23:30:00"
20400 6.23182 5.01919 3.22700 "2023-09-12 23:40:00" "2023-09-12 23:00:00"
20400 6.23182 5.01919 4.15600 "2023-09-12 23:40:00" "2023-09-12 23:10:00"
20400 6.23182 5.01919 4.41700 "2023-09-12 23:40:00" "2023-09-12 23:20:00"
20400 6.23182 5.01919 4.98200 "2023-09-12 23:40:00" "2023-09-12 23:30:00"
20400 6.23182 5.01919 5.23400 "2023-09-12 23:40:00" "2023-09-12 23:40:00"
21000 6.61659 4.95622 3.22700 "2023-09-12 23:50:00" "2023-09-12 23:00:00"
21000 6.61659 4.95622 4.15600 "2023-09-12 23:50:00" "2023-09-12 23:10:00"
21000 6.61659 4.95622 4.41700 "2023-09-12 23:50:00" "2023-09-12 23:20:00"
21000 6.61659 4.95622 4.98200 "2023-09-12 23:50:00" "2023-09-12 23:30:00"
21000 6.61659 4.95622 5.23400 "2023-09-12 23:50:00" "2023-09-12 23:40:00"
21000 6.61659 4.95622 6.74100 "2023-09-12 23:50:00" "2023-09-12 23:50:00"
21600 6.80946 4.58121 4.15600 "2023-09-13 00:00:00" "2023-09-12 23:10:00"
21600 6.80946 4.58121 4.41700 "2023-09-13 00:00:00" "2023-09-12 23:20:00"
21600 6.80946 4.58121 4.98200 "2023-09-13 00:00:00" "2023-09-12 23:30:00"
21600 6.80946 4.58121 5.23400 "2023-09-13 00:00:00" "2023-09-12 23:40:00"
21600 6.80946 4.58121 6.74100 "2023-09-13 00:00:00" "2023-09-12 23:50:00"
21600 6.80946 4.58121 7.54200 "2023-09-13 00:00:00" "2023-09-13 00:00:00"
22200 6.83223 4.13137 4.41700 "2023-09-13 00:10:00" "2023-09-12 23:20:00"
22200 6.83223 4.13137 4.98200 "2023-09-13 00:10:00" "2023-09-12 23:30:00"
22200 6.83223 4.13137 5.23400 "2023-09-13 00:10:00" "2023-09-12 23:40:00"
22200 6.83223 4.13137 6.74100 "2023-09-13 00:10:00" "2023-09-12 23:50:00"
22200 6.83223 4.13137 7.54200 "2023-09-13 00:10:00" "2023-09-13 00:00:00"
22200 6.83223 4.13137 7.45900 "2023-09-13 00:10:00" "2023-09-13 00:10:00"
22800 6.62803 3.71691 4.98200 "2023-09-13 00:20:00" "2023-09-12 23:30:00"
22800 6.62803 3.71691 5.23400 "2023-09-13 00:20:00" "2023-09-12 23:40:00"
22800 6.62803 3.71691 6.74100 "2023-09-13 00:20:00" "2023-09-12 23:50:00"
22800 6.62803 3.71691 7.54200 "2023-09-13 00:20:00" "2023-09-13 00:00:00"
22800 6.62803 3.71691 7.45900 "2023-09-13 00:20:00" "2023-09-13 00:10:00"
22800 6.62803 3.71691 7.09200 "2023-09-13 00:20:00" "2023-09-13 00:20:00"
23400 6.17907 3.39263 5.23400 "2023-09-13 00:30:00" "2023-09-12 23:40:00"
23400 6.17907 3.39263 6.74100 "2023-09-13 00:30:00" "2023-09-12 23:50:00"
23400 6.17907 3.39263 7.54200 "2023-09-13 00:30:00" "2023-09-13 00:00:00"
23400 6.17907 3.39263 7.45900 "2023-09-13 00:30:00" "2023-09-13 00:10:00"
23400 6.17907 3.39263 7.09200 "2023-09-13 00:30:00" "2023-09-13 00:20:00"
23400 6.17907 3.39263 6.60700 "2023-09-13 00:30:00" "2023-09-13 00:30:00"
24000 5.73975 3.11992 6.74100 "2023-09-13 00:40:00" "2023-09-12 23:50:00"
24000 5.73975 3.11992 7.54200 "2023-09-13 00:40:00" "2023-09-13 00:00:00"
24000 5.73975 3.11992 7.45900 "2023-09-13 00:40:00" "2023-09-13 00:10:00"
24000 5.73975 3.11992 7.09200 "2023-09-13 00:40:00" "2023-09-13 00:20:00"
24000 5.73975 3.11992 6.60700 "2023-09-13 00:40:00" "2023-09-13 00:30:00"
