20230928
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 5.74321 6.50035 5.73725 "2023-09-28 23:00:00" "2023-09-28 23:00:00"
18600 5.70977 6.63515 5.72253 "2023-09-28 23:10:00" "2023-09-28 23:00:00"
18600 5.70977 6.63515 5.73355 "2023-09-28 23:10:00" "2023-09-28 23:10:00"
19200 5.56921 6.53804 5.55668 "2023-09-28 23:20:00" "2023-09-28 23:00:00"
19200 5.56921 6.53804 5.56171 "2023-09-28 23:20:00" "2023-09-28 23:10:00"
19200 5.56921 6.53804 5.52162 "2023-09-28 23:20:00" "2023-09-28 23:20:00"
19800 5.39257 6.80549 5.70131 "2023-09-28 23:30:00" "2023-09-28 23:00:00"
19800 5.39257 6.80549 5.70245 "2023-09-28 23:30:00" "2023-09-28 23:10:00"
19800 5.39257 6.80549 5.68869 "2023-09-28 23:30:00" "2023-09-28 23:20:00"
19800 5.39257 6.80549 5.53623 "2023-09-28 23:30:00" "2023-09-28 23:30:00"
20400 5.28711 7.00685 5.91828 "2023-09-28 23:40:00" "2023-09-28 23:00:00"
20400 5.28711 7.00685 5.91789 "2023-09-28 23:40:00" "2023-09-28 23:10:00"
20400 5.28711 7.00685 5.91262 "2023-09-28 23:40:00" "2023-09-28 23:20:00"
20400 5.28711 7.00685 5.46582 "2023-09-28 23:40:00" "2023-09-28 23:30:00"
20400 5.28711 7.00685 5.34884 "2023-09-28 23:40:00" "2023-09-28 23:40:00"
21000 5.21195 7.14324 6.12139 "2023-09-28 23:50:00" "2023-09-28 23:00:00"
21000 5.21195 7.14324 6.11897 "2023-09-28 23:50:00" "2023-09-28 23:10:00"
21000 5.21195 7.14324 6.11632 "2023-09-28 23:50:00" "2023-09-28 23:20:00"
21000 5.21195 7.14324 5.47570 "2023-09-28 23:50:00" "2023-09-28 23:30:00"
21000 5.21195 7.14324 5.40276 "2023-09-28 23:50:00" "2023-09-28 23:40:00"
21000 5.21195 7.14324 5.17790 "2023-09-28 23:50:00" "2023-09-28 23:50:00"
21600 5.24011 7.18092 6.24037 "2023-09-29 00:00:00" "2023-09-28 23:10:00"
21600 5.24011 7.18092 6.24239 "2023-09-29 00:00:00" "2023-09-28 23:20:00"
21600 5.24011 7.18092 5.46784 "2023-09-29 00:00:00" "2023-09-28 23:30:00"
21600 5.24011 7.18092 5.42407 "2023-09-29 00:00:00" "2023-09-28 23:40:00"
21600 5.24011 7.18092 5.09421 "2023-09-29 00:00:00" "2023-09-28 23:50:00"
21600 5.24011 7.18092 5.18583 "2023-09-29 00:00:00" "2023-09-29 00:00:00"
22200 5.41154 7.00195 6.17620 "2023-09-29 00:10:00" "2023-09-28 23:20:00"
22200 5.41154 7.00195 5.26558 "2023-09-29 00:10:00" "2023-09-28 23:30:00"
22200 5.41154 7.00195 5.22619 "2023-09-29 00:10:00" "2023-09-28 23:40:00"
22200 5.41154 7.00195 4.81677 "2023-09-29 00:10:00" "2023-09-28 23:50:00"
22200 5.41154 7.00195 4.99056 "2023-09-29 00:10:00" "2023-09-29 00:00:00"
22200 5.41154 7.00195 5.33244 "2023-09-29 00:10:00" "2023-09-29 00:10:00"
22800 5.74034 6.94782 5.18635 "2023-09-29 00:20:00" "2023-09-28 23:30:00"
22800 5.74034 6.94782 5.17873 "2023-09-29 00:20:00" "2023-09-28 23:40:00"
22800 5.74034 6.94782 4.70122 "2023-09-29 00:20:00" "2023-09-28 23:50:00"
22800 5.74034 6.94782 4.92841 "2023-09-29 00:20:00" "2023-09-29 00:00:00"
22800 5.74034 6.94782 5.54728 "2023-09-29 00:20:00" "2023-09-29 00:10:00"
22800 5.74034 6.94782 5.79941 "2023-09-29 00:20:00" "2023-09-29 00:20:00"
23400 5.90859 6.70074 5.07997 "2023-09-29 00:30:00" "2023-09-28 23:40:00"
23400 5.90859 6.70074 4.54614 "2023-09-29 00:30:00" "2023-09-28 23:50:00"
23400 5.90859 6.70074 4.81572 "2023-09-29 00:30:00" "2023-09-29 00:00:00"
23400 5.90859 6.70074 5.62865 "2023-09-29 00:30:00" "2023-09-29 00:10:00"
23400 5.90859 6.70074 5.98448 "2023-09-29 00:30:00" "2023-09-29 00:20:00"
23400 5.90859 6.70074 5.73235 "2023-09-29 00:30:00" "2023-09-29 00:30:00"
24000 6.00436 6.53218 4.42412 "2023-09-29 00:40:00" "2023-09-28 23:50:00"
24000 6.00436 6.53218 4.72688 "2023-09-29 00:40:00" "2023-09-29 00:00:00"
24000 6.00436 6.53218 5.68880 "2023-09-29 00:40:00" "2023-09-29 00:10:00"
24000 6.00436 6.53218 6.13474 "2023-09-29 00:40:00" "2023-09-29 00:20:00"
24000 6.00436 6.53218 5.78145 "2023-09-29 00:40:00" "2023-09-29 00:30:00"
24000 6.00436 6.53218 6.00165 "2023-09-29 00:40:00" "2023-09-29 00:40:00"
24600 6.11831 6.54035 4.82652 "2023-09-29 00:50:00" "2023-09-29 00:00:00"
24600 6.11831 6.54035 5.92075 "2023-09-29 00:50:00" "2023-09-29 00:10:00"
24600 6.11831 6.54035 6.44175 "2023-09-29 00:50:00" "2023-09-29 00:20:00"
24600 6.11831 6.54035 6.00701 "2023-09-29 00:50:00" "2023-09-29 00:30:00"
24600 6.11831 6.54035 6.20946 "2023-09-29 00:50:00" "2023-09-29 00:40:00"
24600 6.11831 6.54035 6.17850 "2023-09-29 00:50:00" "2023-09-29 00:50:00"
25200 6.27390 6.67508 6.18763 "2023-09-29 01:00:00" "2023-09-29 00:10:00"
25200 6.27390 6.67508 6.76878 "2023-09-29 01:00:00" "2023-09-29 00:20:00"
25200 6.27390 6.67508 6.26310 "2023-09-29 01:00:00" "2023-09-29 00:30:00"
25200 6.27390 6.67508 6.45874 "2023-09-29 01:00:00" "2023-09-29 00:40:00"
25200 6.27390 6.67508 6.36511 "2023-09-29 01:00:00" "2023-09-29 00:50:00"
25200 6.27390 6.67508 6.22946 "2023-09-29 01:00:00" "2023-09-29 01:00:00"
25800 6.34690 6.87535 7.07401 "2023-09-29 01:10:00" "2023-09-29 00:20:00"
25800 6.34690 6.87535 6.51371 "2023-09-29 01:10:00" "2023-09-29 00:30:00"
25800 6.34690 6.87535 6.72606 "2023-09-29 01:10:00" "2023-09-29 00:40:00"
25800 6.34690 6.87535 6.59788 "2023-09-29 01:10:00" "2023-09-29 00:50:00"
25800 6.34690 6.87535 6.38705 "2023-09-29 01:10:00" "2023-09-29 01:00:00"
25800 6.34690 6.87535 6.32816 "2023-09-29 01:10:00" "2023-09-29 01:10:00"
26400 6.36205 6.88194 6.56385 "2023-09-29 01:20:00" "2023-09-29 00:30:00"
26400 6.36205 6.88194 6.76036 "2023-09-29 01:20:00" "2023-09-29 00:40:00"
26400 6.36205 6.88194 6.60707 "2023-09-29 01:20:00" "2023-09-29 00:50:00"
26400 6.36205 6.88194 6.34777 "2023-09-29 01:20:00" "2023-09-29 01:00:00"
26400 6.36205 6.88194 6.15908 "2023-09-29 01:20:00" "2023-09-29 01:10:00"
26400 6.36205 6.88194 6.35666 "2023-09-29 01:20:00" "2023-09-29 01:20:00"
27000 6.53882 6.99326 6.80760 "2023-09-29 01:30:00" "2023-09-29 00:40:00"
27000 6.53882 6.99326 6.63150 "2023-09-29 01:30:00" "2023-09-29 00:50:00"
27000 6.53882 6.99326 6.32877 "2023-09-29 01:30:00" "2023-09-29 01:00:00"
27000 6.53882 6.99326 6.05243 "2023-09-29 01:30:00" "2023-09-29 01:10:00"
