20230925
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 3.55015 9.47606 4.44100 "2023-09-25 23:00:00" "2023-09-25 23:00:00"
18600 3.14720 9.68886 4.44100 "2023-09-25 23:10:00" "2023-09-25 23:00:00"
18600 3.14720 9.68886 3.95333 "2023-09-25 23:10:00" "2023-09-25 23:10:00"
19200 2.78377 9.74068 4.44100 "2023-09-25 23:20:00" "2023-09-25 23:00:00"
19200 2.78377 9.74068 3.95333 "2023-09-25 23:20:00" "2023-09-25 23:10:00"
19200 2.78377 9.74068 3.11350 "2023-09-25 23:20:00" "2023-09-25 23:20:00"
19800 2.42581 9.72988 4.44100 "2023-09-25 23:30:00" "2023-09-25 23:00:00"
19800 2.42581 9.72988 3.95333 "2023-09-25 23:30:00" "2023-09-25 23:10:00"
19800 2.42581 9.72988 3.11350 "2023-09-25 23:30:00" "2023-09-25 23:20:00"
19800 2.42581 9.72988 1.53700 "2023-09-25 23:30:00" "2023-09-25 23:30:00"
20400 2.27225 9.63751 4.44100 "2023-09-25 23:40:00" "2023-09-25 23:00:00"
20400 2.27225 9.63751 3.95333 "2023-09-25 23:40:00" "2023-09-25 23:10:00"
20400 2.27225 9.63751 3.11350 "2023-09-25 23:40:00" "2023-09-25 23:20:00"
20400 2.27225 9.63751 1.53700 "2023-09-25 23:40:00" "2023-09-25 23:30:00"
20400 2.27225 9.63751 1.86600 "2023-09-25 23:40:00" "2023-09-25 23:40:00"
21000 2.21613 9.62441 4.44100 "2023-09-25 23:50:00" "2023-09-25 23:00:00"
21000 2.21613 9.62441 3.95333 "2023-09-25 23:50:00" "2023-09-25 23:10:00"
21000 2.21613 9.62441 3.11350 "2023-09-25 23:50:00" "2023-09-25 23:20:00"
21000 2.21613 9.62441 1.53700 "2023-09-25 23:50:00" "2023-09-25 23:30:00"
21000 2.21613 9.62441 1.86600 "2023-09-25 23:50:00" "2023-09-25 23:40:00"
21000 2.21613 9.62441 2.90300 "2023-09-25 23:50:00" "2023-09-25 23:50:00"
21600 2.34448 9.45420 3.95333 "2023-09-26 00:00:00" "2023-09-25 23:10:00"
21600 2.34448 9.45420 3.11350 "2023-09-26 00:00:00" "2023-09-25 23:20:00"
21600 2.34448 9.45420 1.53700 "2023-09-26 00:00:00" "2023-09-25 23:30:00"
21600 2.34448 9.45420 1.86600 "2023-09-26 00:00:00" "2023-09-25 23:40:00"
21600 2.34448 9.45420 2.90300 "2023-09-26 00:00:00" "2023-09-25 23:50:00"
21600 2.34448 9.45420 2.03000 "2023-09-26 00:00:00" "2023-09-26 00:00:00"
22200 2.20080 9.26294 3.11350 "2023-09-26 00:10:00" "2023-09-25 23:20:00"
22200 2.20080 9.26294 1.53700 "2023-09-26 00:10:00" "2023-09-25 23:30:00"
22200 2.20080 9.26294 1.86600 "2023-09-26 00:10:00" "2023-09-25 23:40:00"
22200 2.20080 9.26294 2.90300 "2023-09-26 00:10:00" "2023-09-25 23:50:00"
22200 2.20080 9.26294 2.03000 "2023-09-26 00:10:00" "2023-09-26 00:00:00"
22200 2.20080 9.26294 2.31400 "2023-09-26 00:10:00" "2023-09-26 00:10:00"
22800 1.93077 9.23025 1.53700 "2023-09-26 00:20:00" "2023-09-25 23:30:00"
22800 1.93077 9.23025 1.86600 "2023-09-26 00:20:00" "2023-09-25 23:40:00"
22800 1.93077 9.23025 2.90300 "2023-09-26 00:20:00" "2023-09-25 23:50:00"
22800 1.93077 9.23025 2.03000 "2023-09-26 00:20:00" "2023-09-26 00:00:00"
22800 1.93077 9.23025 2.31400 "2023-09-26 00:20:00" "2023-09-26 00:10:00"
22800 1.93077 9.23025 2.60700 "2023-09-26 00:20:00" "2023-09-26 00:20:00"
23400 1.81644 9.14331 1.86600 "2023-09-26 00:30:00" "2023-09-25 23:40:00"
23400 1.81644 9.14331 2.90300 "2023-09-26 00:30:00" "2023-09-25 23:50:00"
23400 1.81644 9.14331 2.03000 "2023-09-26 00:30:00" "2023-09-26 00:00:00"
23400 1.81644 9.14331 2.31400 "2023-09-26 00:30:00" "2023-09-26 00:10:00"
23400 1.81644 9.14331 2.60700 "2023-09-26 00:30:00" "2023-09-26 00:20:00"
23400 1.81644 9.14331 2.10500 "2023-09-26 00:30:00" "2023-09-26 00:30:00"
24000 1.96507 8.85741 2.90300 "2023-09-26 00:40:00" "2023-09-25 23:50:00"
24000 1.96507 8.85741 2.03000 "2023-09-26 00:40:00" "2023-09-26 00:00:00"
24000 1.96507 8.85741 2.31400 "2023-09-26 00:40:00" "2023-09-26 00:10:00"
24000 1.96507 8.85741 2.60700 "2023-09-26 00:40:00" "2023-09-26 00:20:00"
24000 1.96507 8.85741 2.10500 "2023-09-26 00:40:00" "2023-09-26 00:30:00"
24000 1.96507 8.85741 2.02700 "2023-09-26 00:40:00" "2023-09-26 00:40:00"
24600 2.10854 8.40756 2.03000 "2023-09-26 00:50:00" "2023-09-26 00:00:00"
24600 2.10854 8.40756 2.31400 "2023-09-26 00:50:00" "2023-09-26 00:10:00"
24600 2.10854 8.40756 2.60700 "2023-09-26 00:50:00" "2023-09-26 00:20:00"
24600 2.10854 8.40756 2.10500 "2023-09-26 00:50:00" "2023-09-26 00:30:00"
24600 2.10854 8.40756 2.02700 "2023-09-26 00:50:00" "2023-09-26 00:40:00"
24600 2.10854 8.40756 1.10000 "2023-09-26 00:50:00" "2023-09-26 00:50:00"
25200 2.25062 8.08140 2.31400 "2023-09-26 01:00:00" "2023-09-26 00:10:00"
25200 2.25062 8.08140 2.60700 "2023-09-26 01:00:00" "2023-09-26 00:20:00"
25200 2.25062 8.08140 2.10500 "2023-09-26 01:00:00" "2023-09-26 00:30:00"
25200 2.25062 8.08140 2.02700 "2023-09-26 01:00:00" "2023-09-26 00:40:00"
25200 2.25062 8.08140 1.10000 "2023-09-26 01:00:00" "2023-09-26 00:50:00"
25200 2.25062 8.08140 0.68000 "2023-09-26 01:00:00" "2023-09-26 01:00:00"
25800 2.55462 7.87116 2.60700 "2023-09-26 01:10:00" "2023-09-26 00:20:00"
25800 2.55462 7.87116 2.10500 "2023-09-26 01:10:00" "2023-09-26 00:30:00"
25800 2.55462 7.87116 2.02700 "2023-09-26 01:10:00" "2023-09-26 00:40:00"
25800 2.55462 7.87116 1.10000 "2023-09-26 01:10:00" "2023-09-26 00:50:00"
25800 2.55462 7.87116 0.68000 "2023-09-26 01:10:00" "2023-09-26 01:00:00"
25800 2.55462 7.87116 2.74600 "2023-09-26 01:10:00" "2023-09-26 01:10:00"
26400 2.80398 7.56116 2.10500 "2023-09-26 01:20:00" "2023-09-26 00:30:00"
26400 2.80398 7.56116 2.02700 "2023-09-26 01:20:00" "2023-09-26 00:40:00"
26400 2.80398 7.56116 1.10000 "2023-09-26 01:20:00" "2023-09-26 00:50:00"
26400 2.80398 7.56116 0.68000 "2023-09-26 01:20:00" "2023-09-26 01:00:00"
26400 2.80398 7.56116 2.74600 "2023-09-26 01:20:00" "2023-09-26 01:10:00"
26400 2.80398 7.56116 3.52500 "2023-09-26 01:20:00" "2023-09-26 01:20:00"
27000 3.00213 7.24314 2.02700 "2023-09-26 01:30:00" "2023-09-26 00:40:00"
27000 3.00213 7.24314 1.10000 "2023-09-26 01:30:00" "2023-09-26 00:50:00"
27000 3.00213 7.24314 0.68000 "2023-09-26 01:30:00" "2023-09-26 01:00:00"
27000 3.00213 7.24314 2.74600 "2023-09-26 01:30:00" "2023-09-26 01:10:00"
27000 3.00213 7.24314 3.52500 "2023-09-26 01:30:00" "2023-09-26 01:20:00"
27000 3.00213 7.24314 2.95600 "2023-09-26 01:30:00" "2023-09-26 01:30:00"
27600 2.97972 7.28111 1.10000 "2023-09-26 01:40:00" "2023-09-26 00:50:00"
27600 2.97972 7.28111 0.68000 "2023-09-26 01:40:00" "2023-09-26 01:00:00"
27600 2.97972 7.28111 2.74600 "2023-09-26 01:40:00" "2023-09-26 01:10:00"
27600 2.97972 7.28111 3.52500 "2023-09-26 01:40:00" "2023-09-26 01:20:00"
27600 2.97972 7.28111 2.95600 "2023-09-26 01:40:00" "2023-09-26 01:30:00"
27600 2.97972 7.28111 3.45200 "2023-09-26 01:40:00" "2023-09-26 01:40:00"
28200 2.94159 7.34141 0.68000 "2023-09-26 01:50:00" "2023-09-26 01:00:00"
28200 2.94159 7.34141 2.74600 "2023-09-26 01:50:00" "2023-09-26 01:10:00"
28200 2.94159 7.34141 3.52500 "2023-09-26 01:50:00" "2023-09-26 01:20:00"
28200 2.94159 7.34141 2.95600 "2023-09-26 01:50:00" "2023-09-26 01:30:00"
28200 2.94159 7.34141 3.45200 "2023-09-26 01:50:00" "2023-09-26 01:40:00"
28200 2.94159 7.34141 3.03900 "2023-09-26 01:50:00" "2023-09-26 01:50:00"
28800 3.16980 7.25756 2.74600 "2023-09-26 02:00:00" "2023-09-26 01:10:00"
28800 3.16980 7.25756 3.52500 "2023-09-26 02:00:00" "2023-09-26 01:20:00"
28800 3.16980 7.25756 2.95600 "2023-09-26 02:00:00" "2023-09-26 01:30:00"
28800 3.16980 7.25756 3.45200 "2023-09-26 02:00:00" "2023-09-26 01:40:00"
28800 3.16980 7.25756 3.03900 "2023-09-26 02:00:00" "2023-09-26 01:50:00"
28800 3.16980 7.25756 1.91500 "2023-09-26 02:00:00" "2023-09-26 02:00:00"
29400 3.57697 6.94755 3.52500 "2023-09-26 02:10:00" "2023-09-26 01:20:00"
29400 3.57697 6.94755 2.95600 "2023-09-26 02:10:00" "2023-09-26 01:30:00"
29400 3.57697 6.94755 3.45200 "2023-09-26 02:10:00" "2023-09-26 01:40:00"
29400 3.57697 6.94755 3.03900 "2023-09-26 02:10:00" "2023-09-26 01:50:00"
29400 3.57697 6.94755 1.91500 "2023-09-26 02:10:00" "2023-09-26 02:00:00"
29400 3.57697 6.94755 3.29700 "2023-09-26 02:10:00" "2023-09-26 02:10:00"
30000 4.16692 6.78288 2.95600 "2023-09-26 02:20:00" "2023-09-26 01:30:00"
30000 4.16692 6.78288 3.45200 "2023-09-26 02:20:00" "2023-09-26 01:40:00"
30000 4.16692 6.78288 3.03900 "2023-09-26 02:20:00" "2023-09-26 01:50:00"
30000 4.16692 6.78288 1.91500 "2023-09-26 02:20:00" "2023-09-26 02:00:00"
30000 4.16692 6.78288 3.29700 "2023-09-26 02:20:00" "2023-09-26 02:10:00"
30000 4.16692 6.78288 2.87000 "2023-09-26 02:20:00" "2023-09-26 02:20:00"
