20230907
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 3.44434 3.70196 3.46878 "2023-09-07 23:00:00" "2023-09-07 23:00:00"
18600 3.54766 3.43652 3.61455 "2023-09-07 23:10:00" "2023-09-07 23:00:00"
18600 3.54766 3.43652 3.55236 "2023-09-07 23:10:00" "2023-09-07 23:10:00"
19200 3.65410 3.18039 3.64519 "2023-09-07 23:20:00" "2023-09-07 23:00:00"
19200 3.65410 3.18039 3.57240 "2023-09-07 23:20:00" "2023-09-07 23:10:00"
19200 3.65410 3.18039 3.59982 "2023-09-07 23:20:00" "2023-09-07 23:20:00"
19800 3.84967 2.95242 3.59486 "2023-09-07 23:30:00" "2023-09-07 23:00:00"
19800 3.84967 2.95242 3.51837 "2023-09-07 23:30:00" "2023-09-07 23:10:00"
19800 3.84967 2.95242 3.58213 "2023-09-07 23:30:00" "2023-09-07 23:20:00"
19800 3.84967 2.95242 3.82217 "2023-09-07 23:30:00" "2023-09-07 23:30:00"
20400 3.97787 2.79546 3.52263 "2023-09-07 23:40:00" "2023-09-07 23:00:00"
20400 3.97787 2.79546 3.44173 "2023-09-07 23:40:00" "2023-09-07 23:10:00"
20400 3.97787 2.79546 3.52959 "2023-09-07 23:40:00" "2023-09-07 23:20:00"
20400 3.97787 2.79546 3.91255 "2023-09-07 23:40:00" "2023-09-07 23:30:00"
20400 3.97787 2.79546 4.01910 "2023-09-07 23:40:00" "2023-09-07 23:40:00"
21000 4.09125 2.68297 3.42794 "2023-09-07 23:50:00" "2023-09-07 23:00:00"
21000 4.09125 2.68297 3.34849 "2023-09-07 23:50:00" "2023-09-07 23:10:00"
21000 4.09125 2.68297 3.45019 "2023-09-07 23:50:00" "2023-09-07 23:20:00"
21000 4.09125 2.68297 3.92604 "2023-09-07 23:50:00" "2023-09-07 23:30:00"
21000 4.09125 2.68297 4.06813 "2023-09-07 23:50:00" "2023-09-07 23:40:00"
21000 4.09125 2.68297 4.06602 "2023-09-07 23:50:00" "2023-09-07 23:50:00"
21600 4.25398 2.57160 3.20906 "2023-09-08 00:00:00" "2023-09-07 23:10:00"
21600 4.25398 2.57160 3.32211 "2023-09-08 00:00:00" "2023-09-07 23:20:00"
21600 4.25398 2.57160 3.85675 "2023-09-08 00:00:00" "2023-09-07 23:30:00"
21600 4.25398 2.57160 4.02838 "2023-09-08 00:00:00" "2023-09-07 23:40:00"
21600 4.25398 2.57160 4.10248 "2023-09-08 00:00:00" "2023-09-07 23:50:00"
21600 4.25398 2.57160 4.14530 "2023-09-08 00:00:00" "2023-09-08 00:00:00"
22200 4.38664 2.25274 2.93098 "2023-09-08 00:10:00" "2023-09-07 23:20:00"
22200 4.38664 2.25274 3.50252 "2023-09-08 00:10:00" "2023-09-07 23:30:00"
22200 4.38664 2.25274 3.69354 "2023-09-08 00:10:00" "2023-09-07 23:40:00"
