20230929
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) "AR_WIND_SPEED (m/s)" Date_of_forecast Date_of_computing
18000 8.57190 9.29998 8.49090 "2023-09-29 23:00:00" "2023-09-29 23:00:00"
18600 8.85231 9.20770 8.63637 "2023-09-29 23:10:00" "2023-09-29 23:00:00"
18600 8.85231 9.20770 8.83638 "2023-09-29 23:10:00" "2023-09-29 23:10:00"
19200 9.05926 9.19181 8.81302 "2023-09-29 23:20:00" "2023-09-29 23:00:00"
19200 9.05926 9.19181 9.13004 "2023-09-29 23:20:00" "2023-09-29 23:10:00"
19200 9.05926 9.19181 9.08329 "2023-09-29 23:20:00" "2023-09-29 23:20:00"
19800 9.23438 9.11304 8.93298 "2023-09-29 23:30:00" "2023-09-29 23:00:00"
19800 9.23438 9.11304 9.33864 "2023-09-29 23:30:00" "2023-09-29 23:10:00"
19800 9.23438 9.11304 9.19902 "2023-09-29 23:30:00" "2023-09-29 23:20:00"
19800 9.23438 9.11304 9.18832 "2023-09-29 23:30:00" "2023-09-29 23:30:00"
20400 9.42764 9.00018 9.02197 "2023-09-29 23:40:00" "2023-09-29 23:00:00"
20400 9.42764 9.00018 9.49312 "2023-09-29 23:40:00" "2023-09-29 23:10:00"
20400 9.42764 9.00018 9.29690 "2023-09-29 23:40:00" "2023-09-29 23:20:00"
20400 9.42764 9.00018 9.30181 "2023-09-29 23:40:00" "2023-09-29 23:30:00"
20400 9.42764 9.00018 9.36036 "2023-09-29 23:40:00" "2023-09-29 23:40:00"
21000 9.57366 8.80062 8.96837 "2023-09-29 23:50:00" "2023-09-29 23:00:00"
21000 9.57366 8.80062 9.48598 "2023-09-29 23:50:00" "2023-09-29 23:10:00"
21000 9.57366 8.80062 9.25186 "2023-09-29 23:50:00" "2023-09-29 23:20:00"
21000 9.57366 8.80062 9.27432 "2023-09-29 23:50:00" "2023-09-29 23:30:00"
21000 9.57366 8.80062 9.35544 "2023-09-29 23:50:00" "2023-09-29 23:40:00"
21000 9.57366 8.80062 9.52964 "2023-09-29 23:50:00" "2023-09-29 23:50:00"
21600 9.47859 8.62184 9.39340 "2023-09-30 00:00:00" "2023-09-29 23:10:00"
21600 9.47859 8.62184 9.12738 "2023-09-30 00:00:00" "2023-09-29 23:20:00"
21600 9.47859 8.62184 9.15826 "2023-09-30 00:00:00" "2023-09-29 23:30:00"
21600 9.47859 8.62184 9.25536 "2023-09-30 00:00:00" "2023-09-29 23:40:00"
21600 9.47859 8.62184 9.53310 "2023-09-30 00:00:00" "2023-09-29 23:50:00"
21600 9.47859 8.62184 9.46191 "2023-09-30 00:00:00" "2023-09-30 00:00:00"
22200 9.38508 8.53627 9.02500 "2023-09-30 00:10:00" "2023-09-29 23:20:00"
22200 9.38508 8.53627 9.06715 "2023-09-30 00:10:00" "2023-09-29 23:30:00"
22200 9.38508 8.53627 9.17845 "2023-09-30 00:10:00" "2023-09-29 23:40:00"
22200 9.38508 8.53627 9.52766 "2023-09-30 00:10:00" "2023-09-29 23:50:00"
22200 9.38508 8.53627 9.36742 "2023-09-30 00:10:00" "2023-09-30 00:00:00"
22200 9.38508 8.53627 9.40655 "2023-09-30 00:10:00" "2023-09-30 00:10:00"
22800 9.41513 8.36294 8.89978 "2023-09-30 00:20:00" "2023-09-29 23:30:00"
22800 9.41513 8.36294 9.01780 "2023-09-30 00:20:00" "2023-09-29 23:40:00"
22800 9.41513 8.36294 9.42132 "2023-09-30 00:20:00" "2023-09-29 23:50:00"
22800 9.41513 8.36294 9.18575 "2023-09-30 00:20:00" "2023-09-30 00:00:00"
22800 9.41513 8.36294 9.22156 "2023-09-30 00:20:00" "2023-09-30 00:10:00"
22800 9.41513 8.36294 9.32077 "2023-09-30 00:20:00" "2023-09-30 00:20:00"
23400 9.48959 8.24431 8.83161 "2023-09-30 00:30:00" "2023-09-29 23:40:00"
23400 9.48959 8.24431 9.27417 "2023-09-30 00:30:00" "2023-09-29 23:50:00"
23400 9.48959 8.24431 8.99202 "2023-09-30 00:30:00" "2023-09-30 00:00:00"
23400 9.48959 8.24431 9.02367 "2023-09-30 00:30:00" "2023-09-30 00:10:00"
23400 9.48959 8.24431 9.27106 "2023-09-30 00:30:00" "2023-09-30 00:20:00"
23400 9.48959 8.24431 9.46492 "2023-09-30 00:30:00" "2023-09-30 00:30:00"
24000 9.44579 8.25530 9.21886 "2023-09-30 00:40:00" "2023-09-29 23:50:00"
24000 9.44579 8.25530 8.89068 "2023-09-30 00:40:00" "2023-09-30 00:00:00"
24000 9.44579 8.25530 8.92232 "2023-09-30 00:40:00" "2023-09-30 00:10:00"
24000 9.44579 8.25530 9.27358 "2023-09-30 00:40:00" "2023-09-30 00:20:00"
24000 9.44579 8.25530 9.50755 "2023-09-30 00:40:00" "2023-09-30 00:30:00"
24000 9.44579 8.25530 9.43533 "2023-09-30 00:40:00" "2023-09-30 00:40:00"
24600 9.35884 8.17986 8.70402 "2023-09-30 00:50:00" "2023-09-30 00:00:00"
24600 9.35884 8.17986 8.73356 "2023-09-30 00:50:00" "2023-09-30 00:10:00"
24600 9.35884 8.17986 9.15259 "2023-09-30 00:50:00" "2023-09-30 00:20:00"
24600 9.35884 8.17986 9.41262 "2023-09-30 00:50:00" "2023-09-30 00:30:00"
24600 9.35884 8.17986 9.24445 "2023-09-30 00:50:00" "2023-09-30 00:40:00"
24600 9.35884 8.17986 9.40987 "2023-09-30 00:50:00" "2023-09-30 00:50:00"
25200 9.36220 8.25037 8.70062 "2023-09-30 01:00:00" "2023-09-30 00:10:00"
25200 9.36220 8.25037 9.17917 "2023-09-30 01:00:00" "2023-09-30 00:20:00"
25200 9.36220 8.25037 9.46694 "2023-09-30 01:00:00" "2023-09-30 00:30:00"
25200 9.36220 8.25037 9.22462 "2023-09-30 01:00:00" "2023-09-30 00:40:00"
25200 9.36220 8.25037 9.50230 "2023-09-30 01:00:00" "2023-09-30 00:50:00"
25200 9.36220 8.25037 9.38778 "2023-09-30 01:00:00" "2023-09-30 01:00:00"
25800 9.40428 8.37051 9.27489 "2023-09-30 01:10:00" "2023-09-30 00:20:00"
