20230911
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 8.47221 10.62520 8.21000 "2023-09-11 23:00:00" "2023-09-11 23:00:00"
18600 8.47464 10.63754 8.21000 "2023-09-11 23:10:00" "2023-09-11 23:00:00"
18600 8.47464 10.63754 8.10700 "2023-09-11 23:10:00" "2023-09-11 23:10:00"
19200 8.52421 10.68978 8.21000 "2023-09-11 23:20:00" "2023-09-11 23:00:00"
19200 8.52421 10.68978 8.10700 "2023-09-11 23:20:00" "2023-09-11 23:10:00"
19200 8.52421 10.68978 8.53100 "2023-09-11 23:20:00" "2023-09-11 23:20:00"
19800 8.59475 10.59901 8.21000 "2023-09-11 23:30:00" "2023-09-11 23:00:00"
19800 8.59475 10.59901 8.10700 "2023-09-11 23:30:00" "2023-09-11 23:10:00"
19800 8.59475 10.59901 8.53100 "2023-09-11 23:30:00" "2023-09-11 23:20:00"
19800 8.59475 10.59901 8.98200 "2023-09-11 23:30:00" "2023-09-11 23:30:00"
20400 8.60708 10.65608 8.21000 "2023-09-11 23:40:00" "2023-09-11 23:00:00"
20400 8.60708 10.65608 8.10700 "2023-09-11 23:40:00" "2023-09-11 23:10:00"
20400 8.60708 10.65608 8.53100 "2023-09-11 23:40:00" "2023-09-11 23:20:00"
20400 8.60708 10.65608 8.98200 "2023-09-11 23:40:00" "2023-09-11 23:30:00"
20400 8.60708 10.65608 8.71400 "2023-09-11 23:40:00" "2023-09-11 23:40:00"
21000 8.46902 10.77016 8.21000 "2023-09-11 23:50:00" "2023-09-11 23:00:00"
21000 8.46902 10.77016 8.10700 "2023-09-11 23:50:00" "2023-09-11 23:10:00"
21000 8.46902 10.77016 8.53100 "2023-09-11 23:50:00" "2023-09-11 23:20:00"
21000 8.46902 10.77016 8.98200 "2023-09-11 23:50:00" "2023-09-11 23:30:00"
21000 8.46902 10.77016 8.71400 "2023-09-11 23:50:00" "2023-09-11 23:40:00"
21000 8.46902 10.77016 8.49600 "2023-09-11 23:50:00" "2023-09-11 23:50:00"
21600 8.29887 10.63402 8.10700 "2023-09-12 00:00:00" "2023-09-11 23:10:00"
21600 8.29887 10.63402 8.53100 "2023-09-12 00:00:00" "2023-09-11 23:20:00"
21600 8.29887 10.63402 8.98200 "2023-09-12 00:00:00" "2023-09-11 23:30:00"
21600 8.29887 10.63402 8.71400 "2023-09-12 00:00:00" "2023-09-11 23:40:00"
21600 8.29887 10.63402 8.49600 "2023-09-12 00:00:00" "2023-09-11 23:50:00"
21600 8.29887 10.63402 8.57900 "2023-09-12 00:00:00" "2023-09-12 00:00:00"
22200 8.10544 10.37386 8.53100 "2023-09-12 00:10:00" "2023-09-11 23:20:00"
22200 8.10544 10.37386 8.98200 "2023-09-12 00:10:00" "2023-09-11 23:30:00"
22200 8.10544 10.37386 8.71400 "2023-09-12 00:10:00" "2023-09-11 23:40:00"
22200 8.10544 10.37386 8.49600 "2023-09-12 00:10:00" "2023-09-11 23:50:00"
22200 8.10544 10.37386 8.57900 "2023-09-12 00:10:00" "2023-09-12 00:00:00"
22200 8.10544 10.37386 8.43800 "2023-09-12 00:10:00" "2023-09-12 00:10:00"
22800 7.93589 10.04792 8.98200 "2023-09-12 00:20:00" "2023-09-11 23:30:00"
22800 7.93589 10.04792 8.71400 "2023-09-12 00:20:00" "2023-09-11 23:40:00"
22800 7.93589 10.04792 8.49600 "2023-09-12 00:20:00" "2023-09-11 23:50:00"
22800 7.93589 10.04792 8.57900 "2023-09-12 00:20:00" "2023-09-12 00:00:00"
22800 7.93589 10.04792 8.43800 "2023-09-12 00:20:00" "2023-09-12 00:10:00"
22800 7.93589 10.04792 8.13200 "2023-09-12 00:20:00" "2023-09-12 00:20:00"
23400 7.81410 9.83294 8.71400 "2023-09-12 00:30:00" "2023-09-11 23:40:00"
23400 7.81410 9.83294 8.49600 "2023-09-12 00:30:00" "2023-09-11 23:50:00"
23400 7.81410 9.83294 8.57900 "2023-09-12 00:30:00" "2023-09-12 00:00:00"
23400 7.81410 9.83294 8.43800 "2023-09-12 00:30:00" "2023-09-12 00:10:00"
23400 7.81410 9.83294 8.13200 "2023-09-12 00:30:00" "2023-09-12 00:20:00"
23400 7.81410 9.83294 7.89700 "2023-09-12 00:30:00" "2023-09-12 00:30:00"
24000 7.72620 9.43679 8.49600 "2023-09-12 00:40:00" "2023-09-11 23:50:00"
