20230903
Seconds MEASURES_ws(m/s) MNH_WS_30m(m/s) PERSISTENCE(m/s) Date_of_forecast Date_of_computing
18000 5.18339 7.23654 5.23600 "2023-09-03 23:00:00" "2023-09-03 23:00:00"
18600 5.44884 7.26937 5.23600 "2023-09-03 23:10:00" "2023-09-03 23:00:00"
18600 5.44884 7.26937 5.89300 "2023-09-03 23:10:00" "2023-09-03 23:10:00"
19200 5.84616 7.57363 5.23600 "2023-09-03 23:20:00" "2023-09-03 23:00:00"
19200 5.84616 7.57363 5.89300 "2023-09-03 23:20:00" "2023-09-03 23:10:00"
19200 5.84616 7.57363 5.94800 "2023-09-03 23:20:00" "2023-09-03 23:20:00"
19800 6.12100 7.81411 5.23600 "2023-09-03 23:30:00" "2023-09-03 23:00:00"
19800 6.12100 7.81411 5.89300 "2023-09-03 23:30:00" "2023-09-03 23:10:00"
19800 6.12100 7.81411 5.94800 "2023-09-03 23:30:00" "2023-09-03 23:20:00"
19800 6.12100 7.81411 4.66500 "2023-09-03 23:30:00" "2023-09-03 23:30:00"
20400 6.12739 7.99149 5.23600 "2023-09-03 23:40:00" "2023-09-03 23:00:00"
20400 6.12739 7.99149 5.89300 "2023-09-03 23:40:00" "2023-09-03 23:10:00"
20400 6.12739 7.99149 5.94800 "2023-09-03 23:40:00" "2023-09-03 23:20:00"
20400 6.12739 7.99149 4.66500 "2023-09-03 23:40:00" "2023-09-03 23:30:00"
20400 6.12739 7.99149 5.67500 "2023-09-03 23:40:00" "2023-09-03 23:40:00"
21000 6.27766 8.51099 5.23600 "2023-09-03 23:50:00" "2023-09-03 23:00:00"
21000 6.27766 8.51099 5.89300 "2023-09-03 23:50:00" "2023-09-03 23:10:00"
21000 6.27766 8.51099 5.94800 "2023-09-03 23:50:00" "2023-09-03 23:20:00"
21000 6.27766 8.51099 4.66500 "2023-09-03 23:50:00" "2023-09-03 23:30:00"
21000 6.27766 8.51099 5.67500 "2023-09-03 23:50:00" "2023-09-03 23:40:00"
21000 6.27766 8.51099 6.83000 "2023-09-03 23:50:00" "2023-09-03 23:50:00"
21600 6.48141 8.92992 5.89300 "2023-09-04 00:00:00" "2023-09-03 23:10:00"
21600 6.48141 8.92992 5.94800 "2023-09-04 00:00:00" "2023-09-03 23:20:00"
21600 6.48141 8.92992 4.66500 "2023-09-04 00:00:00" "2023-09-03 23:30:00"
21600 6.48141 8.92992 5.67500 "2023-09-04 00:00:00" "2023-09-03 23:40:00"
21600 6.48141 8.92992 6.83000 "2023-09-04 00:00:00" "2023-09-03 23:50:00"
21600 6.48141 8.92992 7.29700 "2023-09-04 00:00:00" "2023-09-04 00:00:00"
22200 6.71728 9.18811 5.94800 "2023-09-04 00:10:00" "2023-09-03 23:20:00"
22200 6.71728 9.18811 4.66500 "2023-09-04 00:10:00" "2023-09-03 23:30:00"
22200 6.71728 9.18811 5.67500 "2023-09-04 00:10:00" "2023-09-03 23:40:00"
22200 6.71728 9.18811 6.83000 "2023-09-04 00:10:00" "2023-09-03 23:50:00"
22200 6.71728 9.18811 7.29700 "2023-09-04 00:10:00" "2023-09-04 00:00:00"
22200 6.71728 9.18811 6.26100 "2023-09-04 00:10:00" "2023-09-04 00:10:00"
22800 6.74911 9.36600 4.66500 "2023-09-04 00:20:00" "2023-09-03 23:30:00"
22800 6.74911 9.36600 5.67500 "2023-09-04 00:20:00" "2023-09-03 23:40:00"
22800 6.74911 9.36600 6.83000 "2023-09-04 00:20:00" "2023-09-03 23:50:00"
22800 6.74911 9.36600 7.29700 "2023-09-04 00:20:00" "2023-09-04 00:00:00"
22800 6.74911 9.36600 6.26100 "2023-09-04 00:20:00" "2023-09-04 00:10:00"
22800 6.74911 9.36600 6.47700 "2023-09-04 00:20:00" "2023-09-04 00:20:00"
23400 6.65700 9.54789 5.67500 "2023-09-04 00:30:00" "2023-09-03 23:40:00"
23400 6.65700 9.54789 6.83000 "2023-09-04 00:30:00" "2023-09-03 23:50:00"
23400 6.65700 9.54789 7.29700 "2023-09-04 00:30:00" "2023-09-04 00:00:00"
23400 6.65700 9.54789 6.26100 "2023-09-04 00:30:00" "2023-09-04 00:10:00"
23400 6.65700 9.54789 6.47700 "2023-09-04 00:30:00" "2023-09-04 00:20:00"
23400 6.65700 9.54789 6.08100 "2023-09-04 00:30:00" "2023-09-04 00:30:00"
24000 6.86770 10.02116 6.83000 "2023-09-04 00:40:00" "2023-09-03 23:50:00"
24000 6.86770 10.02116 7.29700 "2023-09-04 00:40:00" "2023-09-04 00:00:00"
24000 6.86770 10.02116 6.26100 "2023-09-04 00:40:00" "2023-09-04 00:10:00"
24000 6.86770 10.02116 6.47700 "2023-09-04 00:40:00" "2023-09-04 00:20:00"
24000 6.86770 10.02116 6.08100 "2023-09-04 00:40:00" "2023-09-04 00:30:00"
24000 6.86770 10.02116 6.80300 "2023-09-04 00:40:00" "2023-09-04 00:40:00"
24600 7.02775 10.60077 7.29700 "2023-09-04 00:50:00" "2023-09-04 00:00:00"
24600 7.02775 10.60077 6.26100 "2023-09-04 00:50:00" "2023-09-04 00:10:00"
24600 7.02775 10.60077 6.47700 "2023-09-04 00:50:00" "2023-09-04 00:20:00"
24600 7.02775 10.60077 6.08100 "2023-09-04 00:50:00" "2023-09-04 00:30:00"
24600 7.02775 10.60077 6.80300 "2023-09-04 00:50:00" "2023-09-04 00:40:00"
24600 7.02775 10.60077 7.72300 "2023-09-04 00:50:00" "2023-09-04 00:50:00"
25200 7.04997 11.01377 6.26100 "2023-09-04 01:00:00" "2023-09-04 00:10:00"
25200 7.04997 11.01377 6.47700 "2023-09-04 01:00:00" "2023-09-04 00:20:00"
25200 7.04997 11.01377 6.08100 "2023-09-04 01:00:00" "2023-09-04 00:30:00"
25200 7.04997 11.01377 6.80300 "2023-09-04 01:00:00" "2023-09-04 00:40:00"
25200 7.04997 11.01377 7.72300 "2023-09-04 01:00:00" "2023-09-04 00:50:00"
25200 7.04997 11.01377 6.54900 "2023-09-04 01:00:00" "2023-09-04 01:00:00"
25800 6.65777 11.03620 6.47700 "2023-09-04 01:10:00" "2023-09-04 00:20:00"
25800 6.65777 11.03620 6.08100 "2023-09-04 01:10:00" "2023-09-04 00:30:00"
25800 6.65777 11.03620 6.80300 "2023-09-04 01:10:00" "2023-09-04 00:40:00"
25800 6.65777 11.03620 7.72300 "2023-09-04 01:10:00" "2023-09-04 00:50:00"
25800 6.65777 11.03620 6.54900 "2023-09-04 01:10:00" "2023-09-04 01:00:00"
25800 6.65777 11.03620 6.92500 "2023-09-04 01:10:00" "2023-09-04 01:10:00"
26400 6.20230 10.83477 6.08100 "2023-09-04 01:20:00" "2023-09-04 00:30:00"
26400 6.20230 10.83477 6.80300 "2023-09-04 01:20:00" "2023-09-04 00:40:00"
26400 6.20230 10.83477 7.72300 "2023-09-04 01:20:00" "2023-09-04 00:50:00"
26400 6.20230 10.83477 6.54900 "2023-09-04 01:20:00" "2023-09-04 01:00:00"
26400 6.20230 10.83477 6.92500 "2023-09-04 01:20:00" "2023-09-04 01:10:00"
26400 6.20230 10.83477 7.84000 "2023-09-04 01:20:00" "2023-09-04 01:20:00"
27000 5.91410 10.38852 6.80300 "2023-09-04 01:30:00" "2023-09-04 00:40:00"
27000 5.91410 10.38852 7.72300 "2023-09-04 01:30:00" "2023-09-04 00:50:00"
27000 5.91410 10.38852 6.54900 "2023-09-04 01:30:00" "2023-09-04 01:00:00"
27000 5.91410 10.38852 6.92500 "2023-09-04 01:30:00" "2023-09-04 01:10:00"
27000 5.91410 10.38852 7.84000 "2023-09-04 01:30:00" "2023-09-04 01:20:00"
27000 5.91410 10.38852 6.81000 "2023-09-04 01:30:00" "2023-09-04 01:30:00"
27600 5.58590 9.71262 7.72300 "2023-09-04 01:40:00" "2023-09-04 00:50:00"
27600 5.58590 9.71262 6.54900 "2023-09-04 01:40:00" "2023-09-04 01:00:00"
27600 5.58590 9.71262 6.92500 "2023-09-04 01:40:00" "2023-09-04 01:10:00"
27600 5.58590 9.71262 7.84000 "2023-09-04 01:40:00" "2023-09-04 01:20:00"
27600 5.58590 9.71262 6.81000 "2023-09-04 01:40:00" "2023-09-04 01:30:00"
27600 5.58590 9.71262 5.40000 "2023-09-04 01:40:00" "2023-09-04 01:40:00"
28200 5.17505 8.91937 6.54900 "2023-09-04 01:50:00" "2023-09-04 01:00:00"
28200 5.17505 8.91937 6.92500 "2023-09-04 01:50:00" "2023-09-04 01:10:00"
28200 5.17505 8.91937 7.84000 "2023-09-04 01:50:00" "2023-09-04 01:20:00"
28200 5.17505 8.91937 6.81000 "2023-09-04 01:50:00" "2023-09-04 01:30:00"
28200 5.17505 8.91937 5.40000 "2023-09-04 01:50:00" "2023-09-04 01:40:00"
28200 5.17505 8.91937 4.60000 "2023-09-04 01:50:00" "2023-09-04 01:50:00"
28800 4.70446 8.43669 6.92500 "2023-09-04 02:00:00" "2023-09-04 01:10:00"
28800 4.70446 8.43669 7.84000 "2023-09-04 02:00:00" "2023-09-04 01:20:00"
28800 4.70446 8.43669 6.81000 "2023-09-04 02:00:00" "2023-09-04 01:30:00"
28800 4.70446 8.43669 5.40000 "2023-09-04 02:00:00" "2023-09-04 01:40:00"
28800 4.70446 8.43669 4.60000 "2023-09-04 02:00:00" "2023-09-04 01:50:00"
28800 4.70446 8.43669 4.61000 "2023-09-04 02:00:00" "2023-09-04 02:00:00"
29400 4.40070 8.07928 7.84000 "2023-09-04 02:10:00" "2023-09-04 01:20:00"
29400 4.40070 8.07928 6.81000 "2023-09-04 02:10:00" "2023-09-04 01:30:00"
29400 4.40070 8.07928 5.40000 "2023-09-04 02:10:00" "2023-09-04 01:40:00"
29400 4.40070 8.07928 4.60000 "2023-09-04 02:10:00" "2023-09-04 01:50:00"
29400 4.40070 8.07928 4.61000 "2023-09-04 02:10:00" "2023-09-04 02:00:00"
29400 4.40070 8.07928 5.13200 "2023-09-04 02:10:00" "2023-09-04 02:10:00"
30000 4.20564 7.55296 6.81000 "2023-09-04 02:20:00" "2023-09-04 01:30:00"
30000 4.20564 7.55296 5.40000 "2023-09-04 02:20:00" "2023-09-04 01:40:00"
30000 4.20564 7.55296 4.60000 "2023-09-04 02:20:00" "2023-09-04 01:50:00"
30000 4.20564 7.55296 4.61000 "2023-09-04 02:20:00" "2023-09-04 02:00:00"
30000 4.20564 7.55296 5.13200 "2023-09-04 02:20:00" "2023-09-04 02:10:00"
30000 4.20564 7.55296 5.35700 "2023-09-04 02:20:00" "2023-09-04 02:20:00"
30600 4.07392 7.18033 5.40000 "2023-09-04 02:30:00" "2023-09-04 01:40:00"
30600 4.07392 7.18033 4.60000 "2023-09-04 02:30:00" "2023-09-04 01:50:00"
30600 4.07392 7.18033 4.61000 "2023-09-04 02:30:00" "2023-09-04 02:00:00"
30600 4.07392 7.18033 5.13200 "2023-09-04 02:30:00" "2023-09-04 02:10:00"
30600 4.07392 7.18033 5.35700 "2023-09-04 02:30:00" "2023-09-04 02:20:00"
30600 4.07392 7.18033 4.20100 "2023-09-04 02:30:00" "2023-09-04 02:30:00"
31200 3.94156 6.88475 4.60000 "2023-09-04 02:40:00" "2023-09-04 01:50:00"
31200 3.94156 6.88475 4.61000 "2023-09-04 02:40:00" "2023-09-04 02:00:00"
31200 3.94156 6.88475 5.13200 "2023-09-04 02:40:00" "2023-09-04 02:10:00"
31200 3.94156 6.88475 5.35700 "2023-09-04 02:40:00" "2023-09-04 02:20:00"
31200 3.94156 6.88475 4.20100 "2023-09-04 02:40:00" "2023-09-04 02:30:00"
31200 3.94156 6.88475 3.22200 "2023-09-04 02:40:00" "2023-09-04 02:40:00"
31800 3.83175 6.60340 4.61000 "2023-09-04 02:50:00" "2023-09-04 02:00:00"
31800 3.83175 6.60340 5.13200 "2023-09-04 02:50:00" "2023-09-04 02:10:00"
31800 3.83175 6.60340 5.35700 "2023-09-04 02:50:00" "2023-09-04 02:20:00"
31800 3.83175 6.60340 4.20100 "2023-09-04 02:50:00" "2023-09-04 02:30:00"
31800 3.83175 6.60340 3.22200 "2023-09-04 02:50:00" "2023-09-04 02:40:00"
31800 3.83175 6.60340 3.23400 "2023-09-04 02:50:00" "2023-09-04 02:50:00"
32400 4.09467 5.92841 5.13200 "2023-09-04 03:00:00" "2023-09-04 02:10:00"
32400 4.09467 5.92841 5.35700 "2023-09-04 03:00:00" "2023-09-04 02:20:00"
32400 4.09467 5.92841 4.20100 "2023-09-04 03:00:00" "2023-09-04 02:30:00"
32400 4.09467 5.92841 3.22200 "2023-09-04 03:00:00" "2023-09-04 02:40:00"
32400 4.09467 5.92841 3.23400 "2023-09-04 03:00:00" "2023-09-04 02:50:00"
32400 4.09467 5.92841 3.50500 "2023-09-04 03:00:00" "2023-09-04 03:00:00"
33000 4.52123 5.12273 5.35700 "2023-09-04 03:10:00" "2023-09-04 02:20:00"
33000 4.52123 5.12273 4.20100 "2023-09-04 03:10:00" "2023-09-04 02:30:00"
33000 4.52123 5.12273 3.22200 "2023-09-04 03:10:00" "2023-09-04 02:40:00"
33000 4.52123 5.12273 3.23400 "2023-09-04 03:10:00" "2023-09-04 02:50:00"
33000 4.52123 5.12273 3.50500 "2023-09-04 03:10:00" "2023-09-04 03:00:00"
33000 4.52123 5.12273 4.20500 "2023-09-04 03:10:00" "2023-09-04 03:10:00"
33600 4.86792 4.82372 4.20100 "2023-09-04 03:20:00" "2023-09-04 02:30:00"
33600 4.86792 4.82372 3.22200 "2023-09-04 03:20:00" "2023-09-04 02:40:00"
33600 4.86792 4.82372 3.23400 "2023-09-04 03:20:00" "2023-09-04 02:50:00"
33600 4.86792 4.82372 3.50500 "2023-09-04 03:20:00" "2023-09-04 03:00:00"
33600 4.86792 4.82372 4.20500 "2023-09-04 03:20:00" "2023-09-04 03:10:00"
33600 4.86792 4.82372 4.52100 "2023-09-04 03:20:00" "2023-09-04 03:20:00"
34200 5.14669 4.77552 3.22200 "2023-09-04 03:30:00" "2023-09-04 02:40:00"
34200 5.14669 4.77552 3.23400 "2023-09-04 03:30:00" "2023-09-04 02:50:00"
34200 5.14669 4.77552 3.50500 "2023-09-04 03:30:00" "2023-09-04 03:00:00"
34200 5.14669 4.77552 4.20500 "2023-09-04 03:30:00" "2023-09-04 03:10:00"
34200 5.14669 4.77552 4.52100 "2023-09-04 03:30:00" "2023-09-04 03:20:00"
34200 5.14669 4.77552 4.90200 "2023-09-04 03:30:00" "2023-09-04 03:30:00"
34800 5.16493 4.75573 3.23400 "2023-09-04 03:40:00" "2023-09-04 02:50:00"
34800 5.16493 4.75573 3.50500 "2023-09-04 03:40:00" "2023-09-04 03:00:00"
