20230918
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.36109 2.04819 2.31017 "2023-09-18 11:00:00" "2023-09-18 11:00:00"
18600 2.35804 2.00815 2.31017 "2023-09-18 11:10:00" "2023-09-18 11:00:00"
18600 2.35804 2.00815 2.23300 "2023-09-18 11:10:00" "2023-09-18 11:10:00"
19200 2.38008 1.96810 2.31017 "2023-09-18 11:20:00" "2023-09-18 11:00:00"
19200 2.38008 1.96810 2.23300 "2023-09-18 11:20:00" "2023-09-18 11:10:00"
19200 2.38008 1.96810 2.36900 "2023-09-18 11:20:00" "2023-09-18 11:20:00"
19800 2.40913 1.93334 2.31017 "2023-09-18 11:30:00" "2023-09-18 11:00:00"
19800 2.40913 1.93334 2.23300 "2023-09-18 11:30:00" "2023-09-18 11:10:00"
19800 2.40913 1.93334 2.36900 "2023-09-18 11:30:00" "2023-09-18 11:20:00"
19800 2.40913 1.93334 2.38725 "2023-09-18 11:30:00" "2023-09-18 11:30:00"
20400 2.43868 1.90450 2.31017 "2023-09-18 11:40:00" "2023-09-18 11:00:00"
20400 2.43868 1.90450 2.23300 "2023-09-18 11:40:00" "2023-09-18 11:10:00"
20400 2.43868 1.90450 2.36900 "2023-09-18 11:40:00" "2023-09-18 11:20:00"
20400 2.43868 1.90450 2.38725 "2023-09-18 11:40:00" "2023-09-18 11:30:00"
20400 2.43868 1.90450 2.44375 "2023-09-18 11:40:00" "2023-09-18 11:40:00"
21000 2.44637 1.88329 2.31017 "2023-09-18 11:50:00" "2023-09-18 11:00:00"
21000 2.44637 1.88329 2.23300 "2023-09-18 11:50:00" "2023-09-18 11:10:00"
21000 2.44637 1.88329 2.36900 "2023-09-18 11:50:00" "2023-09-18 11:20:00"
21000 2.44637 1.88329 2.38725 "2023-09-18 11:50:00" "2023-09-18 11:30:00"
21000 2.44637 1.88329 2.44375 "2023-09-18 11:50:00" "2023-09-18 11:40:00"
21000 2.44637 1.88329 2.50238 "2023-09-18 11:50:00" "2023-09-18 11:50:00"
21600 2.44741 1.86636 2.23300 "2023-09-18 12:00:00" "2023-09-18 11:10:00"
21600 2.44741 1.86636 2.36900 "2023-09-18 12:00:00" "2023-09-18 11:20:00"
21600 2.44741 1.86636 2.38725 "2023-09-18 12:00:00" "2023-09-18 11:30:00"
21600 2.44741 1.86636 2.44375 "2023-09-18 12:00:00" "2023-09-18 11:40:00"
21600 2.44741 1.86636 2.50238 "2023-09-18 12:00:00" "2023-09-18 11:50:00"
21600 2.44741 1.86636 2.46650 "2023-09-18 12:00:00" "2023-09-18 12:00:00"
22200 2.43173 1.84950 2.36900 "2023-09-18 12:10:00" "2023-09-18 11:20:00"
22200 2.43173 1.84950 2.38725 "2023-09-18 12:10:00" "2023-09-18 11:30:00"
22200 2.43173 1.84950 2.44375 "2023-09-18 12:10:00" "2023-09-18 11:40:00"
22200 2.43173 1.84950 2.50238 "2023-09-18 12:10:00" "2023-09-18 11:50:00"
22200 2.43173 1.84950 2.46650 "2023-09-18 12:10:00" "2023-09-18 12:00:00"
22200 2.43173 1.84950 2.40987 "2023-09-18 12:10:00" "2023-09-18 12:10:00"
22800 2.41921 1.83621 2.38725 "2023-09-18 12:20:00" "2023-09-18 11:30:00"
22800 2.41921 1.83621 2.44375 "2023-09-18 12:20:00" "2023-09-18 11:40:00"
22800 2.41921 1.83621 2.50238 "2023-09-18 12:20:00" "2023-09-18 11:50:00"
22800 2.41921 1.83621 2.46650 "2023-09-18 12:20:00" "2023-09-18 12:00:00"
22800 2.41921 1.83621 2.40987 "2023-09-18 12:20:00" "2023-09-18 12:10:00"
22800 2.41921 1.83621 2.43050 "2023-09-18 12:20:00" "2023-09-18 12:20:00"
23400 2.41225 1.82779 2.44375 "2023-09-18 12:30:00" "2023-09-18 11:40:00"
23400 2.41225 1.82779 2.50238 "2023-09-18 12:30:00" "2023-09-18 11:50:00"
23400 2.41225 1.82779 2.46650 "2023-09-18 12:30:00" "2023-09-18 12:00:00"
23400 2.41225 1.82779 2.40987 "2023-09-18 12:30:00" "2023-09-18 12:10:00"
23400 2.41225 1.82779 2.43050 "2023-09-18 12:30:00" "2023-09-18 12:20:00"
23400 2.41225 1.82779 2.44133 "2023-09-18 12:30:00" "2023-09-18 12:30:00"
24000 2.41173 1.81797 2.50238 "2023-09-18 12:40:00" "2023-09-18 11:50:00"
24000 2.41173 1.81797 2.46650 "2023-09-18 12:40:00" "2023-09-18 12:00:00"
24000 2.41173 1.81797 2.40987 "2023-09-18 12:40:00" "2023-09-18 12:10:00"
24000 2.41173 1.81797 2.43050 "2023-09-18 12:40:00" "2023-09-18 12:20:00"
24000 2.41173 1.81797 2.44133 "2023-09-18 12:40:00" "2023-09-18 12:30:00"
24000 2.41173 1.81797 2.40963 "2023-09-18 12:40:00" "2023-09-18 12:40:00"
24600 2.41445 1.82142 2.46650 "2023-09-18 12:50:00" "2023-09-18 12:00:00"
24600 2.41445 1.82142 2.40987 "2023-09-18 12:50:00" "2023-09-18 12:10:00"
24600 2.41445 1.82142 2.43050 "2023-09-18 12:50:00" "2023-09-18 12:20:00"
24600 2.41445 1.82142 2.44133 "2023-09-18 12:50:00" "2023-09-18 12:30:00"
24600 2.41445 1.82142 2.40963 "2023-09-18 12:50:00" "2023-09-18 12:40:00"
24600 2.41445 1.82142 2.39320 "2023-09-18 12:50:00" "2023-09-18 12:50:00"
25200 2.42882 1.82877 2.40987 "2023-09-18 13:00:00" "2023-09-18 12:10:00"
25200 2.42882 1.82877 2.43050 "2023-09-18 13:00:00" "2023-09-18 12:20:00"
25200 2.42882 1.82877 2.44133 "2023-09-18 13:00:00" "2023-09-18 12:30:00"
25200 2.42882 1.82877 2.40963 "2023-09-18 13:00:00" "2023-09-18 12:40:00"
25200 2.42882 1.82877 2.39320 "2023-09-18 13:00:00" "2023-09-18 12:50:00"
25200 2.42882 1.82877 2.44275 "2023-09-18 13:00:00" "2023-09-18 13:00:00"
25800 2.44741 1.83559 2.43050 "2023-09-18 13:10:00" "2023-09-18 12:20:00"
25800 2.44741 1.83559 2.44133 "2023-09-18 13:10:00" "2023-09-18 12:30:00"
25800 2.44741 1.83559 2.40963 "2023-09-18 13:10:00" "2023-09-18 12:40:00"
