20230901
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.07786 2.25627 2.12483 "2023-09-01 11:00:00" "2023-09-01 11:00:00"
18600 2.05979 2.27181 2.12483 "2023-09-01 11:10:00" "2023-09-01 11:00:00"
18600 2.05979 2.27181 2.07088 "2023-09-01 11:10:00" "2023-09-01 11:10:00"
19200 2.05676 2.29205 2.12483 "2023-09-01 11:20:00" "2023-09-01 11:00:00"
19200 2.05676 2.29205 2.07088 "2023-09-01 11:20:00" "2023-09-01 11:10:00"
19200 2.05676 2.29205 2.07220 "2023-09-01 11:20:00" "2023-09-01 11:20:00"
19800 2.05491 2.32070 2.12483 "2023-09-01 11:30:00" "2023-09-01 11:00:00"
19800 2.05491 2.32070 2.07088 "2023-09-01 11:30:00" "2023-09-01 11:10:00"
19800 2.05491 2.32070 2.07220 "2023-09-01 11:30:00" "2023-09-01 11:20:00"
19800 2.05491 2.32070 2.03533 "2023-09-01 11:30:00" "2023-09-01 11:30:00"
20400 2.05605 2.34977 2.12483 "2023-09-01 11:40:00" "2023-09-01 11:00:00"
20400 2.05605 2.34977 2.07088 "2023-09-01 11:40:00" "2023-09-01 11:10:00"
20400 2.05605 2.34977 2.07220 "2023-09-01 11:40:00" "2023-09-01 11:20:00"
20400 2.05605 2.34977 2.03533 "2023-09-01 11:40:00" "2023-09-01 11:30:00"
20400 2.05605 2.34977 1.95775 "2023-09-01 11:40:00" "2023-09-01 11:40:00"
21000 2.05767 2.38019 2.12483 "2023-09-01 11:50:00" "2023-09-01 11:00:00"
21000 2.05767 2.38019 2.07088 "2023-09-01 11:50:00" "2023-09-01 11:10:00"
21000 2.05767 2.38019 2.07220 "2023-09-01 11:50:00" "2023-09-01 11:20:00"
21000 2.05767 2.38019 2.03533 "2023-09-01 11:50:00" "2023-09-01 11:30:00"
21000 2.05767 2.38019 1.95775 "2023-09-01 11:50:00" "2023-09-01 11:40:00"
21000 2.05767 2.38019 2.07580 "2023-09-01 11:50:00" "2023-09-01 11:50:00"
21600 2.06459 2.41511 2.07088 "2023-09-01 12:00:00" "2023-09-01 11:10:00"
21600 2.06459 2.41511 2.07220 "2023-09-01 12:00:00" "2023-09-01 11:20:00"
21600 2.06459 2.41511 2.03533 "2023-09-01 12:00:00" "2023-09-01 11:30:00"
21600 2.06459 2.41511 1.95775 "2023-09-01 12:00:00" "2023-09-01 11:40:00"
21600 2.06459 2.41511 2.07580 "2023-09-01 12:00:00" "2023-09-01 11:50:00"
21600 2.06459 2.41511 2.11667 "2023-09-01 12:00:00" "2023-09-01 12:00:00"
22200 2.08448 2.46671 2.07220 "2023-09-01 12:10:00" "2023-09-01 11:20:00"
22200 2.08448 2.46671 2.03533 "2023-09-01 12:10:00" "2023-09-01 11:30:00"
22200 2.08448 2.46671 1.95775 "2023-09-01 12:10:00" "2023-09-01 11:40:00"
22200 2.08448 2.46671 2.07580 "2023-09-01 12:10:00" "2023-09-01 11:50:00"
22200 2.08448 2.46671 2.11667 "2023-09-01 12:10:00" "2023-09-01 12:00:00"
22200 2.08448 2.46671 2.07700 "2023-09-01 12:10:00" "2023-09-01 12:10:00"
22800 2.08880 2.53246 2.03533 "2023-09-01 12:20:00" "2023-09-01 11:30:00"
22800 2.08880 2.53246 1.95775 "2023-09-01 12:20:00" "2023-09-01 11:40:00"
22800 2.08880 2.53246 2.07580 "2023-09-01 12:20:00" "2023-09-01 11:50:00"
22800 2.08880 2.53246 2.11667 "2023-09-01 12:20:00" "2023-09-01 12:00:00"
22800 2.08880 2.53246 2.07700 "2023-09-01 12:20:00" "2023-09-01 12:10:00"
22800 2.08880 2.53246 2.07225 "2023-09-01 12:20:00" "2023-09-01 12:20:00"
23400 2.08699 2.58806 1.95775 "2023-09-01 12:30:00" "2023-09-01 11:40:00"
23400 2.08699 2.58806 2.07580 "2023-09-01 12:30:00" "2023-09-01 11:50:00"
23400 2.08699 2.58806 2.11667 "2023-09-01 12:30:00" "2023-09-01 12:00:00"
23400 2.08699 2.58806 2.07700 "2023-09-01 12:30:00" "2023-09-01 12:10:00"
23400 2.08699 2.58806 2.07225 "2023-09-01 12:30:00" "2023-09-01 12:20:00"
23400 2.08699 2.58806 2.06467 "2023-09-01 12:30:00" "2023-09-01 12:30:00"
24000 2.09576 2.65249 2.07580 "2023-09-01 12:40:00" "2023-09-01 11:50:00"
24000 2.09576 2.65249 2.11667 "2023-09-01 12:40:00" "2023-09-01 12:00:00"
24000 2.09576 2.65249 2.07700 "2023-09-01 12:40:00" "2023-09-01 12:10:00"
24000 2.09576 2.65249 2.07225 "2023-09-01 12:40:00" "2023-09-01 12:20:00"
24000 2.09576 2.65249 2.06467 "2023-09-01 12:40:00" "2023-09-01 12:30:00"
24000 2.09576 2.65249 2.07012 "2023-09-01 12:40:00" "2023-09-01 12:40:00"
24600 2.11826 2.72715 2.11667 "2023-09-01 12:50:00" "2023-09-01 12:00:00"
24600 2.11826 2.72715 2.07700 "2023-09-01 12:50:00" "2023-09-01 12:10:00"
24600 2.11826 2.72715 2.07225 "2023-09-01 12:50:00" "2023-09-01 12:20:00"
24600 2.11826 2.72715 2.06467 "2023-09-01 12:50:00" "2023-09-01 12:30:00"
24600 2.11826 2.72715 2.07012 "2023-09-01 12:50:00" "2023-09-01 12:40:00"
24600 2.11826 2.72715 2.13420 "2023-09-01 12:50:00" "2023-09-01 12:50:00"
25200 2.14822 2.80852 2.07700 "2023-09-01 13:00:00" "2023-09-01 12:10:00"
25200 2.14822 2.80852 2.07225 "2023-09-01 13:00:00" "2023-09-01 12:20:00"
25200 2.14822 2.80852 2.06467 "2023-09-01 13:00:00" "2023-09-01 12:30:00"
25200 2.14822 2.80852 2.07012 "2023-09-01 13:00:00" "2023-09-01 12:40:00"
25200 2.14822 2.80852 2.13420 "2023-09-01 13:00:00" "2023-09-01 12:50:00"
25200 2.14822 2.80852 2.08700 "2023-09-01 13:00:00" "2023-09-01 13:00:00"
25800 2.17896 2.88132 2.07225 "2023-09-01 13:10:00" "2023-09-01 12:20:00"
25800 2.17896 2.88132 2.06467 "2023-09-01 13:10:00" "2023-09-01 12:30:00"
25800 2.17896 2.88132 2.07012 "2023-09-01 13:10:00" "2023-09-01 12:40:00"
25800 2.17896 2.88132 2.13420 "2023-09-01 13:10:00" "2023-09-01 12:50:00"
25800 2.17896 2.88132 2.08700 "2023-09-01 13:10:00" "2023-09-01 13:00:00"
25800 2.17896 2.88132 2.09575 "2023-09-01 13:10:00" "2023-09-01 13:10:00"
26400 2.20962 2.94842 2.06467 "2023-09-01 13:20:00" "2023-09-01 12:30:00"
26400 2.20962 2.94842 2.07012 "2023-09-01 13:20:00" "2023-09-01 12:40:00"
26400 2.20962 2.94842 2.13420 "2023-09-01 13:20:00" "2023-09-01 12:50:00"
26400 2.20962 2.94842 2.08700 "2023-09-01 13:20:00" "2023-09-01 13:00:00"
26400 2.20962 2.94842 2.09575 "2023-09-01 13:20:00" "2023-09-01 13:10:00"
26400 2.20962 2.94842 2.16780 "2023-09-01 13:20:00" "2023-09-01 13:20:00"
27000 2.23879 3.00268 2.07012 "2023-09-01 13:30:00" "2023-09-01 12:40:00"
27000 2.23879 3.00268 2.13420 "2023-09-01 13:30:00" "2023-09-01 12:50:00"
27000 2.23879 3.00268 2.08700 "2023-09-01 13:30:00" "2023-09-01 13:00:00"
27000 2.23879 3.00268 2.09575 "2023-09-01 13:30:00" "2023-09-01 13:10:00"
27000 2.23879 3.00268 2.16780 "2023-09-01 13:30:00" "2023-09-01 13:20:00"
27000 2.23879 3.00268 2.24067 "2023-09-01 13:30:00" "2023-09-01 13:30:00"
27600 2.27689 3.04711 2.13420 "2023-09-01 13:40:00" "2023-09-01 12:50:00"
27600 2.27689 3.04711 2.08700 "2023-09-01 13:40:00" "2023-09-01 13:00:00"
27600 2.27689 3.04711 2.09575 "2023-09-01 13:40:00" "2023-09-01 13:10:00"
27600 2.27689 3.04711 2.16780 "2023-09-01 13:40:00" "2023-09-01 13:20:00"
27600 2.27689 3.04711 2.24067 "2023-09-01 13:40:00" "2023-09-01 13:30:00"
27600 2.27689 3.04711 2.25713 "2023-09-01 13:40:00" "2023-09-01 13:40:00"
28200 2.31047 3.08094 2.08700 "2023-09-01 13:50:00" "2023-09-01 13:00:00"
28200 2.31047 3.08094 2.09575 "2023-09-01 13:50:00" "2023-09-01 13:10:00"
28200 2.31047 3.08094 2.16780 "2023-09-01 13:50:00" "2023-09-01 13:20:00"
28200 2.31047 3.08094 2.24067 "2023-09-01 13:50:00" "2023-09-01 13:30:00"
28200 2.31047 3.08094 2.25713 "2023-09-01 13:50:00" "2023-09-01 13:40:00"
28200 2.31047 3.08094 2.31820 "2023-09-01 13:50:00" "2023-09-01 13:50:00"
28800 2.32414 3.09425 2.09575 "2023-09-01 14:00:00" "2023-09-01 13:10:00"
28800 2.32414 3.09425 2.16780 "2023-09-01 14:00:00" "2023-09-01 13:20:00"
28800 2.32414 3.09425 2.24067 "2023-09-01 14:00:00" "2023-09-01 13:30:00"
28800 2.32414 3.09425 2.25713 "2023-09-01 14:00:00" "2023-09-01 13:40:00"
28800 2.32414 3.09425 2.31820 "2023-09-01 14:00:00" "2023-09-01 13:50:00"
28800 2.32414 3.09425 2.24983 "2023-09-01 14:00:00" "2023-09-01 14:00:00"
29400 2.33647 3.10745 2.16780 "2023-09-01 14:10:00" "2023-09-01 13:20:00"
29400 2.33647 3.10745 2.24067 "2023-09-01 14:10:00" "2023-09-01 13:30:00"
29400 2.33647 3.10745 2.25713 "2023-09-01 14:10:00" "2023-09-01 13:40:00"
29400 2.33647 3.10745 2.31820 "2023-09-01 14:10:00" "2023-09-01 13:50:00"
29400 2.33647 3.10745 2.24983 "2023-09-01 14:10:00" "2023-09-01 14:00:00"
29400 2.33647 3.10745 2.32487 "2023-09-01 14:10:00" "2023-09-01 14:10:00"
30000 2.36551 3.10988 2.24067 "2023-09-01 14:20:00" "2023-09-01 13:30:00"
30000 2.36551 3.10988 2.25713 "2023-09-01 14:20:00" "2023-09-01 13:40:00"
30000 2.36551 3.10988 2.31820 "2023-09-01 14:20:00" "2023-09-01 13:50:00"
30000 2.36551 3.10988 2.24983 "2023-09-01 14:20:00" "2023-09-01 14:00:00"
30000 2.36551 3.10988 2.32487 "2023-09-01 14:20:00" "2023-09-01 14:10:00"
30000 2.36551 3.10988 2.39350 "2023-09-01 14:20:00" "2023-09-01 14:20:00"
30600 2.40696 3.12385 2.25713 "2023-09-01 14:30:00" "2023-09-01 13:40:00"
30600 2.40696 3.12385 2.31820 "2023-09-01 14:30:00" "2023-09-01 13:50:00"
30600 2.40696 3.12385 2.24983 "2023-09-01 14:30:00" "2023-09-01 14:00:00"
30600 2.40696 3.12385 2.32487 "2023-09-01 14:30:00" "2023-09-01 14:10:00"
30600 2.40696 3.12385 2.39350 "2023-09-01 14:30:00" "2023-09-01 14:20:00"
30600 2.40696 3.12385 2.35950 "2023-09-01 14:30:00" "2023-09-01 14:30:00"
