20230920
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 5.23341 3.56080 5.09350 "2023-09-20 11:00:00" "2023-09-20 11:00:00"
18600 5.30870 3.58285 5.09350 "2023-09-20 11:10:00" "2023-09-20 11:00:00"
18600 5.30870 3.58285 5.17200 "2023-09-20 11:10:00" "2023-09-20 11:10:00"
19200 5.36919 3.60554 5.09350 "2023-09-20 11:20:00" "2023-09-20 11:00:00"
19200 5.36919 3.60554 5.17200 "2023-09-20 11:20:00" "2023-09-20 11:10:00"
19200 5.36919 3.60554 5.42240 "2023-09-20 11:20:00" "2023-09-20 11:20:00"
19800 5.38424 3.62884 5.09350 "2023-09-20 11:30:00" "2023-09-20 11:00:00"
19800 5.38424 3.62884 5.17200 "2023-09-20 11:30:00" "2023-09-20 11:10:00"
19800 5.38424 3.62884 5.42240 "2023-09-20 11:30:00" "2023-09-20 11:20:00"
19800 5.38424 3.62884 5.47167 "2023-09-20 11:30:00" "2023-09-20 11:30:00"
20400 5.38435 3.65105 5.09350 "2023-09-20 11:40:00" "2023-09-20 11:00:00"
20400 5.38435 3.65105 5.17200 "2023-09-20 11:40:00" "2023-09-20 11:10:00"
20400 5.38435 3.65105 5.42240 "2023-09-20 11:40:00" "2023-09-20 11:20:00"
20400 5.38435 3.65105 5.47167 "2023-09-20 11:40:00" "2023-09-20 11:30:00"
20400 5.38435 3.65105 5.41587 "2023-09-20 11:40:00" "2023-09-20 11:40:00"
21000 5.36031 3.67528 5.09350 "2023-09-20 11:50:00" "2023-09-20 11:00:00"
21000 5.36031 3.67528 5.17200 "2023-09-20 11:50:00" "2023-09-20 11:10:00"
21000 5.36031 3.67528 5.42240 "2023-09-20 11:50:00" "2023-09-20 11:20:00"
21000 5.36031 3.67528 5.47167 "2023-09-20 11:50:00" "2023-09-20 11:30:00"
21000 5.36031 3.67528 5.41587 "2023-09-20 11:50:00" "2023-09-20 11:40:00"
21000 5.36031 3.67528 5.41400 "2023-09-20 11:50:00" "2023-09-20 11:50:00"
21600 5.30601 3.70334 5.17200 "2023-09-20 12:00:00" "2023-09-20 11:10:00"
21600 5.30601 3.70334 5.42240 "2023-09-20 12:00:00" "2023-09-20 11:20:00"
21600 5.30601 3.70334 5.47167 "2023-09-20 12:00:00" "2023-09-20 11:30:00"
21600 5.30601 3.70334 5.41587 "2023-09-20 12:00:00" "2023-09-20 11:40:00"
21600 5.30601 3.70334 5.41400 "2023-09-20 12:00:00" "2023-09-20 11:50:00"
21600 5.30601 3.70334 5.44433 "2023-09-20 12:00:00" "2023-09-20 12:00:00"
22200 5.24228 3.73335 5.42240 "2023-09-20 12:10:00" "2023-09-20 11:20:00"
22200 5.24228 3.73335 5.47167 "2023-09-20 12:10:00" "2023-09-20 11:30:00"
22200 5.24228 3.73335 5.41587 "2023-09-20 12:10:00" "2023-09-20 11:40:00"
22200 5.24228 3.73335 5.41400 "2023-09-20 12:10:00" "2023-09-20 11:50:00"
22200 5.24228 3.73335 5.44433 "2023-09-20 12:10:00" "2023-09-20 12:00:00"
22200 5.24228 3.73335 5.21850 "2023-09-20 12:10:00" "2023-09-20 12:10:00"
22800 5.18208 3.76807 5.47167 "2023-09-20 12:20:00" "2023-09-20 11:30:00"
22800 5.18208 3.76807 5.41587 "2023-09-20 12:20:00" "2023-09-20 11:40:00"
22800 5.18208 3.76807 5.41400 "2023-09-20 12:20:00" "2023-09-20 11:50:00"
22800 5.18208 3.76807 5.44433 "2023-09-20 12:20:00" "2023-09-20 12:00:00"
22800 5.18208 3.76807 5.21850 "2023-09-20 12:20:00" "2023-09-20 12:10:00"
22800 5.18208 3.76807 5.29800 "2023-09-20 12:20:00" "2023-09-20 12:20:00"
23400 5.13112 3.81551 5.41587 "2023-09-20 12:30:00" "2023-09-20 11:40:00"
23400 5.13112 3.81551 5.41400 "2023-09-20 12:30:00" "2023-09-20 11:50:00"
23400 5.13112 3.81551 5.44433 "2023-09-20 12:30:00" "2023-09-20 12:00:00"
23400 5.13112 3.81551 5.21850 "2023-09-20 12:30:00" "2023-09-20 12:10:00"
23400 5.13112 3.81551 5.29800 "2023-09-20 12:30:00" "2023-09-20 12:20:00"
