20230906
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 3.85429 3.36520 3.82617 "2023-09-06 11:00:00" "2023-09-06 11:00:00"
18600 3.84847 3.36853 3.82617 "2023-09-06 11:10:00" "2023-09-06 11:00:00"
18600 3.84847 3.36853 3.80800 "2023-09-06 11:10:00" "2023-09-06 11:10:00"
19200 3.86172 3.35963 3.82617 "2023-09-06 11:20:00" "2023-09-06 11:00:00"
19200 3.86172 3.35963 3.80800 "2023-09-06 11:20:00" "2023-09-06 11:10:00"
19200 3.86172 3.35963 3.84580 "2023-09-06 11:20:00" "2023-09-06 11:20:00"
19800 3.87985 3.34602 3.82617 "2023-09-06 11:30:00" "2023-09-06 11:00:00"
19800 3.87985 3.34602 3.80800 "2023-09-06 11:30:00" "2023-09-06 11:10:00"
19800 3.87985 3.34602 3.84580 "2023-09-06 11:30:00" "2023-09-06 11:20:00"
19800 3.87985 3.34602 3.83800 "2023-09-06 11:30:00" "2023-09-06 11:30:00"
20400 3.90094 3.33465 3.82617 "2023-09-06 11:40:00" "2023-09-06 11:00:00"
20400 3.90094 3.33465 3.80800 "2023-09-06 11:40:00" "2023-09-06 11:10:00"
20400 3.90094 3.33465 3.84580 "2023-09-06 11:40:00" "2023-09-06 11:20:00"
20400 3.90094 3.33465 3.83800 "2023-09-06 11:40:00" "2023-09-06 11:30:00"
20400 3.90094 3.33465 3.85350 "2023-09-06 11:40:00" "2023-09-06 11:40:00"
21000 3.91627 3.32753 3.82617 "2023-09-06 11:50:00" "2023-09-06 11:00:00"
21000 3.91627 3.32753 3.80800 "2023-09-06 11:50:00" "2023-09-06 11:10:00"
21000 3.91627 3.32753 3.84580 "2023-09-06 11:50:00" "2023-09-06 11:20:00"
21000 3.91627 3.32753 3.83800 "2023-09-06 11:50:00" "2023-09-06 11:30:00"
21000 3.91627 3.32753 3.85350 "2023-09-06 11:50:00" "2023-09-06 11:40:00"
21000 3.91627 3.32753 3.93840 "2023-09-06 11:50:00" "2023-09-06 11:50:00"
21600 3.92701 3.31823 3.80800 "2023-09-06 12:00:00" "2023-09-06 11:10:00"
21600 3.92701 3.31823 3.84580 "2023-09-06 12:00:00" "2023-09-06 11:20:00"
21600 3.92701 3.31823 3.83800 "2023-09-06 12:00:00" "2023-09-06 11:30:00"
21600 3.92701 3.31823 3.85350 "2023-09-06 12:00:00" "2023-09-06 11:40:00"
21600 3.92701 3.31823 3.93840 "2023-09-06 12:00:00" "2023-09-06 11:50:00"
21600 3.92701 3.31823 3.90883 "2023-09-06 12:00:00" "2023-09-06 12:00:00"
22200 3.91910 3.29834 3.84580 "2023-09-06 12:10:00" "2023-09-06 11:20:00"
22200 3.91910 3.29834 3.83800 "2023-09-06 12:10:00" "2023-09-06 11:30:00"
22200 3.91910 3.29834 3.85350 "2023-09-06 12:10:00" "2023-09-06 11:40:00"
22200 3.91910 3.29834 3.93840 "2023-09-06 12:10:00" "2023-09-06 11:50:00"
22200 3.91910 3.29834 3.90883 "2023-09-06 12:10:00" "2023-09-06 12:00:00"
22200 3.91910 3.29834 3.95825 "2023-09-06 12:10:00" "2023-09-06 12:10:00"
22800 3.89760 3.28554 3.83800 "2023-09-06 12:20:00" "2023-09-06 11:30:00"
22800 3.89760 3.28554 3.85350 "2023-09-06 12:20:00" "2023-09-06 11:40:00"
22800 3.89760 3.28554 3.93840 "2023-09-06 12:20:00" "2023-09-06 11:50:00"
22800 3.89760 3.28554 3.90883 "2023-09-06 12:20:00" "2023-09-06 12:00:00"
22800 3.89760 3.28554 3.95825 "2023-09-06 12:20:00" "2023-09-06 12:10:00"
22800 3.89760 3.28554 3.94650 "2023-09-06 12:20:00" "2023-09-06 12:20:00"
23400 3.86142 3.26868 3.85350 "2023-09-06 12:30:00" "2023-09-06 11:40:00"
23400 3.86142 3.26868 3.93840 "2023-09-06 12:30:00" "2023-09-06 11:50:00"
23400 3.86142 3.26868 3.90883 "2023-09-06 12:30:00" "2023-09-06 12:00:00"
23400 3.86142 3.26868 3.95825 "2023-09-06 12:30:00" "2023-09-06 12:10:00"
23400 3.86142 3.26868 3.94650 "2023-09-06 12:30:00" "2023-09-06 12:20:00"
23400 3.86142 3.26868 3.92933 "2023-09-06 12:30:00" "2023-09-06 12:30:00"
24000 3.81795 3.24133 3.93840 "2023-09-06 12:40:00" "2023-09-06 11:50:00"
24000 3.81795 3.24133 3.90883 "2023-09-06 12:40:00" "2023-09-06 12:00:00"
24000 3.81795 3.24133 3.95825 "2023-09-06 12:40:00" "2023-09-06 12:10:00"
24000 3.81795 3.24133 3.94650 "2023-09-06 12:40:00" "2023-09-06 12:20:00"
24000 3.81795 3.24133 3.92933 "2023-09-06 12:40:00" "2023-09-06 12:30:00"
24000 3.81795 3.24133 3.88187 "2023-09-06 12:40:00" "2023-09-06 12:40:00"
24600 3.77193 3.19674 3.90883 "2023-09-06 12:50:00" "2023-09-06 12:00:00"
24600 3.77193 3.19674 3.95825 "2023-09-06 12:50:00" "2023-09-06 12:10:00"
24600 3.77193 3.19674 3.94650 "2023-09-06 12:50:00" "2023-09-06 12:20:00"
24600 3.77193 3.19674 3.92933 "2023-09-06 12:50:00" "2023-09-06 12:30:00"
24600 3.77193 3.19674 3.88187 "2023-09-06 12:50:00" "2023-09-06 12:40:00"
24600 3.77193 3.19674 3.83280 "2023-09-06 12:50:00" "2023-09-06 12:50:00"
25200 3.72492 3.14916 3.95825 "2023-09-06 13:00:00" "2023-09-06 12:10:00"
25200 3.72492 3.14916 3.94650 "2023-09-06 13:00:00" "2023-09-06 12:20:00"
25200 3.72492 3.14916 3.92933 "2023-09-06 13:00:00" "2023-09-06 12:30:00"
25200 3.72492 3.14916 3.88187 "2023-09-06 13:00:00" "2023-09-06 12:40:00"
25200 3.72492 3.14916 3.83280 "2023-09-06 13:00:00" "2023-09-06 12:50:00"
25200 3.72492 3.14916 3.76583 "2023-09-06 13:00:00" "2023-09-06 13:00:00"
25800 3.68944 3.12233 3.94650 "2023-09-06 13:10:00" "2023-09-06 12:20:00"
25800 3.68944 3.12233 3.92933 "2023-09-06 13:10:00" "2023-09-06 12:30:00"
25800 3.68944 3.12233 3.88187 "2023-09-06 13:10:00" "2023-09-06 12:40:00"
25800 3.68944 3.12233 3.83280 "2023-09-06 13:10:00" "2023-09-06 12:50:00"
25800 3.68944 3.12233 3.76583 "2023-09-06 13:10:00" "2023-09-06 13:00:00"
25800 3.68944 3.12233 3.67000 "2023-09-06 13:10:00" "2023-09-06 13:10:00"
26400 3.65609 3.09838 3.92933 "2023-09-06 13:20:00" "2023-09-06 12:30:00"
26400 3.65609 3.09838 3.88187 "2023-09-06 13:20:00" "2023-09-06 12:40:00"
26400 3.65609 3.09838 3.83280 "2023-09-06 13:20:00" "2023-09-06 12:50:00"
26400 3.65609 3.09838 3.76583 "2023-09-06 13:20:00" "2023-09-06 13:00:00"
26400 3.65609 3.09838 3.67000 "2023-09-06 13:20:00" "2023-09-06 13:10:00"
26400 3.65609 3.09838 3.69980 "2023-09-06 13:20:00" "2023-09-06 13:20:00"
27000 3.62355 3.09453 3.88187 "2023-09-06 13:30:00" "2023-09-06 12:40:00"
27000 3.62355 3.09453 3.83280 "2023-09-06 13:30:00" "2023-09-06 12:50:00"
27000 3.62355 3.09453 3.76583 "2023-09-06 13:30:00" "2023-09-06 13:00:00"
27000 3.62355 3.09453 3.67000 "2023-09-06 13:30:00" "2023-09-06 13:10:00"
27000 3.62355 3.09453 3.69980 "2023-09-06 13:30:00" "2023-09-06 13:20:00"
27000 3.62355 3.09453 3.60483 "2023-09-06 13:30:00" "2023-09-06 13:30:00"
27600 3.58775 3.10994 3.83280 "2023-09-06 13:40:00" "2023-09-06 12:50:00"
27600 3.58775 3.10994 3.76583 "2023-09-06 13:40:00" "2023-09-06 13:00:00"
27600 3.58775 3.10994 3.67000 "2023-09-06 13:40:00" "2023-09-06 13:10:00"
27600 3.58775 3.10994 3.69980 "2023-09-06 13:40:00" "2023-09-06 13:20:00"
27600 3.58775 3.10994 3.60483 "2023-09-06 13:40:00" "2023-09-06 13:30:00"
27600 3.58775 3.10994 3.60875 "2023-09-06 13:40:00" "2023-09-06 13:40:00"
28200 3.56014 3.13400 3.76583 "2023-09-06 13:50:00" "2023-09-06 13:00:00"
28200 3.56014 3.13400 3.67000 "2023-09-06 13:50:00" "2023-09-06 13:10:00"
28200 3.56014 3.13400 3.69980 "2023-09-06 13:50:00" "2023-09-06 13:20:00"
28200 3.56014 3.13400 3.60483 "2023-09-06 13:50:00" "2023-09-06 13:30:00"
28200 3.56014 3.13400 3.60875 "2023-09-06 13:50:00" "2023-09-06 13:40:00"
28200 3.56014 3.13400 3.63575 "2023-09-06 13:50:00" "2023-09-06 13:50:00"
28800 3.54992 3.16160 3.67000 "2023-09-06 14:00:00" "2023-09-06 13:10:00"
28800 3.54992 3.16160 3.69980 "2023-09-06 14:00:00" "2023-09-06 13:20:00"
28800 3.54992 3.16160 3.60483 "2023-09-06 14:00:00" "2023-09-06 13:30:00"
28800 3.54992 3.16160 3.60875 "2023-09-06 14:00:00" "2023-09-06 13:40:00"
28800 3.54992 3.16160 3.63575 "2023-09-06 14:00:00" "2023-09-06 13:50:00"
28800 3.54992 3.16160 3.59583 "2023-09-06 14:00:00" "2023-09-06 14:00:00"
29400 3.53278 3.17908 3.69980 "2023-09-06 14:10:00" "2023-09-06 13:20:00"
29400 3.53278 3.17908 3.60483 "2023-09-06 14:10:00" "2023-09-06 13:30:00"
29400 3.53278 3.17908 3.60875 "2023-09-06 14:10:00" "2023-09-06 13:40:00"
29400 3.53278 3.17908 3.63575 "2023-09-06 14:10:00" "2023-09-06 13:50:00"
29400 3.53278 3.17908 3.59583 "2023-09-06 14:10:00" "2023-09-06 14:00:00"
29400 3.53278 3.17908 3.45638 "2023-09-06 14:10:00" "2023-09-06 14:10:00"
30000 3.52122 3.20658 3.60483 "2023-09-06 14:20:00" "2023-09-06 13:30:00"
