20230902
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.49317 2.51691 2.45425 "2023-09-02 11:00:00" "2023-09-02 11:00:00"
18600 2.48774 2.50389 2.45425 "2023-09-02 11:10:00" "2023-09-02 11:00:00"
18600 2.48774 2.50389 2.47912 "2023-09-02 11:10:00" "2023-09-02 11:10:00"
19200 2.48672 2.51016 2.45425 "2023-09-02 11:20:00" "2023-09-02 11:00:00"
19200 2.48672 2.51016 2.47912 "2023-09-02 11:20:00" "2023-09-02 11:10:00"
19200 2.48672 2.51016 2.50263 "2023-09-02 11:20:00" "2023-09-02 11:20:00"
19800 2.49337 2.52167 2.45425 "2023-09-02 11:30:00" "2023-09-02 11:00:00"
19800 2.49337 2.52167 2.47912 "2023-09-02 11:30:00" "2023-09-02 11:10:00"
19800 2.49337 2.52167 2.50263 "2023-09-02 11:30:00" "2023-09-02 11:20:00"
19800 2.49337 2.52167 2.52825 "2023-09-02 11:30:00" "2023-09-02 11:30:00"
20400 2.48660 2.54110 2.45425 "2023-09-02 11:40:00" "2023-09-02 11:00:00"
20400 2.48660 2.54110 2.47912 "2023-09-02 11:40:00" "2023-09-02 11:10:00"
20400 2.48660 2.54110 2.50263 "2023-09-02 11:40:00" "2023-09-02 11:20:00"
20400 2.48660 2.54110 2.52825 "2023-09-02 11:40:00" "2023-09-02 11:30:00"
20400 2.48660 2.54110 2.53925 "2023-09-02 11:40:00" "2023-09-02 11:40:00"
21000 2.45597 2.55737 2.45425 "2023-09-02 11:50:00" "2023-09-02 11:00:00"
21000 2.45597 2.55737 2.47912 "2023-09-02 11:50:00" "2023-09-02 11:10:00"
21000 2.45597 2.55737 2.50263 "2023-09-02 11:50:00" "2023-09-02 11:20:00"
21000 2.45597 2.55737 2.52825 "2023-09-02 11:50:00" "2023-09-02 11:30:00"
21000 2.45597 2.55737 2.53925 "2023-09-02 11:50:00" "2023-09-02 11:40:00"
21000 2.45597 2.55737 2.43240 "2023-09-02 11:50:00" "2023-09-02 11:50:00"
21600 2.41574 2.57564 2.47912 "2023-09-02 12:00:00" "2023-09-02 11:10:00"
21600 2.41574 2.57564 2.50263 "2023-09-02 12:00:00" "2023-09-02 11:20:00"
21600 2.41574 2.57564 2.52825 "2023-09-02 12:00:00" "2023-09-02 11:30:00"
21600 2.41574 2.57564 2.53925 "2023-09-02 12:00:00" "2023-09-02 11:40:00"
21600 2.41574 2.57564 2.43240 "2023-09-02 12:00:00" "2023-09-02 11:50:00"
21600 2.41574 2.57564 2.47500 "2023-09-02 12:00:00" "2023-09-02 12:00:00"
22200 2.38767 2.59897 2.50263 "2023-09-02 12:10:00" "2023-09-02 11:20:00"
22200 2.38767 2.59897 2.52825 "2023-09-02 12:10:00" "2023-09-02 11:30:00"
22200 2.38767 2.59897 2.53925 "2023-09-02 12:10:00" "2023-09-02 11:40:00"
22200 2.38767 2.59897 2.43240 "2023-09-02 12:10:00" "2023-09-02 11:50:00"
22200 2.38767 2.59897 2.47500 "2023-09-02 12:10:00" "2023-09-02 12:00:00"
22200 2.38767 2.59897 2.51175 "2023-09-02 12:10:00" "2023-09-02 12:10:00"
22800 2.37658 2.60463 2.52825 "2023-09-02 12:20:00" "2023-09-02 11:30:00"
22800 2.37658 2.60463 2.53925 "2023-09-02 12:20:00" "2023-09-02 11:40:00"
22800 2.37658 2.60463 2.43240 "2023-09-02 12:20:00" "2023-09-02 11:50:00"
22800 2.37658 2.60463 2.47500 "2023-09-02 12:20:00" "2023-09-02 12:00:00"
22800 2.37658 2.60463 2.51175 "2023-09-02 12:20:00" "2023-09-02 12:10:00"
22800 2.37658 2.60463 2.37200 "2023-09-02 12:20:00" "2023-09-02 12:20:00"
23400 2.36789 2.61115 2.53925 "2023-09-02 12:30:00" "2023-09-02 11:40:00"
23400 2.36789 2.61115 2.43240 "2023-09-02 12:30:00" "2023-09-02 11:50:00"
23400 2.36789 2.61115 2.47500 "2023-09-02 12:30:00" "2023-09-02 12:00:00"
23400 2.36789 2.61115 2.51175 "2023-09-02 12:30:00" "2023-09-02 12:10:00"
23400 2.36789 2.61115 2.37200 "2023-09-02 12:30:00" "2023-09-02 12:20:00"
23400 2.36789 2.61115 2.26417 "2023-09-02 12:30:00" "2023-09-02 12:30:00"
24000 2.37748 2.62018 2.43240 "2023-09-02 12:40:00" "2023-09-02 11:50:00"
