20230915
Seconds MEASURES_pwv(mm) MNH_PWV(mm) PERSISTENCE(mm) Date_of_forecast Date_of_computing
18000 2.20082 1.91750 2.24317 "2023-09-15 11:00:00" "2023-09-15 11:00:00"
18600 2.16270 1.90800 2.24317 "2023-09-15 11:10:00" "2023-09-15 11:00:00"
18600 2.16270 1.90800 2.16525 "2023-09-15 11:10:00" "2023-09-15 11:10:00"
19200 2.12345 1.90186 2.24317 "2023-09-15 11:20:00" "2023-09-15 11:00:00"
19200 2.12345 1.90186 2.16525 "2023-09-15 11:20:00" "2023-09-15 11:10:00"
19200 2.12345 1.90186 2.14325 "2023-09-15 11:20:00" "2023-09-15 11:20:00"
19800 2.09094 1.89138 2.24317 "2023-09-15 11:30:00" "2023-09-15 11:00:00"
19800 2.09094 1.89138 2.16525 "2023-09-15 11:30:00" "2023-09-15 11:10:00"
19800 2.09094 1.89138 2.14325 "2023-09-15 11:30:00" "2023-09-15 11:20:00"
19800 2.09094 1.89138 2.15117 "2023-09-15 11:30:00" "2023-09-15 11:30:00"
20400 2.06504 1.87480 2.24317 "2023-09-15 11:40:00" "2023-09-15 11:00:00"
20400 2.06504 1.87480 2.16525 "2023-09-15 11:40:00" "2023-09-15 11:10:00"
20400 2.06504 1.87480 2.14325 "2023-09-15 11:40:00" "2023-09-15 11:20:00"
20400 2.06504 1.87480 2.15117 "2023-09-15 11:40:00" "2023-09-15 11:30:00"
20400 2.06504 1.87480 2.07475 "2023-09-15 11:40:00" "2023-09-15 11:40:00"
21000 2.03752 1.85858 2.24317 "2023-09-15 11:50:00" "2023-09-15 11:00:00"
21000 2.03752 1.85858 2.16525 "2023-09-15 11:50:00" "2023-09-15 11:10:00"
21000 2.03752 1.85858 2.14325 "2023-09-15 11:50:00" "2023-09-15 11:20:00"
21000 2.03752 1.85858 2.15117 "2023-09-15 11:50:00" "2023-09-15 11:30:00"
21000 2.03752 1.85858 2.07475 "2023-09-15 11:50:00" "2023-09-15 11:40:00"
21000 2.03752 1.85858 2.07180 "2023-09-15 11:50:00" "2023-09-15 11:50:00"
21600 2.00877 1.84216 2.16525 "2023-09-15 12:00:00" "2023-09-15 11:10:00"
21600 2.00877 1.84216 2.14325 "2023-09-15 12:00:00" "2023-09-15 11:20:00"
21600 2.00877 1.84216 2.15117 "2023-09-15 12:00:00" "2023-09-15 11:30:00"
21600 2.00877 1.84216 2.07475 "2023-09-15 12:00:00" "2023-09-15 11:40:00"
21600 2.00877 1.84216 2.07180 "2023-09-15 12:00:00" "2023-09-15 11:50:00"
21600 2.00877 1.84216 2.03400 "2023-09-15 12:00:00" "2023-09-15 12:00:00"
22200 1.98671 1.82611 2.14325 "2023-09-15 12:10:00" "2023-09-15 11:20:00"
22200 1.98671 1.82611 2.15117 "2023-09-15 12:10:00" "2023-09-15 11:30:00"
22200 1.98671 1.82611 2.07475 "2023-09-15 12:10:00" "2023-09-15 11:40:00"
22200 1.98671 1.82611 2.07180 "2023-09-15 12:10:00" "2023-09-15 11:50:00"
22200 1.98671 1.82611 2.03400 "2023-09-15 12:10:00" "2023-09-15 12:00:00"
22200 1.98671 1.82611 1.98475 "2023-09-15 12:10:00" "2023-09-15 12:10:00"
22800 1.96631 1.80823 2.15117 "2023-09-15 12:20:00" "2023-09-15 11:30:00"
22800 1.96631 1.80823 2.07475 "2023-09-15 12:20:00" "2023-09-15 11:40:00"
22800 1.96631 1.80823 2.07180 "2023-09-15 12:20:00" "2023-09-15 11:50:00"
22800 1.96631 1.80823 2.03400 "2023-09-15 12:20:00" "2023-09-15 12:00:00"
22800 1.96631 1.80823 1.98475 "2023-09-15 12:20:00" "2023-09-15 12:10:00"
22800 1.96631 1.80823 1.98537 "2023-09-15 12:20:00" "2023-09-15 12:20:00"
23400 1.95650 1.79368 2.07475 "2023-09-15 12:30:00" "2023-09-15 11:40:00"
23400 1.95650 1.79368 2.07180 "2023-09-15 12:30:00" "2023-09-15 11:50:00"
23400 1.95650 1.79368 2.03400 "2023-09-15 12:30:00" "2023-09-15 12:00:00"
23400 1.95650 1.79368 1.98475 "2023-09-15 12:30:00" "2023-09-15 12:10:00"
23400 1.95650 1.79368 1.98537 "2023-09-15 12:30:00" "2023-09-15 12:20:00"
23400 1.95650 1.79368 1.96300 "2023-09-15 12:30:00" "2023-09-15 12:30:00"
24000 1.95781 1.78690 2.07180 "2023-09-15 12:40:00" "2023-09-15 11:50:00"
24000 1.95781 1.78690 2.03400 "2023-09-15 12:40:00" "2023-09-15 12:00:00"
24000 1.95781 1.78690 1.98475 "2023-09-15 12:40:00" "2023-09-15 12:10:00"
24000 1.95781 1.78690 1.98537 "2023-09-15 12:40:00" "2023-09-15 12:20:00"
24000 1.95781 1.78690 1.96300 "2023-09-15 12:40:00" "2023-09-15 12:30:00"
24000 1.95781 1.78690 1.91975 "2023-09-15 12:40:00" "2023-09-15 12:40:00"
24600 1.96782 1.78559 2.03400 "2023-09-15 12:50:00" "2023-09-15 12:00:00"
24600 1.96782 1.78559 1.98475 "2023-09-15 12:50:00" "2023-09-15 12:10:00"
24600 1.96782 1.78559 1.98537 "2023-09-15 12:50:00" "2023-09-15 12:20:00"
24600 1.96782 1.78559 1.96300 "2023-09-15 12:50:00" "2023-09-15 12:30:00"
24600 1.96782 1.78559 1.91975 "2023-09-15 12:50:00" "2023-09-15 12:40:00"
24600 1.96782 1.78559 1.94850 "2023-09-15 12:50:00" "2023-09-15 12:50:00"
25200 1.97825 1.78431 1.98475 "2023-09-15 13:00:00" "2023-09-15 12:10:00"
25200 1.97825 1.78431 1.98537 "2023-09-15 13:00:00" "2023-09-15 12:20:00"
25200 1.97825 1.78431 1.96300 "2023-09-15 13:00:00" "2023-09-15 12:30:00"
25200 1.97825 1.78431 1.91975 "2023-09-15 13:00:00" "2023-09-15 12:40:00"
25200 1.97825 1.78431 1.94850 "2023-09-15 13:00:00" "2023-09-15 12:50:00"
25200 1.97825 1.78431 1.96200 "2023-09-15 13:00:00" "2023-09-15 13:00:00"
25800 1.99053 1.78255 1.98537 "2023-09-15 13:10:00" "2023-09-15 12:20:00"
25800 1.99053 1.78255 1.96300 "2023-09-15 13:10:00" "2023-09-15 12:30:00"
25800 1.99053 1.78255 1.91975 "2023-09-15 13:10:00" "2023-09-15 12:40:00"
25800 1.99053 1.78255 1.94850 "2023-09-15 13:10:00" "2023-09-15 12:50:00"
25800 1.99053 1.78255 1.96200 "2023-09-15 13:10:00" "2023-09-15 13:00:00"
25800 1.99053 1.78255 1.95112 "2023-09-15 13:10:00" "2023-09-15 13:10:00"
26400 2.00330 1.78310 1.96300 "2023-09-15 13:20:00" "2023-09-15 12:30:00"
26400 2.00330 1.78310 1.91975 "2023-09-15 13:20:00" "2023-09-15 12:40:00"
26400 2.00330 1.78310 1.94850 "2023-09-15 13:20:00" "2023-09-15 12:50:00"
26400 2.00330 1.78310 1.96200 "2023-09-15 13:20:00" "2023-09-15 13:00:00"
26400 2.00330 1.78310 1.95112 "2023-09-15 13:20:00" "2023-09-15 13:10:00"
26400 2.00330 1.78310 2.01960 "2023-09-15 13:20:00" "2023-09-15 13:20:00"
27000 2.01181 1.79997 1.91975 "2023-09-15 13:30:00" "2023-09-15 12:40:00"
27000 2.01181 1.79997 1.94850 "2023-09-15 13:30:00" "2023-09-15 12:50:00"
27000 2.01181 1.79997 1.96200 "2023-09-15 13:30:00" "2023-09-15 13:00:00"
27000 2.01181 1.79997 1.95112 "2023-09-15 13:30:00" "2023-09-15 13:10:00"
27000 2.01181 1.79997 2.01960 "2023-09-15 13:30:00" "2023-09-15 13:20:00"
27000 2.01181 1.79997 2.03100 "2023-09-15 13:30:00" "2023-09-15 13:30:00"
27600 2.02017 1.83807 1.94850 "2023-09-15 13:40:00" "2023-09-15 12:50:00"
27600 2.02017 1.83807 1.96200 "2023-09-15 13:40:00" "2023-09-15 13:00:00"
27600 2.02017 1.83807 1.95112 "2023-09-15 13:40:00" "2023-09-15 13:10:00"
27600 2.02017 1.83807 2.01960 "2023-09-15 13:40:00" "2023-09-15 13:20:00"
27600 2.02017 1.83807 2.03100 "2023-09-15 13:40:00" "2023-09-15 13:30:00"
27600 2.02017 1.83807 1.99587 "2023-09-15 13:40:00" "2023-09-15 13:40:00"
28200 2.02639 1.87152 1.96200 "2023-09-15 13:50:00" "2023-09-15 13:00:00"
28200 2.02639 1.87152 1.95112 "2023-09-15 13:50:00" "2023-09-15 13:10:00"
28200 2.02639 1.87152 2.01960 "2023-09-15 13:50:00" "2023-09-15 13:20:00"
28200 2.02639 1.87152 2.03100 "2023-09-15 13:50:00" "2023-09-15 13:30:00"
28200 2.02639 1.87152 1.99587 "2023-09-15 13:50:00" "2023-09-15 13:40:00"
28200 2.02639 1.87152 2.02160 "2023-09-15 13:50:00" "2023-09-15 13:50:00"
28800 2.03284 1.90534 1.95112 "2023-09-15 14:00:00" "2023-09-15 13:10:00"
